Morion ID,ATC Code (1),ATC Code (2),ATC Code (3),ATC Code (4),ATC Code (5),Brand,INN,NFC (1),Description,strength_value,strength_unit,pack_size,form_category,market_level,market_name,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023
325618,M MUSCULO-SCELETAL SYSTEM,M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A13 Ibuprofen,23128,IBUPROFENUM,"Topical Dermatological, Haemorrhoidal, External"," gel 50 mg/g tube 50 g, #1",50.0,mg,1.0,Topical,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",3082.1800000000003,5181.6,3405.24,3041.4,8792.46
431469,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,10802,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, #8",100.0,mg,8.0,Oral solid,No sampled peer,No sampled peer,5049.88,1664.56,467.7299999999999,846.37,554.41
121279,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B06 Ambroxol,13675,AMBROXOLUM,Oral Liquid Ordinary," syrup 15 mg/5 ml flask 100 ml, #1",15.0,mg,1.0,Oral liquid,ATC4,R05C B Mucolytics,2288.3999999999996,408.82,29.449999999999996,0.0,0.0
56197,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,46835,ATORVASTATINUM,Oral Solid Ordinary," tabs coated w/film 40 mg blister, #30",40.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,425.16,0.0,0.0,0.0,0.0
26073,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,20603,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," chewable tabs 80 mg flask, #30",80.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,5300.0599999999995,2564.1300000000006,79.31,266.84000000000003,512.88
289677,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,28481,MELOXICAMUM,"Topical Dermatological, Haemorrhoidal, External"," rectal suppository 15 mg strip, #5",15.0,mg,5.0,Topical,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",5753.720000000001,6753.82,18732.98,7528.21,2174.43
462579,C CARDIOVASCULAR SYSTEM,C08 CALCIUM CHANNEL BLOCKERS,C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,15047,AMLODIPINUM,Oral Solid Ordinary," tabs 10 mg blister, #60",10.0,mg,60.0,Oral solid,No sampled peer,No sampled peer,7799.679999999999,6318.509999999999,5389.420000000001,3472.66,2015.3000000000002
62198,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,477,AZITHROMYCINUM,Oral Solid Ordinary," caps. 125 mg blister, #6",125.0,mg,6.0,Oral solid,No sampled peer,No sampled peer,3117.65,1915.0100000000004,2140.72,930.0200000000001,107.99
328135,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D D Third-generation cephalosporins,J01D D04 Ceftriaxone,21521,CEFTRIAXONUM,Parenteral Ordinary," powder for prep. of inj. sol. 2 g flask, #10",2.0,g,10.0,Parenteral,No sampled peer,No sampled peer,2635.6600000000003,4639.929999999999,10446.46,3211.36,2169.9300000000003
298389,C CARDIOVASCULAR SYSTEM,C07 BETA BLOCKING AGENTS,C07A BETA-BLOCKING AGENTS,"C07A B Beta blocking agents, selective",C07A B07 Bisoprolol,18260,BISOPROLOLUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #10",10.0,mg,10.0,Oral solid,No sampled peer,No sampled peer,1190.17,0.0,0.0,0.0,0.0
102047,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,6669,AZITHROMYCINUM,Oral Solid Ordinary," tabs coated w/film 500 mg, #2",500.0,mg,2.0,Oral solid,No sampled peer,No sampled peer,3103.71,5892.97,1453.7399999999998,1112.9199999999998,897.8499999999998
414423,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B01 Acetylcysteine,46537,ACETYLCYSTEINUM,Oral Liquid Ordinary," powder f/oral solution 600 mg sachet 3 g, #20",600.0,mg,20.0,Oral liquid,ATC4,R05C B Mucolytics,12253.869999999999,34090.75,20859.280000000002,29243.460000000003,30350.5
444293,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,11119,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs coat.intest.-soluble 100 mg blister, #20",100.0,mg,20.0,Oral solid,No sampled peer,No sampled peer,6810.02,5090.7699999999995,20590.18,11755.52,9531.670000000002
141459,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,17413,LEVOFLOXACINUM,Oral Solid Ordinary," tablets coated 250 mg, #10",250.0,mg,10.0,Oral solid,No sampled peer,No sampled peer,3966.41,10656.77,8467.380000000001,3760.84,3040.4399999999996
26074,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,20603,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," chewable tabs 80 mg flask, #90",80.0,mg,90.0,Oral solid,No sampled peer,No sampled peer,5927.399999999999,5526.24,7132.280000000001,4143.22,3347.0699999999997
378736,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,9750,ATORVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #90",10.0,mg,90.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,5675.33,3841.4100000000008,1941.7800000000002,2198.4999999999995,1175.3899999999999
110947,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,45359,MELOXICAMUM,Oral Solid Ordinary," tabs 15 mg blister, #20",15.0,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",8861.17,11160.74,7447.92,321.10999999999996,0.0
412489,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,41834,ATORVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #30",10.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,17272.98,13840.760000000002,13527.119999999999,13130.050000000003,11299.59
13644,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,26652,DICLOFENACUM,Oral Solid Ordinary," tablets gastroresistant 25 mg blister, #30",25.0,mg,30.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",4314.1900000000005,3776.32,4402.289999999999,391.18,1924.4999999999998
443305,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,3919,AZITHROMYCINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #3",500.0,mg,3.0,Oral solid,No sampled peer,No sampled peer,1871.51,317.59,9674.35,7375.55,1349.6200000000001
438595,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B01 Acetylcysteine,23665,ACETYLCYSTEINUM,Oral Liquid Ordinary," powder f/oral solution 200 mg/g sachet, #20",200.0,mg,20.0,Oral liquid,ATC4,R05C B Mucolytics,2327.6600000000003,0.0,0.0,0.0,0.0
92583,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D D Third-generation cephalosporins,J01D D04 Ceftriaxone,21539,CEFTRIAXONUM,Parenteral Ordinary," powd.fr-dr., f/sol. f/in. 1 g flask, #50",1.0,g,50.0,Parenteral,No sampled peer,No sampled peer,1115.2099999999998,2815.8100000000004,2176.71,874.2499999999999,349.67
69552,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,42693,LEVOFLOXACINUM,Oral Solid Ordinary," tablets coated 500 mg blister, #5",500.0,mg,5.0,Oral solid,No sampled peer,No sampled peer,3452.2299999999996,3552.640000000001,150.41,369.25,5294.5
79301,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,11354,FLUCONAZOLUM,Oral Solid Ordinary," caps. 150 mg, #1",150.0,mg,1.0,Oral solid,No sampled peer,No sampled peer,5851.409999999999,2916.6,4988.009999999999,7131.07,5450.049999999999
108285,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,15624,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs 100 mg, #20",100.0,mg,20.0,Oral solid,No sampled peer,No sampled peer,808.4600000000003,51.81,1.9,0.0,0.0
283838,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,34405,MELOXICAMUM,Oral Solid Ordinary," tablets dispersible 7,5 mg blister, #20",7.5,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",6250.710000000002,3380.65,2092.44,878.0500000000001,217.99999999999997
44857,C CARDIOVASCULAR SYSTEM,C08 CALCIUM CHANNEL BLOCKERS,C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,35253,AMLODIPINUM,Oral Solid Ordinary," tabs 10 mg blister, #30",10.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,4975.579999999999,4322.42,3292.5299999999993,3455.19,2239.21
454185,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D D Third-generation cephalosporins,J01D D04 Ceftriaxone,2493,CEFTRIAXONUM,Parenteral Ordinary," powd.fr-dr., f/sol. f/in. 2 g flask, #1",2.0,g,1.0,Parenteral,No sampled peer,No sampled peer,10998.14,9155.660000000002,5917.5599999999995,1623.5499999999997,2.87
412295,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,25463,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 50 mg blister, #4",50.0,mg,4.0,Oral solid,No sampled peer,No sampled peer,4028.58,778.75,0.0,0.0,0.0
391341,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,6669,AZITHROMYCINUM,Oral Solid Ordinary," tablets dispersible 500 mg blister, #6",500.0,mg,6.0,Oral solid,No sampled peer,No sampled peer,4725.45,13247.64,17101.8,8469.13,6476.880000000001
446654,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D D Third-generation cephalosporins,J01D D04 Ceftriaxone,28685,CEFTRIAXONUM,Parenteral Ordinary," powder for prep. of inj. sol. 1 g flask, #1",1.0,g,1.0,Parenteral,No sampled peer,No sampled peer,1626.27,84.75999999999999,0.0,0.0,0.0
427271,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,20216,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #30",10.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,4425.950000000001,5138.849999999999,7532.42,16459.75,19565.13
144159,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,33135,ROSUVASTATINUM,Oral Solid Ordinary," tablets coated 20 mg blister, #90",20.0,mg,90.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,6569.970000000001,6496.959999999999,8576.06,9396.080000000002,5824.66
174601,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D D Third-generation cephalosporins,J01D D04 Ceftriaxone,21539,CEFTRIAXONUM,Parenteral Ordinary," powd.fr-dr., f/sol. f/in. 1000 mg vial in a pack with partition, with solvent in amp, #1",1000.0,mg,1.0,Parenteral,No sampled peer,No sampled peer,1621.54,0.0,0.0,0.0,0.0
188031,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,43990,SILDENAFILUM,Oral Solid Ordinary," tablets dispersible 100 mg, #4",100.0,mg,4.0,Oral solid,No sampled peer,No sampled peer,7900.07,6658.11,5022.490000000001,2813.4100000000003,4342.219999999999
283837,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,34405,MELOXICAMUM,Oral Solid Ordinary," tablets dispersible 15 mg blister, #20",15.0,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",6589.76,4114.67,2949.8500000000004,1621.1599999999999,533.8000000000001
49222,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,5396,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 500 mg, #30",500.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,4611.32,3556.4999999999995,13.420000000000002,13.79,0.0
346379,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,33901,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 5 mg blister, #30",5.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,6846.729999999999,668.17,12641.159999999998,2750.7,0.0
76513,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,13082,DICLOFENACUM,Oral Solid Ordinary," tabs intest. solub. 50 mg, #20",50.0,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",7914.5700000000015,8051.599999999999,1580.3500000000004,184.53,12.469999999999999
98239,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,9045,SILDENAFILUM,Oral Solid Ordinary," tablets coated 100 mg, #4",100.0,mg,4.0,Oral solid,No sampled peer,No sampled peer,4302.95,2540.1000000000004,1995.8100000000002,1330.5300000000002,1800.0699999999997
404716,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,30989,ATORVASTATINUM,Oral Solid Ordinary," tabs coated w/film 40 mg blister, #30",40.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,8300.82,11222.39,15283.169999999998,14120.630000000003,22801.18
435302,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,6669,AZITHROMYCINUM,Oral Liquid Ordinary," powder f/susp. orale 600 mg flask 15 ml, with taste of banana, #1",600.0,mg,1.0,Oral liquid,No sampled peer,No sampled peer,7261.85,5243.5599999999995,10283.16,5474.55,18425.96
439149,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,36791,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 125 mg/ml flask 4 ml, #5",125.0,mg,5.0,Parenteral,No sampled peer,No sampled peer,6811.419999999999,4566.119999999999,3949.8900000000003,782.3899999999999,5.499999999999999
392633,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,347,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #30",20.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,6908.970000000001,4663.299999999999,932.25,8.55,0.0
235822,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,44951,CITICOLINUM,Oral Liquid Ordinary," oral solution 100 mg/ml flask 30 ml, #1",100.0,mg,1.0,Oral liquid,No sampled peer,No sampled peer,8178.82,6652.64,7174.009999999998,2896.5499999999997,1363.43
275043,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,25230,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, #8",100.0,mg,8.0,Oral solid,No sampled peer,No sampled peer,7884.450000000001,5996.570000000001,6810.210000000001,5192.53,5993.74
47832,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,39024,LEVOFLOXACINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #5",500.0,mg,5.0,Oral solid,No sampled peer,No sampled peer,17793.39,25021.789999999997,18961.590000000004,8495.669999999998,4683.61
273096,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,12453,ATORVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #30",20.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,1754.5699999999997,48.160000000000004,0.0,0.0,0.0
287265,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B F Gabapentinoids,N02B F02 Pregabalin,13244,PREGABALINUM,Oral Solid Ordinary," caps. solid 75 mg blister, #28",75.0,mg,28.0,Oral solid,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,6590.33,4052.4299999999994,3552.87,1464.1400000000003,830.8799999999999
44858,C CARDIOVASCULAR SYSTEM,C08 CALCIUM CHANNEL BLOCKERS,C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,35253,AMLODIPINUM,Oral Solid Ordinary," tabs 5 mg blister, #30",5.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,6672.61,7004.57,5618.040000000001,4949.989999999999,4190.15
144158,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,33135,ROSUVASTATINUM,Oral Solid Ordinary," tablets coated 20 mg blister, #30",20.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,7926.910000000001,8322.24,4525.9299999999985,3.25,0.0
546948,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,39461,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 850 mg blister, #30",850.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,5003.009999999999,8213.809999999998,149931.87,120227.55,5596.939999999999
289678,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,28481,MELOXICAMUM,"Topical Dermatological, Haemorrhoidal, External"," rectal suppository 15 mg strip, #10",15.0,mg,10.0,Topical,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",7970.759999999999,10830.64,25258.2,14431.229999999996,11820.06
325112,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,49884,FLUCONAZOLUM,Oral Solid Ordinary," caps. 100 mg blister, #7",100.0,mg,7.0,Oral solid,No sampled peer,No sampled peer,4040.0600000000004,7481.900000000001,16498.14,891.1199999999999,1456.05
3680,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,26652,DICLOFENACUM,Oral Solid Ordinary," tabs coated w/sugar 50 mg blister, #20",50.0,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",10398.690000000002,12309.82,12513.950000000003,177.22,2180.0699999999997
223399,C CARDIOVASCULAR SYSTEM,C07 BETA BLOCKING AGENTS,C07A BETA-BLOCKING AGENTS,"C07A B Beta blocking agents, selective",C07A B07 Bisoprolol,38025,BISOPROLOLUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #30",10.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,4055.04,51.379999999999995,3.47,0.0,0.0
124061,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,2547,SILDENAFILUM,Oral Solid Ordinary," tablets coated 50 mg blister, #1",50.0,mg,1.0,Oral solid,No sampled peer,No sampled peer,9306.58,8812.230000000001,6594.080000000001,3237.669999999999,3493.3299999999995
62196,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,477,AZITHROMYCINUM,Oral Solid Ordinary," caps. 250 mg blister, #6",250.0,mg,6.0,Oral solid,No sampled peer,No sampled peer,5352.57,4000.4900000000002,1538.7000000000003,1120.0,1140.48
431471,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,10802,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, #12",100.0,mg,12.0,Oral solid,No sampled peer,No sampled peer,6241.54,4368.73,6037.43,7690.020000000001,11544.749999999998
392635,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,347,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #30",10.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,8969.730000000001,7914.49,1436.6299999999999,15.01,0.0
