Morion ID,ATC Code (1),ATC Code (2),ATC Code (3),ATC Code (4),ATC Code (5),Brand,INN,NFC (1),Description,strength_value,strength_unit,pack_size,form_category,market_level,market_name,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023
562014,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,33346,AZITHROMYCINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #3",500.0,mg,3.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,12461.13,68789.13,146422.94
716756,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,39013,IBUPROFENUM,Oral Solid Ordinary," caps. 400 mg blister, #20",400.0,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,1093.4,4556.3099999999995,19128.32
716751,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,39013,IBUPROFENUM,Oral Solid Ordinary," caps. 200 mg blister, #10",200.0,mg,10.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,123.54,485.1499999999999,162.31000000000003
706039,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,33901,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #30",10.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,3307.71,2286.66,0.0
675547,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,43901,LEVOFLOXACINUM,Oral Solid Ordinary," tablets coated 500 mg, #10",500.0,mg,10.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,26089.4,32422.990000000005,3283.65
684691,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,30946,IBUPROFENUM,Oral Solid Retard," tabs prolong act, coat.w/film 800 mg blister, #14",800.0,mg,14.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,5971.070000000001,28475.0,74547.45
316559,D DERMATOLOGICAL,D11 OTHER DERMATOLOGICAL PREPARATIONS,D11A OTHER DERMATOLOGICAL PREPARATIONS,D11A X Other dermatologicals,D11A X18 Diclofenac,26652,DICLOFENACUM,"Topical Dermatological, Haemorrhoidal, External"," transderm. plaster 30 mg bag, #2",30.0,mg,2.0,Topical,No sampled peer,No sampled peer,0.0,0.0,3148.35,0.0,0.0
182538,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B A Salicylic acid and derivatives,N02B A01 Acetylsalicylic acid,19943,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs 0,5 g blister, in a pack, #20",0.5,g,20.0,Oral solid,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,0.0,0.0,20096.460000000003,16913.0,16428.920000000002
-52065,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B06 Ambroxol,21463,AMBROXOLUM,Oral Solid Ordinary," tabs 30 mg blister, #20",30.0,mg,20.0,Oral solid,ATC4,R05C B Mucolytics,0.0,0.0,318398.54000000004,328916.87000000005,296491.32999999996
-54300,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,49884,FLUCONAZOLUM,Oral Solid Ordinary," caps. 150 mg blister in box, #1",150.0,mg,1.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,414702.93999999994,482703.39,468012.00000000006
723474,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,17413,LEVOFLOXACINUM,Parenteral Ordinary," sol. f/infus. 5 mg/ml cont. 100 ml, #24",5.0,mg,24.0,Parenteral,No sampled peer,No sampled peer,0.0,0.0,298.5,84.08000000000003,14.559999999999999
539353,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,36007,FLUCONAZOLUM,Oral Solid Ordinary," caps. solid 150 mg blister, #1",150.0,mg,1.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,19976.38,39759.84,47418.16
716755,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,39013,IBUPROFENUM,Oral Solid Ordinary," caps. 400 mg blister, #10",400.0,mg,10.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,216.26000000000002,2611.37,929.13
699994,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D D Third-generation cephalosporins,J01D D04 Ceftriaxone,21539,CEFTRIAXONUM,Parenteral Ordinary," powd.fr-dr., f/sol. f/in. 0,5 g flask, #1",0.5,g,1.0,Parenteral,No sampled peer,No sampled peer,0.0,0.0,99.47,139.20999999999998,12.02
716896,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D D Third-generation cephalosporins,J01D D04 Ceftriaxone,21539,CEFTRIAXONUM,Parenteral Ordinary," powd.fr-dr., f/sol. f/in. 1 g flask, #10",1.0,g,10.0,Parenteral,No sampled peer,No sampled peer,0.0,0.0,6967.4800000000005,15263.46,12549.920000000002
167895,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,41973,AZITHROMYCINUM,Oral Solid Ordinary," caps. 250 mg cont., #10",250.0,mg,10.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,2016.6599999999999,3012.4400000000005,307.54
706026,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,17568,LEVOFLOXACINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #5",500.0,mg,5.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,25429.42,8674.140000000001,25280.51
596761,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,7835,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #30",20.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,3567.23,9655.37,22800.93
690686,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B A Salicylic acid and derivatives,N02B A01 Acetylsalicylic acid,19943,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs 500 mg blister, #100",500.0,mg,100.0,Oral solid,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,0.0,0.0,7072.18,17885.920000000002,23984.36
608083,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,6844,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #30",20.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,626.0600000000001,5694.3,7415.469999999999
605459,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,16252,IBUPROFENUM,Oral Solid Ordinary," caps. soft 200 mg blister, #10",200.0,mg,10.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,5291.790000000001,36098.50000000001,43418.09
630200,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,26172,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 850 mg blister, #60",850.0,mg,60.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,1663.1399999999999,34850.270000000004,56381.880000000005
630202,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,26172,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 1000 mg blister, #30",1000.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,2960.41,31610.55,28082.809999999998
714764,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,39013,IBUPROFENUM,Oral Liquid Ordinary," oral suspens. 100 mg/5 ml flask 100 ml, #1",100.0,mg,1.0,Oral liquid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,180.39999999999998,3358.08,3105.0499999999997
608081,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,6844,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #30",10.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,526.35,4912.37,6042.13
615481,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,43370,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 50 mg blister, #1",50.0,mg,1.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,1038.48,1851.7700000000002,658.7199999999999
601926,A ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,A02B C Proton pump inhibitors,A02B C02 Pantoprazole,26793,PANTOPRAZOLUM,Oral Solid Ordinary," tabs coat.intest.-soluble 40 mg blister, #30",40.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,291.52,12380.47,109491.9
615488,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,43370,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, #4",100.0,mg,4.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,1450.09,2924.0099999999998,1763.58
606191,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,16593,IBUPROFENUM,Oral Liquid Ordinary," oral suspens. 100 mg/5 ml flask 200 ml, complete with a dosing syringe, #1",100.0,mg,1.0,Oral liquid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,634.0,11798.02,23686.760000000002
615485,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,43370,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 50 mg blister, #4",50.0,mg,4.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,1652.67,2686.47,1250.3999999999996
608077,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,6844,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 40 mg blister, #30",40.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,46.21,845.5799999999999,2737.9799999999996
736224,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,39461,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #60",500.0,mg,60.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,906.73,49414.219999999994,74678.74
736229,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,39461,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 850 mg blister, #60",850.0,mg,60.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,431.8,38513.10999999999,66714.04
736234,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,39461,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 1000 mg blister, #60",1000.0,mg,60.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,627.83,47792.66,148426.63
586548,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,16252,IBUPROFENUM,Oral Solid Ordinary," caps. soft 400 mg blister, #20",400.0,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,5292.5599999999995,51528.32,135320.59
654699,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,26172,METFORMINUM,Oral Solid Retard," tabs, prolong. action 1000 mg blister, #30",1000.0,mg,30.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,1058.76,11357.22,83724.21000000002
-702760,M MUSCULO-SCELETAL SYSTEM,M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A15 Diclofenac,34028,DICLOFENACUM,"Topical Dermatological, Haemorrhoidal, External"," gel 5 % tube aluminum 50 g, in a pack",50.0,g,,Topical,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",0.0,0.0,34555.939999999995,214156.64,350997.88999999996
736219,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,46856,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #90",10.0,mg,90.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,2527.06,12310.16,18855.35
736220,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,46856,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #90",20.0,mg,90.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,2688.7,12100.35,23013.39
586547,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,16252,IBUPROFENUM,Oral Solid Ordinary," caps. soft 400 mg blister, #10",400.0,mg,10.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,13779.27,114154.18999999999,260669.19000000003
633008,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,37942,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 50 mg blister, cardboard pack, #4",50.0,mg,4.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,397.38,5655.950000000001,10643.11
633006,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,37942,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, cardboard pack, #4",100.0,mg,4.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,459.21000000000004,7443.529999999999,15209.169999999998
676533,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,33195,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #30",10.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,6635.52,38852.39000000001,96517.62999999999
606192,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,16593,IBUPROFENUM,Oral Liquid Ordinary," oral suspens. 200 mg/5 ml flask 100 ml, complete with a dosing syringe, #1",200.0,mg,1.0,Oral liquid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,1997.37,32584.280000000006,101628.23999999999
676535,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,33195,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #30",20.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,7920.74,46198.979999999996,138227.05000000002
606190,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,16593,IBUPROFENUM,Oral Liquid Ordinary," oral suspens. 100 mg/5 ml flask 100 ml, complete with a dosing syringe, #1",100.0,mg,1.0,Oral liquid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,1958.69,19651.41,36492.560000000005
741033,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,38669,IBUPROFENUM,Oral Solid Ordinary," caps. soft 200 mg, #16",200.0,mg,16.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,16995.99,78968.75999999998,80336.91999999998
618132,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,19853,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 125 mg/ml amp. 4 ml, #10",125.0,mg,10.0,Parenteral,No sampled peer,No sampled peer,0.0,0.0,351.74,1783.8799999999999,2686.31
630409,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,19853,CITICOLINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #28",500.0,mg,28.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,1421.03,6643.9,13564.55
608079,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,6844,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 5 mg blister, #30",5.0,mg,30.0,Oral solid,ATC4,C10A A HMG CoA reductase inhibitors,0.0,0.0,15.59,615.98,1049.8600000000001
714765,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,39013,IBUPROFENUM,Oral Liquid Ordinary," oral suspens. 100 mg/5 ml flask 200 ml, #1",100.0,mg,1.0,Oral liquid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,17.73,767.26,1482.33
618138,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,19853,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 250 mg/ml amp. 4 ml, #10",250.0,mg,10.0,Parenteral,No sampled peer,No sampled peer,0.0,0.0,1932.11,10541.699999999999,19556.97
317933,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,21570,LEVOFLOXACINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #5",500.0,mg,5.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,690.4,2475.44,2260.56
656710,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B01 Acetylcysteine,12816,ACETYLCYSTEINUM,Oral Solid Ordinary," tab. sparkling 600 mg tube, #10",600.0,mg,10.0,Oral solid,ATC4,R05C B Mucolytics,0.0,0.0,267.54,11498.949999999999,45227.16
750965,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,40371,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs coated w/film 150 mg cont., #100",150.0,mg,100.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,155.48000000000002,4932.49,12755.969999999998
654700,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,26172,METFORMINUM,Oral Solid Retard," tabs, prolong. action 1000 mg blister, #60",1000.0,mg,60.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,230.98000000000002,8985.98,74476.07
735243,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,7551,MELOXICAMUM,Parenteral Ordinary," sol.  for inj. 10 mg/ml flask 1,5 ml, #5",10.0,mg,5.0,Parenteral,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",0.0,0.0,2003.13,50923.130000000005,92864.73000000001
630407,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,38939,LEVOFLOXACINUM,Parenteral Ordinary," sol. f/infus. 500 mg/100 ml cont. 100 ml, #1",500.0,mg,1.0,Parenteral,No sampled peer,No sampled peer,0.0,0.0,14.87,13.74,98.75999999999999
713371,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,40371,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs coated w/film 75 mg cont., #100",75.0,mg,100.0,Oral solid,No sampled peer,No sampled peer,0.0,0.0,960.6899999999999,23718.129999999997,103770.46
500456,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D D Third-generation cephalosporins,J01D D04 Ceftriaxone,8671,CEFTRIAXONUM,Parenteral Ordinary," powd.fr-dr., f/sol. f/in. 1000 mg flask, #1",1000.0,mg,1.0,Parenteral,No sampled peer,No sampled peer,0.0,0.0,377.63,3255.51,594.3700000000001
