SKU,INN,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment
504115,ACIDUM ALGINICUM*+CALCII CARBONAS*+NATRII HYDROCARBONAS*,0.48333333333333334,63.09483333333333,1.5095936184167882,1.935483870967742,0.6940843279284239,23,2,4,0.008711562156244135,0.15987397671479986,-0.06558697504154723,Lumpy / volatile
594653,ADEMETIONINUM,0.38333333333333336,552.9424999999998,1.2672236608069978,1.6216216216216217,0.6069444140139377,23,0,0,0.05769245882363938,0.5049758339894708,0.052787576019713706,Lumpy / volatile
647277,VALSARTANUM,0.38333333333333336,98.55333333333333,0.9660972749427899,1.6216216216216217,0.19222876586866228,23,0,0,0.1399394429410742,0.8088568111824695,0.662008037484339,Intermittent
608183,VANCOMYCINUM,0.38333333333333336,206.52733333333333,1.2312976691429651,1.6216216216216217,0.5515912691894206,23,0,0,0.04703503957655519,0.6291066621866408,-0.1614745690680183,Lumpy / volatile
552631,LEVOCETIRIZINUM,0.38333333333333336,221.51583333333335,0.985388204798433,1.6216216216216217,0.21544378039612494,23,0,0,0.056974107799521834,0.7879388740006694,0.6432215999942811,Intermittent
597149,DIOSMINUM+HESPERIDINUM,0.38333333333333336,590.9448333333333,2.6814779314530544,1.6216216216216217,4.050699736403012,23,0,0,0.033892542845979645,0.8441595766160244,0.22620679705473792,Lumpy / volatile
712192,BUDESONIDUM,0.38333333333333336,246.66349999999997,0.945842505023533,1.6216216216216217,0.16834779399066857,23,0,0,0.05689691950362674,0.7227110881315173,0.3261257604614831,Intermittent
666674,PREGABALINUM,0.38333333333333336,370.62950000000006,0.9559957140869854,1.6216216216216217,0.18025547996748933,23,0,0,0.06314280465387279,0.8061179488657062,0.6233102923375973,Intermittent
485538,UNKNOWN_SKU_485538,0.38333333333333336,708.2546666666665,1.2462591606459872,1.6216216216216217,0.5744498355546585,23,0,0,0.059454225200748945,0.8012770541099119,0.3449263149421267,Lumpy / volatile
597008,CEFTAZIDIMUM,0.38333333333333336,347.9941666666667,1.9610287498416552,1.6216216216216217,1.9881408172517412,23,0,0,0.03231975651341201,0.5534441629719071,-0.11184134055067291,Lumpy / volatile
519640,AMOROLFINUM,0.38333333333333336,172.6875,1.0609223736971936,1.6216216216216217,0.3107597078569607,23,0,0,0.07326008368809345,0.8050676396793353,0.5400635830912209,Intermittent
519424,BENZOCAINUM+MENTHOLUM*+PROCAINUM,0.4166666666666667,3082.0178333333333,1.7104815808529303,1.7142857142857142,1.2900192224216633,23,0,2,0.13041658599406192,0.8001146090814478,0.16672336741914734,Lumpy / volatile
641139,INDAPAMIDUM+PERINDOPRILUM,0.38333333333333336,2195.927,1.0144346931633075,1.6216216216216217,0.25126461046088894,23,0,0,0.10363772474561328,0.7987905773648084,0.732033376190734,Intermittent
575857,CEFEPIMUM,0.6,32.00433333333334,2.6166497509634983,2.5,2.1387423676869326,23,12,1,0.02509647031179363,0.022568665107111197,-0.12083500712016668,Potential discontinued
552850,DULOXETINUM,0.38333333333333336,622.4600000000002,1.2273613787793851,1.6216216216216217,0.5456231717068606,23,0,0,0.07769278300196003,0.8280450638606054,0.867627501172042,Lumpy / volatile
500115,LEVOCARNITINUM,0.38333333333333336,1582.7866666666666,0.9815408750071478,1.6216216216216217,0.2107772017410421,23,0,0,0.06935031277154147,0.731005313328382,0.01367084728453911,Intermittent
504150,CEFEPIMUM,0.7333333333333333,61.66583333333333,3.9477548444425774,3.75,3.422604883151955,23,5,16,0.08358082513933451,0.0022840335156671943,-0.07239104692280907,Lumpy / volatile
689397,GLYCINUM,0.38333333333333336,5785.707333333335,0.9436383954692105,1.6216216216216217,0.165779609865619,23,0,0,0.10494390390285635,0.7819873805846764,0.7287144201765272,Intermittent
690687,CHLORHEXIDINUM,0.38333333333333336,5081.180666666666,0.8226561477013284,1.6216216216216217,0.03400393469965398,23,0,0,0.07497388997808063,0.7296099121709125,0.33174921164008336,Intermittent
525089,CEFTRIAXONUM,0.48333333333333334,1167.4595000000002,2.501822010661188,1.935483870967742,2.750541909398209,23,6,0,0.08034266841927329,0.21053687271993038,-0.06893712193918179,Potential discontinued
139415,TOCILIZUMAB,0.9166666666666666,0.0075000000000000015,3.5161005336825855,12.0,0.11358024691358028,24,20,11,0.13301767844219137,0.004582093509262419,-0.10319523008714254,Potential discontinued
85975,CHLORPHENAMINUM+PARACETAMOLUM+PSEUDOEPHEDRINUM,0.9833333333333333,0.002,7.681145747868612,60.0,0.0,24,35,0,0.1864406779661001,0.0,-0.02127659574468086,Potential discontinued
585652,ADALIMUMAB,0.4,80.6918333333333,1.5918785233509734,1.6666666666666667,1.1204463398636446,24,0,0,0.0924881555225201,0.8208444284411811,0.3476841651062289,Lumpy / volatile
592467,CAPECITABINUM,0.9166666666666666,0.034666666666666665,3.5841531560682283,12.0,0.1538461538461538,24,21,10,0.3092065273589091,0.013837047064523933,0.29007633587786225,Potential discontinued
621815,MEROPENEMUM,0.4,60.112666666666655,1.6325239175806578,1.6666666666666667,1.1990806048837392,24,0,0,0.07337238744123376,0.7317092185198049,0.20726296173577355,Lumpy / volatile
711099,LAMOTRIGINUM,0.4,31.770500000000002,1.196303359404378,1.6666666666666667,0.4586850366333198,24,0,0,0.07082286090958922,0.7706856503988704,0.17460931408715158,Intermittent
552603,DIENOGESTUM,0.4666666666666667,373.46883333333335,1.2978769433039452,1.875,0.43172509864532904,24,4,0,0.08396289055423889,0.3608121807871908,-0.047468546395029364,Intermittent
193431,EPLERENONUM,0.4,1062.0406666666668,1.1319126793779666,1.6666666666666667,0.3687357882419642,24,0,0,0.07041660111748471,0.8479871073414104,0.8960921247868174,Intermittent
55069,SALBUTAMOLUM,0.9,0.584,4.185214549987119,10.0,0.8516020829423908,24,27,3,0.12958036791141136,0.0,-0.07239653029201795,Potential discontinued
569016,PINAVERII BROMIDUM,0.5166666666666667,1.6141666666666665,1.784502173109839,2.0689655172413794,1.0224832028196396,24,0,7,0.12118686636421949,0.5409880445476112,0.11172271592052288,Lumpy / volatile
625188,ADEMETIONINUM,0.4,477.94149999999996,1.1241006665507711,1.6666666666666667,0.35816138512393275,24,0,0,0.05247230570330008,0.7429858205733257,-0.1458353830262971,Intermittent
191611,INDOMETACINUM+TROXERUTINUM,0.5833333333333334,15.914000000000003,2.1532403911214075,2.4,1.3485184091486135,24,0,11,0.06083406981059636,0.6862026383519093,0.4059562691171165,Lumpy / volatile
