INN,known_inn,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,share_change_12m,opportunity_probability,predicted_share_change_6m,action,supply_watch,reason
TENOXICAMUM,True,352718.62,571178.4721687305,432442.4446549679,667702.6164689291,0.6193601351942533,0.0106472746250646,0.3878597243498889,0.0,Monitor,False,常规跟踪销量与生命周期信号
ARGININUM ASPARTATUM*,True,351704.86,251205.0551439841,112867.77333650814,347451.7762774506,-0.2857504012199772,0.0030030190673999,0.1960061505611527,0.0,Monitor,False,常规跟踪销量与生命周期信号
CMP DISODIUM SALT*+UMP DISODIUM SALT*,True,351373.67,328784.6627508601,190577.6490447741,424940.75121131726,-0.064287706159485,0.0137340709361401,0.4608637428071036,0.0,Monitor,False,常规跟踪销量与生命周期信号
DEXPANTHENOLUM+DIMETHYLIS SULFOXIDUM+HEPARINUM NATRICUM,True,350037.2,306759.18224622053,169077.84688025538,402549.5354837034,-0.1236383383074126,-0.0023320268958563,0.3703847179103139,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+HUMULUS LUPULUS*&+MENTHA PIPERITA+PHENOBARBITALUM,True,349344.23,313026.10886492697,175617.34177161558,408626.8255692557,-0.1039608443942898,0.0006576606114506,0.1918662990671193,0.0,Monitor,False,常规跟踪销量与生命周期信号
BISMUTHI SUBCITRAS*,True,348937.62,301716.1509248147,164467.3171408006,397205.59569710336,-0.1353292576340301,-0.004364236097639,0.2861394429362921,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
TIZANIDINUM,True,347629.87999999995,321902.4439726535,185167.9880590814,417034.0157058972,-0.0740081261925656,-0.0208362301520727,0.4618522989922581,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
OLEUM VASELINI (PARAFFINUM LIQUIDUM)*,True,345719.13,345204.82130324456,209221.9272566698,439813.50170537113,-0.0014876489384763,-0.002385909307749,0.1879512044607084,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CANDESARTANUM,True,345391.17,333993.74073236546,198139.84432017533,428512.6723756522,-0.0329986121753909,-0.0112966577554638,0.2635256807083176,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
DICLOFENACUM+LINUM USITATISSIMUM*&+MENTHOLUM*+METHYL SALICYLAT*,True,343810.44000000006,316345.9126246578,181113.77017819768,410432.2654304008,-0.0798827614872377,-0.0052508559154206,0.2098356318976665,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
LIDOCAINUM+TRIBENOSIDUM,True,342307.12,342432.08342224127,207791.24700006197,436107.04122817,0.0003650622933033,0.0044094374604581,0.3855805258512579,0.0,Monitor,False,常规跟踪销量与生命周期信号
PLANTAGO (SEMENI PSYLLIUM),True,340460.08,311911.8362174525,177997.5023889242,405081.337420358,-0.0838519563954386,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
FRAMYCETINUM,True,340047.23000000004,129528.20617875292,0.0,222584.7278259595,-0.6190876009231044,0.027991099707962,0.6749237567710775,0.0,Monitor,False,常规跟踪销量与生命周期信号
OXYBUTYNINUM,True,337637.24,351271.994574629,218467.9781087252,443669.004051704,0.0403828516505733,0.0532048674615505,0.4253980123639939,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
FABOMOTIZOLUM,True,334920.02,412312.3168134154,280577.07383239584,503965.7382843471,0.2310769502922383,0.0542648159036983,0.2565013838038337,0.0,Monitor,False,常规跟踪销量与生命周期信号
IODUM*+KALII IODIDUM*,True,334756.4099999999,330254.8726474384,198583.982950239,421863.52099227614,-0.0134472028558364,-0.0004158574485992,0.2865485794383367,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ZOLMITRIPTANUM,True,334614.26,353745.77311150887,222130.7957625464,445315.5210231564,0.0571748290449691,0.0128379209670553,0.3878811021341528,0.0,Monitor,False,常规跟踪销量与生命周期信号
ACORUS+ALTHAEA+SAMBUCUS+INULA+URTICA+TILIA+MENTHA+CALENDULA+MATRICARIA+GLYCYRRHIZA+THYMUS+SALVIA*&,True,333245.93,241356.4040431452,110279.63663764388,332551.6979994832,-0.2757408798866795,-0.0038924701004671,0.2091956689805835,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ATROPA BELLADONNA*&+XEROFORMIUM*+ZINCI SULFAS*,True,331497.85,298259.6657369962,167870.47664810394,388976.5842501317,-0.1002666661729593,-0.0019876311140212,0.4413012538292907,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
EUCALYPTUS VIMINALIS+MENTHA PIPERITA+PINUS SILVESTRIS+THYMOL+TOCOPHEROLI ACETAS*,True,331364.80999999994,382966.4557578536,252629.5957495765,473646.96685887774,0.1557245796795794,-0.0006841663331155,0.2911122096013131,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
BENZYLPENICILLINUM,True,330889.55,326716.8080983454,196566.8837398964,417267.2606705056,-0.012610679006498,0.0180529446319572,0.479158877207754,0.0,Monitor,False,常规跟踪销量与生命周期信号
ELEUTHEROCOCCUS SENTICOSUS*&,True,328912.53,298639.66148788104,169267.36520337738,388649.0874372778,-0.092039268045273,0.001453345215415,0.6722019212587752,0.0,Monitor,False,常规跟踪销量与生命周期信号
WARFARINUM,True,326991.6,307305.03593766794,178688.30565456225,396788.7847211964,-0.0602051063768367,-9.903071177541634e-05,0.3590884898066047,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
NEOMYCINUM+NYSTATINUM+PREDNISOLONUM+TERNIDAZOLUM,True,325269.35,288029.5513042648,160090.23953506,377041.9932213709,-0.1144891109344767,-0.035546400416929,0.2530580778332319,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
BIOTINUM,True,324837.06000000006,369957.5935429725,242188.3158857574,458851.735999904,0.138902049978449,0.0255119216136861,0.3694612270988148,0.0,Monitor,False,常规跟踪销量与生命周期信号
MYRAMISTINUM*+TRIAMCINOLONUM,True,322384.32000000007,288251.6453854724,161447.11238541233,376474.5768082632,-0.1058757281201755,0.0095334882030811,0.541970392234043,0.0,Monitor,False,常规跟踪销量与生命周期信号
DICLOFENACUM+LIDOCAINUM,True,320623.0,303925.1058323396,177813.35888361005,391666.0385848056,-0.0520795269449178,-0.0008874882708333,0.1676583036102928,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
CARNITINUM+COBAMAMIDUM*+COCARBOXYLASUM+LYSINUM+PYRIDOXALPHOSPHATUM*,True,320599.60000000003,169275.58598748286,43173.04304120664,257010.1151512281,-0.4720031279281607,-0.0397873588462039,0.3529920747280245,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
OSELTAMIVIRUM,True,320095.09,208926.14687995127,83022.04458656989,296522.61302893166,-0.347299744960314,-0.0038728468351126,0.3901045668073665,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
ICHTHYOLUM*,True,319530.05000000005,295998.32245369215,170316.46928621846,383440.1610911015,-0.0736448028794408,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
CEFTAZIDIMUM,True,319062.2,111605.95373094323,22327.180370165355,166059.4340054752,-0.6502062803712153,-0.0063011669172858,0.2741758444300243,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
UNKNOWN_SKU_165099,False,318971.03,165054.86745547876,39592.89554661501,252343.72600029557,-0.4825396292087128,,,,Data Review,False,补齐INN后再形成分子级商业建议
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*+LIDOCAINUM,True,317344.4,411376.3599155082,286554.1959771868,498220.0787372136,0.2963088679538954,0.0023675569867189,0.2886878092004891,0.0,Monitor,False,常规跟踪销量与生命周期信号
CRATAEGUS L.*&+HERBA MELISSAE+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&+VALERIANA OFFICINALIS*&,True,316258.8300000001,314789.7659251691,190394.59296732987,401336.4102251837,-0.0046451322002012,0.0037922407394113,0.220558294134489,0.0,Monitor,False,常规跟踪销量与生命周期信号
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+DOXYLAMINUM+MENTHOL SOLITION IN ISOVALERAT,True,315555.77,175763.31349624126,51644.67754544699,262117.5600575379,-0.4430039625127399,-0.0031618120263402,0.1272413389762112,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
SERTRALINUM,True,314543.96,389324.9360868194,265604.27884210733,475402.2931137773,0.2377441171873699,0.0059116733403998,0.4793406957995479,0.0,Invest,False,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持
NATAMYCINUM,True,312120.31,190713.0801024389,67945.72544516531,276127.18679593503,-0.3889757443133422,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
QUERCETIN*,True,311428.89,103963.50582346434,0.0,189188.40015314476,-0.6661725704912466,-0.1489928177359379,0.2892422202749476,0.0,Defend,False,已知INN规模位于前25%，但同类份额下降
SILVER PROTEINATE,True,310476.42,234712.14509864716,112591.38734705887,319676.38873820624,-0.2440258583932166,0.0189314591513874,0.3213665075581163,0.0,Monitor,False,常规跟踪销量与生命周期信号
BETAMETHASONUM+CETYLPYRIDINII CHLORIDUM,True,308604.34,295984.59351924906,174600.18743060384,380436.5281685385,-0.0408929650203587,0.0604245819394011,0.409115678031843,0.0,Monitor,False,常规跟踪销量与生命周期信号
CHONDROITINI SULFAS*,True,307692.84,273099.28866426635,152073.40600451975,357301.7843768486,-0.1124288473392284,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
VALACYCLOVIRUM,True,306543.03,301643.53195599583,181069.9080167999,385531.37338024535,-0.0159830678388094,0.0201467459494173,0.6001881306900327,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
EMPAGLIFLOZINUM,True,305010.22,549079.0639285333,429108.34541671,632547.4401892347,0.8001989045761595,0.0142896666713048,0.3287595544803883,0.0,Monitor,True,常规跟踪销量与生命周期信号
EMPAGLIFLOZINUM+METFORMINUM,True,304972.31,397223.0960622645,277267.2888210825,480681.097961923,0.3024890556859556,0.0607758666227594,0.4362151323400669,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
REBAMIPIDUM,True,304009.47000000003,353887.5471867407,234310.45711317327,437082.0605665756,0.1640675114059462,0.0497415079419074,0.4851418092381785,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
TRIMEBUTINUM,True,303707.86000000004,310406.61021928734,190948.1534440086,393518.5857190342,0.0220565586260668,0.0054150464041698,0.2366977460866787,0.0,Monitor,False,常规跟踪销量与生命周期信号
CEFOPERAZONUM+SULBACTAMUM,True,302136.77,151037.87409034607,66495.11028821762,202602.73713399647,-0.5001009837685559,-0.0128164617731261,0.286145617308859,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
BRINZOLAMIDUM+TIMOLOLUM,True,301297.54,318665.63252533897,200155.23520276783,401118.00554793375,0.0576443223709659,0.006655843553035,0.3363926216287567,0.0,Monitor,False,常规跟踪销量与生命周期信号
FLUTICASONUM+SALMETEROLUM,True,300167.1,299666.1162632319,181600.358792514,381809.135745935,-0.0016690161472329,-0.1926602436659779,0.3372252801536426,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
L-LYSINI AESCINAS*,True,299701.92000000004,229052.25524408385,111169.4686221372,311067.9746669105,-0.235733106934771,0.0336953091625764,0.4812647294882035,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
ACIDUM ACETYLSALICYLICUM*+VITAMIN C,True,298761.6,258544.7926913452,141031.8653679855,340303.1863643479,-0.1346117014658335,1.918798040430412e-05,0.1138757768595657,0.0,Monitor,False,常规跟踪销量与生命周期信号
HYDROXYZINUM,True,296152.19000000006,304456.47310390184,187969.9139874564,385500.7818006751,0.0280405932635574,0.0334730662325729,0.4891153102032083,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
ARTEMISIA ABSINTHIUM*&,True,295683.01,318630.97781265376,202328.9628787324,399546.8918189999,0.0776100318129666,0.0906674659181759,0.4131088406203112,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
AMLODIPINUM+INDAPAMIDUM,True,295553.26,296235.83821598004,179984.85829566215,377116.24514384265,0.0023094931044915,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
KETOTIFENUM,True,295552.97,291603.81344125565,175352.94758763487,372484.1410084033,-0.0133619247972515,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
DIOSMINUM,True,294760.36,290063.0512946885,174123.94545750142,370726.47508166777,-0.0159360258119901,-0.0005385074834522,0.2920455331484811,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
LEVANA*,True,293153.41000000003,298545.5430666724,183238.5043979644,378769.212712849,0.018393553964364,0.004013077844387,0.1223434398530052,0.0,Monitor,False,常规跟踪销量与生命周期信号
INSULINUM GLARGINUM,True,291981.36,283916.6592188816,169070.62700638938,363819.5884308644,-0.0276206014696224,-0.033657849495168,0.39639198143102,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
DIENOGESTUM+ESTRADIOLI VALERAS,True,291051.34,299362.54135140736,184882.3171030888,379010.96348723385,0.0285557913988896,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
ORNIDAZOLUM,True,289764.15,239303.4226633269,125329.4932832958,318599.5954245619,-0.1741441352792367,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
EDOXABANUM,True,287556.05,436353.2017143308,323247.79189913906,515045.11104589695,0.5174544291950416,0.1280911218995417,0.3755401092666478,0.0,Monitor,True,常规跟踪销量与生命周期信号
METRONIDAZOLUM+MICONAZOLUM,True,284514.74,252746.71376643807,140837.55287010942,330606.34538807883,-0.1116568731502695,-0.0012507776689837,0.4007128693601138,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
ACIDUM SALICYLICUM*+ZINCI OXYDUM*,True,284406.06999999995,270148.6357890368,158282.21843743487,347978.5290351954,-0.0501305552689614,0.0713945586967853,0.6475034436661082,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
AGNUS CASTUS*&,True,279127.03,243163.5349752557,133373.5405771294,319548.77860601683,-0.1288427531534453,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
MOXIFLOXACINUM,True,278988.39,169337.2030685204,59601.74041826301,245684.50680439945,-0.3930313620989016,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
TRANEXAMIC ACID,True,275953.29000000004,263609.88742107,155068.23108902463,339126.61286095344,-0.0447300431856783,0.0364428504702265,0.6049350957888329,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
UNKNOWN_SKU_13891,False,274812.78,269368.4676057691,161275.41199329935,344573.08377334976,-0.0198109869352907,,,,Data Review,False,补齐INN后再形成分子级商业建议
DIENOGESTUM+ETHINYLESTRADIOLUM,True,274800.62,256399.3139103487,148311.0412324872,331600.6024010557,-0.0669623892757276,-0.0068881123006107,0.3220585765863067,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
BENZOCAINUM+CHLORHEXIDINUM+ENOXOLONUM,True,274079.88000000006,201668.65859577345,93863.87706014384,276672.71108072915,-0.2641975084206348,-0.0025923677563718,0.1768254273496751,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
BACITRACINUM+NEOMYCINUM,True,272856.21,303842.79516084486,196519.3239535097,378511.9810043518,0.1135637893703973,0.0343246699980545,0.6878118402059522,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
PYRANTELUM,True,271638.68,239607.97534295145,132763.39939660032,313943.9748029048,-0.1179165818986035,-0.006117932934339,0.3604398588090776,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
ACIDUM ADENOSINTRIPHOSPHORICUM*,True,270805.63,232793.96694865028,126277.0574229728,306901.9959135691,-0.140365113721416,0.0053862401416204,0.1931304264401648,0.0,Monitor,False,常规跟踪销量与生命周期信号
FERRI (III) HYDROXYDI POLYMALTOSUM COMPLEXUS*,True,268486.6099999999,304585.9392702716,198981.1778543961,378059.3507003546,0.1344548589230265,0.031283949031902,0.3343425924064507,0.0,Monitor,False,常规跟踪销量与生命周期信号
MICONAZOLUM+NEOMYCINUM+ORNIDAZOLUM+PREDNISOLONUM,True,267945.18,200244.9513367103,94853.15244426718,273570.196312047,-0.2526644766040937,0.0045311695788791,0.3548462488254803,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_76563,False,266893.56000000006,201743.363716572,96765.20213438488,274780.82484701567,-0.2441055388651117,,,,Data Review,False,补齐INN后再形成分子级商业建议
BROMHEXINUM+GUAIFENESINUM+SALBUTAMOLUM,True,265105.01,247397.57791579253,143122.9128544575,319945.58867843845,-0.0667940303512464,0.0016854230382109,0.2223354034779386,0.0,Monitor,False,常规跟踪销量与生命周期信号
PYRIDOXINUM,True,264968.80000000005,232606.5345522744,128385.44543855348,305117.2704080976,-0.1221361362082088,-0.0119163646272819,0.4684233037236038,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
