INN,market_level,market,peer_share,opportunity_probability,predicted_share_change_6m
DESLORATADINUM,ATC4,R06A X Other antihistamines for systemic use,0.19130220806499718,0.7467218259757983,0
DESMOPRESSINUM,ATC3,H01B POSTERIOR PITUITARY LOBE HORMONES,0.31431284339570237,0.3303569349813528,0
DESOGESTRELUM,ATC3,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,0.006162126776436003,0.04499366414709521,0
DESOGESTRELUM+ETHINYLESTRADIOLUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",0.10859516727050834,0.24054493315530995,0
DESVENLAFAXINUM,ATC4,N06A X Other antidepressants,0.010145984991660762,0.045919670598995224,0
DEXAMETHASONUM+GENTAMICINUM,ATC4,S01C A Corticosteroids and antiinfectives in combination,0.0,0.021419315995596502,0
DEXAMETHASONUM+NEOMYCINUM+PHENYLEPHRINUM+POLYMYXINUM B,ATC4,R01A D Corticosteroids,0.11122048978015071,0.2721989466788931,0
DEXAMETHASONUM+TOBRAMYCINUM,ATC4,S01C A Corticosteroids and antiinfectives in combination,0.8311207789622467,0.30337080552278395,0
DEXIBUPROFENUM,ATC4,M01A E Propionic acid derivatives,0.019063519944887485,0.45980151684608556,0
DEXLANSOPRAZOLUM,ATC4,A02B C Proton pump inhibitors,0.003387217537967317,0.05259232440122235,0
DEXMEDETOMIDINE,ATC4,N05C M Other hypnotics and sedatives,0.00029910406088513966,0.056080309670202964,0
DEXPANTHENOLUM+DIMETHYLIS SULFOXIDUM+HEPARINUM NATRICUM,ATC4,M02A X Other topical products for joint and muscular pain,0.028502833512561835,0.37038471791031397,0
DEXPANTHENOLUM+HEPARINUM NATRICUM+TROXERUTINUM,ATC4,C05B A Heparins or heparinoids for topical use,0.006251676319156906,0.044841917602506214,0
DEXPANTHENOLUM+HYALURONIC ACID*,ATC4,S01X A Other ophthalmologicals,0.016225468854394073,0.10141128117967434,0
DEXPANTHENOLUM+LIDOCAINUM+PREDNISOLONUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.03895235625549997,0.2833876531643211,0
DEXPANTHENOLUM+MYRAMISTINUM*,ATC4,D03A X Other cicatrizants,0.05329434247810312,0.6353286960053661,0
DEXPANTHENOLUM+TROXERUTINUM,ATC4,C05C A Bioflavonoids,0.0,0.010681736571851654,0
DEXPANTHENOLUM+XYLOMETAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",0.3979025692065959,0.3050989947335349,0
DEXTRANUM+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,0.1707234783473121,0.39393797854353046,0
DEXTROMETHORPHANUM+DOXYLAMINUM+PARACETAMOLUM,ATC4,N02B E Anilides,0.0,0.010344558873871432,0
DEXTROMETHORPHANUM+LEVOCETIRIZINUM,ATC4,R06A E Piperazine derivatives,0.02000445218556325,0.17848500320739755,0
DEXTROSUM*+GLYCINUM+SODIUM FORMATE*,ATC4,N07B B Drugs used in alcohol dependence,0.6620842351327534,0.24007166354669088,0
DEXTROSUM*+KALII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,0.009460591963188934,0.051193663532563154,0
DIACEREINUM,ATC4,"M01A X Other antiinflammatory and antirheumatic agents, non-steroids",0.010739493709332991,0.09768663153207116,0
DIAZEPAMUM,ATC4,N05B A Benzodiazepine derivatives,0.007858003251102634,0.06165917440506345,0
DICLOFENACUM+LEVOMENTHOLUM,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",0.007837863561672813,0.05192494319874319,0
DICLOFENACUM+LEVOMENTHOLUM+METHYL SALICYLAT*,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",0.0712767988424003,0.32979903129462057,0
DICLOFENACUM+LIDOCAINUM,ATC4,M01A B Acetic acid derivatives and related substances,0.022908990328268562,0.16765830361029288,0
DICLOFENACUM+LINUM USITATISSIMUM*&+MENTHOLUM*+METHYL SALICYLAT*,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",0.05675738424438755,0.20983563189766652,0
DICLOFENACUM+NICOTINIC ACID,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",0.0001722363210275858,0.029656393634082342,0
DICLOFENACUM+PARACETAMOLUM,ATC4,M01A B Acetic acid derivatives and related substances,0.10715799019633264,0.27559971947591677,0
DICLOFENACUM+PARACETAMOLUM+SERRAPEPTASUM,ATC4,M01A B Acetic acid derivatives and related substances,0.053054869216262276,0.29975952071324025,0
DICYCLOVERINUM+NIMESULIDUM,ATC4,"M01A X Other antiinflammatory and antirheumatic agents, non-steroids",0.07712095324863787,0.4221756462338138,0
DICYCLOVERINUM+SIMETICONUM,ATC4,A03E D Antispasmodics in combination with other drugs,0.5523883841327056,0.532768570184312,0
DIENOGESTUM,ATC3,G03D PROGESTOGENS,0.12964445680851353,0.46545162708855925,0
DIENOGESTUM+ETHINYLESTRADIOLUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",0.1229801935115501,0.3220585765863067,0
DIGOXINUM,ATC3,C01A CARDIAC GLYCOSIDES,0.8925612309063085,0.44023110751168265,0
DIMENHYDRINATUM,ATC4,N07C A Antivertigo preparations,0.14453681822917633,0.727653590235138,0
DIMETHYLII FUMARATUM,ATC4,L04A X Other immunosuppressants,0.0,0.022396095876307597,0
DIMETHYLIS SULFOXIDUM,ATC4,M02A X Other topical products for joint and muscular pain,0.08128371353596153,0.5296033153609151,0
DIMETHYLIS SULFOXIDUM+INDOMETACINUM+MENTHA PIPERITA,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",0.006794753511570471,0.05929184783845698,0
DIMETINDENUM+PHENYLEPHRINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",0.23883303869011394,0.6965357816886258,0
DINOPROSTONUM,ATC3,G02A UTEROTONICS,0.15645596035127382,0.5939639527681557,0
DIOSMECTITUM*,ATC4,A07B C Others intestinal adsorbents,0.15542995719811065,0.7376916677065594,0
DIOSMINUM,ATC4,C05C A Bioflavonoids,0.05399456514279964,0.2920455331484811,0
DIOSMINUM+HESPERIDINUM,ATC4,C05C A Bioflavonoids,0.43569761169366067,0.6619592152239786,0
DIOXYDINUM*,ATC4,J01X X Other antibacterials,0.04188392580799464,0.2206093636206282,0
DIOXYDINUM*+LIDOCAINUM,ATC4,D03A X Other cicatrizants,0.02914681443337133,0.1866621217859312,0
DIPHENHYDRAMINUM+METAMIZOLUM NATRICUM,ATC4,N02B B Pyrazolones,0.02746659074316756,0.1894756088240004,0
DIPHENHYDRAMINUM+PARACETAMOLUM,ATC4,N02B E Anilides,0.0,0.01531767910786316,0
DIPYRIDAMOLUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,0.0036242720432306742,0.057157881981395625,0
DISODIUM FOSFAS*+SODIUM DIHYDROPHOSPHAS,ATC4,A06A G Enemas,0.3143437022178023,0.4438397496000753,0
DISULFIRAMUM,ATC4,N07B B Drugs used in alcohol dependence,0.22872644413882612,0.5119193146784051,0
DOBUTAMINUM,ATC4,C01C A Adrenergic and dopaminergic agents,0.044103516921035174,0.375994278489723,0
DOCETAXELUM,ATC4,L01C D Taxanes,0.19514754339782414,0.41015854382265865,0
DOCOSANOLUM*,ATC4,D06B B Antivirals,0.0,0.00992389242582355,0
DOCUSATUM NATRICUM,ATC3,A06A DRUG FOR CONSTIPATION,0.006683549730210189,0.10570009216621679,0
DOMPERIDONUM,ATC4,A03F A Propulsives,0.5363446940805772,0.4475746481050444,0
DOMPERIDONUM+OMEPRAZOLUM,ATC4,A02B C Proton pump inhibitors,0.010908414449041932,0.08280172794425562,0
DONEPEZILUM,ATC4,N06D A Cholinesterase inhibitors,0.3886758059980859,0.4238828153248531,0
DOPAMINUM,ATC4,C01C A Adrenergic and dopaminergic agents,0.04126520681265207,0.3630958555866505,0
DORNASUM ALFA,ATC4,R05C B Mucolytics,3.8940327948805546e-05,0.037983664308371676,0
DORZOLAMIDUM,ATC4,S01E C Carbonic anhydrase inhibitors,0.4217507569929185,0.43219654648791256,0
DORZOLAMIDUM+TIMOLOLUM,ATC4,S01E D Beta blocking agents,0.3078422784545602,0.5838782822200717,0
DOXEPINUM,ATC4,N06A A Non-selective monoamine reuptake inhibitors,0.06898165725625993,0.4796934424859359,0
DOXOFYLLINUM,ATC4,R03D A Xanthines,0.20457746640836097,0.3052908931108271,0
DOXORUBICINUM,ATC4,L01D B Anthracyclines and related substances,0.8034068466096116,0.36715747779078856,0
DOXYCYCLINUM,ATC4,J01A A Tetracyclines,0.7108567578200858,0.5136998250228214,0
DOXYLAMINUM+PASSIFLORA INCARNATA*,ATC4,N05C M Other hypnotics and sedatives,0.008328922599025753,0.06553674683753655,0
DRONEDARONE,ATC3,"C01B ANTIARRHYTHMICS, CLASS I AND III",0.00029813375091200273,0.03146622503336469,0
DROSPIRENON+ESTRADIOLUM,ATC4,"G03F A Progestogens and estrogens, combinations",0.15201920953648088,0.38050364021165556,0
DROSPIRENON+ETHINYLESTRADIOLUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",0.1959182609360045,0.4343293881596472,0
DROSPIRENONUM+ETHINYLESTRADIOLUM+ACIDUM LEVOMEFOLICUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",0.41142489424596884,0.4407466925798818,0
DROTAVERINUM,ATC3,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,0.6473840175209222,0.24787507636185263,0
DROTAVERINUM+PARACETAMOLUM,ATC3,A03D ANTISPASMODICS IN COMBINATION WITH ANALGESICS,0.0,0.010710281607401081,0
DULOXETINUM,ATC4,N06A X Other antidepressants,0.27450291556192485,0.5370862490145776,0
DUTASTERIDUM,ATC3,G04C DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,0.03808193866840572,0.39996881643624305,0
DUTASTERIDUM+TAMSULOSINUM,ATC4,G04C A Alpha-adrenoreceptor antagonists,0.06027699453396581,0.4444405773344321,0
DYDROGESTERONUM,ATC3,G03D PROGESTOGENS,0.30242838365569386,0.2584037981754671,0
DYDROGESTERONUM+ESTRADIOLUM,ATC3,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,0.9203322907679268,0.39819450776632054,0
EBASTINUM,ATC4,R06A X Other antihistamines for systemic use,0.0024423968072261023,0.047971153977396076,0
ECHINACEA PURPUREA*&,ATC4,L03A X Other immunostimulants,0.34189664852533136,0.3445642989114264,0
ECTERICIDUM*,ATC4,D08A X Other antiseptics and disinfectants,0.0004449238195993303,0.030472259186305632,0
EDARAVONUM,ATC4,N07X X Other nervous system drugs,0.01520035724950916,0.08781777909356031,0
EDOXABANUM,ATC4,B01A F Direct factor Xa inhibitors,0.2318674755884345,0.3755401092666478,0
ELETRIPTANUM,ATC4,N02C C Selective 5HT1-receptor agonists,0.010393759772918551,0.13444837501892773,0
ELEUTHEROCOCCUS SENTICOSUS*&,ATC4,A13A TONICS,0.31232307769279605,0.6722019212587752,0
ELTROMBOPAG,ATC4,B02B X Other systemic hemostatics,0.008657622219316973,0.08251598783433137,0
EMBLICA OFFICINALIS*+GLYCYRRHIZA GLABRA/URALENSIS*&+MENTHOLUM*+ZINGIBER OFFICINALE*,ATC4,R05X OTHER COLD PREPARATIONS,0.09184607412010706,0.28848813409046775,0
EMPAGLIFLOZINUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",0.033404584843194286,0.3287595544803883,0
EMPAGLIFLOZINUM+METFORMINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,0.3265240362745923,0.4362151323400669,0
ENALAPRILATUM,ATC4,"C09A A ACE inhibitors, plain",9.01981440417823e-05,0.03700927558157051,0
ENALAPRILUM,ATC4,"C09A A ACE inhibitors, plain",0.6672120197965422,0.5073553512169658,0
ENALAPRILUM+HYDROCHLOROTHIAZIDUM,ATC4,"C09B A ACE inhibitors, and diuretics",0.1229054101548771,0.5099716185263591,0
ENALAPRILUM+INDAPAMIDUM,ATC4,"C09B A ACE inhibitors, and diuretics",0.0,0.02895488500316247,0
ENALAPRILUM+LERCANIDIPINUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,0.04744194029663275,0.3946828192544553,0
ENALAPRILUM+NITRENDIPINUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,0.008832447203782014,0.04099155296769766,0
ENISAMIUM IODIDE,ATC4,J05A X Other antivirals,0.08453668327494895,0.3201987459826284,0
ENOXAPARINUM NATRII,ATC4,B01A B Heparin group,0.7663290039596511,0.33607959630085554,0
ENTECAVIRUM,ATC4,J05A F Nucleoside and nucleotide reverse transcriptase inhibitors,0.0,0.01942430203386644,0
ENZALUTAMIDUM,ATC4,L02B B Anti-androgens,5.913003733981952e-05,0.059224841800742306,0
EPINEPHRINUM,ATC4,C01C A Adrenergic and dopaminergic agents,0.530369387303694,0.5249180813732308,0
EPIRUBICINUM,ATC4,L01D B Anthracyclines and related substances,0.1899481566820277,0.3775573262093761,0
EPLERENONUM,ATC4,C03D A Aldosterone antagonists,0.2534368724201436,0.48037875100775285,0
EPOETINUM ALFA,ATC4,B03X A Other antianemic preparations,0.6604875382054022,0.584207682089565,0
EPOETINUM BETA,ATC4,B03X A Other antianemic preparations,0.1516909773128246,0.28302722171699396,0
EPTIFIBATIDUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,2.202869845097258e-05,0.037379655229814936,0
EQUISETUM ARVENSE*&,ATC4,C03B X Other low-ceiling diuretics,0.19952638963602992,0.42261497879725896,0
ERDOSTEINUM,ATC4,R05C B Mucolytics,0.052150273035298206,0.42801125122156475,0
ERGOCALCIFEROLUM,ATC4,A11C C Vitamin D ans analogues,0.015326482788275326,0.15750873797516013,0
ERLOTINIBUM,ATC4,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,0.34537725823591925,0.4043816098629086,0
ERTAPENEMUM,ATC4,J01D H Carbapenems,0.017918106249786202,0.31529849894693934,0
ERYTHROMYCINUM,ATC4,J01F A Macrolides,0.017244921030508283,0.4320616561711521,0
ERYTHROMYCINUM+ZINCI ACETAS*,ATC4,D10A F Antiinfectives for treatment of acne,0.22180323667447985,0.2983978608652988,0
ESCITALOPRAM,ATC4,N06A B Selective serotonin reuptake inhibitors,0.41887235475476153,0.36654124601754656,0
ESDEPALETRINUM+PIPERONYL*,ATC4,"P03A C Pyrethrines, incl. synthetic compounds",0.0,0.014379540771068382,0
ESMOLOLUM,ATC4,"C07A B Beta blocking agents, selective",7.081477190084994e-05,0.03919228726504061,0
ESOMEPRAZOLUM,ATC4,A02B C Proton pump inhibitors,0.09496285195497581,0.38121379789696397,0
ESTRADIOLI VALERAS,ATC4,"G03C A Natural and semisynthetic estrogens, plain",0.27207727221853373,0.30736816764990044,0
ESTRADIOLI VALERAS+LEVONORGESTRELUM,ATC3,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,0.008289407850585035,0.4625234378533356,0
ESTRADIOLUM,ATC4,"G03C A Natural and semisynthetic estrogens, plain",0.5210745871632407,0.5257431231935883,0
ESTRAMUSTINUM,ATC4,L01X X Other antineoplastic agents,0.07417974322396576,0.287259588900427,0
ESTRIOLI SUCCINAS,ATC4,"G03C A Natural and semisynthetic estrogens, plain",0.1541364086325995,0.42111674177534647,0
ETAMSYLATUM,ATC4,B02B X Other systemic hemostatics,0.24591252717579315,0.5084987867996276,0
ETANERCEPT,ATC4,L04A B Tumor necrosis factor alpha inhibitors,0.13397889868478102,0.39701096515212847,0
ETHAMBUTOLUM,ATC3,J04A DRUGS FOR TREATMENT OF TUBERCULOSIS,0.0010003347499848284,0.28982802717184963,0
ETHINYLESTRADIOLUM+ETONOGESTRELUM,ATC4,G02B B Intravaginal contraceptives,0.06305144642951517,0.37081508093841903,0
ETHINYLESTRADIOLUM+GESTODENUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",0.09644251389489748,0.25127200599802374,0
ETHINYLESTRADIOLUM+LEVONORGESTRELUM,ATC3,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,0.027657148048167855,0.1939859489524891,0
ETIFOXINUM,ATC4,N05B X Other anxiolytics,0.034285995187988,0.3867318092050795,0
ETODOLACUM,ATC4,M01A B Acetic acid derivatives and related substances,0.005641870121312,0.04308451343845169,0
ETOPOSIDUM,ATC3,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,0.09384562363581296,0.4098683967380165,0
ETORICOXIBUM,ATC4,M01A H Coxibs,0.8237545006517505,0.4564902964173726,0
EUCALYPTUS VIMINALIS*&+GLYCEROLUM+MENTHOLUM*,ATC4,R05C A Expectorants,0.0011445887218405751,0.03496634023328966,0
EUCALYPTUS VIMINALIS*&+LARIX DECIDUA*+PINUS SILVESTRIS*&,ATC4,D08A X Other antiseptics and disinfectants,0.0033281842910741714,0.10349155765608052,0
EUCALYPTUS VIMINALIS*&+MATRICARIA CHAMOMILLA*&,ATC4,R05X OTHER COLD PREPARATIONS,0.0,0.010259038150217671,0
EUCALYPTUS VIMINALIS*&+MATRICARIA CHAMOMILLA*&+MENTHA PIPERITA+SALVIA OFFICINALIS*&+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,ATC4,R02A A Antiseptics,0.001940298489878561,0.06871731925544182,0
EUCALYPTUS VIMINALIS*&+MENTHA PIPERITA+PLANTAGO (SEMENI PSYLLIUM)+TUSSILAGO FARFARA*&,ATC4,R05C A Expectorants,0.0,0.01041515818356707,0
EUCALYPTUS VIMINALIS*&+MENTHA PIPERITA+SALVIA OFFICINALIS*&+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,ATC4,R02A A Antiseptics,0.00034148028159980745,0.030519977288603485,0
EUCALYPTUS VIMINALIS*&+MENTHOLUM*,ATC4,R05C A Expectorants,7.461691182405205e-05,0.037532273793515106,0
EUCALYPTUS VIMINALIS*&+MENTHOLUM*+METHYL SALICYLAT*+PINUS SILVESTRIS*&,ATC4,M02A X Other topical products for joint and muscular pain,0.0038662506553033683,0.04489329271126954,0
EUCALYPTUS VIMINALIS*&+PINUS SILVESTRIS*&,ATC4,R05F B Other cough suppressants and expectorants,0.056566185754937146,0.3771793482767129,0
EUCALYPTUS VIMINALIS*&+XYLOMETAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",0.0,0.010572271772284432,0
EUCALYPTUS VIMINALIS+GUAIASULENUM*+MENTHA PIPERITA+PINUS SILVESTRIS+THYMOL+TOCOPHEROLI ACETAS*,ATC4,R01A X Other nasal preparations,0.0,0.012503213665055949,0
EUCALYPTUS VIMINALIS+MENTHA PIPERITA+PINUS SILVESTRIS+THYMOL+TOCOPHEROLI ACETAS*,ATC4,R01A X Other nasal preparations,0.14306429005783028,0.2911122096013131,0
EUCALYPTUS VIMINALIS+MENTHA PIPERITA+SULFANILAMIDUM+SULFATHIAZOLUM+THYMOL,ATC4,R02A A Antiseptics,0.02313697048395862,0.19891872228742044,0
EXEMESTANUM,ATC4,L02B G Aromatase inhibitors,0.1306036922459285,0.2800126540102551,0
EZETIMIBUM,ATC4,C10A X Other ilipid modifying agents,0.22224219575318954,0.5059386416114162,0
EZETIMIBUM+ROSUVASTATINUM,ATC3,"C10B Lipid modifying agents, combinations",0.25147760906297134,0.3312792150566933,0
FABOMOTIZOLUM,ATC4,N05B X Other anxiolytics,0.9256956525301298,0.25650138380383375,0
FAMCICLOVIRUM,ATC4,J05A B Nucleosides and nucleotides excl. reverse transcriptase inhibitors,0.014221246607010758,0.27738476472989404,0
FAMOTIDINUM,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,0.033645699446432614,0.22803779302266633,0
FAVIPIRAVIRUM,ATC4,J05A X Other antivirals,1.0927063134095125e-05,0.05701027075264172,0
FEBUXOSTATUM,ATC3,M04A ANTIGOUT PREPARATIONS,0.3851345604974592,0.4980741730010562,0
FELODIPINUM,ATC4,C08C A Dihydropyridine derivatives,0.0022211120341014716,0.032340960706264216,0
FENOFIBRATUM,ATC3,"C10A LIPID MODIFYING AGENTS, PLAIN",0.0068888493292355735,0.047382705057133274,0
FENOTEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,0.018848920124534253,0.11707147700994196,0
FENPIVERINII BROMIDUM+IBUPROFENUM+PITOFENONUM,ATC4,A03E D Antispasmodics in combination with other drugs,0.17440824533368735,0.420911410327815,0
FENPIVERINII BROMIDUM+KETOROLACUM+PITOFENONUM,ATC4,A03D A Synthetic anticholinergic agents in combination with analgesics,0.017421645125371785,0.22098201819399368,0
FENSPIRIDUM,ATC3,R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,0.0,0.027482859252649833,0
FENTANYLUM,ATC3,N02A OPIOIDS,0.004220097540815395,0.1712359059090985,0
FERRI (III) HYDROXYDI POLYMALTOSUM COMPLEXUS*,ATC3,B03A IRON PREPARATIONS,0.21349339227131145,0.33434259240645076,0
FERRI SACCHARAS*,ATC3,B03A IRON PREPARATIONS,0.05578110189674092,0.33850232190438784,0
FERRI SULFAS*,ATC3,B03A IRON PREPARATIONS,0.13146672875654355,0.3239167443581853,0
FERRI SULFAS*+SERINUM,ATC4,B03A E Iron in other combinations,0.0,0.07006271087789305,0
FERRICUM CARBOXYMALTOSUM,ATC4,"B03A C Iron, parenteral preparations",0.08956999648258882,0.37774369259831686,0
FERROUS FUMARATE*,ATC3,B03A IRON PREPARATIONS,0.05363768960871289,0.4135479184869902,0
FEXOFENADINUM,ATC4,R06A X Other antihistamines for systemic use,0.038345752487728264,0.677261043101041,0
FILGRASTIMUM,ATC3,L03A IMMUNOSTIMULANTS,0.004456917331032691,0.271858955148069,0
FINASTERIDUM,ATC3,G04C DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,0.035901408084060324,0.1913245065711694,0
FINGOLIMODUM,ATC4,L04A A Selective immunosuppressants,0.0,0.059369121278565175,0
FLADEXANUM*,ATC4,D11A X Other dermatologicals,0.010157125810317781,0.059729570186593674,0
FLECAINIDUM,ATC4,"C01B C Antiarrhythmics, class 1c",0.25233145935646106,0.6248192045226516,0
FLUDARABINUM,ATC4,L01B B Purine analogues,0.0,0.4756778911233642,0
FLUDROCORTISONUM,ATC3,"H02A CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",0.004445309343887844,0.03484897880878545,0
FLUMAZENILUM,ATC4,V03A B Antidotes,0.00013064914084948425,0.06887033297960064,0
FLUOCINOLONI ACETONIDUM,ATC4,"D07A C Corticosteroids, potent (group III)",0.5254819667861416,0.3209838473334938,0
FLUOCINOLONI ACETONIDUM+NEOMYCINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",0.004010403404750645,0.03486037523826405,0
FLUOCINONIDUM+GENTAMICINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",0.28116890203027484,0.5398161564212339,0
FLUOCORTOLONUM+LIDOCAINUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.015414798781722219,0.31693366718187754,0
FLUOROURACILUM,ATC4,L01B C Pyrimidine analogues,0.5638156220016057,0.42018831712749616,0
FLUOXETINUM,ATC4,N06A B Selective serotonin reuptake inhibitors,0.2359607320256832,0.5300756054558141,0
FLUPENTIXOL,ATC4,N05A F Thioxanthene derivatives,0.3267071876578762,0.48806937611880685,0
FLUPHENAZINUM,ATC4,N05A B Phenothiazines with piperazine structure,0.14329221320557603,0.32059115219897294,0
FLUPIRTINE,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,0.0,0.014259368406052358,0
FLUTAMIDUM,ATC4,L02B B Anti-androgens,0.8600631732534065,0.4085412036974177,0
FLUTICASONUM FUROAS,ATC4,R01A D Corticosteroids,0.034752269242553986,0.6791040764089595,0
FLUTICASONUM+SALMETEROLUM,ATC4,"R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",0.2732428587032267,0.33722528015364267,0
FLUVOXAMINUM,ATC4,N06A B Selective serotonin reuptake inhibitors,0.0052623117199120835,0.04411807296804437,0
FOENICULUM VULGARE MILL.*&,ATC4,A03A X Other drugs for functional gastrointestinal disorders,0.0,0.0102519456034756,0
FOLLITROPIN DELTA,ATC4,G03G A Gonadotropins,0.0,0.1354353953523581,0
FOLLITROPINUM ALFA,ATC4,G03G A Gonadotropins,0.2112962995486398,0.3343309457158477,0
FOLLITROPINUM ALFA+LUTROPINUM ALFA,ATC4,G03G A Gonadotropins,0.1558509984369237,0.5408737946424814,0
FOLLITROPINUM BETA,ATC4,G03G A Gonadotropins,0.23918579532482132,0.2793441503294291,0
FONDAPARINUXUM NATRICUM,ATC3,B01A ANTITHROMBOTIC AGENTS,0.00013742935097031873,0.03979885493197043,0
FONTURACETAMUM,ATC4,N06B X Other psychostimulants and nootropics,0.0,0.01199259170075748,0
FORMALDEHYDUM*,ATC3,D11A OTHER DERMATOLOGICAL PREPARATIONS,0.15263643994074633,0.7044729959693821,0
FORMOTEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,0.01961439565941397,0.1436142279276539,0
FOSFOCREATININUM,ATC4,C01E B Other cardiac preparations,0.0007498631916289259,0.029669729997901552,0
FOSFOMYCINUM,ATC4,J01X X Other antibacterials,0.4155213313018986,0.5313781453175097,0
FOSFRUCTOSUM,ATC4,C01E B Other cardiac preparations,0.0,0.010276567150477478,0
FOSINOPRILUM,ATC4,"C09A A ACE inhibitors, plain",0.0,0.012897842643605934,0
FOSINOPRILUM+HYDROCHLOROTHIAZIDUM,ATC4,"C09B A ACE inhibitors, and diuretics",0.0,0.009997770792644644,0
FRAMYCETINUM,ATC4,R01A X Other nasal preparations,0.0715501648731741,0.6749237567710775,0
FRANGULA ALNUS*&,ATC4,A06A B Contact laxatives,0.013548527662747624,0.07058727667810752,0
FREMANEZUMAB,ATC3,N02C ANTIMIGRAINE PREPARATIONS,0.0002856902709334123,0.03511408937795373,0
FULVESTRANTUM,ATC4,L02B A Anti-estrogens,0.0032704333804728924,0.09754298179495649,0
FURAZOLIDONUM,ATC4,G01A X Other antiinfectives and antiseptics,0.22701241613831052,0.6172912855946221,0
FUROSEMIDUM,ATC3,C03C HIGH-CEILING DIURETICS,0.532497248402069,0.48461153704605064,0
FUROSEMIDUM+SPIRONOLACTONUM,ATC4,C03D A Aldosterone antagonists,0.0,0.010154884381362006,0
GABAPENTINUM,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,0.001715484508825444,0.0867962676593538,0
GABEXATUM,ATC3,B02A ANTIFIBRINOLYTICS,0.0038062492087008225,0.053413192530213864,0
GADOBUTROLUM,ATC4,V08C A Paramagnetic contrast media,0.1555959616509422,0.5572223897568082,0
GADODIAMIDUM,ATC4,V08C A Paramagnetic contrast media,0.0,0.011357582022193778,0
GALANTAMINUM,ATC4,N06D A Cholinesterase inhibitors,0.0,0.011199856231336252,0
GALAVITUM*,ATC4,L03A X Other immunostimulants,0.0,0.03237480097085575,0
GANIRELIXUM,ATC3,H01C HYPOTALAMIC HORMONES,0.03182874479948478,0.30210410273167276,0
GATIFLOXACINUM,ATC4,J01M A Fluoroquinolones,0.0022186818372196054,0.06188314162721718,0
GEFITINIBUM,ATC4,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,0.6057385759829969,0.29342067683796935,0
GELATINUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,ATC4,B05A A Plasma substitutes and plasma protein fractions,0.0020235734635489426,0.19276085879487137,0
GELATINUM*+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,0.005093952700947171,0.25408161659887507,0
GEMCITABINUM,ATC4,L01B C Pyrimidine analogues,0.1149376333979518,0.49354426422667946,0
