ATC5,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023,contribution_2023,YoY
J01A A12 Tigecycline,519.95,1091.62,1633.52,683.4800000000001,1227.41,1.4460936157544743e-06,0.7958243108796159
J01B A01 Chloramphenicol,2087895.3699999996,1755462.47,1690969.5699999998,1532691.5399999998,1442536.56,0.0016995485696779569,-0.0588213464008549
J01B A02 Thiamphenicol,948.26,979.5699999999999,2764.3900000000003,1206.6100000000004,618.31,7.284722656301878e-07,-0.4875643331316666
J01C A01 Ampicillin,716786.77,661711.08,577095.81,468372.18999999994,360564.08999999997,0.00042480461184064134,-0.23017613406978754
J01C A04 Amoxicillin,1880899.43,1507240.6600000001,1421188.5899999999,975269.69,1070295.8699999999,0.0012609869762959243,0.09743579747669595
J01C E01 Benzylpenicillin,677288.7700000001,536907.05,470375.98000000004,330039.27,330889.55000000005,0.00038984305633396415,0.0025762994809679363
J01C E08 Benzathine benzylpenicillin,1.4100000000000001,0.0,0.0,0.0,0.0,0.0,
J01C E30 Combinations,673863.52,637870.23,555797.34,438584.50000000006,408622.92000000004,0.00048142592602549376,-0.06831427011214486
J01C R01 Ampicillin and beta-lactamase inhibitor,129529.09,116138.44,72120.31,24412.03,19134.48,2.254360757104934e-05,-0.21618644578103496
J01C R02 Amoxicillin and beta-lactamase inhibitor,2856673.54,2528111.99,2712208.04,2189524.45,2552485.77,0.0030072537915620235,0.16577175925119247
J01C R05 Piperacillin and beta-lactamase inhibitor,32132.790000000005,67998.19,74855.71999999999,21624.269999999993,5069.42,5.972621941794548e-06,-0.7655680399847022
J01D B01 Cefalexin,49288.15000000001,23858.64,23156.510000000002,11124.509999999998,8692.78,1.0241544114157599e-05,-0.2185920997868669
J01D B04 Cefazolin,363888.27,249772.03999999998,257784.27,171309.16999999998,187067.26,0.00022039642043219653,0.09198626086391082
J01D C02 Cefuroxime,923169.85,735684.0499999999,691017.89,356781.06999999995,409122.25,0.00048201422001458837,0.1467039156533727
J01D D01 Cefotaxime,901026.09,702621.24,511579.32,256790.21999999997,198733.16,0.00023414079558966642,-0.22608750442287084
J01D D02 Ceftazidime,1304120.85,1512748.2999999998,1546282.29,488677.00999999995,319062.2,0.00037590846615929253,-0.34708980886987084
J01D D04 Ceftriaxone,15212701.020000001,15639568.809999999,14560203.05,6549086.64,4690157.7,0.005525787721178488,-0.283845525671653
J01D D08 Cefixime,995014.1599999999,997415.78,1231722.73,871804.33,905503.37,0.0010668339368272717,0.03865436181075177
J01D D12 Cefoperazone,511082.6399999999,526901.23,359729.35000000003,112255.50000000001,21733.67,2.560588673215514e-05,-0.8063910454276183
J01D D13 Cefpodoxime,841501.29,807667.1199999999,859668.63,515960.06999999995,536000.05,0.0006314974216839353,0.03884017613998725
J01D D15 Cefdinir,0.0,15445.49,138037.86,66955.71,80325.80000000002,9.463718444559745e-05,0.1996855832011939
J01D D16 Cefditoren,191.17999999999998,174.88,41.13999999999999,0.0,0.0,0.0,
J01D D52 Ceftazidime and beta-lactamase inhibitor,0.0,39.93,317.97,132.0,436.82,5.146467873276814e-07,2.309242424242424
"J01D D54 Ceftriaxone, combinations",4080.7700000000004,84080.63,160607.33,57152.31999999999,27230.799999999996,3.2082422362443626e-05,-0.5235399017922633
J01D D62 Cefoperazone and beta-lactamase inhibitor,792441.16,1441852.66,1914266.86,529236.62,302136.77,0.0003559674877845854,-0.4291083447702466
J01D D63 Ceftriaxone and beta-lactamase inhibitor,639647.15,949596.26,862539.34,258078.56999999998,162504.71,0.0001914576414246521,-0.3703285398706293
J01D E01 Cefepime,1101784.14,2694139.1599999997,3123778.68,866948.7999999999,454791.01,0.0005358196332631551,-0.4754119159055298
"J01D E51** Cefepimum, combinations",0.0,0.0,0.0,1715.8600000000001,12959.69,1.5268675480203927e-05,6.552883102351007
J01D F01 Aztreonam,0.0,1.63,9714.510000000002,4720.45,9250.82,1.0899008271477179e-05,0.9597326526072727
J01D H02 Meropenem,213705.03,432389.06,330015.33,80372.14,31190.16,3.6747208553263024e-05,-0.6119282129354774
J01D H03 Ertapenem,414.11,463.62,651.99,86.79999999999998,111.49000000000001,1.3135380779076782e-07,0.2844470046082952
J01D H51 Imipenem and cilastatin,21561.039999999997,107876.76000000001,110873.23000000001,17066.76,2781.2999999999997,3.2768351027756973e-06,-0.8370340943447966
J01E B03 Sulfadimidine,42356.81,92979.81,89147.65,64787.39,55725.340000000004,6.565374113763733e-05,-0.13987366986075522
J01E B06 Sulfanilamide,3825632.11,3673539.54,3505450.56,2881673.59,2467055.49,0.0029066026786493727,-0.14388100770288825
J01E D01 Sulfadimethoxine,173931.97000000003,35984.16999999999,25181.829999999998,2239.7999999999997,135.05999999999997,1.5912319741879182e-07,-0.9396999732118939
J01E E01 Sulfamethoxazole and trimethoprim,864216.38,777451.76,747121.3,579749.1699999999,524135.12000000005,0.0006175185560038662,-0.09592777855982071
J01F A01 Erythromycin,174506.93,170351.00999999998,143045.69,117321.81999999999,91870.44,0.00010823869510640656,-0.21693645734442235
J01F A02 Spiramycin,127314.34,147889.9,134209.71000000002,71282.23999999999,48495.549999999996,5.713584315550784e-05,-0.31966854576960546
J01F A03 Midecamycin,44059.78,38157.299999999996,29508.450000000004,19227.229999999996,13715.210000000001,1.6158804001704338e-05,-0.28667780018234534
J01F A07 Josamycin,161914.07,154275.12,67325.4,43.93,0.0,0.0,-1.0
J01F A09 Clarithromycin,736078.8300000001,738772.02,728791.11,411331.8,363677.26999999996,0.0004284724569149804,-0.11585423251982951
J01F A10 Azithromycin,5707853.24,8387429.899999999,6547586.4,4690932.88,3926528.49,0.004626105198317641,-0.16295359783532004
J01F F01 Clindamycin,111204.26000000001,108701.43000000002,112701.52,86348.6,119431.42,0.00014071012455698685,0.3831309366915039
J01F F02 Lincomycin,661745.7500000001,587645.8999999999,564213.14,442178.57999999996,449101.69,0.0005291166657706431,0.01565681901642546
J01G A01 Streptomycin,167616.14,125341.41000000002,112198.59000000001,76230.98999999999,86453.93000000001,0.00010185714327721317,0.13410477812238852
J01G B01 Tobramycin,23912.029999999995,44743.590000000004,55120.759999999995,13558.72,6803.569999999999,8.015739762050713e-06,-0.49821443322083503
J01G B03 Gentamicin,126050.70000000001,113410.18999999999,102626.51,68931.77,59299.67999999999,6.986490957730773e-05,-0.13973368158107657
J01G B04 Kanamycin,27277.560000000005,29229.839999999997,25065.77,11879.340000000002,1767.8300000000002,2.082798475439529e-06,-0.8511844934146173
J01G B06 Amikacin,622539.19,533628.62,450344.82,183068.72,182886.94,0.0002154713065225732,-0.0009929604576903728
J01M A01 Ofloxacin,473184.52,424759.57000000007,389058.69999999995,294276.82,220469.00000000003,0.00025974923894360745,-0.2508108521765322
J01M A02 Ciprofloxacin,1565706.12,1444694.02,1261375.51,987553.5299999999,913593.76,0.0010763657650900069,-0.07489190990993666
J01M A03 Pefloxacin,2733.46,15.52,0.0,0.0,0.0,0.0,
J01M A06 Norfloxacin,500228.45,446214.3499999999,394287.80000000005,346276.92999999993,320628.30999999994,0.00037775360484365155,-0.07406967596715153
J01M A07 Lomefloxacin,6646.570000000001,5681.35,16005.830000000002,10843.64,5434.8099999999995,6.4031122801986074e-06,-0.4988020627759683
J01M A12 Levofloxacin,3485359.27,4958654.38,4751588.71,1936180.7799999998,1430392.85,0.001685241254679241,-0.2612297029412717
J01M A14 Moxifloxacin,110524.33,510052.14,920883.25,292945.41,187827.2,0.0002212917564506064,-0.3588320772802004
J01M A16 Gatifloxacin,64366.4,55592.399999999994,25902.719999999998,9589.56,5234.52,6.167137267530092e-06,-0.45414388147109974
J01M B04 Pipemidic acid,113736.85,53380.23,60413.34,54325.689999999995,55781.49,6.571989519905495e-05,0.02679763478383812
J01R A05 Levofloxacine and ornidazole,53119.33999999999,44689.06999999999,42677.01,14083.769999999999,10008.84,1.1792082209781583e-05,-0.28933517090949357
J01R A09 Ofloxacin and ornidazole,394813.75,314718.80000000005,296157.08999999997,207546.79,214064.07,0.00025220316356345385,0.0314014974647403
J01R A11 Ciprofloxacin and tinidazole,131004.67000000001,175322.77999999997,214942.88,154280.3,152277.43,0.00017940820047620504,-0.012982020387567239
J01R A12 Ciprofloxacin and ornidazole,157648.17,156861.15999999997,182175.35000000003,124623.11000000002,138362.52000000002,0.00016301411658019795,0.11024769001511836
J01X A01 Vancomycin,81203.72,101370.42000000001,107552.68999999999,44919.61,38271.33,4.509000739722887e-05,-0.14800395640122432
J01X A02 Teicoplanin,2492.04,3133.2,4357.51,1004.87,967.27,1.1396053247984212e-06,-0.03741777543363822
J01X B01 Colistin,2724.24,4095.4999999999995,7129.12,3704.26,5019.74,5.914090619065646e-06,0.35512626003574255
J01X B02 Polymyxin B,0.0,0.0,1617.02,1640.02,2052.42,2.418092942738611e-06,0.2514603480445361
J01X D01 Metronidazole,2943970.71,2458005.19,2297529.2199999997,1450447.93,1402576.2499999998,0.001652468662251286,-0.033004755985966416
J01X D02 Tinidazole,102401.23000000001,57894.83,4094.64,27906.289999999997,5456.12,6.428219013035824e-06,-0.8044842220158968
J01X D03 Ornidazole,432267.73000000004,354683.39,387628.37,168433.33000000002,127343.76,0.00015003218023494186,-0.24395153857018692
J01X E01 Nitrofurantoin,782672.14,511900.16000000003,576558.8500000001,749755.9399999998,579788.34,0.0006830873277575418,-0.2266972369702065
J01X E03 Furazidine,859668.9700000001,911143.5900000001,1044177.8299999998,808423.2,931475.1999999998,0.001097433082632227,0.15221235610259565
J01X X01 Fosfomycin,443240.88999999996,472552.08999999997,635956.57,598365.98,653650.1900000001,0.0007701089014230772,0.09239196720375054
J01X X04 Spectinomycin,320.09999999999997,46.97000000000001,0.0,0.0,0.0,0.0,
J01X X07 Nitroxoline,1203762.31,1116763.9799999997,689701.6900000001,795066.6700000002,803346.35,0.0009464759354858274,0.010413818504050543
J01X X08 Linezolid,37903.39000000001,134870.47,194925.36000000002,48130.979999999996,40594.17,4.782670018482154e-05,-0.15658958118035404
J01X X09 Daptomycin,0.0,0.0,0.45,0.83,0.45,5.301750247183202e-10,-0.45783132530120474
J01X X13** Dioxydinum,123642.53,93228.03000000001,101675.11,59531.25,65037.37000000001,7.662486499414343e-05,0.09249125459317598
J01X X16** Bacteriophages,9245.210000000001,11634.060000000001,15156.880000000001,10267.99,18946.38,2.2321994410717085e-05,0.8451887857311899
J01X X50** Combinations,955.5600000000001,559.11,652.55,448.16,688.94,8.116861811765323e-07,0.5372634773295253
J02A C01 Fluconazole,6063503.67,5863843.23,5997517.06,4343531.97,4584777.33,0.005401632076134987,0.055541287980896525
J02A C02 Itraconazole,563229.02,517708.57999999996,584295.25,438623.54000000004,554539.43,0.0006533399022389628,0.2642719312328745
J02A C03 Voriconazole,223.45,221.93000000000004,1549.17,605.03,705.1099999999999,8.307371370647438e-07,0.16541328529163835
J02A C04 Posaconazole,0.0,0.0,0.16,0.0,0.05,5.890833607981335e-11,
J02A X04 Caspofungin,0.0,0.0,0.1,0.35,0.0,0.0,-1.0
J02A X05 Micafungin,0.14,0.0,0.32999999999999996,0.0,0.0,0.0,
J02A X10** Other,1073.49,794.2800000000001,1227.19,414.94000000000005,90.82,1.0700110165537296e-07,-0.7811249819250976
J04A B02 Rifampicin,134926.87,132800.45,125477.96,91165.65,82225.02,9.68747822465875e-05,-0.09807016129430313
J04A C01 Isoniazid,47913.36,37595.729999999996,36181.24,24192.72,35011.47,4.124934882816606e-05,0.4471903117962759
J04A K01 Pyrazinamide,3660.77,2572.0499999999997,1727.69,1495.41,852.1900000000002,1.0040218984771231e-06,-0.4301295296941975
J04A K02 Ethambutol,2586.23,2177.88,2749.33,1823.44,867.2100000000002,1.021717962635499e-06,-0.5244099065502565
J05A B01 Aciclovir,1419044.11,1397016.2,1459217.35,1192085.5599999998,1446944.02,0.0017047412923767236,0.21379208720555276
J05A B06 Ganciclovir,6613.99,3670.3599999999997,3358.71,2224.2,3591.92,4.231880610636064e-06,0.6149267152234512
J05A B09 Famciclovir,1062.5099999999998,2118.77,3787.7599999999998,8339.939999999999,21162.24,2.493264692243339e-05,1.537457104007943
J05A B11 Valaciclovir,234176.53,242424.17,279738.33999999997,216450.58000000002,306543.03,0.00036115879668328617,0.4162264199061052
J05A B14 Valganciclovir,0.5800000000000001,0.64,17.669999999999998,0.9000000000000001,93.87,1.105945101562416e-07,103.29999999999998
J05A B16 Remdesivir,0.0,0.0,2597.91,2775.35,8.83,1.0403212151695038e-08,-0.9968184192984668
J05A C02 Rimantadine,1520706.65,2172658.8099999996,1356826.6400000001,956996.2,743243.35,0.0008756645810177268,-0.22335809692870257
J05A E10 Darunavir,0.0,0.0,0.0,0.12,0.0,0.0,-1.0
J05A F05 Lamivudine,1091.4499999999998,1285.01,2073.12,761.95,191.01000000000002,2.25041625492103e-07,-0.7493142594658442
J05A F07 Tenofovir disoproxil,767.04,3070.62,5065.740000000001,3887.8700000000003,4143.48,4.8817102475997e-06,0.0657455110381775
J05A F10 Entecavir,0.0,2.59,195.96999999999997,29.9,0.0,0.0,-1.0
J05A F13 Tenofovir alafenamide,0.0,0.0,0.0,1.54,0.0,0.0,-1.0
J05A H01 Zanamivir,3.2800000000000002,2.06,0.0,0.0,0.0,0.0,
J05A H02 Oseltamivir,13576.09,467786.52,455120.09,411654.1299999999,320095.08999999997,0.000377125382784362,-0.22241739685691952
J05A P01 Ribavirin,5957.24,7641.74,5805.4800000000005,2671.6000000000004,2208.04,2.6014392479534215e-06,-0.1735139991016621
J05A P07 Daclatasvir,0.41,94.05,90.09,42.230000000000004,41.43,4.8811447275733345e-08,-0.018943878759176025
J05A P08 Sofosbuvir,159.75000000000003,170.14,61.2,36.69000000000001,35.699999999999996,4.206055196098673e-08,-0.026982829108749384
J05A P51 Sofosbuvir and ledipasvir,121.37999999999998,377.50999999999993,224.99,44.28,55.379999999999995,6.524687304200127e-08,0.2506775067750677
J05A P55 Sofosbuvir and velpatasvir,0.0,0.0,0.53,105.16,570.1099999999999,6.716846296492477e-07,4.421357930772156
J05A R02 Lamivudine and abacavir,0.0,0.0,1.25,0.0,0.0,0.0,
J05A R03 Tenofovir disoproxil and emtricitabine,670.83,13.66,0.0,0.23,0.0,0.0,-1.0
J05A R10 Lopinavir and ritonavir,0.0,7.03,1.38,0.0,0.0,0.0,
"J05A R27 Dolutegravir, lamivudine and tenofovir disoproxil",0.0,0.0,3.05,0.0,0.0,0.0,
J05A X05 Inosine pranobex,2897631.83,4349292.91,4355102.760000001,3399431.62,2918083.6,0.003437988988355833,-0.14159661784872146
J05A X13 Umifenovir,70071.51999999999,545816.61,578776.2,324564.92,121366.08000000002,0.0001429894765865903,-0.6260653184577063
J05A X17 Enisamium iodide,1260477.9,1727034.7,1381963.56,1026918.31,572716.1499999999,0.0006747551088507358,-0.44229629131844006
J05A X19 Tilorone,1741818.83,2647410.83,2436275.81,1950457.58,1770424.7099999997,0.0020858554764137216,-0.09230288925330044
J05A X20** Others,1444972.19,2100407.21,2151316.5,1321965.27,1170998.99,0.00137963204104084,-0.11419837073329475
J05A X21 Pentanedioic acid imidazolyl ethanamide,2522.76,1497.9899999999998,653.1999999999999,0.0,0.0,0.0,
J05A X25 Baloxavir marboxil,0.0,0.0,0.0,0.83,3.23,3.805478510755943e-09,2.891566265060241
J05A X27 Favipiravir,0.0,0.0,24701.03,36025.05,559.58,6.592785340708392e-07,-0.9844669195462602
"J06B A02 Immunoglobulins, normal human, for intravascular adm.",32184.64,42613.020000000004,48993.99999999999,9996.049999999997,8878.94,1.046087163104996e-05,-0.11175514328159597
J06B B01 Anti-D (rh) immunoglobulin,18837.08,17197.909999999996,10320.660000000002,2453.66,6145.240000000001,7.240117264222246e-06,1.5045197786164346
J06B B05 Rabies immunoglobulin,11.870000000000003,7.009999999999999,10.570000000000002,1.51,1.78,2.0971367644413553e-09,0.17880794701986757
J07A F01 Diphtheria toxoid,103.55,193.14000000000001,4.85,0.0,0.0,0.0,
"J07A G51 Hemophilus influenzae B, combinations with toxoid",1101.6499999999999,838.3,1252.54,257.74,0.0,0.0,-1.0
"J07A H08 Meningococcus A, C, Y, W-135, tetravalent purified polysaccharides antigen conjugated",161.08,2057.6099999999997,4520.79,4774.82,7770.15,9.154532151811234e-06,0.627317888423019
"J07A J52 Pertussis, purified antigen, combinations with toxoid",95072.60000000002,71406.54999999999,84063.66,42932.94000000001,42137.03,4.964444649290356e-05,-0.018538446237318262
"J07A L02 Pneumococcus, purified polysaccharides antigen conjugated",4989.08,27167.579999999998,24171.55,17183.010000000002,18129.25,2.1359279037499124e-05,0.05506834949173611
"J07A L52 Pneumococcus purified polysaccharides antigen and Haemophilus influenzae, conjugated",6717.000000000001,9271.93,10036.81,7226.939999999999,8918.07,1.0506973294866022e-05,0.23400360318475055
J07A M01 Tetanus toxoid,5.08,24.669999999999998,126.85,94.72,0.0,0.0,-1.0
"J07A M51 Tetanus toxoid, combinations with diphtheria toxoid",225.59,527.49,210.45000000000002,0.0,0.0,0.0,
"J07A P03 Typhoid, purified polysaccharide antigen",2.7199999999999998,0.0,1.16,1.43,0.0,0.0,-1.0
J07A X20** Others,0.0,52.12,10938.72,8464.66,23039.780000000002,2.7144702068899246e-05,1.7218789650145432
"J07B A01 Encephalitis, tick borne, inactivated, whole virus",2.1,3.3100000000000005,18.45,39.50999999999999,17.82,2.099493097884548e-08,-0.5489749430523917
"J07B B01 Influenza, inactivated, whole virus",4.46,0.0,0.0,0.0,0.0,0.0,
"J07B B02 Influenza, purified antigen",194574.32,166328.18999999997,129990.68000000001,19979.78,50569.329999999994,5.957910173941975e-05,1.5310253666456788
"J07B C01 Hepatitis B, purified antigen",3542.7000000000003,1308.8899999999999,1122.3400000000001,591.2900000000001,444.79999999999995,5.240485577660196e-07,-0.24774645267127826
"J07B C02 Hepatitis A, inactivated, whole virus",962.2299999999999,1433.1,1520.0000000000002,1509.04,2340.76,2.7578055352436786e-06,0.5511583523299584
J07B C20 Combinations,211.42000000000002,668.9200000000001,988.05,501.38,1997.6100000000001,2.3535176247279193e-06,2.984223543021262
"J07B D01 Measles, live attenuated",0.0,0.0,15.0,7.8999999999999995,0.0,0.0,-1.0
"J07B D52 Measles, combinations with mumps and rubella, live attenuated",1250.83,3896.0099999999998,4454.21,2995.8900000000003,6705.119999999999,7.89974924830956e-06,1.2381062055015364
"J07B F03 Poliomyelitis oral, trivalent, inactivated, whole virus",58.06,16.69,0.0,11.02,0.0,0.0,-1.0
"J07B G01 Rabies, inactivated, whole virus",710.3100000000001,284.52,1508.1000000000001,1264.07,1133.5300000000002,1.335487323931017e-06,-0.10326959741153552
"J07B H01 Rota virus, live attenuated",4383.24,16982.350000000002,31569.84,26000.859999999993,21611.99,2.546252740547131e-05,-0.16879710901870137
"J07B H02 Rota virus, pentavalent, live, reassorted",0.0,0.0,0.0,737.8000000000001,7500.41,8.836733460327858e-06,9.165912171320139
"J07B K01 Varicella, live attenuated",10551.92,6400.150000000001,15747.030000000002,3620.64,2496.1,2.9408219537764423e-06,-0.3105914976357771
"J07B L01 Yellow fever, live attenuated",46.57,18.21,112.92,109.78999999999999,211.85000000000002,2.495946199701692e-07,0.9295928590946356
"J07B M01 Papillomavirus (human types 6, 11, 16, 18)",0.72,0.0,813.1700000000001,1962.7799999999997,8071.36,9.509407750023246e-06,3.1122081944996385
"J07B M02 Papillomavirus (human types 16, 18)",2602.2599999999998,4942.42,5777.61,7.02,3343.13,3.938764511970129e-06,475.22934472934475
J07C A02 Diphtheria-pertussis-poliomyelitis-tetanus,68552.88,106478.87,76373.68,55769.47000000001,62563.86,7.371065782660783e-05,0.12182991877096905
J07C A06 Diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,54542.02,44160.78,38576.98,31399.08,18145.87,2.1378860168412054e-05,-0.4220891185346832
J07C A09 Diphteria-Haemophilus influenzae B- pertussis-poliomyelitis-tetanus-hepatitis B,150747.27,147229.49,143865.1,123941.46999999997,78875.53,9.292852459426801e-05,-0.36360662819313005
L01A A01 Cyclophosphamide,24828.100000000006,19160.600000000002,12373.37,7828.95,8020.360000000001,9.449321247221838e-06,0.024449000185210013
L01A A02 Chlorambucil,1107.41,561.73,905.12,1212.4399999999998,1200.95,1.414919324301037e-06,-0.009476757612747688
L01A A03 Melphalan,184.50999999999996,3.23,22.990000000000002,23.860000000000003,64.96000000000001,7.653371023489352e-08,1.72254819782062
L01A A06 Ifosfamide,312.49999999999994,319.92,404.61000000000007,314.06999999999994,301.93000000000006,3.55723878251561e-07,-0.038653803292259314
L01A A09 Bendamustine,35.589999999999996,39.330000000000005,109.62,58.029999999999994,480.31999999999994,5.65897039717119e-07,7.277098052731345
L01A D02 Lomustine,175.54000000000002,126.14,146.6,61.04,57.99,6.832188818536753e-08,-0.04996723460026209
L01A X03 Temozolomide,4168.83,3309.43,5719.7699999999995,2948.45,2706.79,3.18904990034956e-06,-0.08196170869439867
L01A X04 Dacarbazine,1425.4700000000003,745.6299999999999,365.68,366.53000000000003,355.82000000000005,4.192152828783838e-07,-0.029219981993288346
L01B A01 Methotrexate,9999.21,10172.57,13331.31,8103.660000000002,9532.539999999999,1.1230921400285279e-05,0.17632526537391713
L01B A04 Pemetrexed,514.2199999999999,881.75,765.7299999999999,165.99,137.29,1.617505092079515e-07,-0.17290198204711138
L01B B02 Mercaptopurine,59.449999999999996,39.66,201.6,147.28,249.04999999999998,2.934224220135503e-07,0.6909967409016837
L01B B03 Tioguanine,1.47,0.77,1.3699999999999999,0.98,1.43,1.6847784118826618e-09,0.4591836734693877
L01B B04 Cladribine,0.0,0.0,0.0,0.0,3.38,3.982203518995383e-09,
L01B B05 Fludarabine,13.63,21.32,1.35,1.7199999999999998,135.81,1.6000682245998905e-07,77.9593023255814
L01B C01 Cytarabine,581.76,470.10999999999996,647.72,370.72999999999996,1286.8400000000001,1.5161120640189406e-06,2.4710975642650994
L01B C02 Fluorouracil,20890.420000000002,22142.149999999998,29139.05,17538.46,15383.15,1.8123915403323617e-05,-0.1228904932360082
L01B C03 Tegafur,1190.0399999999997,1046.27,511.56999999999994,353.71999999999997,184.24,2.1706543678689627e-07,-0.4791360398054958
L01B C05 Gemcitabine,6390.049999999999,4254.37,4264.42,7042.5599999999995,4095.0499999999997,4.824651633272794e-06,-0.41852820565249005
L01B C06 Capecitabine,10678.730000000001,7792.63,12867.15,14444.33,7856.6,9.256384664893233e-06,-0.4560772289195829
L01B C07 Azacitidine,0.0,0.0,0.18,0.0,22.97,2.7062489595066253e-08,
"L01B C59 Trifluridine, combinations",8.27,1.98,124.13999999999999,21.650000000000006,263.78,3.107768178226633e-07,11.183833718244799
L01C A02 Vincristine,9123.47,10102.47,12146.65,5264.9400000000005,3232.8000000000006,3.808777377576413e-06,-0.3859759085573624
L01C A04 Vinorelbine,764.42,215.15,418.4,282.34000000000003,368.23,4.3383633189339345e-07,0.304207692852589
L01C B01 Etoposide,8192.21,4774.71,2443.04,812.3399999999999,1185.51,1.3967284301195906e-06,0.45937661570278476
L01C D01 Paclitaxel,12540.87,11097.69,9934.39,13532.630000000001,8949.57,1.0544085546596304e-05,-0.3386673543871369
L01C D02 Docetaxel,7388.16,5604.450000000001,4418.98,3907.9999999999995,2624.78,3.09242844751145e-06,-0.32835721596724654
L01C D04 Cabazitaxel,0.0,0.03,0.03,0.09,2.2,2.591966787511788e-09,23.444444444444446
L01C E01 Topotecan,4.47,0.0,0.0,0.0,0.0,0.0,
L01C E02 Irinotecan,466.66,862.3399999999999,900.64,765.35,1462.72,1.7233280270132919e-06,0.9111778924674985
L01C X10** Others,0.0,0.0,0.0,79.11,81.56,9.609127781339155e-08,0.030969536088990113
L01D B01 Doxorubicin,6002.320000000001,8709.86,8490.960000000001,7829.009999999998,6496.789999999999,7.654301775199412e-06,-0.17016455464994928
L01D B03 Epirubicin,775.6699999999998,1113.53,1186.3,624.9,1152.98,1.358402666666064e-06,0.8450632101136182
L01D B06 Idarubicin,7.0600000000000005,3.59,4.24,9.780000000000001,38.709999999999994,4.560683379299149e-08,2.958077709611451
L01D B07 Mitoxantrone,93.01,98.05,0.0,0.0,83.0,9.778783789249017e-08,
L01D C01 Bleomycin,1.9500000000000002,1.49,0.0,2.38,0.0,0.0,-1.0
L01E A01 Imatinib,686.27,1575.8899999999999,1961.4500000000003,2470.8100000000004,2096.99,2.470603833520156e-06,-0.15129451475427114
L01E A02 Dasatinib,0.0,0.0,0.0,0.07,0.0,0.0,-1.0
L01E B01 Gefitinib,0.0,0.68,18.45,86.05000000000001,82.82000000000001,9.757576788260285e-08,-0.03753631609529351
L01E B02 Erlotinib,29.650000000000002,0.03,2.48,37.97,38.199999999999996,4.50059687649774e-08,0.006057413747695417
L01E B03 Afatinib,0.18,0.0,0.0,0.0,0.0,0.0,
L01E B04 Osimertinib,0.0,0.06999999999999999,2.249999999999999,37.33,63.029999999999994,7.42598484622127e-08,0.6884543262791321
L01E C01 Vemurafenibum,61.36999999999999,49.260000000000005,100.55000000000001,76.71000000000001,11.469999999999999,1.3513572296709183e-08,-0.8504758180159041
L01E C02 Dabrafenib,0.0,0.0,0.0,0.0,1.0,1.178166721596267e-09,
L01E D01 Crizotinibum,224.84000000000003,283.03999999999996,144.75000000000003,126.52,129.87,1.5300851213370722e-07,0.026478027189377196
L01E D03 Alectinib,22.69,117.36000000000001,184.70000000000005,261.78999999999996,18.920000000000005,2.229091437260138e-08,-0.9277283318690553
L01E E01 Trametinib,0.0,0.0,0.0,0.05,1.0,1.178166721596267e-09,19.0
L01E E02 Cobimetinib,5.94,0.20000000000000007,0.18000000000000002,17.080000000000005,0.10999999999999999,1.2959833937558937e-10,-0.9935597189695551
L01E F01 Palbociclib,1501.82,1692.1600000000003,1962.0400000000002,1386.14,797.1700000000001,9.391991654548964e-07,-0.42489936081492485
L01E F02 Ribociclib,0.0,0.0,0.15000000000000002,3.28,3.14,3.699443505812279e-09,-0.04268292682926822
L01E G02 Everolimus,5.199999999999999,37.699999999999996,60.919999999999995,19.749999999999996,93.27,1.0988761012328383e-07,3.722531645569621
L01E H01 Lapatinib,0.23,174.23,389.4000000000001,574.44,240.32000000000002,2.8313702653401493e-07,-0.5816447322609846
L01E J01 Ruxolitinib,0.0,0.1,0.1,0.12000000000000001,0.0,0.0,-1.0
L01E K01 Axitinib,349.85,418.32000000000005,495.58000000000004,415.53,238.07,2.804861514104233e-07,-0.427069044352995
L01E L01 Ibrutinib,0.01,0.01,0.0,0.0,0.0,0.0,
L01E L02 Acalabrutinib,0.0,0.0,0.0,0.0,2.29,2.6980017924554516e-09,
L01E X01 Sunitinib,1333.51,1424.48,723.6499999999999,21.869999999999997,49.69,5.854310439611851e-08,1.2720621856424326
L01E X02 Sorafenib,0.3,5.6000000000000005,0.26,5.489999999999999,22.850000000000005,2.692110958847471e-08,3.162112932604737
L01E X03 Pazopanib,2368.66,2651.77,1379.7900000000002,493.68999999999994,287.3,3.3848729911460753e-07,-0.41805586501650827
L01E X05 Regorafenib,0.06,0.07999999999999999,0.26,0.26,8.96,1.0556373825502554e-08,33.46153846153847
L01E X07 Cabozantinib,0.0,0.02,0.01,7.65,8.51,1.0026198800784232e-08,0.1124183006535946
L01E X09 Nintedanib,0.2,0.1,137.39000000000001,113.14999999999998,94.39000000000001,1.1120715685147167e-07,-0.16579761378700808
L01F A01 Rituximab,3043.63,2261.78,1216.9299999999998,1481.2899999999997,641.5900000000001,7.558999869089491e-07,-0.56687076804677
L01F A03 Obinutuzumab,21.810000000000002,31.430000000000007,93.91,0.41000000000000003,0.13,1.5316167380751472e-10,-0.6829268292682926
L01F C01 Daratumumab,0.0,0.0,0.49999999999999994,0.1,0.11,1.2959833937558937e-10,0.09999999999999987
L01F D01 Trastuzumab,5336.070000000001,2896.95,2427.35,1665.49,529.7,6.240749124295427e-07,-0.6819554605551519
