SKU,ATC1,ATC2,ATC3,ATC4,ATC5,Brand,INN,NFC,Description,known_inn,INN_key,strength_value,strength_unit,strength_mg,pack_size,dosage_form,concentration_flag,multi_strength_flag,strength_parse_status
111615,M MUSCULO-SCELETAL SYSTEM,M09 OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09A X Other drugs for disorders of the musculo-skeletal system,M09A X15** Other drugs,18968,-,Parenteral Ordinary,"sol. for inj. amp. 2 ml, #100",False,UNKNOWN_SKU_111615,,,,100.0,Parenteral,False,False,not_comparable_or_missing
102118,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01E PROTEIN KINASE INHIBITORS,L01E X Other protein kinase inhibitors,L01E X02 Sorafenib,44664,SORAFENIBUM,Oral Solid Ordinary,"tabs coated w/film 200 mg, #112",True,SORAFENIBUM,200.0,mg,200.0,112.0,Oral solid,False,False,single_mass
419910,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01F F PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors,L01F F02 Pembrolizumab,49990,PEMBROLIZUMABUM,Parenteral Ordinary,"conc. for infus. sol. 25 mg/ml flask 4 ml, #1",True,PEMBROLIZUMABUM,,,,1.0,Parenteral,True,False,not_comparable_or_missing
295288,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01F D HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,L01F D03 Trastuzumab emtansine,22050,TRASTUZUMABUM EMTANSINUM,Parenteral Ordinary,"powder f/conc. f/inf. sol. 160 mg flask, #1",True,TRASTUZUMABUM EMTANSINUM,160.0,mg,160.0,1.0,Parenteral,False,False,single_mass
447002,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04 IMMUNOSUPPRESSANTS,L04A IMMUNOSUPPRESSANTS,L04A A Selective immunosuppressants,L04A A36 Ocrelizumab,5667,OCRELIZUMABUM,Parenteral Ordinary,"conc. for infus. sol. 300 mg/10 ml flask, #1",True,OCRELIZUMABUM,,,,1.0,Parenteral,True,False,not_comparable_or_missing
426961,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01F F PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors,L01F F05 Atezolizumab,13639,ATEZOLIZUMABUM,Parenteral Ordinary,"conc. for infus. sol. 1200 mg/20 ml flask, #1",True,ATEZOLIZUMABUM,,,,1.0,Parenteral,True,False,not_comparable_or_missing
136632,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01E PROTEIN KINASE INHIBITORS,L01E G Mammalian target of rapamycin (mTOR) kinase inhibitors,L01E G02 Everolimus,9681,EVEROLIMUSUM,Oral Solid Ordinary,"tabs 10 mg blister, #30",True,EVEROLIMUSUM,10.0,mg,10.0,30.0,Oral solid,False,False,single_mass
83277,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01B ANTIMETABOLITES,L01B A Folic acid analogues,L01B A04 Pemetrexed,15673,PEMETREXEDUM,Parenteral Ordinary,"lyophil. f/prep. solut. f/inf. 500 mg flask, #1",True,PEMETREXEDUM,500.0,mg,500.0,1.0,Parenteral,False,False,single_mass
156475,S SENSORY ORGANS,S01 OPHTALMOLOGICALS,S01B ANTIINFLAMMATORY AGENTS,"S01B A Corticosteroids, plain",S01B A01 Dexamethasone,37317,DEXAMETHASONUM,Parenteral Retard,"for introd. intravitr. impl. 700 mcg applicat., #1",True,DEXAMETHASONUM,700.0,mcg,0.7000000000000001,1.0,Parenteral,False,False,single_mass
355119,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04 IMMUNOSUPPRESSANTS,L04A IMMUNOSUPPRESSANTS,L04A B Tumor necrosis factor alpha inhibitors,L04A B04 Adalimumab,49707,ADALIMUMAB,Parenteral Ordinary,"sol. for inj. 40 mg/0,8 ml flask, +syrin.,needle, adapter,2wipes, #2",True,ADALIMUMAB,,,,2.0,Parenteral,True,False,not_comparable_or_missing
188093,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02 ENDOCRINE THERAPY,L02B HORMONE ANTAGONISTS AND RELATED AGENTS,L02B X Other hormone antagonists and related agents,L02B X03 Abirateronum,10458,ABIRATERONE,Oral Solid Ordinary,"tabs 250 mg flask, #120",True,ABIRATERONE,250.0,mg,250.0,120.0,Oral solid,False,False,single_mass
412521,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01E PROTEIN KINASE INHIBITORS,L01E F Cyclin-dependent kinase (CDK) inhibitors,L01E F01 Palbociclib,6267,PALBOCICLIBUM,Oral Solid Ordinary,"caps. 75 mg blister, #21",True,PALBOCICLIBUM,75.0,mg,75.0,21.0,Oral solid,False,False,single_mass
183766,R RESPIRATORY SYSTEM,R02 THROAT PREPARATIONS,R02A THROAT PREPARATIONS,R02A A Antiseptics,R02A A20 Various,25984,AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*,Oral Topical,"lollipops envelopes in jars, orange, #200",True,AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*,,,,200.0,Topical,False,False,not_comparable_or_missing
95414,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,R05X OTHER COLD PREPARATIONS,R05X OTHER COLD PREPARATIONS,R05X OTHER COLD PREPARATIONS,2215,CURCUMA LONGA*&+GLYCYRRHIZA GLABRA/URALENSIS*&+TERMINALIA BELERICA*+ZINGIBER OFFICINALE*,Oral Solid Ordinary,"lollipops, #200",True,CURCUMA LONGA*&+GLYCYRRHIZA GLABRA/URALENSIS*&+TERMINALIA BELERICA*+ZINGIBER OFFICINALE*,,,,200.0,Oral solid,False,False,not_comparable_or_missing
189171,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J06 IMMUNE SERA AND IMMUNOGLOBULINS,J06B IMMUNOGLOBULINS,"J06B A Immunoglobulins, normal human","J06B A02 Immunoglobulins, normal human, for intravascular adm.",10784,IMMUNOGLOBULINUM HUMANUM*,Parenteral Ordinary,"sol. for inj. 10 % flask 100 ml, #1",True,IMMUNOGLOBULINUM HUMANUM*,,,,1.0,Parenteral,False,False,not_comparable_or_missing
92494,C CARDIOVASCULAR SYSTEM,C01 CARDIAC THERAPY,C01C CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C X Other cardiac stimulants,C01C X08 Levosimendan,5097,LEVOSIMENDANUM,Parenteral Ordinary,"conc. for prep. of infus. sol. 2,5 mg/ml flask 5 ml, #1",True,LEVOSIMENDANUM,,,,1.0,Parenteral,True,False,not_comparable_or_missing
170781,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02 ENDOCRINE THERAPY,L02B HORMONE ANTAGONISTS AND RELATED AGENTS,L02B A Anti-estrogens,L02B A03 Fulvestrant,14075,FULVESTRANTUM,Parenteral Retard,"sol. for inj. 250 mg syr. 5 ml, #2",True,FULVESTRANTUM,250.0,mg,250.0,2.0,Parenteral,False,False,single_mass
265228,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES","H01 PITUITARY, HYPOTALAMIC HORMONES AND ANALOGUES",H01C HYPOTALAMIC HORMONES,H01C B Somatostatin and analogues,H01C B03 Lanreotide,4618,LANREOTIDUM,Parenteral Ordinary,"sol. prolong. f/inject. 120 mg syr. 0,5 ml, aut.saf.syst., needle 1,2x20mm, #1",True,LANREOTIDUM,120.0,mg,120.0,1.0,Parenteral,False,False,single_mass
316951,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01F A CD20 (Clusters of Differentiation 20) inhibitors,L01F A01 Rituximab,5449,RITUXIMABUM,Parenteral Ordinary,"sol. for inj. 1400 mg/11,7 ml flask, #1",True,RITUXIMABUM,,,,1.0,Parenteral,True,False,not_comparable_or_missing
88289,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01E PROTEIN KINASE INHIBITORS,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,L01E B02 Erlotinib,48865,ERLOTINIBUM,Oral Solid Ordinary,"tabs coated w/film 100 mg blister, #30",True,ERLOTINIBUM,100.0,mg,100.0,30.0,Oral solid,False,False,single_mass
295287,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01F D HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,L01F D03 Trastuzumab emtansine,22050,TRASTUZUMABUM EMTANSINUM,Parenteral Ordinary,"powder f/conc. f/inf. sol. 100 mg flask, #1",True,TRASTUZUMABUM EMTANSINUM,100.0,mg,100.0,1.0,Parenteral,False,False,single_mass
174362,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01E PROTEIN KINASE INHIBITORS,L01E C B-Raf serine-threonine kinase (BRAF) inhibitors,L01E C01 Vemurafenibum,46937,VEMURAFENIBUM,Oral Solid Ordinary,"tabs coated w/film 240 mg blister, #56",True,VEMURAFENIBUM,240.0,mg,240.0,56.0,Oral solid,False,False,single_mass
412555,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01E PROTEIN KINASE INHIBITORS,L01E F Cyclin-dependent kinase (CDK) inhibitors,L01E F01 Palbociclib,6267,PALBOCICLIBUM,Oral Solid Ordinary,"caps. 100 mg blister, #21",True,PALBOCICLIBUM,100.0,mg,100.0,21.0,Oral solid,False,False,single_mass
159567,V VARIOUS,V08 CONTRAST MEDIA,"V08A X-RAY CONTRAST MEDIA, IODINATED","V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B09 Iodixanol,29674,IODIXANOLUM,Parenteral Ordinary,"sol. for inj. 320 mg iodine/ml PPP flask 100 ml, #10",True,IODIXANOLUM,320.0,mg,320.0,10.0,Parenteral,False,False,single_mass
75118,G GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03G A Gonadotropins,G03G A04 Urofollitropin,7907,UROFOLLITROPINUM,Parenteral Ordinary,"powd.fr-dr., f/prep.s of sol. 150 IU flask, with solvent in ampoules 1 ml, #10",True,UROFOLLITROPINUM,,,,10.0,Parenteral,False,False,not_comparable_or_missing
231103,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01E PROTEIN KINASE INHIBITORS,L01E H Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,L01E H01 Lapatinib,46023,LAPATINIB,Oral Solid Ordinary,"tabs coated w/film 250 mg flask, #70",True,LAPATINIB,250.0,mg,250.0,70.0,Oral solid,False,False,single_mass
149425,G GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03G A Gonadotropins,G03G A02 Human menopausal gonadotropin,48225,MENOTROPINUM*,Parenteral Ordinary,"powd.fr-dr., f/prep.s of sol. 150 IU flask, with solvent in ampoules 1 ml, #10",True,MENOTROPINUM*,,,,10.0,Parenteral,False,False,not_comparable_or_missing
137257,V VARIOUS,V08 CONTRAST MEDIA,"V08A X-RAY CONTRAST MEDIA, IODINATED","V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B02 Iohexol,7057,IOHEXOLUM,Parenteral Ordinary,"sol. for inj. 350 mg iodine/ml flask 200 ml, #10",True,IOHEXOLUM,350.0,mg,350.0,10.0,Parenteral,False,False,single_mass
384032,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01C D Taxanes,L01C D01 Paclitaxel,13538,PACLITAXELUM,Parenteral Ordinary,"conc. for infus. sol. 6 mg/ml flask 50 ml, #4",True,PACLITAXELUM,,,,4.0,Parenteral,True,False,not_comparable_or_missing
435144,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES","H01 PITUITARY, HYPOTALAMIC HORMONES AND ANALOGUES",H01A ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01A C Somatropin and somatropin agonists,H01A C01 Somatropin,24236,SOMATROPINUM,Parenteral Ordinary,"powd.fr-dr., f/sol. f/in. 36 IU/ml preliminary filled pen, with solvent, #5",True,SOMATROPINUM,,,,5.0,Parenteral,False,False,not_comparable_or_missing
123875,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01F E EGFR (Epidermal Growth Factor Receptor) inhibitors,L01F E01 Cetuximab,18498,CETUXIMABUM,Parenteral Ordinary,"sol. f/infus. 5 mg/ml flask 20 ml, #1",True,CETUXIMABUM,,,,1.0,Parenteral,True,False,not_comparable_or_missing
138747,V VARIOUS,V08 CONTRAST MEDIA,V08C MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,V08C A Paramagnetic contrast media,V08C A03 Gadodiamide,46694,GADODIAMIDUM,Parenteral Ordinary,"sol. for inj. 0,5 mmol/ml flask 20 ml, #10",True,GADODIAMIDUM,,,,10.0,Parenteral,False,False,not_comparable_or_missing
140727,N NERVOUS SYSTEM,N01 ANESTHETICS,"N01B ANESTHETICS, LOCAL",N01B B Amides,"N01B B58 Articaine, combinations",35373,ARTICAINUM+EPINEPHRINUM,Parenteral Ordinary,"sol. for inj. amp. 2 ml, #100",True,ARTICAINUM+EPINEPHRINUM,,,,100.0,Parenteral,False,False,not_comparable_or_missing
66678,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01X OTHER ANTIBACTERIALS,J01X X Other antibacterials,J01X X08 Linezolid,42754,LINEZOLIDUM,Oral Solid Ordinary,"tabs coated w/film 600 mg, #10",True,LINEZOLIDUM,600.0,mg,600.0,10.0,Oral solid,False,False,single_mass
188001,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01A ALKYLATING AGENTS,L01A X Other alkylating agents,L01A X03 Temozolomide,16656,TEMOZOLOMIDUM,Oral Solid Ordinary,"caps. 180 mg flask, #5",True,TEMOZOLOMIDUM,180.0,mg,180.0,5.0,Oral solid,False,False,single_mass
185929,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D E Fourth-generation cephalosporins,J01D E01 Cefepime,45001,CEFEPIMUM,Parenteral Ordinary,"powder for prep. of inj. sol. 1 g flask, #10",True,CEFEPIMUM,1.0,g,1000.0,10.0,Parenteral,False,False,single_mass
10705,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B I.V. SOLUTIONS,B05B A Solutions for parenteral nutritions,B05B A01 Amino acids,17946,-,Parenteral Ordinary,"sol. infusional flask 500 ml, #10",False,UNKNOWN_SKU_10705,,,,10.0,Parenteral,False,False,not_comparable_or_missing
108746,N NERVOUS SYSTEM,N05 PSYCHOLEPTICS,N05A ANTIPSYCHOTICS,"N05A H Diazepines, oxazepines, thiazepines and oxepines",N05A H03 Olanzapine,32240,OLANZAPINUM,Oral Solid Ordinary,"tabs coated w/film 10 mg blister, #28",True,OLANZAPINUM,10.0,mg,10.0,28.0,Oral solid,False,False,single_mass
149426,G GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03G A Gonadotropins,G03G A02 Human menopausal gonadotropin,48225,MENOTROPINUM*,Parenteral Ordinary,"powd.fr-dr., f/prep.s of sol. 75 IU flask, with solvent in ampoules 1 ml, #10",True,MENOTROPINUM*,,,,10.0,Parenteral,False,False,not_comparable_or_missing
378920,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A BLOOD AND RELATED PRODUCTS,B05A A Plasma substitutes and plasma protein fractions,B05A A Plasma substitutes and plasma protein fractions,40188,-,Parenteral Ordinary,"sol. f/infus. 45 -70 mg/ml cont. 200 ml, blood group A (II",False,UNKNOWN_SKU_378920,,,,,Parenteral,True,False,not_comparable_or_missing
184858,N NERVOUS SYSTEM,N05 PSYCHOLEPTICS,N05A ANTIPSYCHOTICS,N05A X Other antipsychotics,N05A X13 Paliperidone,32606,PALIPERIDONUM,Parenteral Ordinary,"susp. f/inject. long-acting 100 mg/ml syr. 1,5 ml, + 2 needles",True,PALIPERIDONUM,,,,,Parenteral,True,False,not_comparable_or_missing
184856,N NERVOUS SYSTEM,N05 PSYCHOLEPTICS,N05A ANTIPSYCHOTICS,N05A X Other antipsychotics,N05A X13 Paliperidone,32606,PALIPERIDONUM,Parenteral Ordinary,"susp. f/inject. long-acting 100 mg/ml syr. 1 ml, + 2 needles",True,PALIPERIDONUM,,,,,Parenteral,True,False,not_comparable_or_missing
161396,A ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01A B Antiinfectives and antiseptics for local oral treatment,A01A B03 Chlorhexidine,48922,CHLORHEXIDINUM,Non-Human Use and Others,"dental inserts 2,5 mg blister, #20",True,CHLORHEXIDINUM,2.5,mg,2.5,20.0,Other,False,False,single_mass
330895,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01E PROTEIN KINASE INHIBITORS,L01E A BCR-ABL tyrosine kinase inhibitors,L01E A01 Imatinib,24348,IMATINIBUM,Oral Solid Ordinary,"tabs coated w/film 400 mg blister, #60",True,IMATINIBUM,400.0,mg,400.0,60.0,Oral solid,False,False,single_mass
406440,B BLOOD AND BLOOD FORMING ORGANS,B02 ANTIHEMORRHAGICS,B02B VITAMIN K AND OTHER HEMOSTATICS,B02B X Other systemic hemostatics,B02B X19** Recombinant thrombopoietin,9467,-,Parenteral Ordinary,"sol. for inj. 15000 UNITS/ml flask 1 ml, #1",False,UNKNOWN_SKU_406440,,,,1.0,Parenteral,False,False,not_comparable_or_missing
139412,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04 IMMUNOSUPPRESSANTS,L04A IMMUNOSUPPRESSANTS,L04A C Interleukin inhibitors,L04A C07 Tocilizumab,13234,TOCILIZUMAB,Parenteral Ordinary,"conc. for infus. sol. 200 mg/10 ml flask, #1",True,TOCILIZUMAB,,,,1.0,Parenteral,True,False,not_comparable_or_missing
147057,B BLOOD AND BLOOD FORMING ORGANS,B02 ANTIHEMORRHAGICS,B02B VITAMIN K AND OTHER HEMOSTATICS,B02B D Blood coagulation factors,"B02B D01 Coagulation factor IX, II, VII and X in combination",28539,-,Parenteral Ordinary,"powd.fr-dr., f/sol. f/in. 500 IU flask, solv., set f/dissolut.&infus.",False,UNKNOWN_SKU_147057,,,,,Parenteral,False,False,not_comparable_or_missing
132997,N NERVOUS SYSTEM,N01 ANESTHETICS,"N01B ANESTHETICS, LOCAL",N01B A Esters of amino benzoic acid,N01B A02 Procaine,30032,PROCAINUM,Parenteral Ordinary,"sol. for inj. 0,5 % amp. 5 ml, #10",True,PROCAINUM,,,,10.0,Parenteral,False,False,not_comparable_or_missing
386946,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,38213,CITICOLINUM,Parenteral Ordinary,"sol. for inj. 500 mg amp. 2 ml, contour cell wrap, pack, #10",True,CITICOLINUM,500.0,mg,500.0,10.0,Parenteral,False,False,single_mass
105312,G GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03G A Gonadotropins,G03G A06 Follitropin beta,40729,FOLLITROPINUM BETA,Parenteral Ordinary,"sol. for inj. 100 IU/0,5 ml flask 0,5 ml, cardboard pack, #5",True,FOLLITROPINUM BETA,,,,5.0,Parenteral,False,False,not_comparable_or_missing
554599,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A BLOOD AND RELATED PRODUCTS,B05A A Plasma substitutes and plasma protein fractions,B05A A Plasma substitutes and plasma protein fractions,40188,-,Parenteral Ordinary,"sol. f/infus. 45 -70 mg/ml cont. 200 ml, blood group B (III",False,UNKNOWN_SKU_554599,,,,,Parenteral,True,False,not_comparable_or_missing
554602,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A BLOOD AND RELATED PRODUCTS,B05A A Plasma substitutes and plasma protein fractions,B05A A Plasma substitutes and plasma protein fractions,40188,-,Parenteral Ordinary,"sol. f/infus. 45 -70 mg/ml cont. 200 ml, blood group O (I",False,UNKNOWN_SKU_554602,,,,,Parenteral,True,False,not_comparable_or_missing
81722,N NERVOUS SYSTEM,N01 ANESTHETICS,"N01A ANESTHETICS, GENERAL",N01A B Halogenated hydrocarbons,N01A B08 Sevoflurane,35696,SEVOFLURAN,Other systemic,"liquid for inhalation 100 % flask 250 ml, #1",True,SEVOFLURAN,,,,1.0,Other,False,False,not_comparable_or_missing
184855,N NERVOUS SYSTEM,N05 PSYCHOLEPTICS,N05A ANTIPSYCHOTICS,N05A X Other antipsychotics,N05A X13 Paliperidone,32606,PALIPERIDONUM,Parenteral Ordinary,"susp. f/inject. long-acting 100 mg/ml syr. 0,75 ml, + 2 needles",True,PALIPERIDONUM,,,,,Parenteral,True,False,not_comparable_or_missing
177911,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01A ALKYLATING AGENTS,L01A A Nitrogen mustard analogues,L01A A03 Melphalan,14073,MELPHALANUM,Parenteral Ordinary,"powder for prep. of inj. sol. 50 mg flask, + solvent in bot.x10ml, #1",True,MELPHALANUM,50.0,mg,50.0,1.0,Parenteral,False,False,single_mass
30646,M MUSCULO-SCELETAL SYSTEM,M03 MUSCLE RELAXANTS,"M03A MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS","M03A X Other muscle relaxants, peripherally acting agents",M03A X01 Botulinum toxin,46088,BOTULINUM TOXIN,Parenteral Ordinary,"powd.fr-dr., f/sol. f/in. 500 UNITS flask, #1",True,BOTULINUM TOXIN,,,,1.0,Parenteral,False,False,not_comparable_or_missing
326369,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03 IMMUNOSTIMULANTS,L03A IMMUNOSTIMULANTS,L03A X Other immunostimulants,L03A X13 Glatiramer acetate,9322,GLATIRAMERI ACETAS*,Parenteral Ordinary,"sol. for inj. 40 mg/ml syr. 1 ml, in box, #12",True,GLATIRAMERI ACETAS*,,,,12.0,Parenteral,True,False,not_comparable_or_missing
47077,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A D Enzymes,B01A D04 Urokinase,21346,UROKINASUM,Parenteral Ordinary,"powd.f/pr. sol. f/inj. & inf. 500000 IU flask, #1",True,UROKINASUM,,,,1.0,Parenteral,False,False,not_comparable_or_missing
39250,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01X OTHER ANTIBACTERIALS,J01X X Other antibacterials,J01X X01 Fosfomycin,6758,FOSFOMYCINUM,Parenteral Ordinary,"powd.fr-dr., f/sol. f/in. 2 g flask, #10",True,FOSFOMYCINUM,2.0,g,2000.0,10.0,Parenteral,False,False,single_mass
105640,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01E PROTEIN KINASE INHIBITORS,L01E H Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,L01E H01 Lapatinib,46023,LAPATINIB,Oral Solid Ordinary,"tabs coated w/film 250 mg blister, #70",True,LAPATINIB,250.0,mg,250.0,70.0,Oral solid,False,False,single_mass
134339,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02 ENDOCRINE THERAPY,L02B HORMONE ANTAGONISTS AND RELATED AGENTS,L02B X Other hormone antagonists and related agents,L02B X02 Degarelix,28464,DEGARELIX,Parenteral Ordinary,"powder for prep. of inj. sol. 120 mg flask, solv. 3 ml (water f/in) syr., #2",True,DEGARELIX,120.0,mg,120.0,2.0,Parenteral,False,False,single_mass
86272,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A BLOOD AND RELATED PRODUCTS,B05A A Plasma substitutes and plasma protein fractions,B05A A07 Hetastarch,25218,HYDROXYETHYLAMYLUM*,Parenteral Ordinary,"sol. infusional bag 500 ml, #10",True,HYDROXYETHYLAMYLUM*,,,,10.0,Parenteral,False,False,not_comparable_or_missing
189169,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J06 IMMUNE SERA AND IMMUNOGLOBULINS,J06B IMMUNOGLOBULINS,"J06B A Immunoglobulins, normal human","J06B A02 Immunoglobulins, normal human, for intravascular adm.",10784,IMMUNOGLOBULINUM HUMANUM*,Parenteral Ordinary,"sol. for inj. 10 % flask 20 ml, #1",True,IMMUNOGLOBULINUM HUMANUM*,,,,1.0,Parenteral,False,False,not_comparable_or_missing
173999,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES","H01 PITUITARY, HYPOTALAMIC HORMONES AND ANALOGUES",H01A ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01A C Somatropin and somatropin agonists,H01A C01 Somatropin,24236,SOMATROPINUM,Parenteral Ordinary,"powd.fr-dr., f/sol. f/in. 16 IU (5,3 mg) preliminary filled pen, with solvent, #1",True,SOMATROPINUM,5.3,mg,5.3,1.0,Parenteral,False,False,single_mass
37688,N NERVOUS SYSTEM,N02 ANALGESICS,N02A OPIOIDS,N02A A Natural opium alkaloids,N02A A01 Morphine,12932,MORPHINUM*,Parenteral Ordinary,"sol. for inj. 1 % amp. 1 ml, #100",True,MORPHINUM*,,,,100.0,Parenteral,False,False,not_comparable_or_missing
37686,N NERVOUS SYSTEM,N02 ANALGESICS,N02A OPIOIDS,N02A B Phenylpiperidine derivatives,N02A B03 Fentanyl,34867,FENTANYLUM,Parenteral Ordinary,"sol. for inj. 0,05 mg/ml amp. 2 ml, #100",True,FENTANYLUM,,,,100.0,Parenteral,True,False,not_comparable_or_missing
