SKU,ATC1,ATC2,ATC3,ATC4,ATC5,Brand,INN,NFC,Description,known_inn,INN_key,strength_value,strength_unit,strength_mg,pack_size,dosage_form,concentration_flag,multi_strength_flag,strength_parse_status
541667,C CARDIOVASCULAR SYSTEM,C09 AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"C09A ACE INHIBITORS, PLAIN","C09A A ACE inhibitors, plain",C09A A04 Perindopril,19690,PERINDOPRILUM,Oral Solid Ordinary,"tabs 4 mg cont. cell pack, #30",True,PERINDOPRILUM,4.0,mg,4.0,30.0,Oral solid,False,False,single_mass
410623,N NERVOUS SYSTEM,N01 ANESTHETICS,"N01A ANESTHETICS, GENERAL",N01A X Other general anesthetics,N01A X10 Propofol,16512,PROPOFOLUM,Parenteral Ordinary,"emuls. f/infusion 10 mg/ml amp. 20 ml, #5",True,PROPOFOLUM,,,,5.0,Parenteral,True,False,not_comparable_or_missing
237248,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01D CYTOTOXIC ANTIBIOTICS AND RELATRD SUBSTANCES,L01D B Anthracyclines and related substances,L01D B01 Doxorubicin,36547,DOXORUBICINUM,Parenteral Ordinary,"conc. for infus. sol. 20 mg flask 10 ml, #1",True,DOXORUBICINUM,20.0,mg,20.0,1.0,Parenteral,False,False,single_mass
90614,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01X OTHER ANTINEOPLASTIC AGENTS,L01X A Platinum compounds,L01X A02 Carboplatin,17193,CARBOPLATINUM,Parenteral Ordinary,"conc. for infus. sol. 50 mg flask 5 ml, #1",True,CARBOPLATINUM,50.0,mg,50.0,1.0,Parenteral,False,False,single_mass
51964,C CARDIOVASCULAR SYSTEM,C09 AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"C09D ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D A Angiotensin II receptor blockers (ARBs) and diuretics,C09D A03 Valsartan and diuretics,35263,HYDROCHLOROTHIAZIDUM+VALSARTANUM,Oral Solid Ordinary,"tabs coated w/film 160 mg + 12,5 mg blister, #14",True,HYDROCHLOROTHIAZIDUM+VALSARTANUM,,,,14.0,Oral solid,False,True,not_comparable_or_missing
5713,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01X OTHER ANTIBACTERIALS,J01X X Other antibacterials,J01X X07 Nitroxoline,48846,NITROXOLINUM,Oral Solid Ordinary,"tablets coated 50 mg blister, #10",True,NITROXOLINUM,50.0,mg,50.0,10.0,Oral solid,False,False,single_mass
36928,R RESPIRATORY SYSTEM,R06 ANTIHISTAMINES FOR SYSTEMIC USE,R06A ANTIHISTAMINES FOR SYSTEMIC USE,R06A X Other antihistamines for systemic use,R06A X13 Loratadine,32436,LORATADINUM,Oral Solid Ordinary,"tabs 10 mg, #7",True,LORATADINUM,10.0,mg,10.0,7.0,Oral solid,False,False,single_mass
246583,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05X I.V. SOLUTION ADDITIVES,B05X A Electrolyte solutions,B05X A31 Electrolytes in combination with other drugs,7201,-,Parenteral Ordinary,sol. f/infus. cont. 250 ml,False,UNKNOWN_SKU_246583,,,,,Parenteral,False,False,not_comparable_or_missing
185318,A ALIMENTARY TRACT AND METABOLISM,A12 MINERAL SUPPLEMENTS,A12C OTHER MINERAL SUPPLEMENTS,A12C C Magnesium,A12C C02 Magnesium sulfate,15729,MAGNESII SULFAS*,Parenteral Ordinary,"sol. for inj. amp. 10 ml, #10",True,MAGNESII SULFAS*,,,,10.0,Parenteral,False,False,not_comparable_or_missing
422769,D DERMATOLOGICAL,D08 ANTISEPTICS AND DISINFECTANTS,D08A ANTISEPTICS AND DISINFECTANTS,D08A G Iodine products,D08A G02 Povidone-iodine,7690,POVIDONUM,"Topical Dermatological, Haemorrhoidal, External","sol. for ext. use 10 % jar with cork-dropper 120 ml, #1",True,POVIDONUM,,,,1.0,Topical,False,False,not_comparable_or_missing
92638,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,38577,MELOXICAMUM,Oral Solid Ordinary,"tabs 15 mg blister, #10",True,MELOXICAMUM,15.0,mg,15.0,10.0,Oral solid,False,False,single_mass
16581,D DERMATOLOGICAL,D08 ANTISEPTICS AND DISINFECTANTS,D08A ANTISEPTICS AND DISINFECTANTS,D08A X Other antiseptics and disinfectants,D08A X08 Etanol,38673,SPIRITUS AETHYLICUS*,"Topical Dermatological, Haemorrhoidal, External",cutaneous solution 75 g/100 g flask 1000 ml,True,SPIRITUS AETHYLICUS*,,,,,Topical,True,False,not_comparable_or_missing
174592,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B F Gabapentinoids,N02B F02 Pregabalin,4705,PREGABALINUM,Oral Solid Ordinary,"caps. 75 mg blister, #56",True,PREGABALINUM,75.0,mg,75.0,56.0,Oral solid,False,False,single_mass
165457,M MUSCULO-SCELETAL SYSTEM,M09 OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09A X Other drugs for disorders of the musculo-skeletal system,M09A X15** Other drugs,22759,-,Oral Solid Ordinary,"tablets coated blister, #60",False,UNKNOWN_SKU_165457,,,,60.0,Oral solid,False,False,not_comparable_or_missing
44364,N NERVOUS SYSTEM,N02 ANALGESICS,N02A OPIOIDS,N02A E Oripavine derivatives,N02A E01 Buprenorphine,16141,BUPRENORPHINUM,Parenteral Ordinary,"sol. for inj. 0,03 % amp. 1 ml, #100",True,BUPRENORPHINUM,,,,100.0,Parenteral,False,False,not_comparable_or_missing
44968,C CARDIOVASCULAR SYSTEM,C08 CALCIUM CHANNEL BLOCKERS,C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,41639,AMLODIPINUM,Oral Solid Ordinary,"tabs 5 mg blister, #30",True,AMLODIPINUM,5.0,mg,5.0,30.0,Oral solid,False,False,single_mass
153345,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B G Other analgesics and antipyretics,N02B G07 Flupirtine,32095,FLUPIRTINE,Oral Solid Ordinary,"caps. 100 mg blister, #10",True,FLUPIRTINE,100.0,mg,100.0,10.0,Oral solid,False,False,single_mass
374849,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02 ENDOCRINE THERAPY,L02B HORMONE ANTAGONISTS AND RELATED AGENTS,L02B G Aromatase inhibitors,L02B G04 Letrozole,42608,LETROZOLUM,Oral Solid Ordinary,"tabs coated w/film 2,5 mg blister, #30",True,LETROZOLUM,2.5,mg,2.5,30.0,Oral solid,False,False,single_mass
10623,V VARIOUS,V08 CONTRAST MEDIA,"V08A X-RAY CONTRAST MEDIA, IODINATED","V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B05 Iopromide,1129,IOPROMIDUM,Parenteral Ordinary,"sol. f/inj. & infus. 370 mg/ml flask 50 ml, #10",True,IOPROMIDUM,,,,10.0,Parenteral,True,False,not_comparable_or_missing
113060,A ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A D Papaverine and derivatives,A03A D02 Drotaverine,39411,DROTAVERINUM,Oral Solid Ordinary,"tabs 80 mg blister, #20",True,DROTAVERINUM,80.0,mg,80.0,20.0,Oral solid,False,False,single_mass
138312,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01C E Topoisomerase 1 (TOP1) inhibitors,L01C E02 Irinotecan,7767,IRINOTECAN,Parenteral Ordinary,"conc. for prep. of infus. sol. 300 mg flask 15 ml, #1",True,IRINOTECAN,300.0,mg,300.0,1.0,Parenteral,False,False,single_mass
4651,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01 ANTIPROTOZOALS,P01A AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A B Nitroimidazole derivatives,P01A B03 Ornidazole,27552,ORNIDAZOLUM,Oral Solid Ordinary,"tabs coated w/film 500 mg, #10",True,ORNIDAZOLUM,500.0,mg,500.0,10.0,Oral solid,False,False,single_mass
149312,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J07 VACCINES,J07B VIRAL VACCINES,J07B G Rabies vaccines,"J07B G01 Rabies, inactivated, whole virus",10130,-,Parenteral Ordinary,"powd.fr-dr., f/prep.s of sol. 2,5 IU/1 dose flask 0,5 ml, with solvent in ampoules, #10",False,UNKNOWN_SKU_149312,,,,10.0,Parenteral,False,False,not_comparable_or_missing
298950,G GENITO URINARY SYSTEM AND SEX HORMONES,G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A X Other antiinfectives and antiseptics,G01A X11 Povidone-iodine,29914,POVIDONUM,Vaginal,"pessaries 200 mg blister, in a pack, #7",True,POVIDONUM,200.0,mg,200.0,7.0,Other,False,False,single_mass
82936,G GENITO URINARY SYSTEM AND SEX HORMONES,G02 OTHER GYNECOLOGICALS,G02C OTHER GYNECOLOGICALS,G02C X Other gynecologicals,G02C X10** Others,49416,-,Oral Liquid Ordinary,"tincture complex jar, can 100 ml",False,UNKNOWN_SKU_82936,,,,,Oral liquid,False,False,not_comparable_or_missing
136564,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B13 Dornase alfa (desoxyribonuclease),23700,DORNASUM ALFA,Lung Administration,"sol. for inhal. 2,5 mg/2,5 ml amp., #6",True,DORNASUM ALFA,,,,6.0,Respiratory,True,False,not_comparable_or_missing
117309,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05X I.V. SOLUTION ADDITIVES,B05X A Electrolyte solutions,B05X A03 Sodium chloride,10893,NATRII CHLORIDUM*,Parenteral Ordinary,"sol. f/infus. 0,9 % bot. 500 ml",True,NATRII CHLORIDUM*,,,,,Parenteral,False,False,not_comparable_or_missing
52420,A ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02X OTHER DRUGS FOR ACID RELATED DISORDERS,A02X OTHER DRUGS FOR ACID RELATED DISORDERS,A02X OTHER DRUGS FOR ACID RELATED DISORDERS,47811,HYPPOPHAE RHAMNOIDES*&,Oral Liquid Ordinary,oil 50 ml flask,True,HYPPOPHAE RHAMNOIDES*&,,,,,Oral liquid,False,False,not_comparable_or_missing
167960,C CARDIOVASCULAR SYSTEM,C04 PERIPHERAL VASODILATORS,C04A PERIPHERAL VASODILATORS,C04A D Purine derivatives,C04A D03 Pentoxifylline,29119,PENTOXIFYLLINUM,Parenteral Ordinary,"sol. for inj. 20 mg/ml amp. 5 ml, by box, #5",True,PENTOXIFYLLINUM,,,,5.0,Parenteral,True,False,not_comparable_or_missing
305377,G GENITO URINARY SYSTEM AND SEX HORMONES,G02 OTHER GYNECOLOGICALS,G02B CONTRACEPTIVES FOR TOPICAL USE,G02B B Intravaginal contraceptives,G02B B03** Benzalkonium chloride,44248,BENZALKONII CHLORIDUM,Vaginal,"pessaries 18,9 mg blister, in a pack, #10",True,BENZALKONII CHLORIDUM,18.9,mg,18.9,10.0,Other,False,False,single_mass
153364,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B G Other analgesics and antipyretics,N02B G07 Flupirtine,32095,FLUPIRTINE,Oral Solid Retard,"tabs, prolong. action 400 mg blister, #42",True,FLUPIRTINE,400.0,mg,400.0,42.0,Oral solid,False,False,single_mass
250607,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01M QUINOLONE ANTIBACTERIALS,J01M A Fluoroquinolones,J01M A12 Levofloxacin,19995,LEVOFLOXACINUM,Parenteral Ordinary,"sol. f/infus. 5 mg/ml pack 100 ml, #1",True,LEVOFLOXACINUM,,,,1.0,Parenteral,True,False,not_comparable_or_missing
63239,A ALIMENTARY TRACT AND METABOLISM,A11 VITAMINS,"A11J OTHER VITAMIN PRODUCTS, COMBINATIONS",A11J B Vitamins with minerals,A11J B Vitamins with minerals,25957,CALCII CARBONAS*+COLECALCIFEROLUM,Oral Solid Ordinary,"tabs coated w/film blister, #60",True,CALCII CARBONAS*+COLECALCIFEROLUM,,,,60.0,Oral solid,False,False,not_comparable_or_missing
108286,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,15624,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary,"tabs 100 mg, #50",True,ACIDUM ACETYLSALICYLICUM*,100.0,mg,100.0,50.0,Oral solid,False,False,single_mass
144191,N NERVOUS SYSTEM,N04 ANTI-PARKINSON DRUGS,N04B DOPAMINERGIC AGENTS,N04B C Dopamine agonists,N04B C05 Pramipexole,39684,PRAMIPEXOLUM,Oral Solid Ordinary,"tabs 0,18 mg, #30",True,PRAMIPEXOLUM,0.18,mg,0.18,30.0,Oral solid,False,False,single_mass
100053,A ALIMENTARY TRACT AND METABOLISM,A05 BILE AND LIVER THERAPY,A05A BILE THERAPY,A05A X Other drugs for bile therapy,"A05A X10** Other preparations, incl. combinations",39053,CYNARA SCOLYMUS*&,Oral Solid Ordinary,"caps. 100 mg cont. cell pack, #60",True,CYNARA SCOLYMUS*&,100.0,mg,100.0,60.0,Oral solid,False,False,single_mass
92255,A ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,A02B X13 Alginic acid,40803,ACIDUM ALGINICUM*+CALCII CARBONAS*+NATRII HYDROCARBONAS*,Oral Solid Ordinary,"chewable tabs blister, #16",True,ACIDUM ALGINICUM*+CALCII CARBONAS*+NATRII HYDROCARBONAS*,,,,16.0,Oral solid,False,False,not_comparable_or_missing
336283,R RESPIRATORY SYSTEM,R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"R03A ADRENERGICS, INHALANTS","R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R03A K06 Salmeterol and fluticasone,755,FLUTICASONUM+SALMETEROLUM,Lung Administration,"powd.f/inhal. dosed 50 mcg/dose + 500 mcg/dose inhaler, 60 doses, #1",True,FLUTICASONUM+SALMETEROLUM,,,,1.0,Respiratory,False,True,not_comparable_or_missing
140275,A ALIMENTARY TRACT AND METABOLISM,A12 MINERAL SUPPLEMENTS,A12C OTHER MINERAL SUPPLEMENTS,A12C C Magnesium,"A12C C55** Magnesium aspartate, combinations",2064,ASPARAGINAT K-MG*,Parenteral Ordinary,"sol. for inj. amp. 10 ml, #10",True,ASPARAGINAT K-MG*,,,,10.0,Parenteral,False,False,not_comparable_or_missing
380082,C CARDIOVASCULAR SYSTEM,C09 AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"C09D ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D A Angiotensin II receptor blockers (ARBs) and diuretics,C09D A07 Telmisartan and diuretics,11444,HYDROCHLOROTHIAZIDUM+TELMISARTANUM,Oral Solid Ordinary,"tabs 40 mg + 12,5 mg blister, #14",True,HYDROCHLOROTHIAZIDUM+TELMISARTANUM,,,,14.0,Oral solid,False,True,not_comparable_or_missing
86345,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J07 VACCINES,J07B VIRAL VACCINES,J07B B Influenza vaccines,"J07B B01 Influenza, inactivated, whole virus",49614,-,Parenteral Ordinary,"suspens. for inj. 1 dose syr. 0,5 ml, with needle, #50",False,UNKNOWN_SKU_86345,,,,50.0,Parenteral,False,False,not_comparable_or_missing
412505,N NERVOUS SYSTEM,N05 PSYCHOLEPTICS,N05B ANXIOLYTICS,N05B B Diphenylmethane derivatives,N05B B01 Hydroxyzine,41724,HYDROXYZINUM,Oral Solid Ordinary,"tabs coated w/film 25 mg blister, #30",True,HYDROXYZINUM,25.0,mg,25.0,30.0,Oral solid,False,False,single_mass
189196,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J07 VACCINES,J07B VIRAL VACCINES,J07B B Influenza vaccines,"J07B B02 Influenza, purified antigen",28073,-,Parenteral Ordinary,M. Biotech Ltd. (Great Britain,False,UNKNOWN_SKU_189196,,,,,Parenteral,False,False,not_comparable_or_missing
68827,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A BLOOD AND RELATED PRODUCTS,B05A A Plasma substitutes and plasma protein fractions,B05A A07 Hetastarch,40527,HYDROXYETHYLAMYLUM*,Parenteral Ordinary,"sol. infusional PET flask 250 ml, #1",True,HYDROXYETHYLAMYLUM*,,,,1.0,Parenteral,False,False,not_comparable_or_missing
414280,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,J01D OTHER BETA-LACTAM ANTIBACTERIALS,J01D H Carbapenems,J01D H02 Meropenem,2165,MEROPENEMUM,Parenteral Ordinary,"powd.fr-dr., f/sol. f/in. 500 mg flask, #1",True,MEROPENEMUM,500.0,mg,500.0,1.0,Parenteral,False,False,single_mass
404897,S SENSORY ORGANS,S01 OPHTALMOLOGICALS,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E D Beta blocking agents,"S01E D51 Timolol, combinations",44905,LATANOPROSTUM+TIMOLOLUM,Ophthalmic,"eye drops, solution flask with dropper 5 ml, #1",True,LATANOPROSTUM+TIMOLOLUM,,,,1.0,Ophthalmic,False,False,not_comparable_or_missing
264506,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,N06D ANTI-DEMENTIA DRUGS,N06D X Other anti-dementia drugs,N06D X01 Memantine,37509,MEMANTINE,Oral Solid Ordinary,"tabs coated w/film 10 mg blister, #28",True,MEMANTINE,10.0,mg,10.0,28.0,Oral solid,False,False,single_mass
13510,N NERVOUS SYSTEM,N02 ANALGESICS,N02A OPIOIDS,N02A B Phenylpiperidine derivatives,N02A B03 Fentanyl,34867,FENTANYLUM,Parenteral Ordinary,"sol. for inj. 0,05 mg/ml amp. 2 ml, #5",True,FENTANYLUM,,,,5.0,Parenteral,True,False,not_comparable_or_missing
6252,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01C B Podophyllotoxin derivatives,L01C B01 Etoposide,22317,ETOPOSIDUM,Parenteral Ordinary,"conc. for infus. sol. 50 mg/2,5 ml flask, #1",True,ETOPOSIDUM,,,,1.0,Parenteral,True,False,not_comparable_or_missing
276856,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,6539,CITICOLINUM,Parenteral Ordinary,"sol. for inj. 500 mg/4 ml amp. 4 ml, #5",True,CITICOLINUM,,,,5.0,Parenteral,True,False,not_comparable_or_missing
125337,C CARDIOVASCULAR SYSTEM,C09 AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"C09C ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","C09C A Angiotensin II receptor blockers (ARBs), plain",C09C A01 Losartan,47740,LOSARTANUM,Oral Solid Ordinary,"tabs coated w/film 100 mg blister, #28",True,LOSARTANUM,100.0,mg,100.0,28.0,Oral solid,False,False,single_mass
55995,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,5565,SILDENAFILUM,Oral Solid Ordinary,"tabs coated w/film 100 mg, #4",True,SILDENAFILUM,100.0,mg,100.0,4.0,Oral solid,False,False,single_mass
184465,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,A10X OTHER DRUGS USED IN DIABETS,-,A10X X** Others,14357,-,Oral Liquid Ordinary,"spec. filter pack 3 g, ind. pack, #20",False,UNKNOWN_SKU_184465,,,,20.0,Oral liquid,False,False,not_comparable_or_missing
70803,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B I.V. SOLUTIONS,B05B B Solutions affecting the electrolyte balance,B05B B01 Electrolytes,39144,KALII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,Parenteral Ordinary,sol. f/infus. bot. 400 ml,True,KALII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,,,,,Parenteral,False,False,not_comparable_or_missing
31743,A ALIMENTARY TRACT AND METABOLISM,"A09 REPLACEMENT THERAPY DRUGS USED IN DIGESTION DISORDERS, INCLUDING ENZYMES","A09A DIGESTIVES, INCL. ENZYMES",A09A A Enzyme preparations,"A09A A02 Multienzymes (lipaze, proteaze etc.)",38553,-,Oral Solid Ordinary,"drag., #100",False,UNKNOWN_SKU_31743,,,,100.0,Oral solid,False,False,not_comparable_or_missing
164834,A ALIMENTARY TRACT AND METABOLISM,"A09 REPLACEMENT THERAPY DRUGS USED IN DIGESTION DISORDERS, INCLUDING ENZYMES","A09A DIGESTIVES, INCL. ENZYMES",A09A A Enzyme preparations,"A09A A02 Multienzymes (lipaze, proteaze etc.)",44179,PANCREATINUM*,Oral Solid Ordinary,"caps. solid, w/gastroresist gr 150 mg flask, #100",True,PANCREATINUM*,150.0,mg,150.0,100.0,Oral solid,False,False,single_mass
136706,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,49884,FLUCONAZOLUM,Oral Solid Ordinary,"caps. solid 200 mg blister, #7",True,FLUCONAZOLUM,200.0,mg,200.0,7.0,Oral solid,False,False,single_mass
131252,M MUSCULO-SCELETAL SYSTEM,M03 MUSCLE RELAXANTS,"M03A MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03A C Other quaternary ammonium compounds,M03A C04 Atracurium,28976,ATRACURII BESILAS,Parenteral Ordinary,"sol. for inj. 10 mg/ml flask 5 ml, #5",True,ATRACURII BESILAS,,,,5.0,Parenteral,True,False,not_comparable_or_missing
157729,D DERMATOLOGICAL,D08 ANTISEPTICS AND DISINFECTANTS,D08A ANTISEPTICS AND DISINFECTANTS,D08A X Other antiseptics and disinfectants,D08A X01 Hydrogen peroxide,27914,HYDROGENII PEROXIDUM*,"Topical Dermatological, Haemorrhoidal, External",sol. for ext. use 3 % polymer.fl. 200 ml,True,HYDROGENII PEROXIDUM*,,,,,Topical,False,False,not_comparable_or_missing
136589,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,40994,SILDENAFILUM,Oral Solid Ordinary,"tablets coated 25 mg, in a pack, #2",True,SILDENAFILUM,25.0,mg,25.0,2.0,Oral solid,False,False,single_mass
161870,C CARDIOVASCULAR SYSTEM,C01 CARDIAC THERAPY,C01E OTHER CARDIAC PREPARATIONS,C01E B Other cardiac preparations,C01E B22 Meldonium,49129,MELDONIUM,Oral Solid Ordinary,"caps. 250 mg blister, #50",True,MELDONIUM,250.0,mg,250.0,50.0,Oral solid,False,False,single_mass
44782,B BLOOD AND BLOOD FORMING ORGANS,B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A BLOOD AND RELATED PRODUCTS,B05A A Plasma substitutes and plasma protein fractions,B05A A07 Hetastarch,40527,HYDROXYETHYLAMYLUM*,Parenteral Ordinary,"sol. f/infus. 6 % flask 250 ml, #1",True,HYDROXYETHYLAMYLUM*,,,,1.0,Parenteral,False,False,not_comparable_or_missing
166138,N NERVOUS SYSTEM,N02 ANALGESICS,N02B OTHER ANALGESICS AND ANTIPYRETICS,N02B E Anilides,N02B E01 Paracetamol,30510,PARACETAMOLUM,Parenteral Ordinary,sol. f/infus. 10 mg/ml bot. 50 ml,True,PARACETAMOLUM,,,,,Parenteral,True,False,not_comparable_or_missing
307740,N NERVOUS SYSTEM,N04 ANTI-PARKINSON DRUGS,N04B DOPAMINERGIC AGENTS,N04B C Dopamine agonists,N04B C05 Pramipexole,4803,PRAMIPEXOLUM,Oral Solid Ordinary,"tabs 0,25 mg blister, #30",True,PRAMIPEXOLUM,0.25,mg,0.25,30.0,Oral solid,False,False,single_mass
336287,R RESPIRATORY SYSTEM,R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"R03A ADRENERGICS, INHALANTS","R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R03A K06 Salmeterol and fluticasone,755,FLUTICASONUM+SALMETEROLUM,Lung Administration,"powd.f/inhal. dosed 50 mcg/dose + 100 mcg/dose inhaler, 60 doses, #1",True,FLUTICASONUM+SALMETEROLUM,,,,1.0,Respiratory,False,True,not_comparable_or_missing
159615,G GENITO URINARY SYSTEM AND SEX HORMONES,G02 OTHER GYNECOLOGICALS,G02C OTHER GYNECOLOGICALS,G02C X Other gynecologicals,G02C X10** Others,36593,SYGETHINUM*,Oral Solid Ordinary,"tabs 100 mg blister, #30",True,SYGETHINUM*,100.0,mg,100.0,30.0,Oral solid,False,False,single_mass
439080,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B06 Ambroxol,21463,AMBROXOLUM,Oral Liquid Ordinary,"oral solution 7,5 mg/ml flask with dropper 100 ml, with dosing cups, #1",True,AMBROXOLUM,,,,1.0,Oral liquid,True,False,not_comparable_or_missing
35129,L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01 ANTINEOPLASTIC AGENTS,L01D CYTOTOXIC ANTIBIOTICS AND RELATRD SUBSTANCES,L01D B Anthracyclines and related substances,L01D B03 Epirubicin,48485,EPIRUBICINUM,Parenteral Ordinary,"conc. for prep. of infus. sol. 10 mg flask 5 ml, #1",True,EPIRUBICINUM,10.0,mg,10.0,1.0,Parenteral,False,False,single_mass
