SKU,forecast_2024,model
81936,570.38,Seasonal Naive
178287,9755.69,Seasonal Naive
420846,643.41,Seasonal Naive
327706,0.0,Seasonal Naive
407972,0.0,Seasonal Naive
176052,20919.409999999996,Seasonal Naive
29498,13511.44,Seasonal Naive
188081,99.74,Seasonal Naive
81736,8417.230000000001,Seasonal Naive
4371,13830.439999999999,Seasonal Naive
138885,13052.84,Seasonal Naive
21012,3049.6499999999996,Seasonal Naive
400564,0.0,Seasonal Naive
387984,12313.140000000001,Seasonal Naive
75845,16128.470000000001,Seasonal Naive
91262,2617.93,Seasonal Naive
77781,0.0,Seasonal Naive
124060,4744.090000000001,Seasonal Naive
86140,23230.17,Seasonal Naive
1454,8085.530000000001,Seasonal Naive
85970,3487.35,Seasonal Naive
95705,12499.169999999998,Seasonal Naive
82084,27405.139999999996,Seasonal Naive
36925,0.0,Seasonal Naive
69084,4717.17,Seasonal Naive
5382,14460.479999999998,Seasonal Naive
427278,11135.82,Seasonal Naive
196820,9662.5,Seasonal Naive
112303,55672.36,Seasonal Naive
328807,36772.630000000005,Seasonal Naive
311757,2141.66,Seasonal Naive
179378,8611.039999999999,Seasonal Naive
97364,5812.43,Seasonal Naive
5699,70051.31,Seasonal Naive
11987,6759.48,Seasonal Naive
106049,13440.84,Seasonal Naive
9366,18318.08,Seasonal Naive
408942,8083.46,Seasonal Naive
343031,13294.490000000002,Seasonal Naive
225914,8868.67,Seasonal Naive
352933,72374.34000000001,Seasonal Naive
452135,0.0,Seasonal Naive
8788,5561.620000000001,Seasonal Naive
65903,5661.71,Seasonal Naive
161309,9307.95,Seasonal Naive
169175,0.0,Seasonal Naive
91176,4540.55,Seasonal Naive
342977,13718.329999999998,Seasonal Naive
229233,10759.19,Seasonal Naive
84222,16737.56,Seasonal Naive
171331,27559.390000000003,Seasonal Naive
373793,0.0,Seasonal Naive
116938,7744.509999999999,Seasonal Naive
24205,2356.42,Seasonal Naive
134551,0.85,Seasonal Naive
141582,0.0,Seasonal Naive
73965,8868.94,Seasonal Naive
287757,4.93,Seasonal Naive
450141,10500.16,Seasonal Naive
104884,240.37999999999997,Seasonal Naive
387998,137588.65,Seasonal Naive
177336,0.0,Seasonal Naive
199325,0.0,Seasonal Naive
138007,5241.27,Seasonal Naive
139503,13824.1,Seasonal Naive
268098,172.2,Seasonal Naive
443905,8698.29,Seasonal Naive
156993,223.44,Seasonal Naive
180996,306.22999999999996,Seasonal Naive
389720,885.69,Seasonal Naive
161003,2905.1099999999997,Seasonal Naive
122452,8434.84,Seasonal Naive
44089,0.0,Seasonal Naive
108577,13007.32,Seasonal Naive
172036,0.0,Seasonal Naive
287263,0.0,Seasonal Naive
65741,8370.17,Seasonal Naive
54288,109427.29,Seasonal Naive
74960,2162.86,Seasonal Naive
306843,0.0,Seasonal Naive
166148,4720.469999999999,Seasonal Naive
144105,8081.58,Seasonal Naive
31568,20.95,Seasonal Naive
272961,10813.83,Seasonal Naive
4016,0.0,Seasonal Naive
11950,92333.73999999999,Seasonal Naive
84777,14586.01,Seasonal Naive
484302,16178.09,Seasonal Naive
156332,28.23,Seasonal Naive
143995,43576.73,Seasonal Naive
414262,2441.9300000000003,Seasonal Naive
324176,34357.32,Seasonal Naive
251284,7205.619999999999,Seasonal Naive
25647,0.0,Seasonal Naive
30879,10980.369999999999,Seasonal Naive
379295,7568.33,Seasonal Naive
191403,26243.8,Seasonal Naive
132360,22906.7,Seasonal Naive
12289,13948.060000000001,Seasonal Naive
98521,2729.4100000000003,Seasonal Naive
74198,0.0,Seasonal Naive
10541,8899.91,Seasonal Naive
86265,0.0,Seasonal Naive
431467,294.32,Seasonal Naive
59714,13687.78,Seasonal Naive
84834,0.0,Seasonal Naive
423331,7744.82,Seasonal Naive
49310,0.16999999999999998,Seasonal Naive
93300,0.0,Seasonal Naive
71322,13477.3,Seasonal Naive
20766,2123.7999999999997,Seasonal Naive
111105,34906.64,Seasonal Naive
32301,0.0,Seasonal Naive
511177,247871.68,Seasonal Naive
187316,23055.739999999998,Seasonal Naive
199529,10078.119999999999,Seasonal Naive
716749,10516.8,Seasonal Naive
325420,12819.22,Seasonal Naive
113067,13173.310000000001,Seasonal Naive
44499,315.8200000000001,Seasonal Naive
76530,0.0,Seasonal Naive
79550,0.0,Seasonal Naive
391342,397.51,Seasonal Naive
127333,493.9,Seasonal Naive
49136,2238.12,Seasonal Naive
63748,12757.609999999999,Seasonal Naive
4281,0.0,Seasonal Naive
155042,3625.28,Seasonal Naive
65977,34131.09,Seasonal Naive
188096,0.0,Seasonal Naive
11394,19791.64,Seasonal Naive
154608,15685.240000000002,Seasonal Naive
285409,16010.6,Seasonal Naive
303885,13728.870000000003,Seasonal Naive
7504,4702.07,Seasonal Naive
421617,1703.2199999999998,Seasonal Naive
371467,75929.38,Seasonal Naive
22712,13931.480000000001,Seasonal Naive
12379,18553.5,Seasonal Naive
132704,23235.129999999997,Seasonal Naive
187749,6.81,Seasonal Naive
104320,11512.470000000001,Seasonal Naive
546952,16657.48,Seasonal Naive
86044,4140.2,Seasonal Naive
175342,0.0,Seasonal Naive
81658,965.65,Seasonal Naive
78966,33034.67,Seasonal Naive
28582,2006.7199999999998,Seasonal Naive
346381,0.0,Seasonal Naive
33375,19998.33,Seasonal Naive
226450,3061.78,Seasonal Naive
49121,4006.02,Seasonal Naive
378503,17396.870000000003,Seasonal Naive
138346,10396.490000000002,Seasonal Naive
38425,3413.63,Seasonal Naive
76142,21988.300000000003,Seasonal Naive
4410,0.0,Seasonal Naive
100049,17658.149999999998,Seasonal Naive
110766,11918.259999999998,Seasonal Naive
178909,51150.92,Seasonal Naive
99745,0.1,Seasonal Naive
174369,5607.33,Seasonal Naive
11721,0.0,Seasonal Naive
85253,79.83999999999999,Seasonal Naive
13304,3459.35,Seasonal Naive
81339,11081.369999999999,Seasonal Naive
306053,0.0,Seasonal Naive
66130,1.85,Seasonal Naive
427273,38470.729999999996,Seasonal Naive
175343,0.0,Seasonal Naive
171137,3.4799999999999995,Seasonal Naive
479719,2199.29,Seasonal Naive
310524,2242.72,Seasonal Naive
135250,26576.54,Seasonal Naive
296843,23335.84,Seasonal Naive
94694,7994.07,Seasonal Naive
20715,4120.53,Seasonal Naive
38433,2940.3799999999997,Seasonal Naive
106158,0.0,Seasonal Naive
111163,57875.18,Seasonal Naive
8965,10443.529999999999,Seasonal Naive
36012,2429.92,Seasonal Naive
107812,4718.1,Seasonal Naive
88465,9919.13,Seasonal Naive
407128,6007.549999999999,Seasonal Naive
83098,6380.23,Seasonal Naive
8230,0.0,Seasonal Naive
36926,0.0,Seasonal Naive
89659,7921.040000000001,Seasonal Naive
102759,12554.24,Seasonal Naive
86168,15847.58,Seasonal Naive
41199,4065.4900000000007,Seasonal Naive
137996,15995.67,Seasonal Naive
87839,44262.159999999996,Seasonal Naive
5663,10158.550000000001,Seasonal Naive
232877,0.0,Seasonal Naive
6152,4687.95,Seasonal Naive
89250,31052.800000000003,Seasonal Naive
3919,11496.180000000002,Seasonal Naive
71280,4786.84,Seasonal Naive
75075,16730.27,Seasonal Naive
324191,11603.510000000002,Seasonal Naive
161308,0.0,Seasonal Naive
352734,3705.4900000000002,Seasonal Naive
75802,0.0,Seasonal Naive
117674,0.0,Seasonal Naive
112060,3047.26,Seasonal Naive
298119,31731.940000000002,Seasonal Naive
75401,5.69,Seasonal Naive
75626,0.0,Seasonal Naive
189053,8145.349999999999,Seasonal Naive
155276,14033.069999999998,Seasonal Naive
3496,0.0,Seasonal Naive
421621,0.0,Seasonal Naive
145685,15155.36,Seasonal Naive
84851,3223.67,Seasonal Naive
144156,12709.880000000001,Seasonal Naive
139018,28346.819999999996,Seasonal Naive
406847,31717.65,Seasonal Naive
12167,24519.73,Seasonal Naive
30695,7400.03,Seasonal Naive
124047,0.0,Seasonal Naive
188045,1646.4700000000003,Seasonal Naive
161018,10894.86,Seasonal Naive
17277,55.48,Seasonal Naive
362221,76524.90000000001,Seasonal Naive
293461,9457.96,Seasonal Naive
64420,8745.18,Seasonal Naive
47462,6886.67,Seasonal Naive
330868,11912.539999999999,Seasonal Naive
486004,1408.19,Seasonal Naive
294407,10676.289999999999,Seasonal Naive
4993,19662.380000000005,Seasonal Naive
378739,30.27,Seasonal Naive
37374,0.0,Seasonal Naive
1578,11569.51,Seasonal Naive
40852,4363.84,Seasonal Naive
17354,0.0,Seasonal Naive
45763,6131.77,Seasonal Naive
39931,34195.81,Seasonal Naive
108519,13648.82,Seasonal Naive
299601,4131.1,Seasonal Naive
134053,6610.29,Seasonal Naive
190523,39165.7,Seasonal Naive
303484,9587.359999999999,Seasonal Naive
110945,0.0,Seasonal Naive
477118,39208.340000000004,Seasonal Naive
126313,2088.12,Seasonal Naive
38262,10403.86,Seasonal Naive
93228,6460.209999999999,Seasonal Naive
408943,26667.219999999994,Seasonal Naive
389600,28081.92,Seasonal Naive
109293,3532.9500000000003,Seasonal Naive
111058,0.0,Seasonal Naive
5248,0.97,Seasonal Naive
4080,0.0,Seasonal Naive
406963,114046.68999999999,Seasonal Naive
111992,910.08,Seasonal Naive
111616,1962.6,Seasonal Naive
95379,13479.839999999998,Seasonal Naive
352925,4332.34,Seasonal Naive
66534,6586.34,Seasonal Naive
118546,12809.92,Seasonal Naive
289682,24445.37,Seasonal Naive
111137,11530.880000000001,Seasonal Naive
46423,65466.03999999999,Seasonal Naive
546950,87516.53,Seasonal Naive
56644,10564.91,Seasonal Naive
136576,24849.430000000004,Seasonal Naive
25736,21275.350000000002,Seasonal Naive
342975,9738.64,Seasonal Naive
56080,6369.059999999999,Seasonal Naive
56174,5.17,Seasonal Naive
102959,17582.879999999997,Seasonal Naive
75902,0.0,Seasonal Naive
75846,23637.83,Seasonal Naive
406705,0.0,Seasonal Naive
174360,3053.62,Seasonal Naive
64170,45794.520000000004,Seasonal Naive
77354,8275.210000000001,Seasonal Naive
94737,13613.680000000002,Seasonal Naive
20601,30371.33,Seasonal Naive
63139,36541.3,Seasonal Naive
144889,15893.110000000002,Seasonal Naive
7610,15728.989999999998,Seasonal Naive
84802,10349.289999999999,Seasonal Naive
6108,6.63,Seasonal Naive
379279,72.89,Seasonal Naive
13256,9578.15,Seasonal Naive
296609,1433.66,Seasonal Naive
130293,0.0,Seasonal Naive
69311,11096.080000000002,Seasonal Naive
46424,75274.59,Seasonal Naive
124798,13792.960000000003,Seasonal Naive
87844,5163.09,Seasonal Naive
9685,4754.26,Seasonal Naive
155270,0.0,Seasonal Naive
318168,2255.06,Seasonal Naive
161306,0.0,Seasonal Naive
295324,4208.410000000001,Seasonal Naive
378258,11577.569999999998,Seasonal Naive
30881,13200.1,Seasonal Naive
9934,23584.829999999998,Seasonal Naive
399312,0.0,Seasonal Naive
268112,246.87,Seasonal Naive
4211,8152.600000000001,Seasonal Naive
105129,17449.71,Seasonal Naive
174152,5142.510000000001,Seasonal Naive
361943,26156.02,Seasonal Naive
171190,325.67999999999995,Seasonal Naive
99136,3638.79,Seasonal Naive
33063,9987.36,Seasonal Naive
76806,0.0,Seasonal Naive
135094,7881.690000000001,Seasonal Naive
353162,0.0,Seasonal Naive
378542,31639.380000000005,Seasonal Naive
27653,8389.02,Seasonal Naive
135226,6968.789999999999,Seasonal Naive
41713,7919.580000000001,Seasonal Naive
86101,165.39999999999998,Seasonal Naive
110064,0.0,Seasonal Naive
61941,793.45,Seasonal Naive
92188,37423.159999999996,Seasonal Naive
295319,6.83,Seasonal Naive
84724,8901.800000000001,Seasonal Naive
153512,8763.789999999999,Seasonal Naive
84804,582.0999999999999,Seasonal Naive
174460,1440.2000000000003,Seasonal Naive
4537,6356.41,Seasonal Naive
86171,18031.670000000002,Seasonal Naive
75122,64988.66,Seasonal Naive
33080,27960.329999999998,Seasonal Naive
410817,39090.35,Seasonal Naive
17234,14637.03,Seasonal Naive
142346,3495.879999999999,Seasonal Naive
84642,6401.019999999999,Seasonal Naive
9164,1675.94,Seasonal Naive
171326,0.0,Seasonal Naive
324011,38132.42,Seasonal Naive
389528,0.0,Seasonal Naive
108315,3696.5000000000005,Seasonal Naive
79332,4160.83,Seasonal Naive
402052,12565.210000000001,Seasonal Naive
247731,20611.750000000004,Seasonal Naive
307743,278.82000000000005,Seasonal Naive
378058,209.25,Seasonal Naive
362338,56224.78,Seasonal Naive
45735,3.46,Seasonal Naive
500232,130773.03000000001,Seasonal Naive
136938,42757.17999999999,Seasonal Naive
155866,5732.160000000001,Seasonal Naive
142242,29233.94,Seasonal Naive
440129,90676.56999999999,Seasonal Naive
20953,4894.870000000001,Seasonal Naive
62638,45030.3,Seasonal Naive
5386,13013.849999999999,Seasonal Naive
378797,2064.4399999999996,Seasonal Naive
5982,16260.19,Seasonal Naive
160096,2824.3999999999996,Seasonal Naive
118089,23996.289999999997,Seasonal Naive
83978,15669.72,Seasonal Naive
348768,19310.71,Seasonal Naive
10596,6755.880000000001,Seasonal Naive
95046,4668.26,Seasonal Naive
153617,10284.910000000002,Seasonal Naive
150858,4909.38,Seasonal Naive
373802,0.0,Seasonal Naive
337180,35089.11,Seasonal Naive
468031,6497.53,Seasonal Naive
169353,61774.740000000005,Seasonal Naive
179040,0.0,Seasonal Naive
30445,0.0,Seasonal Naive
43231,7478.379999999999,Seasonal Naive
112259,16886.21,Seasonal Naive
76804,1.0,Seasonal Naive
51962,0.0,Seasonal Naive
33723,21358.01,Seasonal Naive
156331,45.14,Seasonal Naive
97339,0.0,Seasonal Naive
153592,6229.61,Seasonal Naive
68742,44191.530000000006,Seasonal Naive
298126,13362.7,Seasonal Naive
307712,6.54,Seasonal Naive
79735,0.0,Seasonal Naive
423669,6090.630000000001,Seasonal Naive
91304,0.0,Seasonal Naive
72132,0.0,Seasonal Naive
79494,16883.1,Seasonal Naive
306054,0.0,Seasonal Naive
64425,7695.42,Seasonal Naive
175763,34892.14,Seasonal Naive
109792,0.0,Seasonal Naive
91071,13555.069999999998,Seasonal Naive
194010,85919.38,Seasonal Naive
109011,35334.11,Seasonal Naive
30753,9177.46,Seasonal Naive
112660,3791.68,Seasonal Naive
63392,3923.78,Seasonal Naive
97007,2684.77,Seasonal Naive
129467,10119.740000000002,Seasonal Naive
118318,11446.0,Seasonal Naive
451329,4028.9800000000005,Seasonal Naive
148113,28637.129999999997,Seasonal Naive
81937,9513.93,Seasonal Naive
188103,27780.640000000003,Seasonal Naive
124849,22918.82,Seasonal Naive
65150,0.0,Seasonal Naive
452160,14.629999999999999,Seasonal Naive
356758,6713.180000000001,Seasonal Naive
233008,26808.499999999996,Seasonal Naive
135964,16628.44,Seasonal Naive
160863,0.0,Seasonal Naive
298400,3799.7300000000005,Seasonal Naive
336187,23369.43,Seasonal Naive
85443,23218.949999999997,Seasonal Naive
94752,0.0,Seasonal Naive
97335,0.0,Seasonal Naive
68079,7294.959999999999,Seasonal Naive
22107,29024.07,Seasonal Naive
395335,225017.09999999998,Seasonal Naive
150830,13951.890000000001,Seasonal Naive
7377,4184.2300000000005,Seasonal Naive
63517,0.0,Seasonal Naive
29087,5898.01,Seasonal Naive
410497,9284.59,Seasonal Naive
179819,2.4299999999999997,Seasonal Naive
5041,14.879999999999999,Seasonal Naive
117678,0.0,Seasonal Naive
155271,0.0,Seasonal Naive
429378,228312.66,Seasonal Naive
79622,12180.779999999999,Seasonal Naive
32260,0.0,Seasonal Naive
289642,0.0,Seasonal Naive
75089,10833.05,Seasonal Naive
74048,13932.62,Seasonal Naive
144157,0.0,Seasonal Naive
82342,9810.95,Seasonal Naive
6913,0.0,Seasonal Naive
228407,616.65,Seasonal Naive
35483,5084.570000000001,Seasonal Naive
485560,212637.06000000003,Seasonal Naive
90375,17.740000000000002,Seasonal Naive
143820,18226.19,Seasonal Naive
190531,17706.03,Seasonal Naive
112345,863.9999999999998,Seasonal Naive
175398,0.0,Seasonal Naive
139041,15800.61,Seasonal Naive
190317,3952.0600000000004,Seasonal Naive
92978,9112.14,Seasonal Naive
107969,7450.85,Seasonal Naive
314715,30796.739999999994,Seasonal Naive
46354,11207.16,Seasonal Naive
90838,0.0,Seasonal Naive
49319,8176.49,Seasonal Naive
127576,8721.62,Seasonal Naive
500067,20048.62,Seasonal Naive
239530,276.6,Seasonal Naive
35719,3647.5199999999995,Seasonal Naive
9748,3414.0299999999997,Seasonal Naive
56194,0.0,Seasonal Naive
267001,4006.86,Seasonal Naive
49876,12160.94,Seasonal Naive
11724,3890.67,Seasonal Naive
122357,14340.829999999998,Seasonal Naive
141448,17116.78,Seasonal Naive
310518,0.0,Seasonal Naive
129276,3292.31,Seasonal Naive
404903,304972.31,Seasonal Naive
339312,6716.61,Seasonal Naive
327250,3769.1400000000003,Seasonal Naive
294673,10179.380000000001,Seasonal Naive
99672,18517.64,Seasonal Naive
297666,15526.31,Seasonal Naive
75913,11234.900000000001,Seasonal Naive
87446,0.0,Seasonal Naive
139312,9.61,Seasonal Naive
382855,3227.83,Seasonal Naive
44541,4029.22,Seasonal Naive
389686,0.0,Seasonal Naive
117668,25.28,Seasonal Naive
17353,0.0,Seasonal Naive
22254,0.0,Seasonal Naive
38261,10772.91,Seasonal Naive
436942,110381.04,Seasonal Naive
76958,7150.34,Seasonal Naive
13548,11059.55,Seasonal Naive
327137,11843.539999999997,Seasonal Naive
95736,8281.369999999999,Seasonal Naive
21808,28272.08,Seasonal Naive
117546,0.0,Seasonal Naive
110752,2919.37,Seasonal Naive
112028,1090.3300000000002,Seasonal Naive
228818,0.0,Seasonal Naive
490245,0.0,Seasonal Naive
118315,12638.92,Seasonal Naive
5216,6650.19,Seasonal Naive
511999,47948.76,Seasonal Naive
308733,47893.45,Seasonal Naive
18408,135.86999999999998,Seasonal Naive
77257,0.0,Seasonal Naive
110779,1796.46,Seasonal Naive
110750,0.0,Seasonal Naive
115638,24224.35,Seasonal Naive
170728,1.61,Seasonal Naive
187703,1797.21,Seasonal Naive
112801,6144.800000000001,Seasonal Naive
295326,22652.440000000002,Seasonal Naive
437223,245776.3,Seasonal Naive
316958,35563.88,Seasonal Naive
390189,19220.729999999996,Seasonal Naive
161559,34218.659999999996,Seasonal Naive
76254,4048.9699999999993,Seasonal Naive
105760,0.0,Seasonal Naive
90942,15878.22,Seasonal Naive
79557,5470.62,Seasonal Naive
178910,24682.879999999997,Seasonal Naive
63222,16889.550000000003,Seasonal Naive
129206,45322.05,Seasonal Naive
265144,1873.3300000000002,Seasonal Naive
454010,0.0,Seasonal Naive
92879,10592.099999999999,Seasonal Naive
124235,5267.219999999999,Seasonal Naive
117676,390.32000000000005,Seasonal Naive
29983,776.9899999999999,Seasonal Naive
406450,35270.7,Seasonal Naive
446858,14596.42,Seasonal Naive
132881,25576.69,Seasonal Naive
448345,23627.490000000005,Seasonal Naive
7144,3282.0799999999995,Seasonal Naive
506813,1095.6100000000001,Seasonal Naive
450766,0.0,Seasonal Naive
110718,5.17,Seasonal Naive
111130,0.0,Seasonal Naive
336409,3315.4900000000002,Seasonal Naive
261589,0.0,Seasonal Naive
88723,52859.89,Seasonal Naive
265201,30383.51,Seasonal Naive
98276,4923.9,Seasonal Naive
26580,0.8300000000000001,Seasonal Naive
126321,2678.11,Seasonal Naive
79620,7829.129999999999,Seasonal Naive
112586,5167.150000000001,Seasonal Naive
441669,4949.84,Seasonal Naive
100099,12814.249999999998,Seasonal Naive
6398,21004.75,Seasonal Naive
4937,9776.67,Seasonal Naive
38289,6588.750000000001,Seasonal Naive
298421,25378.290000000005,Seasonal Naive
265204,26220.359999999997,Seasonal Naive
10444,10230.980000000001,Seasonal Naive
392617,44073.72,Seasonal Naive
76345,41118.26,Seasonal Naive
415091,0.0,Seasonal Naive
161867,0.0,Seasonal Naive
140657,0.63,Seasonal Naive
364283,24397.300000000003,Seasonal Naive
70768,13362.54,Seasonal Naive
105518,7177.84,Seasonal Naive
19858,10377.1,Seasonal Naive
36588,0.0,Seasonal Naive
363699,49043.83,Seasonal Naive
6802,43522.35,Seasonal Naive
297668,14704.570000000003,Seasonal Naive
343512,1376.4699999999998,Seasonal Naive
360229,1428.9899999999998,Seasonal Naive
136070,29745.319999999996,Seasonal Naive
751,505.14000000000004,Seasonal Naive
4372,25058.090000000004,Seasonal Naive
358439,0.0,Seasonal Naive
439565,128273.02,Seasonal Naive
240891,5043.31,Seasonal Naive
39312,6535.42,Seasonal Naive
343521,1563.59,Seasonal Naive
32929,9692.599999999999,Seasonal Naive
161019,28375.99,Seasonal Naive
49353,10769.929999999998,Seasonal Naive
379277,82508.39000000001,Seasonal Naive
408945,13707.559999999998,Seasonal Naive
406706,22399.71,Seasonal Naive
178911,16588.67,Seasonal Naive
441674,0.0,Seasonal Naive
82088,12061.82,Seasonal Naive
22710,18075.82,Seasonal Naive
169099,8278.51,Seasonal Naive
4283,15941.13,Seasonal Naive
127241,11483.380000000001,Seasonal Naive
501766,121718.00000000001,Seasonal Naive
8888,5086.169999999999,Seasonal Naive
23237,14988.990000000002,Seasonal Naive
78967,9951.62,Seasonal Naive
91393,20022.559999999998,Seasonal Naive
406451,23248.46,Seasonal Naive
33065,8930.300000000001,Seasonal Naive
28255,8587.81,Seasonal Naive
93267,3314.46,Seasonal Naive
339398,3905.2900000000004,Seasonal Naive
78716,7742.289999999999,Seasonal Naive
10609,7833.5,Seasonal Naive
240678,18474.400000000005,Seasonal Naive
29411,3472.3499999999995,Seasonal Naive
448194,10.69,Seasonal Naive
137217,57694.69,Seasonal Naive
75056,164.15,Seasonal Naive
164125,5402.22,Seasonal Naive
303553,0.0,Seasonal Naive
546522,62592.850000000006,Seasonal Naive
87751,25921.29,Seasonal Naive
4255,14249.65,Seasonal Naive
1771,79394.81,Seasonal Naive
226800,1413.4599999999998,Seasonal Naive
428846,59890.10000000001,Seasonal Naive
44280,0.0,Seasonal Naive
408903,8.499999999999998,Seasonal Naive
133990,6220.380000000001,Seasonal Naive
442798,117585.91999999998,Seasonal Naive
449769,142683.24,Seasonal Naive
393192,13563.61,Seasonal Naive
127390,82222.38,Seasonal Naive
113080,9915.7,Seasonal Naive
108599,67916.99,Seasonal Naive
84787,15007.029999999999,Seasonal Naive
84662,9628.92,Seasonal Naive
193466,15747.1,Seasonal Naive
66541,6773.669999999999,Seasonal Naive
391339,5256.54,Seasonal Naive
427318,12026.17,Seasonal Naive
293489,3174.0499999999997,Seasonal Naive
48603,9359.830000000002,Seasonal Naive
66277,10719.16,Seasonal Naive
229377,7885.99,Seasonal Naive
169217,9052.390000000001,Seasonal Naive
187973,2903.83,Seasonal Naive
104973,24385.84,Seasonal Naive
95888,21575.859999999997,Seasonal Naive
64810,20703.85,Seasonal Naive
27888,0.36,Seasonal Naive
79886,21211.69,Seasonal Naive
102820,16270.42,Seasonal Naive
161536,13869.09,Seasonal Naive
792580,65798.26999999999,Seasonal Naive
169355,75851.52,Seasonal Naive
127313,40284.96000000001,Seasonal Naive
121141,10436.42,Seasonal Naive
187740,12901.130000000001,Seasonal Naive
68705,2706.43,Seasonal Naive
167147,12972.349999999999,Seasonal Naive
379465,46960.87,Seasonal Naive
184849,8677.73,Seasonal Naive
86100,9714.539999999999,Seasonal Naive
389772,47682.08,Seasonal Naive
124228,8974.14,Seasonal Naive
176041,12272.429999999998,Seasonal Naive
31894,13919.280000000002,Seasonal Naive
298420,38010.479999999996,Seasonal Naive
414270,0.0,Seasonal Naive
71281,15183.219999999998,Seasonal Naive
49143,7223.43,Seasonal Naive
31888,5049.32,Seasonal Naive
93393,13832.28,Seasonal Naive
82228,21703.390000000003,Seasonal Naive
389739,56149.69,Seasonal Naive
90281,3900.0600000000004,Seasonal Naive
239561,3175.2500000000005,Seasonal Naive
107970,3835.28,Seasonal Naive
16973,1111.0100000000002,Seasonal Naive
193865,9745.39,Seasonal Naive
298402,6247.99,Seasonal Naive
91769,9529.779999999999,Seasonal Naive
13060,27308.329999999998,Seasonal Naive
251069,9357.25,Seasonal Naive
42575,4865.32,Seasonal Naive
66922,2401.7000000000003,Seasonal Naive
112590,0.0,Seasonal Naive
343045,2192.4500000000003,Seasonal Naive
99876,52.440000000000005,Seasonal Naive
66294,11050.62,Seasonal Naive
450121,522.29,Seasonal Naive
263086,2041.81,Seasonal Naive
484832,25838.170000000002,Seasonal Naive
298387,0.0,Seasonal Naive
312664,1529.08,Seasonal Naive
86011,19645.83,Seasonal Naive
75016,9155.689999999999,Seasonal Naive
190985,10701.08,Seasonal Naive
74319,3061.7200000000003,Seasonal Naive
55198,30756.970000000005,Seasonal Naive
9751,16334.93,Seasonal Naive
188290,10675.970000000001,Seasonal Naive
174193,0.0,Seasonal Naive
38383,15300.479999999998,Seasonal Naive
7519,24264.31,Seasonal Naive
154920,587.02,Seasonal Naive
223344,268.23,Seasonal Naive
30298,11148.330000000002,Seasonal Naive
175785,5609.03,Seasonal Naive
110789,2886.8500000000004,Seasonal Naive
112679,42342.81999999999,Seasonal Naive
83882,10281.51,Seasonal Naive
127243,12613.820000000002,Seasonal Naive
410763,41282.899999999994,Seasonal Naive
92873,96510.33,Seasonal Naive
66473,9397.21,Seasonal Naive
3933,52376.96,Seasonal Naive
134351,33380.759999999995,Seasonal Naive
8647,14797.900000000001,Seasonal Naive
5439,336.2,Seasonal Naive
402053,12842.23,Seasonal Naive
38435,3186.4399999999996,Seasonal Naive
99805,5889.370000000001,Seasonal Naive
46325,111045.70000000001,Seasonal Naive
108518,16568.19,Seasonal Naive
12293,126.11,Seasonal Naive
346399,21562.62,Seasonal Naive
272941,25.950000000000003,Seasonal Naive
88005,37818.22,Seasonal Naive
190600,11799.29,Seasonal Naive
65622,22830.29,Seasonal Naive
149219,0.0,Seasonal Naive
84849,9940.35,Seasonal Naive
327532,19763.01,Seasonal Naive
86151,6835.029999999999,Seasonal Naive
343570,0.0,Seasonal Naive
94612,717.72,Seasonal Naive
82515,920.11,Seasonal Naive
91466,0.0,Seasonal Naive
31747,11500.51,Seasonal Naive
118253,39693.01,Seasonal Naive
412382,11163.06,Seasonal Naive
468033,15211.48,Seasonal Naive
395340,278109.47000000003,Seasonal Naive
327134,9770.529999999999,Seasonal Naive
188804,0.0,Seasonal Naive
89601,30518.02,Seasonal Naive
326616,24557.49,Seasonal Naive
6004,2587.9200000000005,Seasonal Naive
85699,19326.17,Seasonal Naive
179130,1938.4799999999998,Seasonal Naive
327135,7477.219999999999,Seasonal Naive
338993,3822.4,Seasonal Naive
356582,48977.19,Seasonal Naive
60007,0.0,Seasonal Naive
449768,51028.770000000004,Seasonal Naive
24035,4693.869999999999,Seasonal Naive
29448,6059.42,Seasonal Naive
155873,3785.64,Seasonal Naive
72885,28866.079999999994,Seasonal Naive
12127,0.0,Seasonal Naive
183081,0.0,Seasonal Naive
82086,17955.07,Seasonal Naive
112626,12203.390000000001,Seasonal Naive
348767,25492.680000000004,Seasonal Naive
86182,2167.5199999999995,Seasonal Naive
49225,108109.01999999999,Seasonal Naive
124848,45226.82,Seasonal Naive
49021,30606.489999999998,Seasonal Naive
66387,0.0,Seasonal Naive
317885,33265.77,Seasonal Naive
134725,376.55999999999995,Seasonal Naive
459870,0.0,Seasonal Naive
52057,8695.11,Seasonal Naive
500914,251933.18,Seasonal Naive
71997,9717.93,Seasonal Naive
105774,77966.34999999999,Seasonal Naive
221396,0.0,Seasonal Naive
17179,7481.99,Seasonal Naive
34855,8594.74,Seasonal Naive
63704,15183.48,Seasonal Naive
296704,661.0799999999999,Seasonal Naive
450771,0.0,Seasonal Naive
488263,649.1300000000001,Seasonal Naive
67484,0.0,Seasonal Naive
48812,13027.01,Seasonal Naive
402580,40021.87,Seasonal Naive
19265,17783.79,Seasonal Naive
306847,11527.68,Seasonal Naive
5147,0.0,Seasonal Naive
11403,22778.1,Seasonal Naive
295269,7279.850000000001,Seasonal Naive
327136,15358.99,Seasonal Naive
88727,44403.39,Seasonal Naive
