INN,known_inn,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,selected_model
LIDOCAINUM+METRONIDAZOLUM+MICONAZOLUM,True,9364.36,9502.095883942633,0.0,21308.10851205458,0.014708520811099968,Damped ETS
LIDOCAINUM+NEOMYCINUM+POLYMYXINUM B,True,538.1,5114.4541603028165,1743.249832740094,5792.857745298164,8.504653708052064,Damped ETS
LIDOCAINUM+NIFEDIPINUM,True,8056.789999999999,27433.657400730906,0.0,37591.16570690944,2.4050356780716524,Damped ETS
LIDOCAINUM+NITROFURALUM+PHENAZONUM,True,0.0,124.56118601382761,118.29617146715836,125.82192488205906,,Damped ETS
LIDOCAINUM+OFLOXACINUM,True,500172.26,469727.073613576,272992.5989068514,606603.0326973252,-0.06086940204645497,Damped ETS
LIDOCAINUM+PHENAZONUM,True,1330911.9799999997,1540501.978917504,1168091.2419967277,1767645.1166820785,0.15747848247447904,Damped ETS
LIDOCAINUM+PRILOCAINUM,True,10753.199999999999,12237.382312211836,0.0,25794.35951007836,0.13802238517016674,Damped ETS
LIDOCAINUM+TOLPERISONUM,True,65230.72000000001,63140.033404087444,37482.610031704826,80990.91814072497,-0.03205064417367409,Damped ETS
LIDOCAINUM+TRIBENOSIDUM,True,342307.12,342432.08342224127,207791.24700006194,436107.04122817,0.00036506229330335316,Damped ETS
LINCOMYCINUM,True,449101.69000000006,436257.3247592947,259610.61294034595,559157.4323040086,-0.02860012671229395,Damped ETS
LINEZOLIDUM,True,40594.170000000006,14775.361856108128,0.0,25884.266520190773,-0.6360225654051277,Damped ETS
LINUM USITATISSIMUM*&,True,468307.3999999999,356458.8873449362,172257.92757905083,484614.78411741403,-0.2388356721569288,Damped ETS
LINUM USITATISSIMUM*&+MENTHOLUM*+METHYL SALICYLAT*+PHENOXYETHANOL+ROFECOXIBUM,True,0.0,38.93332730882626,32.66831276215701,40.194066177057714,,Damped ETS
LIRAGLUTIDUM,True,66633.81,23692.25379574405,0.0,41927.10482717534,-0.6444409557888997,Damped ETS
LISINOPRILUM,True,1760793.96,1382167.3695024508,889468.6891515143,1682677.298815215,-0.2150317408503316,Damped ETS
LITHIUM,True,13982.47,14381.515240729192,0.0,32009.758643609523,0.028538966343513827,Damped ETS
LOMEFLOXACINUM,True,5434.8099999999995,2948.8067390051556,0.0,9800.682947458172,-0.4574222946146864,Damped ETS
LOMUSTINUM,True,57.99,53.513220170612406,0.0,126.62346713935472,-0.07719916932898074,Damped ETS
LOPERAMIDUM,True,5891246.01,5908769.568215012,4260303.478094098,6914212.545784745,0.002974507970854745,Damped ETS
LOPERAMIDUM+SIMETICONUM,True,8963.880000000001,9790.881283917257,0.0,21091.99321007987,0.09225929886580997,Damped ETS
LOPINAVIRUM+RITONAVIRUM,True,0.0,0.33108845870861003,0.0,1.5918273269400691,,Damped ETS
LORATADINUM,True,2924307.6199999996,3118484.1622780995,2300215.5073162275,3617567.8121192073,0.06640086048064253,Damped ETS
LORNOXICAMUM,True,695307.4999999999,639449.4455102141,365961.75594473135,829725.6533923224,-0.08033575718626051,Damped ETS
LOSARTANUM,True,1861722.53,1717477.8995462314,1196537.7699523028,2035213.0341501008,-0.07747912383794842,Damped ETS
LUTEIN+VACCINIUM MYRTILLUS *&+ZEAXANTHINUM*,True,0.0,146.94508138200476,140.6800668353355,148.20582025023623,,Damped ETS
LYNESTRENOLUM,True,7154.68,4050.1691979522802,0.0,13070.352363710535,-0.4339132989941856,Damped ETS
LYSINI ACETYLSALICYLAS*,True,44.26,758.9729951523649,741.5640571786363,771.0850821942307,16.148056826759262,Damped ETS
MACROGOLUM,True,200365.15000000002,201805.85019435448,122995.53685393833,256637.30380837392,0.00719037314799742,Damped ETS
MAGALDRATUM,True,9755.69,10825.997274263524,0.0,23125.37484368049,0.10971107879232767,Damped ETS
MAGNESII LACTAS*+MAGNESYUM PIDOLATE*+PYRIDOXINUM,True,213283.2,170140.29065198064,86248.87629051787,228506.86731189195,-0.20227992335082823,Damped ETS
MAGNESII LACTAS*+PYRIDOXINUM,True,912405.33,715374.69677337,460068.9016330001,871092.4397072959,-0.2159463856120064,Damped ETS
MAGNESII OROTAS*,True,39388.12,529.5391587199707,0.0,11308.39902892909,-0.9865558661159768,Damped ETS
MAGNESII OXYDUM*,True,8168.2300000000005,8795.616264799544,0.0,19093.621310453796,0.0768081046688871,Damped ETS
MAGNESII SULFAS*,True,1258819.03,1133610.590676919,781372.6292963348,1348449.820204298,-0.09946500357806076,Damped ETS
MAGNESII SULFAS*+NATRII SULFAS*+POTASSIUM SULFAS*,True,100087.24,89196.19340871154,49828.53518183211,116585.83106483702,-0.10881553523994136,Damped ETS
MAGNESIUM ASPARGINATE*+PYRIDOXINUM,True,444.48,1384.770041107245,0.0,1945.1432532587642,2.1154833538229956,Damped ETS
MAGNESIUM CITRATUM*+PYRIDOXINUM,True,851644.78,949838.477308859,614858.1078856846,1182897.575910546,0.11529888941356381,Damped ETS
MAGNESIUM GLUCONATE*+POTASSIUM GLUCONATE*,True,70923.76,64866.838642248214,36970.15227298454,84275.66725626541,-0.08540045476652369,Damped ETS
MAHONIA AQUIFOLIUM NUTT.*&,True,7358.25,8165.815124568213,0.0,17442.646901732347,0.10974961771728498,Damped ETS
MALATHIONUM*+PERMETHRINUM+PIPERONYL*,True,0.0,8.317048842405677,2.052034295736429,9.577787710637136,,Damped ETS
MANNITOLI HEXANITRAS,True,141704.84,148560.3641461252,92823.112222557,187338.97590242137,0.04837889902790349,Damped ETS
MANNITOLI HEXANITRAS+SORBITOL*,True,8144.54,8773.271914564284,0.0,19041.410056430133,0.07719673726991139,Damped ETS
MATRICARIA CHAMOMILLA*&,True,1373979.99,880461.6320427703,495999.76808817504,1114955.070259728,-0.3591888976179557,Damped ETS
MATRICARIA CHAMOMILLA*&+SALVIA OFFICINALIS*&,True,0.0,1.9190446838522899,0.0,3.179783552083749,,Damped ETS
MATRICARIA CHAMOMILLA*&+SPIRITUS AETHYLICUS*,True,0.0,15.157959459560306,8.892944912891057,16.418698327791766,,Damped ETS
MEBENDAZOLUM,True,189886.23,192080.83921810062,117392.23550966966,244044.6563399206,0.011557495338659463,Damped ETS
MEBEVERINUM,True,931382.4299999999,888636.3244694733,628020.4292610137,1047592.8375883907,-0.04589533166362891,Damped ETS
MEBHYDROLINUM,True,1907965.45,1852281.7970425629,1318402.149153391,2177909.0853771367,-0.029184832963006224,Damped ETS
MEBICARUM*,True,783980.27,719176.8216423558,499806.4391757037,852976.6079162147,-0.08265953983464946,Damped ETS
MECOBALAMINUM,True,98680.78000000001,92447.78142178146,53633.33094236091,119452.53055687435,-0.06316324798221651,Damped ETS
MEDROXYPROGESTERONUM,True,9941.24,8309.56416975744,0.0,20842.87183617475,-0.16413202279017114,Damped ETS
MEFLOQUINUM,True,0.0,36.78750571725235,30.522491170583102,38.04824458548381,,Damped ETS
MEGESTROLUM,True,45.86,1.7886566459858948,0.0,59.606141143080606,-0.9609974564765396,Damped ETS
MELATONINUM*,True,353609.33,306535.42910869495,167449.05556821343,403303.3230033143,-0.13312403519246807,Damped ETS
MELDONIUM,True,928055.2,705598.4714665663,445913.58912358934,863987.1352659033,-0.23970204416012497,Damped ETS
MELISSA+MENTHA PIPERITA+VALERIANA,True,229603.55000000005,186615.32067087013,96304.56693164998,249448.08575720972,-0.18722806911796397,Damped ETS
MELOXICAMUM,True,3483239.8699999996,3165075.8001284157,2190408.8451743177,3759550.901072709,-0.09134141826172426,Damped ETS
MELPHALANUM,True,64.96000000000001,75.10536719830452,0.0,157.0029640786201,0.15617868223990938,Damped ETS
MEMANTINE,True,239215.55,244728.35466924816,150636.87992226757,310191.5169685659,0.023045344122688327,Damped ETS
MENADIONI NATRII BISULFIS,True,43986.520000000004,42650.155178854766,25348.786033798944,54687.40232997929,-0.03038123545907334,Damped ETS
MENOTROPINUM*,True,1457.31,1771.949555711346,0.0,3609.2369157737335,0.21590434136274772,Damped ETS
MENTHA PIPERITA,True,765325.82,716816.7655055153,502666.20040901843,847432.8473947519,-0.06338353316563228,Damped ETS
MENTHA PIPERITA+VALERIANA OFFICINALIS*&,True,4444.52,2681.444159228425,0.0,8284.823273860511,-0.3966853205231555,Damped ETS
MENTHOL SOLITION IN ISOVALERAT,True,10196528.719999999,9608246.577503141,6755092.626143367,11348460.477874976,-0.057694354485852695,Damped ETS
MENTHOLUM*+METHYL SALICYLAT*,True,28425.12,33861.78234740917,22681.232167206028,41640.53353619093,0.19126259967976122,Damped ETS
MEPIVACAINUM,True,25.1,28.133033050639575,0.0,59.7775786432492,0.12083797014500286,Damped ETS
MERCAPTOPURINUM,True,249.05000000000004,297.39815026967034,0.0,611.3851654027153,0.19413029620425726,Damped ETS
MEROPENEMUM,True,31190.159999999996,9028.503296202482,0.0,17563.928799359313,-0.7105336011036019,Damped ETS
MESALAZINUM,True,112544.37000000001,115580.82697300919,71313.36297340781,146379.45339668635,0.026980087702380695,Damped ETS
MESNUM,True,158.48,30.963821281310825,0.0,230.76571711863244,-0.8046200070588666,Damped ETS
MESTEROLONUM,True,9543.48,54.28377730444731,0.0,12086.11995149401,-0.9943119514784494,Damped ETS
METADOXINE,True,35771.26,29314.239651583943,15244.2069678488,39103.31815852504,-0.18050860798350576,Damped ETS
METAMIZOLUM NATRICUM,True,13005371.36,12577362.787137762,8938249.153112197,14796954.242392326,-0.0329101385123568,Damped ETS
METAMIZOLUM NATRICUM+PITOFENONUM+FENPIVERINII BROMIDUM,True,7522164.920000001,7322543.831524339,5217720.204422558,8606331.315886311,-0.026537717611708866,Damped ETS
METAMIZOLUM NATRICUM+TEMPIDONUM,True,1757419.5899999999,1639649.8493488804,1147895.3723992412,1939583.884086123,-0.06701287576469972,Damped ETS
METFORMINUM,True,7740349.95,7192507.243287124,5026631.909514717,8513531.774931109,-0.07077751138537047,Damped ETS
METFORMINUM+SAXAGLIPTINUM,True,8868.67,6677.8993218103915,0.0,17858.976300328686,-0.24702358732364704,Damped ETS
METFORMINUM+SITAGLIPTINUM,True,73131.26000000001,74071.75533844324,45306.785404403105,94084.68318754672,0.012860373777824119,Damped ETS
METFORMINUM+VILDAGLIPTINUM,True,124225.45000000003,167718.37838040036,118856.35502277454,201713.62156194012,0.35011286640861705,Damped ETS
METHADONUM,True,171483.46,104908.66153585883,37458.48262351447,151836.42009348003,-0.3882286866858248,Damped ETS
METHIONINUM,True,45096.27,43368.138383261765,25630.267455188656,55709.07709775526,-0.03832094354451554,Damped ETS
METHIONINUM+NICOTINAMIDUM+THIAMINUM+TOCOPHEROLI ACETAS*+ZINCI SULFAS*,True,16271.029999999999,12464.421309692534,0.0,32977.941256852646,-0.23395007509097243,Damped ETS
METHIONINUM+PHOSPHOLIPIDES*,True,0.0,83.4240016891655,77.15898714249624,84.68474055739695,,Damped ETS
METHOCARBAMOLUM,True,16896.53,1275.1376582088208,0.0,22577.249767447713,-0.9245325721784994,Damped ETS
METHOTREXATUM,True,174776.28,172874.24151861877,104128.88639437534,220703.1054186077,-0.010882703770678903,Damped ETS
METHYL SALICYLAT*,True,30247.04,31195.164322594275,19297.992084707097,39472.49783454179,0.03134602005995535,Damped ETS
METHYLDOPUM,True,60069.01999999999,60367.09956170058,36739.945397157884,76805.44567014113,0.00496228441383928,Damped ETS
METHYLERGOMETRINUM,True,412.56999999999994,301.97810028122984,0.0,822.1211351474828,-0.26805608677017256,Damped ETS
METHYLPHENIDATUM,True,378.19999999999993,311.85641555116564,0.0,788.6678555163035,-0.17541931371981567,Damped ETS
METHYLPREDNISOLONI ACEPONAS,True,44381.83,50623.12737313491,33166.26958663321,62768.55412499418,0.14062731016577956,Damped ETS
METHYLPREDNISOLONUM,True,721641.2700000001,516456.49878775486,314529.57860694395,639617.0570150635,-0.28433070521624304,Damped ETS
METHYLURACILUM*,True,400317.06999999995,384901.44486379746,227443.35535962324,494451.26854623505,-0.03850853808507959,Damped ETS
METHYLURACILUM*+MYRAMISTINUM*,True,83902.62,237427.42434985837,204425.71835317247,260388.01713071222,1.8297975003624245,Damped ETS
METOCLOPRAMIDUM,True,500531.33999999997,448125.36737229413,251249.6544945888,585099.5914405663,-0.10470068193473325,Damped ETS
METOPROLOLUM,True,976186.29,954019.9312365219,680867.1900380703,1120622.997619138,-0.02270709903483492,Damped ETS
METOXYPOLYETHYLENGLYCOLUM-EPOETINUM BETA*,True,2322.9300000000003,1873.1435105746107,0.0,4801.751649755514,-0.1936289468151815,Damped ETS
METRONIDAZOLUM,True,1662092.82,1467431.0402199,1002350.5381066562,1751095.913678151,-0.11711847704155298,Damped ETS
METRONIDAZOLUM+MICONAZOLUM,True,284514.74,252746.71376643807,140837.55287010942,330606.34538807883,-0.11165687315026951,Damped ETS
MEXILETINUM,True,3070.7100000000005,3293.976460358425,0.0,7165.3399104254495,0.0727084160856688,Damped ETS
MIANSERINUM,True,221485.69,222449.78816235546,135332.06020757754,283061.03885841754,0.00435286885737618,Damped ETS
MICAFUNGINUM,True,0.0,0.04952353069313089,0.0,1.31026239892459,,Damped ETS
MICONAZOLUM,True,115158.08,109684.89368406785,64389.370143768014,141198.7818118163,-0.04752759264423434,Damped ETS
MICONAZOLUM+NEOMYCINUM+ORNIDAZOLUM+PREDNISOLONUM,True,267945.18,200244.9513367103,94853.15244426718,273570.196312047,-0.25266447660409375,Damped ETS
MIDAZOLAMUM,True,22.69,29.623079811990976,0.0,58.22924473216278,0.30555662459193367,Damped ETS
MIDECAMYCINUM,True,13715.210000000001,9558.049166022589,4163.398461398512,13311.32113433412,-0.30310588273729766,Damped ETS
MIFEPRISTONUM,True,9633.83,374.63751520968754,0.0,3011.008674417508,-0.9611122974756989,Damped ETS
MINOXIDILUM,True,85662.27,97631.80733519598,63937.97215402136,121073.94177811986,0.13972939702853981,Damped ETS
MIRABEGRONUM,True,13909.15,13771.113566356067,0.0,31306.919595417665,-0.009924145878355772,Damped ETS
MIRTAZAPINUM,True,57192.24,65888.76086334656,43393.14046708363,81539.85415298234,0.1520577068383151,Damped ETS
MISOPROSTOL,True,45334.11,37511.05447378767,0.0,94665.52900746814,-0.1725644448785325,Damped ETS
MITOXANTRONUM,True,83.00000000000001,83.6104855309839,0.0,188.25181159419503,0.007355247361251482,Damped ETS
MOLSIDOMINUM,True,775035.3900000001,766513.9036413855,549646.4435336319,898787.0915070404,-0.010994964189460554,Damped ETS
MOMETASONUM,True,2503210.96,2732207.384115509,2031768.3976982676,3159423.6091442094,0.09148107281997087,Damped ETS
MOMETASONUM+OLOPATADINUM,True,46825.759999999995,6125.169324322023,0.0,18939.39618653437,-0.8691923137110423,Damped ETS
MONTELUKASTUM,True,437426.78,426326.6443926976,254272.06506445975,546031.8236471731,-0.025375985455902916,Damped ETS
MORPHINUM*,True,90313.66000000002,88849.22001027959,53325.83760810133,113564.24285233732,-0.01621504421059261,Damped ETS
MOSAPRIDUM,True,43000.340000000004,45703.14671003123,28789.675135037127,57470.51817206974,0.06285547300396299,Damped ETS
MOXIFLOXACINUM,True,278988.39,169337.2030685204,59601.74041826301,245684.50680439943,-0.39303136209890166,Damped ETS
MOXONIDINUM,True,688795.4000000001,761914.6810955545,490988.41821282625,950408.8030755993,0.10615529821417846,Damped ETS
MUPIROCINUM,True,174560.75,172068.44093066207,103407.86096234899,219838.32340001088,-0.014277602893765784,Damped ETS
MURAMIDASE+PYRIDOXINUM,True,599173.0599999999,529396.0452462931,361737.71458968834,631655.2862461387,-0.11645552747933441,Damped ETS
MYRAMISTINUM*,True,1877930.72,1905848.0746794082,1380372.6309003506,2226349.4171087453,0.014866019487347337,Damped ETS
MYRAMISTINUM*+TRIAMCINOLONUM,True,322384.32000000007,288251.6453854724,161447.11238541233,376474.5768082632,-0.10587572812017554,Damped ETS
MYRAMISTINUM*+XYLOMETAZOLINUM,True,261737.66999999998,286583.20128919586,183633.02364757287,358209.71374231717,0.09492531697556528,Damped ETS
MYRTUS COMMUNIS*,True,253461.21000000002,360308.01959993,260613.2504260441,429669.6155614444,0.4215509331780194,Damped ETS
NABUMETONUM,True,92909.0,78307.87525803325,41763.65885041584,103733.13271335885,-0.15715511674828864,Damped ETS
NADROPARINUM CALCICUM,True,8867.49,3858.631296860179,370.7509671571015,6285.287662040357,-0.5648564253401831,Damped ETS
NAFTIDROFURYLUM,True,0.0,1809.2227361078205,1802.9577215611514,1810.483474976052,,Damped ETS
NAFTIFINUM,True,989277.08,979982.1388020393,703166.3824500423,1148819.3748075159,-0.009395690434838122,Damped ETS
NALBUPHINE HYDROCHLORIDE,True,2283487.81,2913924.126659168,2274967.2378108837,3303640.797637332,0.2760848181007667,Damped ETS
NALOXONUM,True,2718.2600000000007,2203.7699458514926,0.0,5630.785981810339,-0.18927183350691545,Damped ETS
NALTREXONUM,True,0.0,0.05978412290786925,0.0,1.3205229911393284,,Damped ETS
NANDROLONUM,True,8.42,0.0,0.0,10.615421270508886,-1.0,Damped ETS
NAPHAZOLINUM,True,8770060.66,8272895.9756921735,5818890.900743106,9769658.441304706,-0.05668885354184383,Damped ETS
NAPROXENUM,True,1177620.58,1062321.927391051,732804.6079881014,1263303.2376932832,-0.09790815018615673,Damped ETS
NATAMYCINUM,True,312120.31,190713.0801024389,67945.72544516531,276127.18679593503,-0.38897574431334225,Damped ETS
NATRII ACETAS*+NATRII CHLORIDUM*,True,59.580000000000005,40.00566699286879,0.0,115.12048876209914,-0.3285386540303997,Damped ETS
NATRII AMIDOTRIZOAS,True,9498.04,8664.824095972637,0.0,20639.372295989764,-0.08772503632616446,Damped ETS
NATRII CHLORIDUM*,True,15445526.819999998,12699167.31691797,8377258.647070536,15335213.486043064,-0.17780937711531086,Damped ETS
NATRII FLUORIDUM*,True,11.649999999999999,14.5789234596215,0.0,29.266531274517995,0.25140973902330477,Damped ETS
NATRII HYDROCARBONAS*,True,190214.23,119186.42817591918,44368.811099766055,171240.00500288446,-0.3734095068706522,Damped ETS
NATRII HYDROCARBONAS*+THERMOPSIS LANCEOLATA*&,True,545027.03,542332.6039183992,389825.20979001955,635350.8888396206,-0.004943655879967701,Damped ETS
NATRII HYDROCARBONAS+GLYCYRRHIZA GLABRA/URALENSIS*&+THERMOPSIS LANCEOLATA*&+CODEINUM,True,16450.12,50534.9885565469,0.0,71274.2942276186,2.0720133686895235,Damped ETS
NATRII OXYBUTYRAS*,True,266.52,130.78613775030098,0.0,466.7982609113494,-0.509282088585093,Damped ETS
NATRII PENTOSANI POLYSULFAS,True,12809.92,14135.92064334574,0.0,30285.88468628127,0.10351357723902566,Damped ETS
NATRII PICOSULFAS,True,3058738.6,2931233.386253203,2075348.7648870144,3453260.0068307878,-0.04168555421728337,Damped ETS
NATRII TETRABORAS*,True,1337.5600000000002,10975.148532748524,10449.041459180056,11341.182042547847,7.205350438670806,Damped ETS
NATRII THIOSULFAS*,True,78228.06999999999,66970.43571028538,36200.71997520867,88378.1445434795,-0.14390786184185056,Damped ETS
NEBIVOLOLUM,True,1840643.29,1845882.0157138633,1330840.1990212356,2160019.613600622,0.0028461384899098885,Damped ETS
NEFOPAMUM,True,98728.95,114489.79748205707,75656.40013091953,141507.72870555497,0.15963754787280804,Damped ETS
NEOMYCINUM+NYSTATINUM+ORNIDAZOLUM+PREDNISOLONUM,True,77149.81,69460.12559295044,39114.52557092281,90572.76034178481,-0.09967211075503046,Damped ETS
NEOMYCINUM+NYSTATINUM+POLYMYXINUM B,True,175947.64,149612.03652235138,80405.94634196453,197761.4520327642,-0.1496786400638771,Damped ETS
NEOMYCINUM+NYSTATINUM+PREDNISOLONUM+TERNIDAZOLUM,True,325269.35,288029.5513042648,160090.23953506,377041.9932213709,-0.11448911093447678,Damped ETS
NEOSTIGMINI BROMIDUM,True,77767.85,66290.54450441676,35701.848684258,87572.31061961704,-0.147584194440032,Damped ETS
NEPAFENAC,True,29650.800000000007,35025.00503951586,23362.353930807527,43139.17292159799,0.18124991701795068,Damped ETS
NEUROPEPTIDES*,True,141850.51,119879.00667819349,64084.457872685976,158697.4821425644,-0.15489195859645843,Damped ETS
NICERGOLINUM,True,353786.17,326150.1196952211,186994.1890695323,422966.40720648033,-0.07811512333785942,Damped ETS
NICETHAMIDUM,True,19960.86,16200.34656130873,8349.072868532421,21662.788354135155,-0.18839435969648954,Damped ETS
NICOBOXILUM+NONIVAMIDUM,True,8823.21,3909.911614374727,439.44808931414127,6324.450419360286,-0.5568606420594402,Damped ETS
NICORANDILUM,True,47462.32000000001,63939.90261205307,45271.38510258049,76928.32898008038,0.34717187470087985,Damped ETS
NICOTINIC ACID,True,581728.88,578368.0397165082,349554.61925906176,737562.5907632121,-0.005777330985341056,Damped ETS
NICOTINUM*,True,112723.94,124463.54261681424,80125.44773171937,155311.3097424821,0.10414471510501011,Damped ETS
NIFEDIPINUM,True,1188234.6099999999,1150483.841064009,817996.5440867352,1353276.6190776725,-0.03177046739615752,Damped ETS
NIFURATELUM,True,64681.11,63480.15372588924,38038.910344463264,81180.63348830445,-0.018567341749558097,Damped ETS
NIFURATELUM+NYSTATINUM,True,37189.4,34213.56251946934,19585.727953717404,44390.72586865065,-0.08001843214815674,Damped ETS
NIFUROXAZIDUM,True,1674163.5300000003,1580559.5261027704,1112101.4437484522,1866284.4748970675,-0.055910908474532284,Damped ETS
NIMESULIDUM,True,6156312.829999999,6326691.359209332,4604055.277944867,7377372.572001862,0.027675417723912688,Damped ETS
NIMESULIDUM+TIZANIDINUM,True,54375.759999999995,51995.427636062195,30607.62300175695,66875.76966244279,-0.0437756155304827,Damped ETS
NIMODIPINUM,True,19762.62,20352.409206980137,12579.109934988104,25760.60110972117,0.029843674926712138,Damped ETS
NIMORAZOLUM,True,0.0,1.9378571847841775,0.0,3.1985960530156365,,Damped ETS
NINTEDANIB,True,94.39000000000001,31.978325339538163,0.0,150.97946711190562,-0.6612106649058358,Damped ETS
NITRENDIPINUM,True,15165.74,15301.957504771115,0.0,34421.995388263684,0.008981922726561065,Damped ETS
NITROFURALUM,True,1289173.3900000001,1259195.3110075626,898463.7078638629,1479215.0368253388,-0.02325372151254035,Damped ETS
NITROFURANTOINUM,True,579788.34,453897.386097179,225847.24490985318,612560.8935517404,-0.21713260722494165,Damped ETS
NITROGLICERINUM*,True,679045.13,646909.6318426424,456901.8018238876,762800.4223906045,-0.047324539618386674,Damped ETS
NITROXOLINUM,True,803346.3499999999,812167.6492389572,587378.3237975287,949272.5918593686,0.010980692498269606,Damped ETS
NONACOGUM ALFA,True,0.0,0.7033969428195159,0.0,1.964135811050975,,Damped ETS
NORELGESTROMINUM+ETHINYLESTRADIOLUM,True,561.75,1046.2086781590444,0.0,1754.4287373880666,0.8624097519520151,Damped ETS
NOREPINEPHRINUM,True,3211.4299999999994,2765.658956981685,0.0,6814.433580586239,-0.13880764737774587,Damped ETS
NORETHISTERONUM,True,126024.26999999999,119236.93889574124,69667.37948285331,153724.44290901732,-0.0538573332284229,Damped ETS
NORFLOXACINUM,True,408253.12,382541.24927392916,221961.64593770774,494262.8336515453,-0.06298021856163849,Damped ETS
NYSTATINUM,True,405996.52999999997,364759.5459539555,205067.53492099064,475863.59724305366,-0.10156979431830238,Damped ETS
OBINUTUZUMABUM,True,0.13,10.713517915268087,4.448503368598838,11.974256783499545,81.41167627129298,Damped ETS
OCRELIZUMABUM,True,39.21,32.10839443903854,0.0,81.54196546239405,-0.18111720379906804,Damped ETS
OCTENIDINI DIHYDROCHLORIDUM+PHENOXYETHANOL,True,26436.63,30772.82304490836,20374.412473186454,38007.40875782298,0.16402215580837498,Damped ETS
OCTOCOGUM ALFA,True,0.0,0.5982404988577501,0.0,1.8589793670892092,,Damped ETS
OCTREOTIDUM,True,44721.28,43645.04751613129,26054.6726940403,55883.36735308685,-0.02406533274245959,Damped ETS
OFLOXACINUM,True,684479.5700000001,427002.0301015935,235473.55571599503,543820.3017844037,-0.37616541264833736,Damped ETS
OFLOXACINUM+ORNIDAZOLUM,True,214064.07,195843.42209129012,111644.86544795781,254423.68979070397,-0.08511773091444019,Damped ETS
OLANZAPINUM,True,98756.18,114645.48796464784,75801.38014398873,141670.87088561864,0.16089431531928278,Damped ETS
OLAPARIBUM,True,227.48,68.11916984477052,0.0,354.9120475900628,-0.7005487522209841,Damped ETS
OLEUM JECORIS*,True,79381.57999999999,54327.11063618709,23103.680846838448,76050.48629097323,-0.3156206939168117,Damped ETS
OLEUM VASELINI (PARAFFINUM LIQUIDUM)*,True,345719.13,345204.82130324456,209221.9272566698,439813.50170537113,-0.0014876489384763047,Damped ETS
OLMESARTANUM MEDOXOMILUM,True,44766.310000000005,55292.1899191569,37684.10329234478,67542.83255953531,0.2351294962474435,Damped ETS
OLODATEROL+TIOTROPIUM BROMIDE,True,11577.569999999998,7368.67274501472,0.0,21964.965243685212,-0.3635389166280384,Damped ETS
OLOPATADINUM,True,84856.34000000001,77986.3304515419,44609.49448819754,101207.91599456404,-0.08096047447318744,Damped ETS
OMALIZUMABUM,True,97.27000000000001,197.93393143006685,0.0,320.5660011429409,1.0348918621370085,Damped ETS
OMEPRAZOLUM,True,6412586.57,6421031.520913861,4626685.89476511,7515450.2778152535,0.0013169336307081725,Damped ETS
ONDANSETRON,True,452247.1699999999,472816.29674520355,294932.36246313684,596577.1889159556,0.045482046344709204,Damped ETS
ONONIS ARVENSIS*&,True,594.4200000000001,490.23658826943677,0.0,1239.6449863235807,-0.17526902145042778,Damped ETS
OPIPRAMOLUM,True,61792.259999999995,162205.57895057712,0.0,240109.48288844118,1.6250145074897269,Damped ETS
ORIGANUM VULGARE*&,True,38499.04,36786.63485620355,21643.675086477055,47322.19119394132,-0.04447916477388658,Damped ETS
ORLISTATUM,True,9884.880000000001,1456.8194206016547,0.0,13919.07184440544,-0.8526214359100308,Damped ETS
ORNIDAZOLUM,True,289764.14999999997,239303.4226633269,125329.4932832958,318599.5954245619,-0.17414413527923678,Damped ETS
ORNITHINUM,True,54718.28,50942.16931141719,29419.640107867443,65916.24455184162,-0.06901003994611699,Damped ETS
ORTHOSIPHON STAMINEUS*&,True,65978.84,50150.98241815713,24199.29843400529,68206.59590666453,-0.23989293509620457,Damped ETS
OSELTAMIVIRUM,True,320095.09,208926.14687995127,83022.04458656989,296522.61302893166,-0.347299744960314,Damped ETS
OSIMERTINIBUM,True,63.029999999999994,41.922596481443655,0.0,121.38696734607251,-0.334878685047697,Damped ETS
OTILONII BROMIDUM,True,89239.84,86872.02531447909,51771.01222488441,111293.18911208818,-0.026533157001636276,Damped ETS
OXALIPLATINUM,True,4474.409999999999,399.21113652435014,0.0,6040.273735927872,-0.9107790442707865,Damped ETS
OXCARBAZEPINE,True,57695.64,59358.49596379469,36664.87151475329,75147.34850821753,0.0288211719948801,Damped ETS
OXELADINUM,True,733.2500000000001,337.14557834685144,0.0,1261.5823534775689,-0.5402037799565613,Damped ETS
OXOLINUM*,True,258314.30999999994,293068.25084767846,191464.59516497422,363757.93469041475,0.1345412913735926,Damped ETS
OXYBUPROCAINUM,True,32345.62,31251.586699322175,0.0,72030.96705036702,-0.03382322863738041,Damped ETS
OXYBUTYNINUM,True,337637.24,351271.994574629,218467.97810872522,443669.00405170396,0.040382851650573315,Damped ETS
OXYCODONUM,True,119.39,102.38446630519344,0.0,252.90407978334736,-0.14243683469977853,Damped ETS
OXYMETAZOLINUM,True,11129040.430000002,11700537.758678801,8586451.921268716,13599900.903324183,0.05135189617410707,Damped ETS
OXYTOCINUM,True,74997.43,54739.11087199798,25240.11387563447,75262.7303947327,-0.2701201778247869,Damped ETS
PACLITAXELUM,True,8949.57,1296.8588862816093,0.0,12579.929639239828,-0.8550926037472628,Damped ETS
PAEONIA OFFICINALIS*&,True,367953.19000000006,343010.0784834154,198281.78517239963,443703.2792202475,-0.06778881714977014,Damped ETS
