INN,known_inn,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,selected_model
CHONDROITINI SULFAS*+GLUCOSAMINUM,True,494612.99,426438.87747873244,231891.0495548639,561793.4998672889,-0.13783324316101675,Damped ETS
CHONDROITINI SULFAS*+GLUCOSAMINUM+IBUPROFENUM,True,91672.83,118470.46508368602,82412.47567234028,143557.43517709244,0.29231818286493416,Damped ETS
CHONDROITINI SULFAS*+LEVOMENTHOLUM,True,117.85999999999999,142.2758092355532,95.91753021197329,174.529098407589,0.20715941995208897,Damped ETS
CHORIOGONADOTROPINUM ALFA,True,5705.619999999999,4387.900268292632,0.0,11581.197169651408,-0.23095119052922686,Damped ETS
CHYMOTRYPSINUM,True,6831.7300000000005,6051.362082438675,0.0,14664.389630701582,-0.11422698460877778,Damped ETS
CICLOPIROXUM,True,14132.5,12705.66379282741,0.0,30523.055848108506,-0.10096134492641706,Damped ETS
CICLOSPORINUM,True,8889.679999999998,11356.154938089638,0.0,22563.720040229473,0.2774537371524779,Damped ETS
CILOSTASOLUM,True,128567.73000000001,115097.60039226183,64527.61311270737,150281.1416605651,-0.10477068863032879,Damped ETS
CIMICIFUGA RACEMOSA*&,True,124856.08000000002,121282.64549710692,72172.57427336334,155450.46539467043,-0.028620428439633083,Damped ETS
CINACALCET,True,576.22,416.20316458160204,0.0,1142.6661152339334,-0.2777009396036201,Damped ETS
CINCHOCAINUM+DEQUALINII CHLORIDUM,True,2405578.51,2194204.356807406,1521084.5118497529,2604757.916405262,-0.0878683245273062,Damped ETS
CINEOLUM,True,13025.93,12132.626740844746,0.0,28554.922986706955,-0.06857884689655591,Damped ETS
CINNARIZINUM,True,1455947.03,1363860.7928785018,956463.2230107216,1612343.3234912425,-0.06324834298504545,Damped ETS
CINNARIZINUM+DIMENHYDRINATUM,True,214490.89,272557.2263686942,188190.78714727907,331254.29662100476,0.2707170284420668,Damped ETS
CINNARIZINUM+PIRACETAMUM,True,442513.18,401991.722552603,227936.49202442,523088.8340151614,-0.09157118765908168,Damped ETS
CIPROFLOXACINUM,True,1807918.8999999997,1872929.7744219215,1367044.7722882722,2181482.3894264675,0.03595895502941082,Damped ETS
CIPROFLOXACINUM+DEXAMETHASONUM,True,259099.62,297158.57678689994,195246.03242186067,368063.1667090499,0.1468892806052744,Damped ETS
CIPROFLOXACINUM+ORNIDAZOLUM,True,138362.52000000002,120182.95716220042,65760.35145572104,158046.91752306576,-0.1313908046615485,Damped ETS
CIPROFLOXACINUM+TINIDAZOLUM,True,152277.43000000002,102752.51894705063,42856.71384834317,144424.40070646384,-0.325228177629143,Damped ETS
CISPLATINUM,True,11938.4,6082.303248886141,0.0,21133.508153380593,-0.4905260965551379,Damped ETS
CITALOPRAM,True,5339.969999999999,5730.837370483201,0.0,12463.145104673145,0.07319654801116893,Damped ETS
CITICOLINUM,True,1285930.49,1163259.392267953,803435.2050893274,1382725.6611385187,-0.09539481230594904,Damped ETS
CITRULLINUM*,True,22790.27,20604.171356734758,11639.996100645136,26840.902806071026,-0.09592245476974348,Damped ETS
CLADRIBINUM,True,3.38,3.7226536038119518,0.0,7.983950978434283,0.10137680586152431,Damped ETS
CLARITHROMYCINUM,True,363677.27,287250.88116975396,144204.4501737094,386773.94374065625,-0.21014892910476934,Damped ETS
CLARITHROMYCINUM+LANSOPRAZOLUM+TINIDAZOLUM,True,39169.630000000005,30079.011718296453,14672.286478262624,40798.08013125801,-0.2320833329726002,Damped ETS
CLEMASTINUM,True,109229.83,160570.15833449192,117606.41374906682,190461.73557191185,0.4700211319059264,Damped ETS
CLINDAMYCINUM,True,364180.61000000004,353652.14761762053,210407.73616880376,453312.9530238516,-0.02891000260112564,Damped ETS
CLINDAMYCINUM+CLOTRIMAZOLUM,True,0.0,2.165555835228796,0.0,3.426294703460255,,Damped ETS
CLINDAMYCINUM+MICONAZOLUM,True,325.67999999999995,49.77538349897648,0.0,460.37281810459797,-0.8471647522139018,Damped ETS
CLIOQUINOLUM+FLUMETASONUM,True,60579.31,54966.67268931079,31138.80440460058,71544.66355366173,-0.09264940968606616,Damped ETS
CLOBETASOLUM,True,552581.95,497787.1536137618,280438.19534552924,649005.4246522603,-0.09916139386427325,Damped ETS
CLOMIFENUM,True,10158.550000000001,9642.906130503388,0.0,22450.18496037608,-0.05075959359324045,Damped ETS
CLOMIPRAMINUM,True,23064.21,28261.271832998176,19189.346814854256,34572.96905558905,0.2253301471413145,Damped ETS
CLONAZEPAMUM,True,12019.07,8898.455130001119,0.0,24051.3638389958,-0.25963863011022326,Damped ETS
CLONIDINUM,True,131902.36,97339.27325337872,45457.66449087501,133435.36148987937,-0.2620353930484737,Damped ETS
CLOPAMIDUM+DIHYDROERGOCRYSTIN+RESERPINUM,True,97143.2,88488.9077888893,50279.23893734145,115072.88641350246,-0.08908798774500637,Damped ETS
CLOPERASTINUM,True,0.0,10.128725536847673,3.863710990178425,11.389464405079131,,Damped ETS
CLOPIDOGRELUM,True,3352997.3899999997,2586527.410853581,1648304.412137062,3158774.3809958356,-0.22859247711684583,Damped ETS
CLOTRIMAZOLUM,True,1922814.3499999999,1884791.501941929,1346756.8912343574,2212953.0117645026,-0.01977458097193352,Damped ETS
CLOTRIMAZOLUM+HEXAMIDINUM+PREDNISOLONUM,True,0.0,31.73705274596045,25.4720381992912,32.99779161419191,,Damped ETS
CLOTRIMAZOLUM+METRONIDAZOLUM+NEOMYCINUM,True,0.0,27.76729512790996,21.50228058124071,29.02803399614142,,Damped ETS
CLOZAPINUM,True,223930.96,224067.06315457096,135987.52874342116,285347.48066222057,0.0006077906983963377,Damped ETS
CLYCINE MAX&,True,0.0,0.9216812234844901,0.0,2.182420091715949,,Damped ETS
CMP DISODIUM SALT*+UMP DISODIUM SALT*,True,351373.67,328784.6627508601,190577.6490447741,424940.75121131726,-0.06428770615948509,Damped ETS
CO-TRIMOXAZOLUM*,True,524135.12,503073.71173967695,356412.2125432691,592526.4310467883,-0.04018316547901435,Damped ETS
COBIMETINIBUM,True,0.11,3.876090005712572,0.0,5.136828873944031,34.23718187011429,Damped ETS
COCARBOXYLASUM,True,98953.31000000001,77132.17275985217,38210.52711852515,104211.50181093058,-0.22051952825173649,Damped ETS
CODEINUM*+CHLORPHENAMINUM,True,0.0,189.2756695077699,183.01065496110064,190.53640837600136,,Damped ETS
CODEINUM*+COFFEINUM*+METAMIZOLUM NATRICUM+PARACETAMOLUM+PHENOBARBITALUM,True,982694.4799999999,1036910.2681132772,761936.4298998897,1204624.0696308855,0.05517054304943003,Damped ETS
CODEINUM*+COFFEINUM*+PARACETAMOLUM,True,98492.30000000002,56999.36903828018,18259.05404528729,83952.53918183103,-0.4212809626917011,Damped ETS
CODEINUM*+COFFEINUM*+PARACETAMOLUM+PHENOBARBITALUM+PROPYPHENAZONUM,True,380935.88999999996,449352.206305368,299517.3829665274,553598.2220543653,0.17960060498728025,Damped ETS
CODEINUM*+COFFEINUM*+PARACETAMOLUM+PROPYPHENAZONUM,True,0.0,2.2802580203617264,0.0,3.5409968885931855,,Damped ETS
CODEINUM*+IBUPROFENUM,True,8481.27,12727.175430545602,0.0,23419.84217151103,0.5006214199696037,Damped ETS
CODEINUM*+MORPHINUM*+NOSCAPINUM+PAPAVERINUM*,True,1458.16,8950.682018738813,0.0,10789.041006839198,5.138340112702867,Damped ETS
CODEINUM*+MORPHINUM*+NOSCAPINUM+PAPAVERINUM*+TEBAINUM*,True,2578.0099999999998,614.3253991393752,0.0,3864.522808828759,-0.7617055794433011,Damped ETS
CODEINUM*+NATRII HYDROCARBONAS*+THERPINI HYDRAS,True,1261465.2699999998,1444284.384642257,1091305.9624323477,1659575.2407729803,0.1449259991456262,Damped ETS
CODEINUM*+PARACETAMOLUM,True,1235.0100000000002,1544.7232151032665,0.0,3101.748324757801,0.2507779006674167,Damped ETS
COFFEINUM*,True,586708.2799999999,566851.5336211179,336079.5486416113,727408.7355086773,-0.0338443261425968,Damped ETS
COFFEINUM*+IBUPROFENUM+PARACETAMOLUM,True,516633.16000000003,529554.1372603843,326345.04016116646,670934.7473515318,0.02500996502118502,Damped ETS
COFFEINUM*+INDOMETACINUM+PROCHLORPERAZINUM,True,0.0,1.0458937975744598,0.0,2.306632665805919,,Damped ETS
COFFEINUM*+METAMIZOLUM NATRICUM,True,64070.59,57479.19804346712,32278.092592717167,75012.60434495147,-0.10287702917255603,Damped ETS
COFFEINUM*+METAMIZOLUM NATRICUM+THIAMINUM,True,501940.8,479901.9132670801,282471.8126416013,617261.846829298,-0.04390734272432106,Damped ETS
COFFEINUM*+NAPROXENUM+SALICYLAMIDUM,True,0.0,715.3953029285062,709.130288381837,716.6560417967377,,Damped ETS
COFFEINUM*+PARACETAMOLUM,True,2108861.1799999997,2022776.0801483102,1432682.5518689887,2382689.6978280484,-0.04082065745630992,Damped ETS
COFFEINUM*+PARACETAMOLUM+PROPYPHENAZONUM,True,1.59,94.9749765861267,85.0136034569226,96.97955138661472,58.732689676809244,Damped ETS
COLCHICINUM*,True,71918.12,87738.42006458469,59450.618657735,107419.36288716378,0.21997655200921118,Damped ETS
COLECALCIFEROLUM,True,564057.18,393705.0843559298,171842.5344179216,548063.639727583,-0.3020121038864716,Damped ETS
COLESTYRAMINUM,True,2402.56,2338.31112355033,0.0,5367.311898808504,-0.02674184055743445,Damped ETS
COLISTIMETHATUM NATRICUM,True,3159.7,1405.2432472571238,0.0,5388.799849208065,-0.555260547755444,Damped ETS
COLISTINUM,True,1860.0399999999997,922.8860462935271,0.0,3267.91077075877,-0.5038353765007595,Damped ETS
CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&,True,46671.59,28714.47961168345,10356.982651780832,41486.51667590112,-0.3847546309932134,Damped ETS
COPPER GLUCONATE*+FERRI GLUCONAS*+MANGANESE GLUCONATE*,True,83529.92,73814.98536447661,40959.874740199426,96673.58594378272,-0.11630484783803685,Damped ETS
CORIANDRUM SATIVUM*&+HELICHRYSUM ARENARIUM*&+MENTHA PIPERITA+MENYANTHES TRIFOLIATA&,True,13005.880000000001,10989.8689886414,5874.221491719647,14549.027384847042,-0.15500765894799906,Damped ETS
CORIFOLLITROPIN ALFA,True,337.17,480.3063195524687,0.0,905.3896437540698,0.42452270235331935,Damped ETS
CORTEXINUM*,True,0.0,248.95638598147866,242.6913714348094,250.21712484971013,,Damped ETS
CRATAEGUS L.*&,True,6532733.830000001,5304118.765829279,3476153.989572936,6419042.729716799,-0.18807058363967077,Damped ETS
CRATAEGUS L.*&+GINKGO BILOBA*&+VISCUM ALBUM*,True,39422.79,29762.02514858048,14255.72361533768,40550.37272908652,-0.2450553309752943,Damped ETS
CRATAEGUS L.*&+HERBA MELISSAE+HUMULUS LUPULUS*&,True,0.0,0.7386985267940209,0.0,1.99943739502548,,Damped ETS
CRATAEGUS L.*&+HERBA MELISSAE+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&+VALERIANA OFFICINALIS*&,True,316258.8300000001,314789.7659251691,190394.59296732987,401336.41022518364,-0.004645132200201241,Damped ETS
CRATAEGUS L.*&+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&+MENTHA PIPERITA+VALERIANA OFFICINALIS*&,True,27984.38,28419.570841661778,17412.37844100091,36077.71016323089,0.015551205410367475,Damped ETS
CRATAEGUS L.*&+PASSIFLORA INCARNATA*&,True,0.0,0.0,0.0,1.260738868231459,,Damped ETS
CRATAEGUS L.*&+VALERIANA OFFICINALIS*&+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&,True,1140445.14,1066375.9630567292,747260.9341236227,1261012.6418459304,-0.06494760190154414,Damped ETS
CRATAEGUS L.+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.+TAURINUM,True,436685.69000000006,411658.4986429995,239895.41479246048,531160.8729587977,-0.057311681903294276,Damped ETS
CRATAEGUS+VALERIANA+QUERCUS+HYPERICUM+MATRICARIA+THYMUS+ACHILLEA*&,True,0.0,187.82936187134146,181.5643473246722,189.09010073957293,,Damped ETS
CRIDANIMODUM,True,34234.87,19001.560884558792,5535.841761904916,28370.194533608967,-0.4449647133300406,Damped ETS
CRIZOTINIBUM,True,129.87,80.40976841995007,0.0,244.14192523716966,-0.38084416401054855,Damped ETS
CUCURBITA PEPO/MAXIMA/MOSCHATA*&,True,61027.44,29684.49738491968,5680.364586559059,46385.122446425405,-0.5135877011239587,Damped ETS
CURCUMA LONGA*&+GLYCYRRHIZA GLABRA/URALENSIS*&+TERMINALIA BELERICA*+ZINGIBER OFFICINALE*,True,0.0,0.7961261939054861,0.0,2.056865062136945,,Damped ETS
CYANAMIDUM*,True,14789.400000000001,14581.625550421779,0.0,33227.19696824412,-0.014048876193640258,Damped ETS
CYANOCOBALAMINUM,True,524056.94,474128.062577928,267998.9445670381,617540.246766221,-0.09527376437772583,Damped ETS
CYANOCOBALAMINUM+DICLOFENACUM+PYRIDOXINUM+THIAMINUM,True,54689.58999999999,43607.940255651316,22096.69578844288,58574.1642584519,-0.20262813717105355,Damped ETS
CYANOCOBALAMINUM+LIDOCAINUM+PYRIDOXINUM+THIAMINUM,True,88.32000000000001,91.17129555521157,0.0,202.51975239741404,0.03228369061607306,Damped ETS
CYANOCOBALAMINUM+NICOTINAMIDUM+PHOSPHOLIPIDES*+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM+TOCOPHEROLI ACETAS*,True,56023.450000000004,35695.24705771354,13659.350850657887,51026.492037054195,-0.362851679828473,Damped ETS
CYANOCOBALAMINUM+OCTOTIAMINUM+PYRIDOXINUM+RIBOFLAVINUM,True,5.46,3813.3139944603213,3779.107015035507,3820.197628680865,697.4091564945643,Damped ETS
CYANOCOBALAMINUM+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM,True,0.0,1.1474364434703574,0.0,2.4081753117018163,,Damped ETS
CYANOCOBALAMINUM+PYRIDOXINUM+THIAMINUM,True,2461890.69,2186239.6718640164,1497362.7665097655,2606403.8784856996,-0.11196720441555574,Damped ETS
CYCLAMEN EUROPAEUM/CAUCASIUM*&,True,6.82,268.43795492273233,265.7554208743629,270.3043000114247,38.36040394761471,Damped ETS
CYCLOBENZAPRINUM,True,77815.9,112592.34433981644,81984.74884795328,133887.25970450524,0.4469066648309208,Damped ETS
CYCLOPENTOLATUM,True,63361.74999999999,61752.887153908836,36830.5921774765,79092.31397552975,-0.025391704712877328,Damped ETS
CYCLOPHOSPHAMIDUM,True,8020.359999999999,3611.9862067528143,0.0,13723.565795961678,-0.5496478703259187,Damped ETS
CYNARA SCOLYMUS*&,True,502785.62000000005,453586.3569209053,255823.96034018553,591177.4819285526,-0.09785336159593183,Damped ETS
CYPROHEPTADINUM,True,7128.0,8136.095889977569,0.0,17122.64254273141,0.1414275939923637,Damped ETS
CYPROTERONUM,True,2655.03,1956.8301157579485,0.0,5304.129633078519,-0.26297250285008145,Damped ETS
CYPROTERONUM+ESTRADIOLI VALERAS,True,0.0,0.0,0.0,1.260738868231459,,Damped ETS
CYPROTERONUM+ETHINYLESTRADIOLUM,True,83919.03000000001,76034.82081257485,43026.66021416848,98999.90431526235,-0.09395019446036446,Damped ETS
CYTARABINUM,True,1286.8400000000001,1734.0924829172397,0.0,3356.461688112211,0.34755873528740144,Damped ETS
CYTISINUM*,True,107071.40999999999,91704.01219526696,49589.24636947258,121004.92131445587,-0.14352475422461541,Damped ETS
CYTOCHROMUM C*,True,1305.9,1054.3127629838066,0.0,2700.711651007269,-0.19265428977425036,Damped ETS
DABIGATRANUM ETEXILATUM,True,122200.21999999999,110812.23908079672,62746.80640217079,144253.2626048625,-0.09319116544310047,Damped ETS
DABRAFENIBUM,True,1.0,1.34414976005599,0.0,2.604888628287449,0.34414976005598996,Damped ETS
DACARBAZINUM,True,355.82000000000005,67.27105426451682,0.0,515.8671583586347,-0.8109407726813647,Damped ETS
DACLATASVIRUM,True,41.43,21.51413345751065,0.0,73.74654476834,-0.48071123684502415,Damped ETS
DALARGINUM*,True,21920.959999999995,19247.455981430765,10625.209416483078,25246.294109791786,-0.12196108284350826,Damped ETS
DALTEPARINUM NATRICUM,True,1.9700000000000002,12.851732572744117,0.5096539158056963,15.335388143160092,5.523722118144221,Damped ETS
DAPAGLIFLOZINUM,True,359088.24000000005,513000.02116102807,371758.6091127824,611267.2606230796,0.42861827265918806,Damped ETS
DAPAGLIFLOZINUM+METFORMINUM,True,146039.47,168728.23069255773,111286.02384786292,208693.0470546895,0.15536046996443997,Damped ETS
DAPOXETINE,True,0.0,0.0,0.0,1.260738868231459,,Damped ETS
DAPTOMYCINUM,True,0.45,0.3439378645066021,0.0,1.604676732738061,-0.2356936344297732,Damped ETS
DARATUMUMABUM,True,0.11,0.056859306710662035,0.0,1.317598174942121,-0.4830972117212542,Damped ETS
DARBEPOETIN ALFA,True,560.78,763.8571644958536,0.0,1470.854307022691,0.36213339365857133,Damped ETS
DARUNAVIRUM,True,0.0,0.023885599228361476,0.0,1.2846244674598206,,Damped ETS
DASATINIBUM,True,0.0,0.010824058238305385,0.0,1.2715629264697645,,Damped ETS
DECAMETOXINUM*,True,5272772.4399999995,4644999.76522756,3169592.6011895896,5544889.536104949,-0.11905931498390998,Damped ETS
DECAMETOXINUM*+ZINCI SULFAS*,True,18343.81,17850.94870664197,10635.714850070312,22870.87241652558,-0.026867989439381956,Damped ETS
DEFERASIROXUM,True,9.34,22.414616523855962,0.0,34.18991755313779,1.3998518762158416,Damped ETS
DEGARELIX,True,724.18,773.7932482167893,0.0,1686.7951218126473,0.06850955317295337,Damped ETS
DEMOXYTOCINUM,True,21957.51,18659.709092811147,10023.086190698077,24668.549407827843,-0.15019011295856644,Damped ETS
DENOSUMAB,True,2567.51,3235.789872264563,0.0,6472.749523837517,0.26028325975928546,Damped ETS
DENOTIVIRUM,True,0.0,0.0,0.0,1.260738868231459,,Damped ETS
DEQUALINII CHLORIDUM,True,165212.2,144203.16034846372,79219.6776936233,189414.74070947012,-0.1271639724641176,Damped ETS
DEQUALINII CHLORIDUM+ENOXOLONUM+HYDROCORTISONUM+LIDOCAINUM+TYROTHRICINUM,True,105671.26999999999,113110.0593592174,71546.01541355262,142027.8094736436,0.07039557070921365,Damped ETS
DEQUALINII CHLORIDUM+MURAMIDASE,True,506542.11,336752.09957187495,195013.4096349905,423202.26758019684,-0.33519426534572816,Damped ETS
DESLORATADINUM,True,1924743.4600000002,1810759.2819310895,1272184.874987931,2139250.0277249953,-0.05922045219933403,Damped ETS
DESMOPRESSINUM,True,40249.48,32600.912094750445,16769.44574150083,43615.48970771559,-0.19002898684031588,Damped ETS
DESOGESTRELUM,True,16450.309999999998,16834.99293562719,0.0,37574.53814708384,0.023384540207886273,Damped ETS
DESOGESTRELUM+ETHINYLESTRADIOLUM,True,225232.96,217405.26060210887,128813.60605445219,279041.9803539634,-0.034753791798017075,Damped ETS
DESVENLAFAXINUM,True,8415.25,10272.266972347783,0.0,20881.69973323257,0.22067282283328282,Damped ETS
DEXAMETHASONUM,True,1939097.4899999998,1730822.5014057506,1188231.6042886267,2061763.0105670032,-0.10740820906031345,Damped ETS
DEXAMETHASONUM+FRAMYCETINUM+GRAMICIDINUM,True,0.0,25.265675116128058,19.00066056945881,26.526413984359518,,Damped ETS
DEXAMETHASONUM+GENTAMICINUM,True,11.55,44.02362885732701,0.0,58.585162785400364,2.8115695980369706,Damped ETS
DEXAMETHASONUM+NEOMYCINUM+PHENYLEPHRINUM+POLYMYXINUM B,True,241574.57,256502.4175274632,161483.0613331535,322611.1436671222,0.06179395259800402,Damped ETS
DEXAMETHASONUM+NEOMYCINUM+POLYMYXINUM B,True,214732.33999999997,209857.87114674636,125396.46156668331,268621.01603566465,-0.02270020833030373,Damped ETS
DEXAMETHASONUM+TOBRAMYCINUM,True,895888.6399999999,1021652.839926105,770968.6822695242,1174551.7241763147,0.14037927741343514,Damped ETS
DEXIBUPROFENUM,True,433625.43999999994,377145.7615416687,206586.37634531187,495810.6750718847,-0.13024991905071637,Damped ETS
DEXKETOPROFENUM,True,3191770.6599999997,3270280.9538742728,2377171.806586627,3815011.795306256,0.024597724033929458,Damped ETS
DEXLANSOPRAZOLUM,True,41484.85,39939.34215183581,23621.963469065064,51291.98820061002,-0.03725475319699101,Damped ETS
DEXMEDETOMIDINE,True,2396.96,1309.6438000067528,0.0,4331.584437602831,-0.45362300580453874,Damped ETS
DEXPANTHENOLUM,True,1107646.47,1027672.1989336587,717734.7693070979,1216711.2176745185,-0.07220198252095844,Damped ETS
DEXPANTHENOLUM+DIMETHYLIS SULFOXIDUM+HEPARINUM NATRICUM,True,350037.2,306759.18224622053,169077.84688025538,402549.5354837034,-0.12363833830741267,Damped ETS
DEXPANTHENOLUM+HEPARINUM NATRICUM+TROXERUTINUM,True,7286.380000000001,8784.098540412859,0.0,17970.3210151172,0.20555042976249616,Damped ETS
DEXPANTHENOLUM+HYALURONIC ACID*,True,63704.42999999999,57234.46020770873,32177.37772868179,74667.66402859549,-0.10156232136903609,Damped ETS
DEXPANTHENOLUM+LIDOCAINUM+PREDNISOLONUM,True,57276.73999999999,82392.96963626205,59864.11256447314,98067.18699627825,0.4385066195503107,Damped ETS
DEXPANTHENOLUM+MYRAMISTINUM*,True,484754.25,472377.5523320142,281707.496508442,605034.2552220816,-0.025531901304600813,Damped ETS
DEXPANTHENOLUM+NICOTINAMIDUM+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM,True,448.30000000000007,35.44620160977747,0.0,600.6354362379407,-0.9209319616110251,Damped ETS
DEXPANTHENOLUM+TROXERUTINUM,True,0.0,6.796698077823011,0.5316835311537629,8.05743694605447,,Damped ETS
DEXPANTHENOLUM+XYLOMETAZOLINUM,True,1124874.93,1177552.053679139,862793.8217898995,1369531.4069590652,0.04682931610818186,Damped ETS
DEXTRANUM+NATRII CHLORIDUM*,True,25217.960000000003,9156.939179688856,0.0,16058.026539342954,-0.6368881868442628,Damped ETS
DEXTROMETHORPHANUM+DOXYLAMINUM+PARACETAMOLUM,True,0.0,54.010031540778826,47.74501699410958,55.27077040901028,,Damped ETS
DEXTROMETHORPHANUM+LEVOCETIRIZINUM,True,49653.810000000005,51421.72607116397,31891.222265260156,65009.87041549897,0.03560484222991067,Damped ETS
DEXTROSUM*,True,1065666.69,822635.0172141271,524444.2102346718,1004509.4607650735,-0.22805599073934912,Damped ETS
DEXTROSUM*+GLYCINUM+SODIUM FORMATE*,True,442697.8599999999,323283.92848727247,149156.0571397269,444431.5790423498,-0.2697413796234016,Damped ETS
DEXTROSUM*+KALII CHLORIDUM*,True,28334.440000000002,22235.90550220916,11091.022798179938,29989.841416409894,-0.21523398725335108,Damped ETS
DEXTROSUM*+KALII CHLORIDUM*+NATRII CHLORIDUM*+SODIUM CITRAS*,True,101276.0,101287.08793605909,61451.85065121198,129002.03884550332,0.00010948236560581748,Damped ETS
DIACEREINUM,True,78940.86,68164.07155555763,37113.991679082494,89766.84081628388,-0.1365172414443213,Damped ETS
DIAZEPAMUM,True,22881.7,17809.905924667684,8809.768192325508,24071.65789181321,-0.22165285251237088,Damped ETS
DICLOFENACUM,True,11767579.209999999,11228812.423591634,7936053.089221748,13237153.249896748,-0.045783994889154855,Damped ETS
DICLOFENACUM+LEVOMENTHOLUM,True,56701.37,44975.291597041825,22672.746785577,60492.054562090154,-0.2068041460542872,Damped ETS
DICLOFENACUM+LEVOMENTHOLUM+METHYL SALICYLAT*,True,461141.92000000004,430762.7351388546,249380.19825756006,556957.7435819888,-0.06587816796431223,Damped ETS
DICLOFENACUM+LIDOCAINUM,True,320623.0,303925.1058323396,177813.35888361005,391666.03858480556,-0.0520795269449178,Damped ETS
DICLOFENACUM+LINUM USITATISSIMUM*&+MENTHOLUM*+METHYL SALICYLAT*,True,343810.44000000006,316345.9126246578,181113.77017819768,410432.2654304008,-0.07988276148723772,Damped ETS
DICLOFENACUM+NICOTINIC ACID,True,1473.22,687.576910561158,0.0,2544.922626017108,-0.5332829376731527,Damped ETS
DICLOFENACUM+PARACETAMOLUM,True,1530389.6300000001,1499909.6218246105,1071681.8062749943,1761097.0690670393,-0.01991650203183204,Damped ETS
DICLOFENACUM+PARACETAMOLUM+SERRAPEPTASUM,True,712404.06,708061.7716719838,427849.433380696,903016.5837754315,-0.006095260501486011,Damped ETS
DICYCLOVERINUM+NIMESULIDUM,True,248619.74000000002,584075.6602290295,486285.20309607603,652112.3509476478,1.3492730715148742,Damped ETS
DICYCLOVERINUM+PARACETAMOLUM,True,765052.22,855798.0430237481,641724.035640423,986367.430343076,0.11861389412574752,Damped ETS
DICYCLOVERINUM+SIMETICONUM,True,382992.57,351832.2533556841,201188.46900121297,456641.09529485914,-0.08136010744102917,Damped ETS
DIENOGESTUM,True,160680.86,176482.80897336482,113281.65386027488,220454.35353463583,0.09834369179605362,Damped ETS
DIENOGESTUM+ESTRADIOLI VALERAS,True,291051.34,299362.54135140736,184882.31710308878,379010.96348723385,0.02855579139888964,Damped ETS
DIENOGESTUM+ETHINYLESTRADIOLUM,True,274800.62,256399.3139103487,148311.0412324872,331600.6024010557,-0.06696238927572762,Damped ETS
DIGOXINUM,True,463093.50999999995,393145.4067770179,210995.24429111092,519874.48272919044,-0.1510453109631833,Damped ETS
DIHYDRALAZINUM+HYDROCHLOROTHIAZIDUM+RESERPINUM,True,0.0,0.9302768348837409,0.0,2.1910157031152,,Damped ETS
DILTIAZEMUM,True,1838.43,0.0,0.0,503.10041076315787,-1.0,Damped ETS
DIMENHYDRINATUM,True,674124.42,653681.1435987925,388525.46772089513,838160.4398502002,-0.030325672523786595,Damped ETS
DIMETHYLII FUMARATUM,True,1.46,1.1603084950163831,0.0,3.0009872426343134,-0.20526815409836774,Damped ETS
DIMETHYLIS SULFOXIDUM,True,995627.8400000001,862393.6716196116,583800.8697175346,1032314.7746089812,-0.13381924754172048,Damped ETS
DIMETHYLIS SULFOXIDUM+INDOMETACINUM+MENTHA PIPERITA,True,63433.16,40158.6773452765,15208.294428023913,57517.64605880114,-0.3669134984718325,Damped ETS
DIMETICONUM,True,22432.690000000002,18497.319097601903,9673.792012335729,24636.196048871512,-0.17543018257721654,Damped ETS
DIMETICONUM+GUAIAZULENUM,True,58.699999999999996,0.0,0.0,74.00537156518665,-1.0,Damped ETS
DIMETINDENUM,True,753390.52,698595.033613703,487784.1588462169,827174.150224318,-0.07273185012508121,Damped ETS
DIMETINDENUM+PHENYLEPHRINUM,True,847443.87,752488.1471481333,515359.6210936194,897119.093900265,-0.1120495719107234,Damped ETS
DINOPROSTONUM,True,2562.63,2029.1855543766892,0.0,5259.992800272674,-0.20816288173607223,Damped ETS
DIOSMECTITUM*,True,723418.6699999999,674398.4038265363,471974.13832631294,797862.3060909635,-0.06776195888539016,Damped ETS
DIOSMINUM,True,294760.36,290063.0512946885,174123.94545750142,370726.47508166777,-0.015936025811990162,Damped ETS
DIOSMINUM+HESPERIDINUM,True,2556145.0100000002,2344526.7790058632,1629275.987702245,2780777.114773868,-0.08278803830230941,Damped ETS
DIOXYDINUM*,True,65037.369999999995,54732.095388458605,29150.723036347572,72530.06842085879,-0.15845158885639732,Damped ETS
DIOXYDINUM*+LIDOCAINUM,True,198939.33000000002,212487.4670736282,134237.97641603407,266928.73415475036,0.06810185333200924,Damped ETS
DIPHENHYDRAMINUM,True,4007354.36,4171509.226144844,3050186.5446026083,4855433.525530104,0.040963401635597974,Damped ETS
DIPHENHYDRAMINUM+METAMIZOLUM NATRICUM,True,417606.32,433120.65369104955,268862.1240408679,547401.8126850231,0.03715061996918423,Damped ETS
DIPHENHYDRAMINUM+PARACETAMOLUM,True,0.0,18.866743030248188,12.601728483578938,20.127481898479648,,Damped ETS
