INN,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment
COFFEINUM*+PARACETAMOLUM+PROPYPHENAZONUM,0.18333333333333332,212.0305,0.9954238015685388,1.2244897959183674,0.6258759781954817,0,5,6,0.036292318491086384,0.7951988132754129,0.7662790948031808,Stable
COLCHICINUM*,0.16666666666666666,2861.8970000000004,0.7822823475110664,1.2,0.3433047260228541,10,0,0,0.027024513063446887,0.6856225546733901,0.7055199968374714,Stable
COLECALCIFEROLUM,0.0,54230.71433333333,0.43563616643258934,1.0,0.18977886950408265,0,0,0,0.8033143184101594,0.08815795591128839,0.7148412532511041,Seasonal
COLESTYRAMINUM,0.0,138.07833333333335,0.30637696356713323,1.0,0.09386684380461649,0,0,0,0.13188664657434523,0.1442071683351499,-0.2920882343197793,Stable
COLISTIMETHATUM NATRICUM,0.0,327.91700000000003,0.5099320681492661,1.0,0.2600307141269878,0,0,0,0.13797108549232062,0.000825932048410194,-0.09829879813100474,Stable
COLISTINUM,0.55,49.96399999999999,1.4224382416702934,2.2222222222222223,0.3604987481147343,33,0,0,0.08843296494902719,0.7798435139001365,0.5760240918021413,Intermittent
CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&,0.0,6786.1155,0.41361066690751414,1.0,0.17107378377967858,0,0,0,0.5094621358095424,0.8960398899533242,0.7588157928150443,Seasonal
COPPER GLUCONATE*+FERRI GLUCONAS*+MANGANESE GLUCONATE*,0.0,6994.119500000001,0.1435272520079248,1.0,0.020600072068946353,0,0,0,0.18332418564065367,0.04344471279210127,-0.14814868866786887,Stable
CORIANDRUM SATIVUM*&+HELICHRYSUM ARENARIUM*&+MENTHA PIPERITA+MENYANTHES TRIFOLIATA&,0.0,1511.9646666666667,0.332772668275245,1.0,0.11073764875102624,0,0,0,0.8259367261286302,0.8825652751953235,0.8693375240542665,Seasonal
CORIFOLLITROPIN ALFA,0.11666666666666667,17.291,2.590175406108513,1.1320754716981132,5.809624293728302,0,0,7,0.15511650651911535,0.008663606116323108,-0.06707030303138807,Lumpy / volatile
CORTEXINUM*,0.3333333333333333,112.08899999999998,1.8380829232511604,1.5,1.9190325551650222,0,20,0,0.1155438794436554,0.8181150655724634,0.25164168924483643,Potential discontinued
CRATAEGUS L.*&,0.0,1144638.3244999999,0.38103821789084963,1.0,0.1451901234934346,0,0,0,0.11749866762840422,0.9147224365816795,0.8849939140658513,Stable
CRATAEGUS L.*&+GINKGO BILOBA*&+VISCUM ALBUM*,0.0,4244.2075,0.32389269250341934,1.0,0.10490647625711455,0,0,0,0.33172590271207525,0.24088402710890378,0.1648992888025089,Stable
CRATAEGUS L.*&+HERBA MELISSAE+HUMULUS LUPULUS*&,0.95,0.09949999999999999,4.891159851625947,20.0,0.24617223470787775,2,17,38,0.16321225973589049,0.002923400584274871,-0.042977885511503236,Potential discontinued
CRATAEGUS L.*&+HERBA MELISSAE+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&+VALERIANA OFFICINALIS*&,0.0,24532.985666666667,0.35427964100202847,1.0,0.12551406402852622,0,0,0,0.6273046800198159,0.4453116075951987,0.44791658104639065,Seasonal
CRATAEGUS L.*&+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&+MENTHA PIPERITA+VALERIANA OFFICINALIS*&,0.0,3709.3466666666664,0.5617894694237222,1.0,0.3156074079553874,0,0,0,0.07828384584838888,0.15314940410323452,0.11479970094041167,Stable
CRATAEGUS L.*&+PASSIFLORA INCARNATA*&,0.23333333333333334,956.0134999999999,1.0544470204928051,1.3043478260869565,0.6190915312533849,0,14,0,0.01880496432560952,0.49950706428333413,0.300854772405217,Potential discontinued
CRATAEGUS L.*&+VALERIANA OFFICINALIS*&+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&,0.0,103637.09383333335,0.18934103215540424,1.0,0.035850026457673816,0,0,0,0.6101678699432294,0.05607842813386221,0.4614190846412806,Seasonal
CRATAEGUS L.+LEONURUS CARDIACA/QUINQUELOBATUS GILIB.+TAURINUM,0.0,46203.24233333333,0.3286425014178925,1.0,0.10800589373820947,0,0,0,0.752224282478289,0.2855774888943561,0.6324736582924954,Seasonal
CRATAEGUS+VALERIANA+QUERCUS+HYPERICUM+MATRICARIA+THYMUS+ACHILLEA*&,0.6,47.30616666666666,2.072348304407475,2.5,1.117850997912214,19,17,0,0.021994777735428017,0.009008637230533023,0.025889287658891428,Potential discontinued
CRIDANIMODUM,0.0,8078.478666666667,0.9366057334933926,1.0,0.877230300012696,0,0,0,0.22251627483049363,0.8151572754323257,0.7732054336462942,Stable
CRIZOTINIBUM,0.0,15.15033333333333,0.7255634861562604,1.0,0.526442372443226,0,0,0,0.11275357218633764,0.09422607038599828,0.016028279715456662,Stable
CUCURBITA PEPO/MAXIMA/MOSCHATA*&,0.0,5609.877166666668,0.26412872535423404,1.0,0.06976398355725238,0,0,0,0.3936312171612054,0.3527285095936826,0.42080455478992745,Stable
CURCUMA LONGA*&+GLYCYRRHIZA GLABRA/URALENSIS*&+TERMINALIA BELERICA*+ZINGIBER OFFICINALE*,0.9,0.0815,3.89499373559621,10.0,0.6170976200333722,0,51,3,0.13901945448252695,0.18071919946066328,,Potential discontinued
CYANAMIDUM*,0.016666666666666666,414.82216666666665,1.3669296790949022,1.0169491525423728,1.8206884684639844,0,0,1,0.14906444486182024,0.7708004021007212,0.6650819336103002,Lumpy / volatile
CYANOCOBALAMINUM,0.0,50661.11933333333,0.19040650289277236,1.0,0.03625463634385534,0,0,0,0.28676309881911566,0.6605155646427893,0.47013978457427846,Stable
CYANOCOBALAMINUM+DICLOFENACUM+PYRIDOXINUM+THIAMINUM,0.0,3818.5165,0.36050763520522,1.0,0.12996575504125998,0,0,0,0.10550263142630378,0.0010262648721762746,-0.16235186172663574,Stable
CYANOCOBALAMINUM+LIDOCAINUM+PYRIDOXINUM+THIAMINUM,0.0,199.6243333333333,0.8505205333479886,1.0,0.7233851776465472,0,0,0,0.09576470626599753,0.5765500559888694,0.4387109176557549,Stable
CYANOCOBALAMINUM+NICOTINAMIDUM+PHOSPHOLIPIDES*+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM+TOCOPHEROLI ACETAS*,0.0,10374.479166666668,0.5378192199194901,1.0,0.2892495133148089,0,0,0,0.29621173092080844,0.8360389491098227,0.9088556574026215,Stable
CYANOCOBALAMINUM+OCTOTIAMINUM+PYRIDOXINUM+RIBOFLAVINUM,0.43333333333333335,592.3903333333334,3.9095258896828238,1.7647058823529411,8.22782251985682,0,8,18,0.1445043283852656,0.7621749284525929,0.5269051322623226,Potential discontinued
CYANOCOBALAMINUM+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM,0.9666666666666667,0.12583333333333332,5.622917481161905,30.0,0.08724003333187139,4,50,4,0.19469168060019904,0.08446243468657322,,Potential discontinued
CYANOCOBALAMINUM+PYRIDOXINUM+THIAMINUM,0.0,213878.6888333333,0.140006090668962,1.0,0.01960170542440561,0,0,0,0.314212163000014,0.09736229932508778,-0.04748077979017076,Stable
CYCLAMEN EUROPAEUM/CAUCASIUM*&,0.13333333333333333,1600.305,0.8210100321000088,1.1538461538461537,0.4508498097676765,0,1,7,0.02017280026396373,0.6335620742377788,0.42892710861057065,Stable
CYCLOBENZAPRINUM,0.0,9233.419499999998,0.34528077438022753,1.0,0.1192188131566096,0,0,0,0.27406194070676837,0.11089234811732829,0.12214013030792815,Stable
CYCLOPENTOLATUM,0.0,5136.699666666667,0.23246341371475177,1.0,0.05403923871591584,0,0,0,0.4539123405968063,0.007135469777187486,0.2591908705333082,Stable
CYCLOPHOSPHAMIDUM,0.0,1203.523,0.5905591156760498,1.0,0.348760069108078,0,0,0,0.16751299253343577,0.6948173771150751,0.3307643442178061,Stable
CYNARA SCOLYMUS*&,0.0,45144.60316666667,0.1951263498756764,1.0,0.03807429241580487,0,0,0,0.46176856060191807,0.4444095035920629,0.4085836647842793,Stable
CYPROHEPTADINUM,0.0,444.9663333333334,0.3115971139394284,1.0,0.0970927614153811,0,0,0,0.13422728505962156,0.28143137665662876,-0.2923932162504056,Stable
CYPROTERONUM,0.0,312.0066666666666,0.2998382212827551,1.0,0.08990295894200642,0,0,0,0.23079908447994857,0.6487366350328767,0.36900256438678103,Stable
CYPROTERONUM+ESTRADIOLI VALERAS,0.26666666666666666,204.81333333333333,0.7816980015770374,1.3636363636363635,0.18143796149099156,0,13,3,0.0409289566747606,0.7068272014444623,0.36202319362925894,Potential discontinued
CYPROTERONUM+ETHINYLESTRADIOLUM,0.0,7718.6449999999995,0.14768960895500607,1.0,0.021812220593282604,0,0,0,0.36777373003466896,0.4616171354637215,0.190490795347378,Stable
CYTARABINUM,0.0,55.952666666666666,0.8495098125647321,1.0,0.7216669216437662,0,0,0,0.10543951304824029,0.09908175780370876,-0.07804873578495061,Stable
CYTISINUM*,0.0,12304.467166666667,0.3852322837636525,1.0,0.14840391245375925,0,0,0,0.33175139160182054,0.6531216859809335,0.5372675628600415,Stable
CYTOCHROMUM C*,0.0,372.2048333333333,1.0126086327300436,1.0,1.0253762430794087,0,0,0,0.09850397976257619,0.46335822515837755,0.3311102776505482,Lumpy / volatile
DABIGATRANUM ETEXILATUM,0.0,9840.155166666667,0.22443271523225605,1.0,0.05037004366652294,0,0,0,0.19996631677840038,0.4234024750028329,0.254945309364366,Stable
DABRAFENIBUM,0.9833333333333333,0.016666666666666666,7.681145747868609,60.0,0.0,56,3,0,0.18822700395224579,0.04331604222080421,,Launch / lifecycle
DACARBAZINUM,0.0,54.31883333333334,0.9004948857922298,1.0,0.8108910393379609,0,0,0,0.1550585271063495,0.4588412686105209,0.3313530095478594,Stable
DACLATASVIRUM,0.3333333333333333,4.470166666666667,1.672360702301453,1.5,1.5311935457348065,7,6,7,0.08550329650883659,0.0063284448667589865,-0.20276729295170043,Potential discontinued
DALARGINUM*,0.0,2716.1133333333337,0.28697069900032124,1.0,0.08235218208473295,0,0,0,0.48280800771195154,0.5799041508110994,0.45855032585797606,Stable
DALTEPARINUM NATRICUM,0.18333333333333332,4.315666666666666,1.8060933471017504,1.2244897959183674,2.480611429063582,0,9,2,0.3268780701800763,0.32746411835064704,0.4473626923610367,Potential discontinued
DAPAGLIFLOZINUM,0.0,15843.699166666664,0.514742727964438,1.0,0.2649600759922714,0,0,0,0.2689314828818823,0.9254333657372715,0.8590032685643123,Stable
DAPAGLIFLOZINUM+METFORMINUM,0.0,7939.840166666667,0.39368668571626353,1.0,0.15498920651025608,0,0,0,0.2406518210747084,0.907686912656531,0.7708871724864715,Stable
DAPOXETINE,0.4166666666666667,42.417,1.2856499369366794,1.7142857142857142,0.5475225268680847,0,24,1,0.03399778968594469,0.8075537692205876,0.4521104932878579,Potential discontinued
DAPTOMYCINUM,0.95,0.028833333333333332,4.574920847964932,20.0,0.09649503825720872,32,9,16,0.17334798271150342,0.030672949977298525,-0.049058262603952005,Potential discontinued
DARATUMUMABUM,0.75,0.011833333333333335,1.7557116246318152,4.0,0.02063082721682206,25,8,12,0.10483822752843985,0.03779143073954372,-0.21067543109465206,Potential discontinued
DARBEPOETIN ALFA,0.0,34.3585,0.7485410073104385,1.0,0.560313639625326,0,0,0,0.10112499725224033,0.15235437112102745,-0.25730231395022646,Stable
DARUNAVIRUM,0.9833333333333333,0.002,7.681145747868609,60.0,0.0,37,22,0,0.19348935239887388,0.010843006878186179,-0.021276595744680857,Potential discontinued
DASATINIBUM,0.9833333333333333,0.0011666666666666668,7.681145747868608,60.0,0.0,47,12,0,0.18191400030399174,0.010843006878183958,-0.021276595744680854,Potential discontinued
DECAMETOXINUM*,0.0,616343.0851666665,0.4126466962757365,1.0,0.17027729594727994,0,0,0,0.6852387585463862,0.4977086750093741,0.5572823294969241,Seasonal
DECAMETOXINUM*+ZINCI SULFAS*,0.0,1634.3433333333332,0.21751597112749915,1.0,0.04731319769553903,0,0,0,0.24061902826095782,0.4843227310746647,0.48578711375125033,Stable
DEFERASIROXUM,0.5,0.24799999999999997,2.119830329959982,2.0,1.746840313909123,7,0,23,0.26539954346819594,0.07569179469293619,0.05193947472823551,Lumpy / volatile
DEGARELIX,0.016666666666666666,32.5635,0.8943747312116563,1.0169491525423728,0.769907723832757,0,0,1,0.16150120648201904,0.6556005245535577,0.6013845453476675,Stable
DEMOXYTOCINUM,0.0,2461.8566666666666,0.24929991967911805,1.0,0.062150449952014714,0,0,0,0.26175177421277884,0.7105975509388724,0.5465779774637153,Stable
DENOSUMAB,0.0,143.235,0.39221987305977263,1.0,0.15383642882302417,0,0,0,0.1977373330110399,0.1582337097395543,0.02988682620054611,Stable
DENOTIVIRUM,0.3,633.7436666666666,0.9309787426971338,1.4285714285714286,0.3067049935477554,0,18,0,0.05094296119639974,0.7279363041717565,0.287269442885658,Potential discontinued
DEQUALINII CHLORIDUM,0.0,13672.638,0.19564983109293382,1.0,0.03827885640669354,0,0,0,0.41636303631376215,0.03345500462003692,0.1261348167422897,Stable
DEQUALINII CHLORIDUM+ENOXOLONUM+HYDROCORTISONUM+LIDOCAINUM+TYROTHRICINUM,0.0,8304.277666666667,0.4025316130981938,1.0,0.162031699543434,0,0,0,0.487275877963524,0.009391236927582813,0.17939364158106458,Stable
DEQUALINII CHLORIDUM+MURAMIDASE,0.0,70565.861,0.5804946832117996,1.0,0.33697407723716755,0,0,0,0.5498395789598554,0.4537101538759444,0.4308730685934908,Seasonal
DESLORATADINUM,0.0,149701.75549999997,0.3448726968647797,1.0,0.11893717704278622,0,0,0,0.5032238176141894,0.0713431716590428,0.14589651047882604,Seasonal
DESMOPRESSINUM,0.0,3098.7050000000004,0.17094449516258295,1.0,0.029222020426390355,0,0,0,0.4160608672256204,0.23690581839806135,0.51315784457223,Stable
DESOGESTRELUM,0.0,1259.8778333333332,0.16018618597843629,1.0,0.02565961417831817,0,0,0,0.31966495324122124,0.0038223939206265545,-0.06532716210444273,Stable
DESOGESTRELUM+ETHINYLESTRADIOLUM,0.0,22578.6845,0.16433416995603276,1.0,0.02700571941513826,0,0,0,0.3468666127418527,0.3622263014213054,0.28735153964849214,Stable
DESVENLAFAXINUM,0.0,615.2565,0.24259285742148065,1.0,0.05885129447191885,0,0,0,0.326472040905075,0.365532268458053,0.18387607756115876,Stable
DEXAMETHASONUM,0.0,181503.2276666667,0.25578340848457276,1.0,0.0654251520559858,0,0,0,0.19240223436806148,0.10875435331869465,-0.05200354642532101,Stable
DEXAMETHASONUM+FRAMYCETINUM+GRAMICIDINUM,0.7666666666666667,83.35083333333334,1.912106479933499,4.285714285714286,0.08643527780752508,0,46,0,0.04909141818590668,0.5466801080737868,0.23168760655069068,Potential discontinued
DEXAMETHASONUM+GENTAMICINUM,0.16666666666666666,405.044,0.6429164042674899,1.2,0.17778458573019865,0,9,1,0.02809893826538956,0.6379489247582903,0.742429057280304,Potential discontinued
DEXAMETHASONUM+NEOMYCINUM+PHENYLEPHRINUM+POLYMYXINUM B,0.0,19508.614333333328,0.42388772645966144,1.0,0.1796808046431408,0,0,0,0.5290771795274011,0.020775216307808764,0.22763364884806386,Seasonal
DEXAMETHASONUM+NEOMYCINUM+POLYMYXINUM B,0.0,16390.591,0.19913552897472706,1.0,0.03965495890004436,0,0,0,0.22426466505977438,0.0027312245861247364,-0.4015980288898221,Stable
DEXAMETHASONUM+TOBRAMYCINUM,0.0,64768.206666666665,0.1866636227054391,1.0,0.03484330804151853,0,0,0,0.23768492274757635,0.07234951495893494,-0.2817894295061008,Stable
DEXIBUPROFENUM,0.0,31899.504499999995,0.26832647213050415,1.0,0.0719990956460022,0,0,0,0.08903182508372631,0.2394819198481729,-0.20976452226198708,Stable
DEXKETOPROFENUM,0.0,236052.37033333333,0.14792648979505937,1.0,0.02188224638308781,0,0,0,0.18828356974903193,0.2146746396346041,-0.29344073221730377,Stable
DEXLANSOPRAZOLUM,0.0,4812.602666666668,0.30301271615223596,1.0,0.09181670614995552,0,0,0,0.24413228825606026,0.3055587171266737,0.261917364838488,Stable
DEXMEDETOMIDINE,0.0,289.80749999999995,1.132259128825699,1.0,1.2820107348091305,0,0,0,0.13086785443737736,0.23091682964866977,-0.01123671568621675,Lumpy / volatile
DEXPANTHENOLUM,0.0,107295.81866666667,0.23412501388396373,1.0,0.05481452212616621,0,0,0,0.3414154893239847,0.4614410513845596,0.2548354137684987,Stable
DEXPANTHENOLUM+DIMETHYLIS SULFOXIDUM+HEPARINUM NATRICUM,0.0,39492.87683333333,0.2315431609841294,1.0,0.05361223539852245,0,0,0,0.27186465366944945,0.8524135177157016,0.6676321142207838,Stable
DEXPANTHENOLUM+HEPARINUM NATRICUM+TROXERUTINUM,0.0,1273.3603333333335,0.748772739947281,1.0,0.5606606160881584,0,0,0,0.1302092937866416,0.5726323554441879,0.6682684300465016,Stable
DEXPANTHENOLUM+HYALURONIC ACID*,0.0,4190.377166666668,0.22628298169139965,1.0,0.05120398780315032,0,0,0,0.19851705188013158,0.6621686113633642,0.3069205075122438,Stable
DEXPANTHENOLUM+LIDOCAINUM+PREDNISOLONUM,0.0,6148.316666666666,0.33121209851186767,1.0,0.10970145420063511,0,0,0,0.07714137886984695,0.1341532877257875,-0.03922707619855997,Stable
DEXPANTHENOLUM+MYRAMISTINUM*,0.0,49798.61483333334,0.29506844092125156,1.0,0.08706538482769811,0,0,0,0.7920682959935268,0.7349295525792305,0.7639261791748042,Seasonal
DEXPANTHENOLUM+NICOTINAMIDUM+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM,0.36666666666666664,64.89316666666667,1.1731743206713978,1.5789473684210527,0.505014058232438,19,2,1,0.053247873391698564,0.21514607685952036,-0.01979645514487849,Lumpy / volatile
DEXPANTHENOLUM+TROXERUTINUM,0.5333333333333333,1.5081666666666669,2.128815245999494,2.142857142857143,1.5815320307466127,0,32,0,0.13973851132764292,0.576897307739233,0.07268558826763277,Potential discontinued
DEXPANTHENOLUM+XYLOMETAZOLINUM,0.0,72459.36216666667,0.45153821618859685,1.0,0.20388676067878006,0,0,0,0.6492541009630288,0.5250316220800995,0.6616100665638719,Seasonal
DEXTRANUM+NATRII CHLORIDUM*,0.0,6006.382333333332,0.805012864952481,1.0,0.6480457127390016,0,0,0,0.16212802522029912,0.7177129059967706,0.24262449386261614,Stable
DEXTROMETHORPHANUM+DOXYLAMINUM+PARACETAMOLUM,0.5333333333333333,89.18966666666667,1.6015042371361297,2.142857142857143,0.6635807167303222,0,24,8,0.12774864349307435,0.8108278998995189,0.8031682985025972,Potential discontinued
DEXTROMETHORPHANUM+LEVOCETIRIZINUM,0.2,2553.2855,0.6858117677667687,1.25,0.17627022464590414,12,0,0,0.030619302433398166,0.6156346577524838,0.5682424539601604,Stable
DEXTROSUM*,0.0,163784.12,0.4185280600728413,1.0,0.17516573706833583,0,0,0,0.2179878936783819,0.8815049688050539,0.7358989262178725,Stable
DEXTROSUM*+GLYCINUM+SODIUM FORMATE*,0.0,47102.633499999996,0.33217960486959675,1.0,0.11034328989132143,0,0,0,0.371104330124123,0.4024508011299478,0.36998061638107677,Stable
DEXTROSUM*+KALII CHLORIDUM*,0.0,4755.178833333333,0.4529931557122273,1.0,0.20520279912212216,0,0,0,0.18791373150550927,0.8860132017098669,0.7974058022493125,Stable
DEXTROSUM*+KALII CHLORIDUM*+NATRII CHLORIDUM*+SODIUM CITRAS*,0.0,9363.951499999997,0.21876549474043466,1.0,0.04785834168902715,0,0,0,0.4003525807597823,0.08513627273697033,-0.0037856349341534442,Stable
DIACEREINUM,0.0,7312.425333333334,0.194792845259033,1.0,0.037944252564109576,0,0,0,0.11949668155841242,0.40677978183415053,-0.11707766979546835,Stable
DIAZEPAMUM,0.0,2891.0105,0.33214694183878424,1.0,0.11032159097285674,0,0,0,0.39262845037257244,0.825155732370065,0.7358796780546362,Stable
DICLOFENACUM,0.0,1169277.5901666665,0.14928306513150894,1.0,0.022285433535058335,0,0,0,0.15513396203052,0.7992184506153203,0.5517932207139338,Stable
DICLOFENACUM+LEVOMENTHOLUM,0.0,6902.061333333334,0.2267783284201104,1.0,0.05142841024101944,0,0,0,0.15427928748634678,0.8512347024511628,0.7427030889031505,Stable
DICLOFENACUM+LEVOMENTHOLUM+METHYL SALICYLAT*,0.0,44709.04433333333,0.18869164270409572,1.0,0.035604536026370114,0,0,0,0.23722386291026887,0.3157418105640676,0.20788006122885588,Stable
DICLOFENACUM+LIDOCAINUM,0.0,30954.295666666676,0.11485714891553767,1.0,0.013192164657005994,0,0,0,0.17446696492041136,0.5071633304244553,0.1297929672782674,Stable
DICLOFENACUM+LINUM USITATISSIMUM*&+MENTHOLUM*+METHYL SALICYLAT*,0.0,38368.07583333333,0.24994987747327518,1.0,0.062474941248905264,0,0,0,0.5836429512200165,0.8856244808012855,0.8380999933393388,Seasonal
DICLOFENACUM+NICOTINIC ACID,0.0,419.0433333333333,0.5219345915608349,1.0,0.2724157178677756,0,0,0,0.0865400815071884,0.8274609632319707,0.7257236963517257,Stable
DICLOFENACUM+PARACETAMOLUM,0.0,135820.80383333334,0.12772727889698812,1.0,0.01631425777442899,0,0,0,0.168299713134469,0.2700857014008664,-0.27479990380214714,Stable
DICLOFENACUM+PARACETAMOLUM+SERRAPEPTASUM,0.0,49175.89616666667,0.18577975053007031,1.0,0.03451411570701517,0,0,0,0.2657697421275388,0.6359947082587145,0.22022467021262437,Stable
DICYCLOVERINUM+NIMESULIDUM,0.15,6487.903166666666,1.6883809246429708,1.1764705882352942,2.2730356246935153,0,0,9,0.009171242026142723,0.010821681573135122,-0.08581128255624476,Lumpy / volatile
DICYCLOVERINUM+PARACETAMOLUM,0.0,57958.933666666664,0.33902815762302696,1.0,0.11494009166126404,0,0,0,0.07942806149950443,0.46003480191572266,0.040881472519272925,Stable
DICYCLOVERINUM+SIMETICONUM,0.0,34253.085166666664,0.15463056186093918,1.0,0.02391061066142974,0,0,0,0.4116546694659391,0.09072191720150802,0.286264777933423,Stable
DIENOGESTUM,0.0,8563.726166666665,0.4126645191530604,1.0,0.17029200536782657,0,0,0,0.21855810358776995,0.8655917870991368,0.6250542152820533,Stable
DIENOGESTUM+ESTRADIOLI VALERAS,0.0,18699.956833333334,0.22251943669535626,1.0,0.04951489970721866,0,0,0,0.32514051481389195,0.6746917152441407,0.3461392255820048,Stable
DIENOGESTUM+ETHINYLESTRADIOLUM,0.0,22477.22783333333,0.11831013690518499,1.0,0.013997288494523615,0,0,0,0.3728916380783246,0.034845863275385525,-0.0689879467583732,Stable
DIGOXINUM,0.0,50538.05716666666,0.22614627009179836,1.0,0.05114213547643261,0,0,0,0.4461519296494927,0.904832555976053,0.8524238995519102,Stable
