SKU,INN,ATC4,ATC5,allocated_direct_2024
111615,UNKNOWN_SKU_111615,M09A X Other drugs for disorders of the musculo-skeletal system,M09A X15** Other drugs,18.868286268414302
102118,SORAFENIBUM,L01E X Other protein kinase inhibitors,L01E X02 Sorafenib,23.274957475940106
419910,PEMBROLIZUMABUM,L01F F PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors,L01F F02 Pembrolizumab,8366.04315696868
295288,TRASTUZUMABUM EMTANSINUM,L01F D HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,L01F D03 Trastuzumab emtansine,0.0
447002,OCRELIZUMABUM,L04A A Selective immunosuppressants,L04A A36 Ocrelizumab,32.10839443903854
426961,ATEZOLIZUMABUM,L01F F PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors,L01F F05 Atezolizumab,0.0
136632,EVEROLIMUSUM,L01E G Mammalian target of rapamycin (mTOR) kinase inhibitors,L01E G02 Everolimus,11.821421882951945
83277,PEMETREXEDUM,L01B A Folic acid analogues,L01B A04 Pemetrexed,0.0
156475,DEXAMETHASONUM,"S01B A Corticosteroids, plain",S01B A01 Dexamethasone,1.8387390893357538
355119,ADALIMUMAB,L04A B Tumor necrosis factor alpha inhibitors,L04A B04 Adalimumab,0.0
188093,ABIRATERONE,L02B X Other hormone antagonists and related agents,L02B X03 Abirateronum,0.0
412521,PALBOCICLIBUM,L01E F Cyclin-dependent kinase (CDK) inhibitors,L01E F01 Palbociclib,15.105111071454644
183766,AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*,R02A A Antiseptics,R02A A20 Various,0.0
95414,CURCUMA LONGA*&+GLYCYRRHIZA GLABRA/URALENSIS*&+TERMINALIA BELERICA*+ZINGIBER OFFICINALE*,R05X OTHER COLD PREPARATIONS,R05X OTHER COLD PREPARATIONS,0.17094734224964428
189171,IMMUNOGLOBULINUM HUMANUM*,"J06B A Immunoglobulins, normal human","J06B A02 Immunoglobulins, normal human, for intravascular adm.",0.0
92494,LEVOSIMENDANUM,C01C X Other cardiac stimulants,C01C X08 Levosimendan,40.57633190672646
170781,FULVESTRANTUM,L02B A Anti-estrogens,L02B A03 Fulvestrant,151.66372983703837
265228,LANREOTIDUM,H01C B Somatostatin and analogues,H01C B03 Lanreotide,133.69847779464584
316951,RITUXIMABUM,L01F A CD20 (Clusters of Differentiation 20) inhibitors,L01F A01 Rituximab,14.259729861479647
88289,ERLOTINIBUM,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,L01E B02 Erlotinib,0.0
295287,TRASTUZUMABUM EMTANSINUM,L01F D HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,L01F D03 Trastuzumab emtansine,0.0
174362,VEMURAFENIBUM,L01E C B-Raf serine-threonine kinase (BRAF) inhibitors,L01E C01 Vemurafenibum,3.344538096456492
412555,PALBOCICLIBUM,L01E F Cyclin-dependent kinase (CDK) inhibitors,L01E F01 Palbociclib,83.83659403440905
159567,IODIXANOLUM,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B09 Iodixanol,0.09165208670841024
75118,UROFOLLITROPINUM,G03G A Gonadotropins,G03G A04 Urofollitropin,1.156983245963321
231103,LAPATINIB,L01E H Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,L01E H01 Lapatinib,0.33852882445711585
149425,MENOTROPINUM*,G03G A Gonadotropins,G03G A02 Human menopausal gonadotropin,0.0
137257,IOHEXOLUM,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B02 Iohexol,1.3384591273393012
384032,PACLITAXELUM,L01C D Taxanes,L01C D01 Paclitaxel,0.0
435144,SOMATROPINUM,H01A C Somatropin and somatropin agonists,H01A C01 Somatropin,0.2950107345474673
123875,CETUXIMABUM,L01F E EGFR (Epidermal Growth Factor Receptor) inhibitors,L01F E01 Cetuximab,17.974128091463204
138747,GADODIAMIDUM,V08C A Paramagnetic contrast media,V08C A03 Gadodiamide,0.016405179479567954
140727,ARTICAINUM+EPINEPHRINUM,N01B B Amides,"N01B B58 Articaine, combinations",740.9970513438553
66678,LINEZOLIDUM,J01X X Other antibacterials,J01X X08 Linezolid,8.833732337617553
188001,TEMOZOLOMIDUM,L01A X Other alkylating agents,L01A X03 Temozolomide,6.381108213146513
185929,CEFEPIMUM,J01D E Fourth-generation cephalosporins,J01D E01 Cefepime,0.0
10705,UNKNOWN_SKU_10705,B05B A Solutions for parenteral nutritions,B05B A01 Amino acids,612.4398203631415
108746,OLANZAPINUM,"N05A H Diazepines, oxazepines, thiazepines and oxepines",N05A H03 Olanzapine,0.0
149426,MENOTROPINUM*,G03G A Gonadotropins,G03G A02 Human menopausal gonadotropin,0.0
378920,UNKNOWN_SKU_378920,B05A A Plasma substitutes and plasma protein fractions,B05A A Plasma substitutes and plasma protein fractions,47.9835721725615
184858,PALIPERIDONUM,N05A X Other antipsychotics,N05A X13 Paliperidone,2.5436282043188037
184856,PALIPERIDONUM,N05A X Other antipsychotics,N05A X13 Paliperidone,4.591248908795441
161396,CHLORHEXIDINUM,A01A B Antiinfectives and antiseptics for local oral treatment,A01A B03 Chlorhexidine,0.0
330895,IMATINIBUM,L01E A BCR-ABL tyrosine kinase inhibitors,L01E A01 Imatinib,106.0778174901051
406440,UNKNOWN_SKU_406440,B02B X Other systemic hemostatics,B02B X19** Recombinant thrombopoietin,59.74281158624348
139412,TOCILIZUMAB,L04A C Interleukin inhibitors,L04A C07 Tocilizumab,13.063463323950222
147057,UNKNOWN_SKU_147057,B02B D Blood coagulation factors,"B02B D01 Coagulation factor IX, II, VII and X in combination",46.83206760542782
132997,PROCAINUM,N01B A Esters of amino benzoic acid,N01B A02 Procaine,0.0
386946,CITICOLINUM,N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,11.560854298729971
105312,FOLLITROPINUM BETA,G03G A Gonadotropins,G03G A06 Follitropin beta,0.0
554599,UNKNOWN_SKU_554599,B05A A Plasma substitutes and plasma protein fractions,B05A A Plasma substitutes and plasma protein fractions,0.13829714455487327
554602,UNKNOWN_SKU_554602,B05A A Plasma substitutes and plasma protein fractions,B05A A Plasma substitutes and plasma protein fractions,8.995494221852109
81722,SEVOFLURAN,N01A B Halogenated hydrocarbons,N01A B08 Sevoflurane,65.44158695574016
184855,PALIPERIDONUM,N05A X Other antipsychotics,N05A X13 Paliperidone,0.4960074998421668
177911,MELPHALANUM,L01A A Nitrogen mustard analogues,L01A A03 Melphalan,0.0
30646,BOTULINUM TOXIN,"M03A X Other muscle relaxants, peripherally acting agents",M03A X01 Botulinum toxin,6106.048667082242
326369,GLATIRAMERI ACETAS*,L03A X Other immunostimulants,L03A X13 Glatiramer acetate,296.2931941103704
47077,UROKINASUM,B01A D Enzymes,B01A D04 Urokinase,0.02916476351923192
39250,FOSFOMYCINUM,J01X X Other antibacterials,J01X X01 Fosfomycin,5.412052764836236
105640,LAPATINIB,L01E H Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,L01E H01 Lapatinib,338.64166739860156
134339,DEGARELIX,L02B X Other hormone antagonists and related agents,L02B X02 Degarelix,62.94589777741867
86272,HYDROXYETHYLAMYLUM*,B05A A Plasma substitutes and plasma protein fractions,B05A A07 Hetastarch,0.0
189169,IMMUNOGLOBULINUM HUMANUM*,"J06B A Immunoglobulins, normal human","J06B A02 Immunoglobulins, normal human, for intravascular adm.",70.73014613676865
173999,SOMATROPINUM,H01A C Somatropin and somatropin agonists,H01A C01 Somatropin,92.56228372391739
37688,MORPHINUM*,N02A A Natural opium alkaloids,N02A A01 Morphine,1.4560017345683236
37686,FENTANYLUM,N02A B Phenylpiperidine derivatives,N02A B03 Fentanyl,106.26271361731287
5438,UNKNOWN_SKU_5438,B02B C Local hemostatics,"B02B C30 Fibrinogen, human",0.5226363025508809
121394,SUNITINIBUM,L01E X Other protein kinase inhibitors,L01E X01 Sunitinib,5.322549233783273
74519,ATORVASTATINUM,C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,1906.5754974813358
9176,METHOTREXATUM,L01B A Folic acid analogues,L01B A01 Methotrexate,2.7299637375929264
91723,ACIDUM IBANDRONICUM,M05B A Bisphosphonates,M05B A06 Ibandronic acid,1.4078186889215472
324139,DOCETAXELUM,L01C D Taxanes,L01C D02 Docetaxel,27.02811965571721
502464,BORTEZOMIBUM,L01X G Proteasome inhibitors,L01X G01 Bortezomib,0.0
118088,TIOGUANINUM,L01B B Purine analogues,L01B B03 Tioguanine,1.140996839791956
188966,AXITINIB,L01E K Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,L01E K01 Axitinib,66.39957009730001
401846,BORTEZOMIBUM,L01X G Proteasome inhibitors,L01X G01 Bortezomib,0.0
307571,QUETIAPINUM,"N05A H Diazepines, oxazepines, thiazepines and oxepines",N05A H04 Quetiapine,0.0
438609,CARBETOCINUM,H01B B Oxytocin and derivatives,H01B B03 Carbetocin,26.170910561765687
138891,CORIFOLLITROPIN ALFA,G03G A Gonadotropins,G03G A09 Corifollitropin alfa,480.3063195524687
443814,GLIMEPIRIDUM,A10B B Sulfonylureas,A10B B12 Glimepiride,0.0
42547,MEPIVACAINUM,N01B B Amides,N01B B03 Mepivacaine,0.0
69314,PEGINTERFERONUM ALFA-2A,L03A B Interferons,L03A B11 Peginterferon alfa-2a,1.773375522071037
389852,GOSERELINUM,L02A E Gonadotropin releasing hormone analogues,L02A E03 Goserelin,0.0
317427,IRINOTECAN,L01C E Topoisomerase 1 (TOP1) inhibitors,L01C E02 Irinotecan,83.04351500094914
92373,FONDAPARINUXUM NATRICUM,B01A X Other antithrombotic agents,B01A X05 Fondaparinux,7.036287619114064
110762,GADOBUTROLUM,V08C A Paramagnetic contrast media,V08C A09 Gadobutrol,527.1674403434073
105376,HEPARIN SODIUM,B01A B Heparin group,B01A B01 Heparin,0.0
50320,SULPIRIDUM,N05A L Benzamides,N05A L01 Sulpiride,0.0
86270,HYDROXYETHYLAMYLUM*,B05A A Plasma substitutes and plasma protein fractions,B05A A07 Hetastarch,0.0
10600,IOPROMIDUM,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B05 Iopromide,0.0
285543,DOCETAXELUM,L01C D Taxanes,L01C D02 Docetaxel,0.0
142426,IMMUNOGLOBULINUM HUMANUM*,"J06B A Immunoglobulins, normal human","J06B A02 Immunoglobulins, normal human, for intravascular adm.",0.0
36216,METRONIDAZOLUM,J01X D Imidazole derivatives,J01X D01 Metronidazole,0.0
110761,GADOBUTROLUM,V08C A Paramagnetic contrast media,V08C A09 Gadobutrol,128.21424565570751
73962,VORICONAZOLUM,J02A C Triazole and tetrazole derivatives,J02A C03 Voriconazole,2.8481308206980986
99390,GENTAMICINUM,J01G B Other aminoglycosides,J01G B03 Gentamicin,0.0
281487,MEROPENEMUM,J01D H Carbapenems,J01D H02 Meropenem,2.1825766476788417
437374,BORTEZOMIBUM,L01X G Proteasome inhibitors,L01X G01 Bortezomib,6.340323767868308
360356,IMATINIBUM,L01E A BCR-ABL tyrosine kinase inhibitors,L01E A01 Imatinib,230.35564242145355
410903,DICLOFENACUM,M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,26881.638935019862
330891,IMATINIBUM,L01E A BCR-ABL tyrosine kinase inhibitors,L01E A01 Imatinib,208.63788576453356
305398,PACLITAXELUM,L01C D Taxanes,L01C D01 Paclitaxel,0.0
377039,PACLITAXELUM,L01C D Taxanes,L01C D01 Paclitaxel,0.0
159563,IODIXANOLUM,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B09 Iodixanol,1.030722276712836
153023,ZIPRASIDONUM,N05A E Indole derivatives,N05A E04 Ziprasidone,0.008092556715278953
363712,PACLITAXELUM,L01C D Taxanes,L01C D01 Paclitaxel,0.0
362374,CAPECITABINUM,L01B C Pyrimidine analogues,L01B C06 Capecitabine,1342.081094318132
124492,OLANZAPINUM,"N05A H Diazepines, oxazepines, thiazepines and oxepines",N05A H03 Olanzapine,0.0
90073,SERTINDOLE,N05A E Indole derivatives,N05A E03 Sertindole,0.0
274909,BOTULINUM TOXIN,"M03A X Other muscle relaxants, peripherally acting agents",M03A X01 Botulinum toxin,2274.7743217206776
111056,MENOTROPINUM*,G03G A Gonadotropins,G03G A02 Human menopausal gonadotropin,0.0
94601,OXALIPLATINUM,L01X A Platinum compounds,L01X A03 Oxaliplatin,0.5754751644534271
136828,VORICONAZOLUM,J02A C Triazole and tetrazole derivatives,J02A C03 Voriconazole,0.1043817578266319
502484,BORTEZOMIBUM,L01X G Proteasome inhibitors,L01X G01 Bortezomib,0.0
161764,BETAMETHASONUM,"D07A C Corticosteroids, potent (group III)",D07A C01 Betamethasone,0.0
343128,ZOLEDRONIC ACID,M05B A Bisphosphonates,M05B A08 Acidum zoledronicum,0.0
438274,PEMETREXEDUM,L01B A Folic acid analogues,L01B A04 Pemetrexed,0.0
238300,TEMOZOLOMIDUM,L01A X Other alkylating agents,L01A X03 Temozolomide,1137.2895141541057
295129,UNKNOWN_SKU_295129,"J07C A Bacterial and viral vaccines, combined",J07C A09 Diphteria-Haemophilus influenzae B- pertussis-poliomyelitis-tetanus-hepatitis B,1.0479172056065944
66103,TRIMETAZIDINUM,C01E B Other cardiac preparations,C01E B15 Trimetazidine,0.0
71100,TILORONUM,J05A X Other antivirals,J05A X19 Tilorone,0.0
189199,UNKNOWN_SKU_189199,J07B B Influenza vaccines,"J07B B02 Influenza, purified antigen",193.89494480761374
101737,PALIPERIDONUM,N05A X Other antipsychotics,N05A X13 Paliperidone,2.988763140074594
440758,CINACALCET,H05B X Other anti-parathyroid agents,H05B X01 Cinacalcet,416.20316458160204
438610,CARBETOCINUM,H01B B Oxytocin and derivatives,H01B B03 Carbetocin,203.48400855781304
100082,HYPERICUM PERFORATUM*&,N05C M Other hypnotics and sedatives,"N05C M50** Other preparations, incl. combinations",0.0
154607,PACLITAXELUM,L01C D Taxanes,L01C D01 Paclitaxel,0.0
115587,ATROPINI OXYDUM,"A03B A Belladonna alkaloids, tertiary amines",A03B A01 Atropine,0.0
88441,ANAGRELIDUM,L01X X Other antineoplastic agents,L01X X35 Anagrelide,286.47887627667893
197986,VITAMIN C+COFFEINUM*+PARACETAMOLUM+PHENIRAMINUM+PHENYLEPHRINUM,N02B E Anilides,"N02B E51 Paracetamol, combinations excl. psycholeptics",0.01837994680624913
93060,LEUPRORELINUM,L02A E Gonadotropin releasing hormone analogues,L02A E02 Leuprorelin,0.3470886947711544
12472,GALANTAMINUM,N06D A Cholinesterase inhibitors,N06D A04 Galantamine,1.151629748786706
378474,ARIPIPRAZOLUM,N05A X Other antipsychotics,N05A X12 Aripiprazole,0.0
69964,ITRACONAZOLUM,J02A C Triazole and tetrazole derivatives,J02A C02 Itraconazole,0.0
299212,PREGABALINUM,N02B F Gabapentinoids,N02B F02 Pregabalin,0.0
317957,OXALIPLATINUM,L01X A Platinum compounds,L01X A03 Oxaliplatin,46.79639127997247
198282,AMLODIPINUM,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,0.0
98795,INSULINUM GLARGINUM,"A10A E Insulin and analogues for injection, long-acting",A10A E04 Insulin glargine,0.0
85050,FILGRASTIMUM,L03A A Colony stimulating factors,L03A A02 Filgrastim,0.0
324005,ZOLEDRONIC ACID,M05B A Bisphosphonates,M05B A08 Acidum zoledronicum,0.0
4273,PIPECURONII BROMIDUM,M03A C Other quaternary ammonium compounds,M03A C06 Pipecuronium bromide,4.003378583247713
161390,RABEPRAZOLUM,A02B C Proton pump inhibitors,A02B C04 Rabeprazole,0.0
140991,FILGRASTIMUM,L03A A Colony stimulating factors,L03A A02 Filgrastim,0.0
99881,METOXYPOLYETHYLENGLYCOLUM-EPOETINUM BETA*,B03X A Other antianemic preparations,B03X A03 Methoxy polyethylene glycol-epoetin beta,311.81562255603757
80144,BENZATHINI BENZYLPENICILLINUM,J01C E Beta-lactamase sensitive penicillins,J01C E08 Benzathine benzylpenicillin,0.18810697693370174
485156,CITICOLINUM,N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,0.0
134961,BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,N02B B Pyrazolones,"N02B B52 Methamizole sodium, combinations excl. psycholeptics",0.0
112249,NICOTINUM*,N07B A Drugs used in nicotine dependence,N07B A01 Nicotine,0.0
84145,GATIFLOXACINUM,J01M A Fluoroquinolones,J01M A16 Gatifloxacin,0.0
439573,VORICONAZOLUM,J02A C Triazole and tetrazole derivatives,J02A C03 Voriconazole,184.1294208061787
187599,DARBEPOETIN ALFA,B03X A Other antianemic preparations,B03X A02 Darbepoetin alfa,763.8571644958536
308550,ERDOSTEINUM,R05C B Mucolytics,R05C B15 Erdosteine,0.0
378699,AMIKACINUM,J01G B Other aminoglycosides,J01G B06 Amikacin,2.4306766883044095
336260,TENOFOVIRUM,J05A F Nucleoside and nucleotide reverse transcriptase inhibitors,J05A F07 Tenofovir disoproxil,44.366504373816575
68065,DALTEPARINUM NATRICUM,B01A B Heparin group,B01A B04 Dalteparin,12.851732572744117
83750,DULOXETINUM,N06A X Other antidepressants,N06A X21 Duloxetine,0.0
336176,ACIDUM IBANDRONICUM,M05B A Bisphosphonates,M05B A06 Ibandronic acid,0.0
325843,EPIRUBICINUM,L01D B Anthracyclines and related substances,L01D B03 Epirubicin,4.8613231593774575
19500,UNKNOWN_SKU_19500,B05B A Solutions for parenteral nutritions,B05B A02 Fat emulsions,0.21789128083822829
100084,EPIRUBICINUM,L01D B Anthracyclines and related substances,L01D B03 Epirubicin,0.0
390268,IDARUCIZUMABUM,V03A B Antidotes,V03A B37 Idarucizumab,0.39321867290310786
121179,EPIRUBICINUM,L01D B Anthracyclines and related substances,L01D B03 Epirubicin,0.0
117831,EPIRUBICINUM,L01D B Anthracyclines and related substances,L01D B03 Epirubicin,1.0102749775660969
407127,NATAMYCINUM,G01A A Antibiotics,G01A A02 Natamycin,0.0
378703,AMIKACINUM,J01G B Other aminoglycosides,J01G B06 Amikacin,0.0
406471,IMMUNOGLOBULINUM HUMANUM*,"J06B A Immunoglobulins, normal human","J06B A02 Immunoglobulins, normal human, for intravascular adm.",169.31714551667477
114223,TACROLIMUSUM,L04A D Calcineurin inhibitors,L04A D02 Tacrolimus,189.3907168049915
324135,DOCETAXELUM,L01C D Taxanes,L01C D02 Docetaxel,38.01627346344341
150773,ESOMEPRAZOLUM,A02B C Proton pump inhibitors,A02B C05 Esomeprazole,40.07391970950846
85813,AZITHROMYCINUM,J01F A Macrolides,J01F A10 Azithromycin,0.0
181002,CHLORAMPHENICOLUM,J01B A Amphenicols,J01B A01 Chloramphenicol,0.0
337200,PACLITAXELUM,L01C D Taxanes,L01C D01 Paclitaxel,137.3461283162694
408898,IDARUBICINUM,L01D B Anthracyclines and related substances,L01D B06 Idarubicin,0.0
178301,VINORELBINUM,L01C A Vinca alkaloids and analogues,L01C A04 Vinorelbine,0.0
88588,TOPOTECAN,L01C E Topoisomerase 1 (TOP1) inhibitors,L01C E01 Topotecan,0.2974540515714198
86277,UNKNOWN_SKU_86277,B05B A Solutions for parenteral nutritions,B05B A10 Combinations,3.458557896679746
171324,ATORVASTATINUM,C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,0.0
112248,NICOTINUM*,N07B A Drugs used in nicotine dependence,N07B A01 Nicotine,0.0
324132,DOCETAXELUM,L01C D Taxanes,L01C D02 Docetaxel,0.0
7600,BROMELAINA+RUTOSIDUM+TRYPSINUM*,M09A B Enzymes,"M09A B52 Trypsin, combinations",0.0
190518,CRIZOTINIBUM,L01E D Anaplastic lymphoma kinase (ALK) inhibitors,L01E D01 Crizotinibum,80.40976841995007
74544,LIDOCAINUM,N01B B Amides,N01B B02 Lidocaine,0.0
225761,UNKNOWN_SKU_225761,J07A H Meningococcal vaccines,"J07A H08 Meningococcus A, C, Y, W-135, tetravalent purified polysaccharides antigen conjugated",531.7007673372309
105528,ATOMOXETINUM,N06B A Centrally acting sympathomimetics,N06B A09 Atomoxetine,0.0
130287,CITALOPRAM,N06A B Selective serotonin reuptake inhibitors,N06A B04 Citalopram,0.0
65917,RISPERIDONUM,N05A X Other antipsychotics,N05A X08 Risperidone,0.40695474655056696
163831,UNKNOWN_SKU_163831,B05B A Solutions for parenteral nutritions,B05B A10 Combinations,23.184239176591102
170691,ESCITALOPRAM,N06A B Selective serotonin reuptake inhibitors,N06A B10 Escitalopram,0.0
534030,CYANOCOBALAMINUM+LIDOCAINUM+PYRIDOXINUM+THIAMINUM,A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,81.89106517657308
96858,OXALIPLATINUM,L01X A Platinum compounds,L01X A03 Oxaliplatin,0.0
534028,CYANOCOBALAMINUM+LIDOCAINUM+PYRIDOXINUM+THIAMINUM,A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,9.2802303786385
64184,DOXORUBICINUM,L01D B Anthracyclines and related substances,L01D B01 Doxorubicin,165.21970102931724
502479,EXEMESTANUM,L02B G Aromatase inhibitors,L02B G06 Exemestane,69.10403472327667
137247,IOHEXOLUM,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B02 Iohexol,0.0
127374,GEMCITABINUM,L01B C Pyrimidine analogues,L01B C05 Gemcitabine,0.0
164721,PROCAINUM,N01B A Esters of amino benzoic acid,N01B A02 Procaine,0.0
57176,VARDENAFILUM,G04B E Drugs used in erectile dysfunction,G04B E09 Vardenafil,0.06787326181301369
287775,HEXESTROLUM,"G03C B Synthetic estrogens, plain",G03C B05** Hexestrol,0.13396178948733858
30557,CLOMIPRAMINUM,N06A A Non-selective monoamine reuptake inhibitors,N06A A04 Clomipramine,0.0
317956,OXALIPLATINUM,L01X A Platinum compounds,L01X A03 Oxaliplatin,36.08452333512311
83748,DULOXETINUM,N06A X Other antidepressants,N06A X21 Duloxetine,0.0
246656,RISPERIDONUM,N05A X Other antipsychotics,N05A X08 Risperidone,4.5895451972091745
440481,VORICONAZOLUM,J02A C Triazole and tetrazole derivatives,J02A C03 Voriconazole,240.56267259116268
327027,METFORMINUM,A10B A Biguanides,A10B A02 Metformin,0.0
161776,BETAMETHASONUM,"D07A C Corticosteroids, potent (group III)",D07A C01 Betamethasone,0.0
173938,HYDROXYETHYLAMYLUM*+NATRII CHLORIDUM*,B05A A Plasma substitutes and plasma protein fractions,B05A A07 Hetastarch,212.0146806006858
99617,LECITHIN*,A16A X Various alimentary tract and metabolism products,A16A X25** Various preparations,9242.800332705003
40504,ARTICAINUM+EPINEPHRINUM,N01B B Amides,"N01B B58 Articaine, combinations",0.0
299208,PREGABALINUM,N02B F Gabapentinoids,N02B F02 Pregabalin,0.0
111763,UNKNOWN_SKU_111763,A16A X Various alimentary tract and metabolism products,A16A X25** Various preparations,0.16769739023558355
40915,DACARBAZINUM,L01A X Other alkylating agents,L01A X04 Dacarbazine,0.0
440761,CINACALCET,H05B X Other anti-parathyroid agents,H05B X01 Cinacalcet,0.0
123533,CERULOPLASMINUM*,B05A A Plasma substitutes and plasma protein fractions,B05A A02 Other plasma protein fractions,0.0
330553,AMOXICILLINUM+ACIDUM CLAVULANICUM,"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",J01C R02 Amoxicillin and beta-lactamase inhibitor,0.0
230158,VINPOCETINUM,N06B X Other psychostimulants and nootropics,N06B X18 Vinpocetine,0.0
389544,OXALIPLATINUM,L01X A Platinum compounds,L01X A03 Oxaliplatin,0.0
105527,ATOMOXETINUM,N06B A Centrally acting sympathomimetics,N06B A09 Atomoxetine,0.0
530509,DEXAMETHASONUM,H02A B Glucocorticoids,H02A B02 Dexamethasone,0.0
110939,FLUDARABINUM,L01B B Purine analogues,L01B B05 Fludarabine,0.0
190958,IBUPROFENUM,M01A E Propionic acid derivatives,M01A E01 Ibuprofen,0.0
250891,METHADONUM,N07B C Drugs used in opioid dependence,N07B C02 Methadone,0.0
309183,METHIONINUM+PHOSPHOLIPIDES*,A05C DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,A05C DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,0.12446505808003554
110487,AMLODIPINUM+VALSARTANUM,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09D B01 Valsartan and amlodipine,1078.335883220587
134323,UNKNOWN_SKU_134323,A07F A Antidiarrheal microorganisms,"A07F A51 Lactic acid producing organisms, combinations",17.054179254851203
9977,NATRII AMIDOTRIZOAS,"V08A A Watersoluble, nephrotropic, high osmolar X-ray contrast media",V08A A01 Diatrizoic acid,0.0
105524,ATOMOXETINUM,N06B A Centrally acting sympathomimetics,N06B A09 Atomoxetine,0.0
348835,LEVETIRACETAMUM,N03A X Other antiepileptics,N03A X14 Levetiracetam,5.077112880935719
50730,GANIRELIXUM,H01C C Anti-gonadotropin-releasing hormones,H01C C01 Ganirelix,0.0
51878,SILDENAFILUM,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,0.0
410517,EPIRUBICINUM,L01D B Anthracyclines and related substances,L01D B03 Epirubicin,0.0
245043,CLONIDINUM,C02A C Imidazoline receptor agonists,C02A C01 Clonidine,58.6977048369244
20985,UNKNOWN_SKU_20985,J07B C Hepatitis vaccines,"J07B C02 Hepatitis A, inactivated, whole virus",2226.697792195001
165460,UNKNOWN_SKU_165460,A05A X Other drugs for bile therapy,"A05A X10** Other preparations, incl. combinations",0.8367896131137199
34717,TERBINAFINUM,D01B A Antifungals for systemic use,D01B A02 Terbinafine,0.0
18545,IMMUNOGLOBULINUM HUMANUM*,"J06B A Immunoglobulins, normal human","J06B A02 Immunoglobulins, normal human, for intravascular adm.",0.0
172011,IOPROMIDUM,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B05 Iopromide,5.315881887355715
480610,UNKNOWN_SKU_480610,N05C M Other hypnotics and sedatives,"N05C M50** Other preparations, incl. combinations",6.980298446021905
134050,ARGININUM,A05B A Liver therapy,A05B A01 Arginine glutamate,0.0
108855,SERRAPEPTASUM,M09A B Enzymes,M09A B09** Serratiopeptidasum,0.0
142227,ROSUVASTATINUM,C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,0.0
237253,CRIDANIMODUM,L03A X Other immunostimulants,L03A X18 Cridanimod,0.0
272359,UNKNOWN_SKU_272359,J07A L Pneumococcal vaccines,"J07A L52 Pneumococcus purified polysaccharides antigen and Haemophilus influenzae, conjugated",73.51217393142225
177334,UNKNOWN_SKU_177334,"J07C A Bacterial and viral vaccines, combined",J07C A06 Diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,16368.009886302312
68871,UNKNOWN_SKU_68871,"J07C A Bacterial and viral vaccines, combined",J07C A02 Diphtheria-pertussis-poliomyelitis-tetanus,10958.905632228163
90662,PACLITAXELUM,L01C D Taxanes,L01C D01 Paclitaxel,0.0
7677,IOPROMIDUM,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",V08A B05 Iopromide,0.0
117312,DOXORUBICINUM,L01D B Anthracyclines and related substances,L01D B01 Doxorubicin,0.0
110768,TENOFOVIRUM,J05A F Nucleoside and nucleotide reverse transcriptase inhibitors,J05A F07 Tenofovir disoproxil,2765.9548290476387
12679,VITAMIN C+PARACETAMOLUM,N02B E Anilides,N02B E01 Paracetamol,0.0
389543,OXALIPLATINUM,L01X A Platinum compounds,L01X A03 Oxaliplatin,0.0
79651,EVEROLIMUSUM,L04A A Selective immunosuppressants,L04A A18 Everolimus,164.34949953379166
450322,OCTOCOGUM ALFA,B02B D Blood coagulation factors,B02B D02 Coagulation factor VIII,0.5541596199945474
