ATC4,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023,contribution_2023,YoY
A06A X Other drugs for constipation,817291.4500000001,842610.37,856104.8699999999,478537.62,381770.00999999995,0.00044978872108547406,-0.20221526157128467
A07A A Antibiotics,548370.7100000001,554301.22,606424.0000000001,434752.68999999994,456067.98,0.0005373241168216318,0.04902854080097829
A07A B Sulfonamides,1260890.43,988333.78,898721.7600000001,807037.5999999999,719213.34,0.0008473532229161014,-0.10882300898991559
A07A X Other intestinal antiinfectives,2527603.66,1840174.19,1976045.34,1563746.81,1674622.1800000002,0.001972984123722994,0.07090365863000558
A07B A Charcoal preparations,13498148.49,9619497.790000001,7226461.859999999,8819587.810000002,5468696.71,0.006443036474224992,-0.3799373816767976
A07B C Others intestinal adsorbents,5391296.51,4832230.91,5162074.5600000005,3514401.24,4054223.8800000004,0.004776551657316898,0.15360301887441863
A07C A Oral rehydration salt formulations,118666.31000000003,106446.70000000001,128681.50000000001,106766.58,101276.0,0.00011932001289638355,-0.05142601739233388
A07D A Antipropulsives,6486538.380000001,5634051.29,5963944.200000001,5625779.569999999,5900209.890000001,0.006951430942831172,0.048780851895340316
A07E A Corticosteroids acting locally,4340.209999999999,4517.19,4022.7999999999997,2629.7700000000004,4471.950000000001,5.268702670642428e-06,0.7005099305262437
A07E C Aminosalicylic acid and similar agents,168996.74,189631.16,221325.62,181035.53,187202.31,0.00022055553184794808,0.03406392104356537
A07E F Microbial anti-inflammatory drugs,24649.550000000003,20240.390000000003,25839.429999999997,14504.150000000001,15655.720000000003,1.8445048306629114e-05,0.07939589703636551
A07F A Antidiarrheal microorganisms,4244855.8100000005,4464301.47,5148976.11,3197372.51,3647039.35,0.0042968203945220815,0.14063636269894642
A07X A Other antidiarrheals,17650.38,12401.7,21825.75,12088.61,22634.6,2.6667332476642867e-05,0.8723906222468918
A08A B Peripherally acting antiobesity products,774.02,53.08,0.0,21.09,9884.88,1.1646036662972508e-05,467.6998577524893
A08A X Other antiobesity drugs,22661.469999999994,18849.71,13966.46,9603.989999999998,15346.49,1.8080723811309896e-05,0.59792856927173
A09A A Enzyme preparations,14098324.27,12632916.64,13127003.34,10899204.7,11290275.27,0.013301826600775309,0.03588065191582279
"A10A B Insulins and analogues for injection, fast-acting",955030.78,972270.1699999999,1021683.88,824916.34,697583.58,0.0008218697594879873,-0.15435839227042103
"A10A C Insulins and analogues for injection, intermediate-acting",1108394.25,1047334.0900000001,1048959.73,790674.7000000001,592634.1,0.0006982217747031543,-0.25047038940287336
"A10A D Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",667772.04,635674.89,597879.4600000001,464075.12,392442.26,0.0004623624108800299,-0.1543561740607856
"A10A E Insulin and analogues for injection, long-acting",240040.23,296072.24,410725.60000000003,462730.89,497339.18,0.0005859484712219758,0.0747913976523158
A10B A Biguanides,7412666.13,8509919.790000001,9144338.969999999,7781225.970000001,7740349.95,0.00911942272459933,-0.005253159355298909
A10B B Sulfonylureas,4188473.69,4353740.08,4351010.54,3551076.08,3357098.79,0.0039552220754890954,-0.05462493216985653
A10B D Combinations of oral blood glucose lowering drugs,832046.97,837778.68,959499.39,889825.99,1027363.49,0.0012104054749009993,0.15456673725612347
A10B F Alpha glucosidase inhibitors,47179.65000000001,41374.58,39014.5,27492.090000000004,24143.28,2.844480904618072e-05,-0.12180994606084894
A10B G Thiazolidinediones,37934.24,35736.79,42922.47,37137.90000000001,42813.23,5.0441122830046956e-05,0.15281774144472338
A10B H Dipeptidyl peptidase 4 (DPP-4) inhibitors,24858.030000000002,47751.08,77442.87,82197.92,112789.81,0.00013288520067716587,0.37217352945184023
A10B J Glucagon-like peptide-1 (GLP-1) analogues,6506.4299999999985,13150.659999999998,24442.570000000003,45904.28,66633.81,7.850573747516856e-05,0.45158163901056714
A10B K Sodium-glucose cotransporter 2 inhibitors,117305.89,150311.72999999998,221020.76,320484.54999999993,664098.46,0.0007824187054353297,1.0721699688799355
"A10B X Other blood glucose lowering drugs, excl. insulins",11757.990000000002,12344.57,12264.810000000001,9114.96,8686.599999999999,1.0234263043818132e-05,-0.04699526931549902
A11A A Multivitamins with minerals,735050.9299999999,689797.5,540610.29,306859.73000000004,182129.81,0.00021457928115265103,-0.4064721037198332
"A11A B Multivitamins, other combinations",536467.88,597991.65,539799.02,331173.36,293233.13,0.000345477515435512,-0.11456304939503581
"A11B A Multivitamins, plain",1593812.64,2059991.22,1498495.54,670611.16,713253.57,0.0008403316202337336,0.06358738497581795
"A11C A Vitamin A , plain",561171.46,488901.92,467250.91,307976.26999999996,389299.45,0.00045865965672572994,0.2640566430653897
A11C C Vitamin D ans analogues,687866.65,804673.49,802474.0,552606.7100000001,574280.78,0.0006765985038483472,0.03922151071962188
"A11D A Vitamin B1, plain",560168.67,450524.56,488068.63999999996,307229.3,308176.0,0.0003630827075946512,0.0030814118314888006
A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,2799806.5399999996,2692365.75,3036050.92,2398462.4099999997,2612086.1,0.0030774729169641794,0.08906693267708965
"A11E A Vitamin B-complex, plain",32289.970000000005,3494.8999999999996,1827.1299999999999,1378.7999999999997,453.76000000000005,5.346049315915222e-07,-0.6709022338265157
A11E B Vitamin B-complex with vitamin C,104497.87,13555.71,0.0,0.0,0.0,0.0,
A11E C Vitamin B-complex with minerals,1875423.31,1998820.5599999998,2230586.5300000003,1860484.9100000001,2006202.77,0.00236364134038825,0.07832251646695698
"A11G A Ascorbic acid (Vit. C), plain",17570450.63,23991058.98,21094194.45,14389464.34,14464870.4,0.017042028937482884,0.00524036602185296
"A11G B Ascorbic acid (vitamin C), combinations",87832.83000000002,147468.0,198622.84,126365.15000000001,99212.35999999999,0.00011688870092302861,-0.21487562037476327
A11H A Other plain vitamin preparations,1988568.93,1742190.6400000001,1662045.3699999999,1193869.3399999999,1338612.42,0.0015771086063594453,0.12123862733588586
A11J A Combinations of vitamins,1193111.8499999999,991970.7099999998,917435.3300000001,690492.56,750407.23,0.000884104826031236,0.08677091321592223
A11J B Vitamins with minerals,4238.049999999999,4485.3,3930.5600000000004,2221.1,1352.7,1.5937061243032705e-06,-0.39097744360902253
"A11J C Vitamins, other combinations",1038469.57,947113.9700000001,1100596.33,646157.94,700475.8200000001,0.000825277300406857,0.08406285311606654
A12A A Calcium,2102027.6199999996,1670923.15,1610621.2299999997,1126643.55,1187234.82,0.0013987605556443343,0.05378033717940345
"A12A X Calcium, combinations with vitamin D and/or other drugs",970646.1200000001,1011898.7,1145227.61,841830.47,892771.04,0.00105183312933289,0.06051167285498704
A12B A Potassium,40104.58,32818.69,28393.739999999998,23683.739999999998,27876.37,3.284301145290453e-05,0.17702567246558187
A12C B Zinc,32986.16,62506.06999999999,62425.770000000004,28766.45,24498.56,2.8863388119029447e-05,-0.1483634581256985
A12C C Magnesium,4056788.62,3723243.0900000003,3694860.75,2956147.6100000003,3068205.5,0.0036148576151186357,0.03790673023936031
A12C D Fluoride,3418.7400000000002,2967.75,3044.7,380.90000000000003,11.649999999999999,1.372564230659651e-08,-0.9694145444998687
A12C E Selenium,134576.11000000002,118116.95,113414.07,67992.48999999999,76678.84000000001,9.034045753860472e-05,0.12775455053933205
A12C X Other mineral products,666986.2000000001,672520.56,703690.93,493062.38000000006,448233.2500000001,0.0005280934986629401,-0.0909197939619728
A13A TONICS,1372140.32,1270186.03,1126815.05,925150.4600000001,844640.53,0.0009951273641574335,-0.08702360694929567
A14A B Estren derivatives,3882.74,3219.92,3332.7200000000003,443.6000000000001,8.42,9.920163795840568e-09,-0.9810189359783589
A14B OTHER ANABOLIC AGENTS,647467.41,602630.51,575822.4,417348.08999999997,494545.18,0.0005826566734018358,0.18497051226471406
A15 APPETITE STIMULANTS,570456.6599999999,544778.52,520675.27,378859.34,426904.79,0.0005029650168680428,0.12681606318587768
A16A A Amino acids and derivates,715119.1,699125.84,1049472.17,707970.44,893719.11,0.0010529501138566335,0.26236783275866715
A16A X Various alimentary tract and metabolism products,8615623.62,7223082.12,6532940.4,4174316.66,4368090.35,0.005146338687295791,0.04642045771390979
B01A A Vitamin K antagonists,453222.41,425625.41,449980.36000000004,399627.69,341548.69,0.0004024013003627997,-0.14533277211096163
B01A B Heparin group,601810.28,823374.8400000001,1222290.88,389016.95,285856.26,0.00033678633269197016,-0.2651830209454884
B01A C Platelet aggregation inhibitors excl. heparin,11273158.99,13778747.37,18335643.01,14691535.77,13873754.309999999,0.01634559563164478,-0.0556634427334618
B01A D Enzymes,235107.03000000003,180107.36000000002,204755.61999999997,112354.15000000001,115863.58,0.00013650661420100684,0.03123542833086268
B01A E Direct thrombin inhibitors,89718.83,101724.8,138072.2,138693.26,122200.22000000002,0.00014397223257574262,-0.11891738646852767
B01A F Direct factor Xa inhibitors,384313.44,610351.1299999999,1334411.38,1065294.8800000001,1352323.24,0.0015932622382092418,0.2694355951471388
B01A X Other antithrombotic agents,7240.5,13166.820000000002,17418.03,3787.0199999999995,1981.35,2.3343606338347635e-06,-0.4768049812253433
B02A A Amino acids,930795.36,773147.78,717340.7799999999,484365.61,448922.04,0.0005289050081191082,-0.07317524049653323
B02A B Proteinase inhibitors,72569.79,52441.259999999995,51701.380000000005,37977.409999999996,37392.46,4.4054552010619556e-05,-0.015402577479612156
B02B A Vitamin K,115572.02,96098.65,93928.05000000002,69245.30000000002,56835.12,6.696124700193044e-05,-0.17922053915572622
B02B B Fibrinogen,0.0,0.0,0.0,0.0,0.19,2.2385167710329075e-10,
B02B C Local hemostatics,16528.93,13845.94,15473.08,1644.28,11.31,1.3325065621253782e-08,-0.9931216094582431
B02B D Blood coagulation factors,64.51,46.95,82.78999999999999,41.01,58.62,6.906413321997318e-08,0.429407461594733
B02B X Other systemic hemostatics,870771.9099999999,795654.08,745876.73,540483.02,520959.13,0.0006137767102777435,-0.036123040461104594
"B03A A Iron bivalent, oral preparations",147104.41,162277.93,205568.66000000003,166047.03000000003,208557.83999999997,0.0002457159066159988,0.25601668394791477
"B03A B Iron trivalent, oral preparations",208227.12,147431.36000000002,187388.66,191089.15,282221.29,0.0003325037320039693,0.476909023877075
"B03A C Iron, parenteral preparations",155371.73,131192.97,168069.42,119313.81999999999,140104.21,0.00016506611777753494,0.174249638474403
B03A D Iron in combination with folic acid,176772.43000000002,193079.12,235344.54,178125.59000000003,180285.71000000002,0.00021240662390135538,0.01212694930582403
B03A E Iron in other combinations,491399.83999999997,488660.64,515263.62000000005,424029.04,611026.14,0.0007198906641734217,0.44100069183940804
B03B A Vitamin B12 (cyanocobalamin and analogues),822086.97,745387.7699999999,765509.23,551131.5,622737.7199999999,0.000733688857986734,0.12992583439705374
B03B B Folic acid and derivates,680272.62,604540.64,651759.0499999999,497128.68000000005,576503.77,0.0006792175566887885,0.15966709062128537
B03X A Other antianemic preparations,14838.91,16512.940000000002,19298.85,14119.43,18949.97,2.2326224029247616e-05,0.3421200430895581
B05A A Plasma substitutes and plasma protein fractions,275468.89,295759.75,242405.68000000002,120761.75,128893.17,0.00015185764353505031,0.06733440017224002
B05B A Solutions for parenteral nutritions,2985423.99,2321841.3000000003,1928150.21,1172255.52,1036011.59,0.001220594378526036,-0.11622374787367185
B05B B Solutions affecting the electrolyte balance,6586395.08,6110100.18,6612062.69,3355340.6599999997,3075571.35,0.0036235358144649055,-0.08338029975173955
B05B C Solutions producing osmotic diuresis,249213.54,225740.41,208033.94,146577.47,141704.84000000003,0.0001669519267771236,-0.03324269411936209
B05D A Isotonic solutions,0.0,1.32,0.0,0.0,0.0,0.0,
B05X A Electrolyte solutions,34356041.44,27346494.27,26372164.3,15420904.39,15962360.61,0.018806322068821088,0.035111833022654526
B05X B Amino acids,4912460.970000001,3939964.57,5583974.26,3432834.14,3987565.5100000002,0.004698016984067047,0.16159573908222669
B05X C Vitamins,0.0,0.0,0.0,0.78,70.21,8.27190855232739e-08,89.0128205128205
B05Z B Hemofiltrates,0.0,2.5700000000000003,13.43,9.04,176.11,2.0748694134031863e-07,18.48119469026549
B06A A Enzymes,63370.810000000005,93944.97,187617.19,136635.13999999998,149795.67,0.0001764842734332163,0.09631878007370598
C01A A Digitalis glycosides,804620.25,697624.5,618714.8899999999,482397.3500000001,468210.33999999997,0.0005516298412952736,-0.029409386266321946
C01A C Strophantus glycosides,22969.120000000003,15322.190000000002,11033.33,6298.17,5627.2699999999995,6.629862247437026e-06,-0.10652300588901231
C01A X Other cardiac glycosides,127196.41,96179.59,84764.09,52355.24999999999,46671.59,5.498691418198512e-05,-0.10855950453870422
"C01B A Antiarrhythmics, class Ia",1818.99,1415.09,51.989999999999995,0.0,0.0,0.0,
"C01B B Antiarrhythmics, class Ib",271104.13000000006,227460.43999999997,232633.82,182064.49000000002,221519.26,0.0002609866203246311,0.21670766221353754
"C01B C Antiarrhythmics, class 1c",247596.81999999998,279579.19,322858.63999999996,330558.22000000003,328150.78,0.00038661632866185793,-0.00728295306043214
"C01B D Antiarrhythmics, class III",1649620.4000000001,1695814.11,1663548.6600000001,1374112.95,1314967.72,0.001549251207677318,-0.04304248060539706
C01C A Adrenergic and dopaminergic agents,155518.03,121061.63,133810.06000000003,90369.51,66887.2,7.880427314075383e-05,-0.25984770748452657
C01C X Other cardiac stimulants,5.509999999999999,0.29000000000000004,3.5299999999999994,7.179999999999999,34.81999999999999,4.102376524598201e-08,3.8495821727019495
C01D A Organic nitrates,2209688.4899999998,2023149.84,1864298.47,1431713.71,1201308.4100000001,0.0014153415910357246,-0.16092972944989103
C01D X Other vasodilators used in cardiac diseased,795512.3099999998,797815.2,868283.5399999999,776693.1000000001,822497.7099999998,0.000969039430511137,0.05897388556689864
C01E A Prostaglandins,5622.7,4335.21,3543.41,4204.799999999999,7452.47,8.780252147694533e-06,0.7723720509893459
C01E B Other cardiac preparations,27702245.359999996,23780530.89,21204812.53,15166467.81,11316263.01,0.013332444491212805,-0.25386298564926046
C01E X Other cardiac combination products,20776667.99,18369791.689999998,17649589.77,15404551.42,12940044.719999999,0.015245530065071485,-0.1599856193670326
C02A A Rauwolfia alkaloids,792424.21,660677.1100000001,576940.02,464156.35,388966.31000000006,0.0004582671622640974,-0.1619929146719633
C02A B Methyldopa,58653.92,65389.229999999996,69686.60999999999,56766.520000000004,60069.020000000004,7.07713203629006e-05,0.05817689722745034
C02A C Imidazoline receptor agonists,602790.92,707711.3400000001,778019.1,702862.23,820697.76,0.0009669187893206001,0.16765096340430752
C02B C Bisquaternary ammonium compounds,2423.91,4440.37,5102.94,3210.7200000000003,2989.17,3.521740619193914e-06,-0.06900321423232181
C02C A Alpha-adrenoceptor blocking agents,208024.03,202879.85,223641.1,208293.75999999998,223500.58000000002,0.00026332094561346426,0.0730066037503958
C02L A Rauwolfia alkaloids and diuretics in combination,189276.61000000002,172504.52000000002,155999.97999999998,124053.25000000001,97143.2,0.00011445088546937049,-0.2169233776624152
C02N COMBINATIONS OF ANTIHYPERTENZIVES IN ATC-GR. C02,21465.26,23077.620000000003,25000.73,21742.239999999998,19247.260000000002,2.267648121391097e-05,-0.11475266577868681
"C03A A Thiazides, plain",1124512.93,1136973.74,1002965.29,700168.36,698921.8300000001,0.0008234464411031636,-0.0017803289483117046
"C03B A Sulfonamides, plain",1482218.9000000001,1448005.8900000001,1458985.32,1265975.94,1254472.43,0.0014779776701860025,-0.00908667347975034
C03B X Other low-ceiling diuretics,617253.41,537604.14,464774.45,307973.91000000003,330710.57,0.0003896321880541328,0.07382657836178397
"C03C A Sulfonamides, plain",3236940.7499999995,3067158.92,3106747.58,2477991.34,2705757.19,0.003187833077977828,0.0919155149266988
C03C C Aryloxyacetic acid derivatives,33.870000000000005,0.0,0.0,0.0,0.0,0.0,
C03D A Aldosterone antagonists,3309345.44,3414662.8899999997,3573817.08,3056309.8499999996,3573315.29,0.004209961160449115,0.16916002152072385
C03E A Low-ceiling diuretics and potassium-sparing agents,6036.26,273.46000000000004,0.0,0.0,0.0,0.0,
C04A A 2-amino-1-phenylethanol derivatives,61165.89,52149.11,59361.72,48059.8,56124.29,6.612377075121816e-05,0.1678011560597421
C04A C Nicotinic acid and derivatives,647238.3600000001,582171.69,569542.73,504910.8800000001,581728.88,0.0006853736074074683,0.15214170072944322
C04A D Purine derivatives,1294662.4300000002,1044390.4700000001,1130286.12,837004.4500000001,882473.4,0.0010397007925739112,0.05432342683482738
C04A E Ergot alkaloids,357300.61,340489.22,390480.69,324258.3,353786.17,0.0004168190920549996,0.09106280394364608
C04A X Other peripheral vasodilators,1139990.04,1133653.65,1029913.25,809157.48,651202.72,0.0007672253737169718,-0.19520892274270274
C05A A Corticosteroids,131771.96,140823.74000000002,173797.53000000003,150135.56,149721.51,0.00017639690058914273,-0.002757840980511128
C05A D Local anesthetics,711267.53,653128.5800000001,734004.2799999999,566063.56,591022.4,0.0006963229233979577,0.04409193907482756
C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,2602334.6999999997,2459890.9299999997,2651913.05,2178116.34,2181745.5100000002,0.0025704599548740763,0.0016661965815840674
C05B A Heparins or heparinoids for topical use,1934167.8199999998,1653411.6500000001,1861400.52,1301336.6300000001,1195494.18,0.0014084914587380176,-0.08133364385508779
C05B B Sclerosing agents for local injections,2199.69,1666.8899999999999,3339.2999999999997,2571.36,4001.9800000000005,4.71499965649383e-06,0.5563670586771203
C05C A Bioflavonoids,5962178.57,5684876.4399999995,6478014.89,5186777.34,5886183.95,0.006934906047084066,0.13484415546552087
C05C X Other capillary stabilizing agents,2228646.25,1973733.6,2727312.68,1525038.79,1268976.85,0.0014950662951460582,-0.1679051980048324
"C07A A Beta blocking agents, non-selective",1548586.58,1468105.1199999999,1464291.33,1297571.08,1182742.2000000002,0.0013934675002675568,-0.08849525222155841
"C07A B Beta blocking agents, selective",12538224.61,13219177.22,14225423.47,12970949.87,13224200.83,0.015580313337611734,0.019524472959820294
C07A G Alpha and beta blocking agents,2634001.03,2773362.85,2940481.16,2578307.0799999996,2660725.94,0.003134778757795946,0.03196626989830875
"C07B B Beta blocking agents, selective, and thiazides",31932.249999999996,57672.020000000004,87188.38,102964.09000000001,120988.06000000001,0.00014254410600249246,0.1750510299270358
"C07C B Beta blocking agents, selective, and other diuretics",776769.53,699623.0900000001,643087.65,520186.33999999997,507851.44,0.0005983336661227434,-0.023712464268092814
C07F B Beta blocking agents and calcium channel blockers,122325.73999999999,143807.08999999997,163428.9,155078.78999999998,154546.03,0.00018208098950081835,-0.0034354149913085053
"C07F X Beta blocking agents, other combinations",1147482.98,1132910.19,1187797.19,1005653.44,980105.8400000001,0.0011547280843301555,-0.025403980122615466
C08C A Dihydropyridine derivatives,9252669.92,8774550.69,8553263.65,7438871.05,7170046.41,0.008447510072562784,-0.03613782766136264
C08D A Phenylalkylamine derivatives,264809.63,244803.28,207422.54,173221.71,174665.78000000003,0.00020578540939765488,0.008336541649427431
C08D B Benzothiazepine derivatives,154828.46,146044.89,133596.29,90307.52,1838.43,2.1659770459842253e-06,-0.979642559113571
C08G A Calcium channel blockers and diuretics,236837.25999999998,257441.11000000002,277632.13,271071.45,295553.26,0.00034821101539128917,0.09031497046258474
"C09A A ACE inhibitors, plain",22146733.35,20696136.48,19180262.62,16261439.17,15386393.61,0.018127736916683453,-0.05381107728855472
"C09B A ACE inhibitors, and diuretics",12713917.32,12159387.92,12788950.76,11590622.65,11361873.320000002,0.013386181040616498,-0.019735724033772994
C09B B ACE inhibitors and calcium channel blockers,1664790.97,1559501.02,1659723.6300000001,1550299.16,1529683.78,0.0018022225241615855,-0.01329767862352449
"C09B X ACE inhibitors, other combinations",2477976.8,3256285.39,4236359.75,4549449.08,5433676.0600000005,0.006401776309826322,0.19435913326015308
"C09C A Angiotensin II receptor blockers (ARBs), plain",4385076.59,4904998.04,4897366.29,4128596.4,4264175.34,0.0050239094806394475,0.03283899099461496
C09D A Angiotensin II receptor blockers (ARBs) and diuretics,2582904.34,2644517.6,2878127.62,2653138.19,2767314.3200000003,0.0032603576400208035,0.043034369800391215
C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,1102729.1099999999,1225099.38,1458248.02,1388820.6800000002,1486692.53,0.00175157166409176,0.07047119286847003
"C09D X Angiotensin II receptor blockers (ARBs), other combinations",125414.13,559839.88,917077.64,1060601.42,1344300.61,0.0015838102425235622,0.26748897809320327
C10A A HMG CoA reductase inhibitors,5540763.46,5871118.86,6878375.85,6184558.86,7188479.55,0.008469227384685309,0.16232696829729898
C10A B Fibrates,25712.39,31303.9,44506.59,36337.24999999999,47895.33,5.642868392587134e-05,0.3180780053526344
C10A C Bile acid sequestrants,1502.6,1491.1800000000003,1543.9099999999999,1344.4500000000003,2402.56,2.8306162386383273e-06,0.7870207147904345
C10A X Other ilipid modifying agents,378303.29000000004,397171.14,360993.10000000003,238659.7,276242.73,0.0003254599915689028,0.15747539278730338
C10B A HMG CoCombinations of various lipid modifying agents,1872.01,21434.9,54046.32,65969.25,67274.98000000001,7.926114263205445e-05,0.019793009621907443
C10B X Lipid modifying agents in combination with other drugs,80357.94,102185.76999999999,144299.0,189243.59,257965.53,0.0003039264027649435,0.3631401200960096
D01A A Antibiotics,155667.28999999998,140845.29000000004,143846.78,120530.81,120865.29,0.0001423994624740821,0.0027750580951044768
D01A C Imidazole and triazole derivatives,2725689.59,2490121.21,2480569.94,2220558.8,2405397.58,0.0028339593809641947,0.08323975928941874
D01A E Other antifungals for topical use,5791555.5200000005,5418846.56,4799131.63,3596177.94,3618248.29,0.0042628997257506,0.006137168507295954
D01B A Antifungals for systemic use,244603.25,233159.33,253561.44999999998,256264.15,329086.89,0.0003877192223116114,0.2841706106765227
D02A B Zinc products,1083037.88,1030337.38,1154100.96,954928.3300000001,1014021.8300000001,0.0011946867750781474,0.061882654586234764
D02A C Soft paraffin and fat products,993829.25,933841.96,863814.64,688311.32,732562.62,0.0008630809003693721,0.06428965892933447
D02A E Carbamide products,152845.51,137206.65,158719.83,139691.75,167125.15999999997,0.00019690130185345155,0.1963853269788658
D02A F Salicylic acid preparations,615287.62,571893.8500000001,561579.6900000001,494482.02999999997,533188.26,0.0006281846642778181,0.07827631269027124
D02A X Other emollientsand protectives,2373623.72,2733532.1799999997,1796801.91,1295943.73,1166307.07,0.0013741041770364481,-0.10003263027477272
D03A X Other cicatrizants,10658674.91,10187327.74,9553937.57,7400679.88,7192421.18,0.008473871281980155,-0.028140482141757017
D03B A Proteolytic enzymes,10896.080000000002,8245.91,9888.529999999999,6484.42,6831.7300000000005,8.048916936930867e-06,0.05356068854269158
D04A A Antihistamines for topical use,904071.33,756766.7899999999,989313.12,543955.14,866997.41,0.0010214674961721547,0.593876675197885
D04A B Anesthetics for topical use,50176.41,40451.76,45894.399999999994,38137.27,47472.899999999994,5.593099095766742e-05,0.24479020129128282
D04A X Other antipruritics,437762.98000000004,452601.72000000003,487095.82999999996,341668.66000000003,334295.94,0.0003938563516727424,-0.02157856679041037
