SKU,missing_rate,negative_count,zero_rate,unknown_inn
105260,0.0,0,0.9666666666666667,False
402633,0.0,0,0.9,False
28581,0.0,0,0.0,False
541667,0.0,0,0.0,False
410623,0.0,0,0.016666666666666666,False
237248,0.0,0,0.8333333333333334,False
90614,0.0,0,0.8666666666666667,False
51964,0.0,0,0.18333333333333332,False
5713,0.0,0,0.9333333333333333,False
36928,0.0,0,0.9833333333333333,False
246583,0.0,0,0.9833333333333333,True
185318,0.0,0,0.8833333333333333,False
422769,0.0,0,0.0,False
92638,0.0,0,0.0,False
16581,0.0,0,0.55,False
174592,0.0,0,0.7166666666666667,False
165457,0.0,0,0.9666666666666667,True
44364,0.0,0,0.03333333333333333,False
44968,0.0,0,0.9833333333333333,False
153345,0.0,0,0.95,False
374849,0.0,0,0.38333333333333336,False
10623,0.0,0,0.6,False
113060,0.0,0,0.9833333333333333,False
138312,0.0,0,0.0,False
4651,0.0,0,0.9,False
149312,0.0,0,0.38333333333333336,True
298950,0.0,0,0.9,False
82936,0.0,0,0.9833333333333333,True
136564,0.0,0,0.016666666666666666,False
117309,0.0,0,0.9,False
52420,0.0,0,0.95,False
167960,0.0,0,0.8833333333333333,False
305377,0.0,0,0.9666666666666667,False
153364,0.0,0,0.9333333333333333,False
250607,0.0,0,0.9,False
63239,0.0,0,0.15,False
108286,0.0,0,0.8166666666666667,False
144191,0.0,0,0.4666666666666667,False
100053,0.0,0,0.8333333333333334,False
92255,0.0,0,0.7,False
336283,0.0,0,0.6,False
140275,0.0,0,0.7666666666666667,False
380082,0.0,0,0.9833333333333333,False
86345,0.0,0,0.9,True
412505,0.0,0,0.0,False
189196,0.0,0,0.6833333333333333,True
68827,0.0,0,0.9333333333333333,False
414280,0.0,0,0.9333333333333333,False
404897,0.0,0,0.6,False
264506,0.0,0,0.8333333333333334,False
13510,0.0,0,0.26666666666666666,False
6252,0.0,0,0.8,False
276856,0.0,0,0.016666666666666666,False
125337,0.0,0,0.9833333333333333,False
55995,0.0,0,0.9833333333333333,False
184465,0.0,0,0.5666666666666667,True
70803,0.0,0,0.6,False
31743,0.0,0,0.7166666666666667,True
164834,0.0,0,0.9833333333333333,False
136706,0.0,0,0.5166666666666667,False
131252,0.0,0,0.016666666666666666,False
157729,0.0,0,0.9666666666666667,False
136589,0.0,0,0.31666666666666665,False
161870,0.0,0,0.23333333333333334,False
44782,0.0,0,0.7666666666666667,False
166138,0.0,0,0.8333333333333334,False
307740,0.0,0,0.8833333333333333,False
336287,0.0,0,0.95,False
159615,0.0,0,0.7666666666666667,False
439080,0.0,0,0.0,False
35129,0.0,0,0.75,False
118270,0.0,0,0.9166666666666666,False
54737,0.0,0,0.9833333333333333,False
145686,0.0,0,0.8833333333333333,False
131129,0.0,0,0.18333333333333332,False
90664,0.0,0,0.8333333333333334,False
54284,0.0,0,0.06666666666666667,False
309758,0.0,0,0.9666666666666667,False
86131,0.0,0,0.5333333333333333,False
405017,0.0,0,0.5666666666666667,False
268111,0.0,0,0.3333333333333333,False
46374,0.0,0,0.8833333333333333,False
12466,0.0,0,0.9,False
308636,0.0,0,0.9,False
155837,0.0,0,0.9166666666666666,False
337107,0.0,0,0.11666666666666667,False
378601,0.0,0,0.75,False
90641,0.0,0,0.7166666666666667,False
118323,0.0,0,0.8833333333333333,False
4083,0.0,0,0.9666666666666667,False
35625,0.0,0,0.5166666666666667,False
100052,0.0,0,0.9,False
67307,0.0,0,0.6,False
330827,0.0,0,0.9333333333333333,False
44833,0.0,0,0.8,False
337198,0.0,0,0.06666666666666667,False
294738,0.0,0,0.03333333333333333,False
247693,0.0,0,0.2,False
379519,0.0,0,0.43333333333333335,False
329660,0.0,0,0.35,False
298425,0.0,0,0.9833333333333333,False
137248,0.0,0,0.13333333333333333,False
276859,0.0,0,0.05,False
131131,0.0,0,0.15,False
13540,0.0,0,0.95,False
189004,0.0,0,0.9333333333333333,False
449981,0.0,0,0.0,False
389675,0.0,0,0.8333333333333334,False
315837,0.0,0,0.5666666666666667,False
314723,0.0,0,0.5833333333333334,False
309721,0.0,0,0.95,False
86446,0.0,0,0.9166666666666666,False
137332,0.0,0,0.6,False
95097,0.0,0,0.7166666666666667,False
90640,0.0,0,0.8333333333333334,False
7601,0.0,0,0.55,False
149125,0.0,0,0.9666666666666667,False
363704,0.0,0,0.95,False
226051,0.0,0,0.8333333333333334,False
45090,0.0,0,0.9333333333333333,False
160791,0.0,0,0.21666666666666667,False
146542,0.0,0,0.0,False
91373,0.0,0,0.7,False
402692,0.0,0,0.5166666666666667,False
13812,0.0,0,0.95,False
112257,0.0,0,0.5666666666666667,False
194504,0.0,0,0.9833333333333333,False
194469,0.0,0,0.9333333333333333,False
313247,0.0,0,0.95,False
117833,0.0,0,0.7166666666666667,False
22059,0.0,0,0.6666666666666666,False
69549,0.0,0,0.9,False
390797,0.0,0,0.016666666666666666,False
138310,0.0,0,0.4,False
79602,0.0,0,0.9333333333333333,False
28222,0.0,0,0.6,False
106109,0.0,0,0.9,False
528335,0.0,0,0.0,True
14039,0.0,0,0.9833333333333333,False
390749,0.0,0,0.9166666666666666,False
491214,0.0,0,0.5666666666666667,False
33977,0.0,0,0.18333333333333332,False
112609,0.0,0,0.9,False
174210,0.0,0,0.16666666666666666,False
190224,0.0,0,0.9333333333333333,False
68082,0.0,0,0.75,True
382754,0.0,0,0.8666666666666667,True
360191,0.0,0,0.9166666666666666,False
90437,0.0,0,0.1,False
44847,0.0,0,0.9333333333333333,False
136024,0.0,0,0.0,False
144098,0.0,0,0.25,True
150788,0.0,0,0.43333333333333335,True
75236,0.0,0,0.7333333333333333,False
111011,0.0,0,0.31666666666666665,False
164160,0.0,0,0.0,False
485631,0.0,0,0.0,False
102769,0.0,0,0.9833333333333333,False
128676,0.0,0,0.9666666666666667,False
82807,0.0,0,0.9833333333333333,False
105525,0.0,0,0.95,False
324030,0.0,0,0.0,False
29442,0.0,0,0.8666666666666667,False
501642,0.0,0,0.0,False
188968,0.0,0,0.0,False
282131,0.0,0,0.9333333333333333,False
93919,0.0,0,0.08333333333333333,False
137438,0.0,0,0.9833333333333333,False
220261,0.0,0,0.9166666666666666,False
238340,0.0,0,0.016666666666666666,False
108273,0.0,0,0.75,False
220262,0.0,0,0.9,False
47226,0.0,0,0.38333333333333336,False
363812,0.0,0,0.7833333333333333,False
8211,0.0,0,0.95,False
104961,0.0,0,0.9333333333333333,False
100015,0.0,0,0.5,False
390745,0.0,0,0.9833333333333333,False
31736,0.0,0,0.7,False
231049,0.0,0,0.9666666666666667,False
29725,0.0,0,0.8833333333333333,False
233975,0.0,0,0.6666666666666666,False
129271,0.0,0,0.13333333333333333,False
530505,0.0,0,0.0,False
21318,0.0,0,0.8833333333333333,False
23108,0.0,0,0.9333333333333333,False
188080,0.0,0,0.95,False
67420,0.0,0,0.26666666666666666,False
13235,0.0,0,0.9666666666666667,False
174158,0.0,0,0.95,False
