INN,sales_2019,sales_2022,sales_2023,known_inn,YoY,CAGR,portfolio_share_2023,sku_count,brand_count,strength_breadth,form_breadth,pack_breadth,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment,market_level,market,market_growth,peer_share_2023,share_change_3m,share_change_6m,share_change_12m,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,selected_model,opportunity_probability,predicted_share_change_6m,holdout_WAPE,holdout_bias,relative_growth,cluster,PC1,PC2,archetype,action,reason,supply_watch
ARCTOSTAPHYLOS UVA-URSI*&,141320.85,78282.01000000001,80997.1,True,0.0346834477040127,-0.1299067345453733,9.5428087765805e-05,7,2,0,2,2,0.0,8956.408166666666,0.3007786713360584,1.0,0.0904678091306846,0,0,0,0.6605905256732818,0.7959518010376749,0.8006603619125988,Seasonal,,,,,,,,80997.1,65044.61280538836,33185.74497999547,87210.08784693172,-0.1969513376974193,Damped ETS,,,0.3073195459967046,-0.2932124827859274,,3.0,1.2499504840725666,-0.38891890837029586,Emerging / Mixed,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
ARGININUM,6089187.09,4199117.93,4994229.96,True,0.1893521552037003,-0.0483498849945288,0.005884035538871,22,11,3,3,4,0.0,441389.00916666666,0.2250555943638345,1.0,0.0506500205544588,0,0,0,0.2928657588348577,0.1358024217337068,-0.1563451221855102,Stable,,,,,,,,4994229.96,4340513.112657892,2943046.64777911,5192864.793970616,-0.130894422679349,Damped ETS,,,0.2690210061036195,-0.2690210061036195,,4.0,3.6097182548104203,1.3533835768448823,Mature Leaders,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
ARGININUM ASPARTATUM*,377386.53,425822.47,351704.86,True,-0.1740575362310026,-0.0174650817688949,0.0004143669618756,7,3,0,1,2,0.0,40444.54983333335,0.4429968852847924,1.0,0.1962462403720275,0,0,0,0.1811059481450926,0.0181032094733654,0.0730565510798406,Stable,ATC4,C01E B Other cardiac preparations,-0.2538629856492603,0.0310795940045935,0.0022524028255359,-0.0017515897962113,0.0030030190673999,351704.86,251205.0551439841,112867.77333650814,347451.7762774506,-0.2857504012199772,Damped ETS,0.1960061505611527,0.0,0.2789224463170093,-0.237858696071914,0.0798054494182577,3.0,0.48671350461890345,-0.5360423846099526,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ARGININUM+INOSINUM,13.009999999999998,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1,0.9333333333333332,0.2168333333333333,4.1185580492432265,15.0,0.1975013603324114,0,51,5,0.1541076986119905,0.1622578005358363,,Potential discontinued,ATC4,C01E X Other cardiac combination products,-0.1599856193670323,0.0,0.0,0.0,0.0,0.0,1.8887642855746327,0.0,3.149503153806092,,Damped ETS,0.0099977707926446,0.0,,,,1.0,-3.78858135263029,-0.7859303653980617,Niche / Volatile,Monitor,常规跟踪销量与生命周期信号,False
ARGININUM+LEVOCARNITINUM,311441.69,240021.29,158298.67,True,-0.3404807131900673,-0.1556449024315199,0.0001865022250669,1,1,0,1,1,0.0,27771.693666666677,0.6644084089138848,1.0,0.4414385338354798,0,0,0,0.1366973150472865,0.1736169720858288,-0.1421982891455973,Stable,ATC3,B05X I.V. SOLUTION ADDITIVES,0.0581453366875901,0.007934771885745,0.0006816664977526,-0.0010470721864826,-0.0047959276351024,158298.67,74206.44677631716,11942.28664631884,117526.08684978288,-0.53122507740389,Damped ETS,0.0706942578462348,0.0,0.4313075530776572,-0.3949508451261695,-0.3986260498776574,3.0,-0.17915270125078583,-0.8270708985457228,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
ARGYREIA*&+MUCUNA PRURIENS*&+PRUNUS AVIUM*&+TRIBULUS TERRESTRIS*&,2615.3,3455.81,2727.66,True,-0.2107031347209482,0.0105718121290252,3.2136382398292736e-06,1,1,0,1,1,0.0,300.69350000000003,0.484393170049852,1.0,0.2346367431909448,0,0,0,0.0859330291034472,0.0222106475317911,-0.0877511068915043,Stable,ATC4,A16A X Various alimentary tract and metabolism products,0.04642045771391,0.000624451369235,-0.0005274391201159,-0.0005316980378816,-0.0002034230546472,2727.66,192.597000808085,0.0,3631.463982128306,-0.9293911261637868,Damped ETS,0.0361138811969372,0.0,0.600065224403121,0.2163129237680887,-0.2571235924348582,3.0,-0.510508804417114,-0.7370228700422343,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
ARIPIPRAZOLUM,40041.88,69675.03,89721.64,True,0.2877158431076385,0.2234766517383621,0.000105707050455,25,9,4,1,4,0.0,5401.104,0.3002443150491911,1.0,0.0901466487193579,0,0,0,0.3613851461550789,0.818646775951322,0.5373766183113217,Stable,ATC4,N05A X Other antipsychotics,0.1879243504180912,0.2704187679973858,-0.0128448452201712,0.0107260219645198,0.0209560926458771,89721.64,104020.48643816424,68729.96529805573,128573.49848558742,0.1593689820890953,Damped ETS,0.5324647195297317,0.0,0.2118519320865579,-0.1862828774335209,0.09979149268954729,4.0,2.442413097864761,1.4527682310251469,Mature Leaders,Emerging Opportunity,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动,False
ARMODAFINILUM,3666.39,45469.50000000001,48262.5,True,0.0614257909147888,0.9047710806365457,5.686127140103984e-05,2,1,1,1,2,0.1333333333333333,2600.2765,0.5903385903709389,1.1538461538461535,0.1686996977769943,8,0,0,0.0498401516211777,0.5038963432080477,0.8517416267732985,Stable,ATC4,N06B A Centrally acting sympathomimetics,0.0764924426095177,0.9851890440241968,0.0053542369380547,-0.0113567489658681,-0.0139844917156031,48262.5,52493.97238499519,33510.71732496188,65701.37412150782,0.0876761954932958,Damped ETS,0.3346610766115046,0.0,0.0940569377185858,0.0480600575814931,-0.015066651694728893,3.0,-0.13301725954245877,0.01110992054352977,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ARONIA MELANOCARPA*&,3398.26,1953.14,2189.22,True,0.1208720317027962,-0.1041027554263211,2.57926615025298e-06,1,1,0,1,0,0.0,227.19366666666667,0.4760001882091865,1.0,0.226576179175181,0,0,0,0.393665016811504,0.1965142850919271,0.1289056605707754,Stable,ATC4,A16A X Various alimentary tract and metabolism products,0.04642045771391,0.0005011846881784,0.0001124170307875,4.941431041034387e-05,3.329014181692778e-05,2189.22,1740.4373195665091,0.0,4500.472064676183,-0.2049966108629971,Damped ETS,0.0301377032341762,0.0,0.3213592480911095,-0.3055753243052991,0.0744515739888862,3.0,-0.2544237172812141,-0.7105986148002864,Emerging / Mixed,Market-led Growth,销量增长且同类份额变化不超过0.2个百分点,False
ARTEMISIA ABSINTHIUM*&,335034.71,228055.53,295683.01,True,0.2965395314027246,-0.0307537219971486,0.0003483638825234,5,2,0,1,0,0.0,24652.365833333337,0.2040365359642955,1.0,0.0416309080083092,0,0,0,0.4133169068182399,0.2539650672318411,0.40327910890153,Stable,ATC4,A15 APPETITE STIMULANTS,0.1268160631858781,0.6926205021030567,-0.0213985625533251,0.0988720234809984,0.0906674659181759,295683.01,318630.97781265376,202328.9628787324,399546.8918189999,0.0776100318129666,Damped ETS,0.4131088406203112,0.0,0.22166113356884,-0.22166113356884,0.1697234682168465,3.0,0.3124977657483137,0.876250755242407,Emerging / Mixed,Emerging Opportunity,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动,False
ARTEMISIA ABSINTHIUM+ATROPA BELLADONNA+MENTHA PIPERITA+VALERIANA,166320.69999999998,137298.91,144308.58000000005,True,0.051054083386387,-0.0348685624526269,0.0001700195665968,2,1,0,1,0,0.0,12571.844833333333,0.1374406640139406,1.0,0.0188899361245929,0,0,0,0.715769104568559,0.404514596422079,0.6706267095761456,Seasonal,ATC4,A03E D Antispasmodics in combination with other drugs,-0.0413807081076663,0.2103873289102721,0.0138958961724695,-0.0044298011288587,0.0185024816402931,144308.58000000005,138506.09860003684,81744.70867014877,177997.24369375705,-0.0402088455167614,Damped ETS,0.2340364436968745,0.0,0.0836531666673159,-0.0727410676281945,0.0924347914940533,3.0,0.6902861711967293,-0.6086527534485701,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ARTICAINUM+EPINEPHRINUM,19299.36,14204.170000000002,14105.319999999998,True,-0.0069592239462076,-0.0753869708703535,1.6618418621466257e-05,17,7,0,1,3,0.0,1411.466666666667,0.2880863512261174,1.0,0.0829937457627778,0,0,0,0.3058287553595405,0.2061732432382959,0.1904781354720027,Stable,ATC4,N01B B Amides,-0.1801225804096128,0.0131654738190401,0.0023589277891438,0.0041765394274139,0.0022957543042649,14105.319999999998,14644.399103656213,9096.30509146478,18504.42765298677,0.0382181406487915,Damped ETS,0.1968144876049207,0.0,0.2988386407238681,-0.2662459379795578,0.1731633564634052,3.0,1.0440479157941942,-0.07096997190455424,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ASCORBIC ACID,17552876.77,14386905.27,14461713.47,True,0.0051997423070542,-0.0472743403413381,0.0170383095476144,52,5,4,3,10,0.0,1524314.0095,0.3666942874366065,1.0,0.1344647004386406,0,0,0,0.5745790689214059,0.2576984825906105,0.4605354772810957,Seasonal,,,,,,,,14461713.47,12031611.481124504,7984989.727445635,14499752.894223826,-0.1680369337918775,Damped ETS,,,0.1989160207034265,-0.0580847050978755,,4.0,4.56577718808242,1.6277418585346246,Mature Leaders,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
ASCORBIC ACID+BENDAZOLUM+GLUTAMILUM-TRIPTOPHANUM*,0.0,3415.0599999999995,1748.07,True,-0.4881290519053837,,2.0595179010207866e-06,1,1,0,1,1,0.4166666666666667,119.08916666666669,1.6806820476794495,1.7142857142857142,1.2310704181453267,25,0,0,0.0535041347223034,0.6779563383661151,0.1739592505053309,Lumpy / volatile,ATC4,L03A X Other immunostimulants,-0.0817336291216495,0.0022432805529891,-0.0011867274527741,-0.0020136938638291,-0.0017810328016233,1748.07,470.7978463591094,0.0,2674.657639748476,-0.7306756329213879,Damped ETS,0.04292586443706,0.0,0.942659961161492,0.8439593823548479,-0.4063954227837342,3.0,-1.486623104842809,-0.7094553473279887,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
ASCORBIC ACID+BETACAROTENUM+SELENIUM*+TOCOPHEROLI ACETAS*,73.66,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1,0.8166666666666667,1.227666666666667,3.384339749155396,5.454545454545454,1.2831885152474232,0,49,0,0.1145151122102074,0.3842325224298459,,Potential discontinued,ATC3,"A11J OTHER VITAMIN PRODUCTS, COMBINATIONS",0.0846714128524348,0.0,0.0,0.0,0.0,0.0,4.870061292091041,0.0,6.1308001603225,,Damped ETS,0.010154884381362,0.0,,,,1.0,-3.5481125302631344,-0.7273560857121993,Niche / Volatile,Monitor,常规跟踪销量与生命周期信号,False
ASCORBIC ACID+HESPERIDINUM+RUSCUS ACULEATUS&,166393.96000000002,109975.75,161543.22,True,0.4688985526354674,-0.0073690907928177,0.0001903248459035,1,1,0,1,1,0.0,13368.626333333335,0.2752541517306604,1.0,0.0757648480449654,0,0,0,0.3101113221070807,0.081826911588579,-0.1328123656414721,Stable,ATC4,C05C X Other capillary stabilizing agents,-0.1679051980048322,0.1273019440819586,-0.0500100087172753,0.0410385086323906,0.055188532461786,161543.22,149110.61370393843,85570.26356710188,193318.1496656031,-0.07696148619584,Damped ETS,0.6938632805674023,0.0,0.3124126422098858,-0.3124126422098858,0.6368037506402996,3.0,0.09547784007648892,0.04849341426082859,Emerging / Mixed,Emerging Opportunity,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动,False
ASCORBIC ACID+KALII CHLORIDUM*+MACROGOLUM+NATRII CHLORIDUM*+NATRII SULFAS*+SODIUM ASCORBATUM,6007.799999999999,4279.9,7920.53,True,0.8506343606159024,0.0715432235996083,9.33170486340488e-06,1,1,0,1,1,0.0,585.0334999999999,0.4592697504154954,1.0,0.2109287036467115,0,0,0,0.1196262753346818,0.0086363264848572,-0.1742176922995904,Stable,ATC4,A06A D Osmotically acting laxatives,0.1428269278142495,0.0041504857897137,0.0013934826931578,0.0029843479178872,0.0015874257790822,7920.53,10541.29353300692,0.0,20527.01356100024,0.3308823441116846,Damped ETS,0.0958466867752652,0.0,0.5507138131556506,-0.5507138131556506,0.7078074328016528,3.0,-0.57403801991855,-0.21426189140975302,Emerging / Mixed,Market-led Growth,销量增长且同类份额变化不超过0.2个百分点,False
ASCORBIC ACID+MALVA SYLVESTRIS+PLANTAGO (SEMENI PSYLLIUM),374219.7,192314.69,130915.82000000002,True,-0.3192625066759069,-0.2309291139588996,0.0001542406624544,3,2,0,1,1,0.0,20619.174666666662,0.6432331995970166,1.0,0.4137489490638155,0,0,0,0.6334213612944504,0.4059595341333839,0.4002839035744638,Seasonal,,,,,,,,130915.82000000002,89288.04955279254,37794.47996038828,125114.16358345764,-0.317973568413714,Damped ETS,,,0.4967851855384498,-0.0136723496566009,,3.0,0.5742067445350718,-0.7672717573623797,Emerging / Mixed,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
ASCORBIC ACID+SODIUM ASCORBATUM,17580.28,2559.0700000000006,3156.93,True,0.2336239336946621,-0.3490317738583239,3.719389868408904e-06,1,1,1,1,1,0.0,853.4108333333334,1.6757413141428277,1.0,2.8081089519251305,0,0,0,0.0727352390260142,0.2039349722853174,0.0761383962766617,Lumpy / volatile,ATC3,"A11G ASCORBIC ACID (VIT. C), INCL. COMBINATIONS",0.0033241827505097,0.000216761333482,-0.0001517131859267,-6.007926921335397e-05,4.046620671967755e-05,3156.93,3729.382739909084,0.0,7709.447095195024,0.1813320979271266,Damped ETS,0.0315252144272995,0.0,1.368925910191541,0.5862590346848483,0.23029975094415242,3.0,-0.8880577012514784,-0.4719688538072974,Emerging / Mixed,Market-led Growth,销量增长且同类份额变化不超过0.2个百分点,False
ASCORBIC ACID+SODIUM ASCORBATUM+ZINCI OXYDUM*,34913.76,125883.76000000002,58659.850000000006,True,-0.5340157459548396,0.1385079864646288,6.911108316382879e-05,2,1,0,1,2,0.0,8420.320666666668,1.2444589187176869,1.0,1.5486780003759946,0,0,0,0.5814090999731469,0.0462027533361395,0.1471565478820037,Seasonal,ATC3,"A11G ASCORBIC ACID (VIT. C), INCL. COMBINATIONS",0.0033241827505097,0.0040277064451397,0.0028769021437595,2.9089530111517554e-05,-0.004644464861827,58659.850000000006,52884.64065157635,29811.76016810999,68937.3566267863,-0.0984525079491961,Damped ETS,0.0674161422902738,0.0,0.6169445642886158,0.1052543440133742,-0.5373399287053493,3.0,0.2548112827551221,-0.7530241671188254,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
ASPARAGINAT K-MG*,4492908.08,3249319.67,3358399.59,True,0.0335700796099265,-0.0701750216295362,0.0039567546347605,15,2,0,2,5,0.0,323079.90566666675,0.1468503086565867,1.0,0.0215650131525348,0,0,0,0.2166228675054269,0.691794596442568,0.4875515693635689,Stable,ATC3,A12C OTHER MINERAL SUPPLEMENTS,0.0200989675065419,0.928343040154656,-0.0119390879399369,0.0131959192804105,0.0120996276992072,3358399.59,3093345.7186786747,2153611.0968697006,3666514.667642423,-0.07892267260589,Damped ETS,0.511299866085026,0.0,0.1785080930978802,-0.1725902996406806,0.0134711121033846,3.0,1.3265476762870694,0.08032576813465796,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ATENOLOLUM,339144.0399999999,196489.38,180780.75,True,-0.0799464581749914,-0.1455394849208665,0.0002129898635552,4,1,2,1,1,0.0,20819.453,0.2658162070707506,1.0,0.0706582559414801,0,0,0,0.4859178564139497,0.8859845012428028,0.826536290013656,Stable,ATC4,"C07A B Beta blocking agents, selective",0.01952447295982,0.0136704480160257,-0.0005846415200329,-0.0003090389108042,-0.0014779707173202,180780.75,159731.83230111856,88624.7183473425,209203.86527657683,-0.1164334017802307,Damped ETS,0.080173253557427,0.0,0.1737911640524671,-0.1561483234205485,-0.0994709311348114,3.0,0.8096734557555572,-0.4249965494998282,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
ATENOLOLUM+CHLORTALIDONUM,776769.53,520186.34,507851.44,True,-0.0237124642680929,-0.1007900026268646,0.0005983336661227,5,3,0,1,4,0.0,52458.63416666667,0.2158490932194279,1.0,0.0465908310436492,0,0,0,0.2838432885528805,0.6547545399131034,0.5060940213543703,Stable,,,,,,,,507851.44,505135.7799020407,305380.82692353346,644113.2052435882,-0.0053473513788978,Damped ETS,,,0.2334851089178536,-0.1901860195154149,,3.0,0.5230771191033828,-0.4748294606680039,Emerging / Mixed,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
ATENOLOLUM+CHLORTALIDONUM+NIFEDIPINUM,1136672.35,995784.67,972588.73,True,-0.023294132455363,-0.0382249994148928,0.0011458716754855,2,1,0,1,2,0.0,90045.83700000001,0.1655156676265528,1.0,0.0273954362298635,0,0,0,0.4528887870559405,0.2529318488612384,0.3056160432102679,Stable,ATC4,"C07F X Beta blocking agents, other combinations",-0.0254039801226156,0.9923303079185816,-0.0004028799548815,-0.0001793302505971,0.0021435990658779,972588.73,929910.8068909924,657764.7212722109,1095899.88746615,-0.0438807502005575,Damped ETS,0.2093236141902928,0.0,0.1638071639329103,-0.1413990013737703,0.002109847667252602,3.0,0.5522000272874038,-0.676322663792101,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ATEZOLIZUMABUM,185.19000000000003,530.1700000000001,115.05,True,-0.7829941339570327,-0.1121956413937359,1.3554808131965053e-07,1,1,0,1,1,0.0333333333333333,35.106,0.7003429400740236,1.0344827586206895,0.4407975592544765,0,0,2,0.0849928506011297,0.0222194588812572,0.0308500247364311,Stable,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,-0.5051790707447539,0.0140996102845657,-0.0117199429204103,-0.0172803449681533,-0.0180505909536084,115.05,0.0,0.0,145.04800679002938,-1.0,Damped ETS,0.2243168179357797,0.0,5.211923388224275,5.211923388224275,-0.2778150632122788,3.0,-0.7178556916357132,-1.4751137654651547,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
ATOMOXETINUM,347.19000000000005,36.07,347.36,True,8.630163570834489,0.0001223888893804,4.092479924136794e-07,10,2,5,1,2,0.0,21.654999999999998,1.0198626239795807,1.0,1.0401197717905155,0,0,0,0.1708818569443639,0.0279309953543717,0.0244231126089089,Lumpy / volatile,ATC4,N06B A Centrally acting sympathomimetics,0.0764924426095177,0.0070907074091115,0.0063391478190674,0.00346720775366,0.0062980840146573,347.36,662.2282982005805,0.0,1100.1585514694602,0.9064610150868851,Damped ETS,0.3083990044473718,0.0,0.973189622682224,-0.973189622682224,8.553671128224972,3.0,-0.3073602735620281,3.1946927565463503,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,True
ATORVASTATINUM,1706708.2800000005,1524871.39,1658471.5199999998,True,0.087614031502027,-0.0071419059530098,0.0019539559535791,85,17,5,1,10,0.0,139559.32816666667,0.1275671791687732,1.0,0.0162733852010779,0,0,0,0.4235735514798286,0.0410572880531227,0.0806365627161559,Stable,ATC4,C10A A HMG CoA reductase inhibitors,0.1623269682972985,0.2307124209597285,-0.0065159011735034,-0.0062085571588415,-0.015848639338758,1658471.5199999998,1574733.1437392312,1110665.9400423197,1857779.9797486144,-0.0504912959016435,Damped ETS,0.3376183972547782,0.0,0.1254223334919618,-0.1207209571347808,-0.07471293679527151,4.0,5.0588308951163405,2.172887267633403,Mature Leaders,Defend,已知INN规模位于前25%，但同类份额下降,False
ATORVASTATINUM+LEVAMLODIPINUM,67.81,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1,0.7666666666666667,1.5771666666666666,2.8466890423812368,4.285714285714286,1.1241823176031267,0,39,7,0.1212932871746881,0.344411051715432,0.0911296568837419,Potential discontinued,ATC4,C10B X Lipid modifying agents in combination with other drugs,0.3631401200960096,0.0,0.0,0.0,0.0,0.0,12.360819494190768,6.095804947521519,13.621558362422228,,Damped ETS,0.0112194980032779,0.0,,,,1.0,-3.401229601831584,-0.6233201394749414,Niche / Volatile,Monitor,常规跟踪销量与生命周期信号,False
ATOSIBANUM,3.5000000000000004,8.85,7.08,True,-0.1999999999999999,0.1925903842190934,8.34142038890157e-09,4,2,0,1,1,0.5333333333333333,0.5145,1.4541167932868515,2.142857142857143,0.4534126359754573,1,0,31,0.145251351355745,0.027634141662587,0.2056873034340158,Intermittent,ATC4,G02C X Other gynecologicals,0.2450772192679016,9.953614049711809e-06,2.5274206599580287e-05,3.997491962843445e-06,-5.53765857863956e-06,7.08,9.459294855883542,0.0,18.385326042962276,0.3360585954637771,Damped ETS,0.055208282100691,0.0,1.3073424734422938,0.180443793639427,-0.4450772192679015,1.0,-1.9084091175357654,-0.17061162746788017,Niche / Volatile,Monitor,常规跟踪销量与生命周期信号,False
ATRACURII BESILAS,2386.32,2506.51,2266.44,True,-0.0957785925450128,-0.0128028649786078,2.670244184494644e-06,6,3,0,1,1,0.0,243.41,0.8015187637211532,1.0,0.6424323285970858,0,0,0,0.1636667972636425,0.0392168592997352,-0.1332940087883024,Stable,ATC4,M03A C Other quaternary ammonium compounds,-0.0684648426918462,0.9415332463712728,0.0322839518719717,0.0381008513087846,-0.0284408258395552,2266.44,2377.523208026432,0.0,5234.91220854094,0.0490121988786076,Damped ETS,0.3149704689453843,0.0,0.9155172527417104,-0.8714507717196007,-0.02731374985316659,3.0,-0.28905336950642996,-0.4672805369601776,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ATROPA BELLADONNA*&,130781.47,167939.25,177402.21000000002,True,0.056347518522323,0.0792031462918947,0.0002090093801596,1,1,0,1,1,0.0,15257.38283333333,0.2348161359576497,1.0,0.0551386177060814,0,0,0,0.1356615513025801,0.0523272905941969,-0.0373900556340607,Stable,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.0016661965815838,0.0813120545851381,0.006637155499694,0.0047567816946949,0.0042090794520467,177402.21000000002,186253.90790678567,116475.68670722922,234801.37760717783,0.0498962098994462,Damped ETS,0.3423244531746806,0.0,0.1813375065642237,-0.1691622418330531,0.0546813219407392,3.0,-0.08637257006552598,-0.4822711012700062,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ATROPA BELLADONNA*&+NATRII HYDROCARBONAS*,25033.89,12125.22,13093.57,True,0.0798624684747986,-0.1495820200245209,1.5426408440891234e-05,2,1,0,1,2,0.0,1403.0793333333336,0.3144227825677462,1.0,0.0988616861976442,0,0,0,0.2340856403304344,0.7315355731115238,0.7276833738676024,Stable,ATC4,A03E D Antispasmodics in combination with other drugs,-0.0413807081076663,0.0190891021046681,0.0010608586618259,-0.0012800363352174,0.0021432575395882,13093.57,11224.346609693035,0.0,27731.91923260242,-0.1427588801455189,Damped ETS,0.1778923059874849,0.0,0.4104720462318888,-0.4010711706597039,0.12124317658246489,3.0,-0.21418497692570754,-0.7097071097618531,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ATROPA BELLADONNA*&+PHENOLUM PURUM*,131415.03000000003,70966.97,43637.03999999999,True,-0.3851077480129137,-0.2408937602197516,5.1411708356965166e-05,2,1,1,1,1,0.0,6052.691166666667,0.5010015904019705,1.0,0.2510025935853038,0,0,0,0.0832478250046458,0.399099881595346,-0.1035598723459948,Stable,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.0016661965815838,0.0200009761908482,-0.0006538583159323,-0.0076867622120869,-0.0125808325476143,43637.03999999999,27425.561476830462,10261.654501748855,39367.17075675319,-0.3715072911262893,Damped ETS,0.1310514504254473,0.0,1.0606540621493186,1.0606540621493186,-0.3867739445944975,3.0,-0.11987957028954892,-0.8363625078475477,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
ATROPA BELLADONNA*&+PHENYLII SALICYLAS,31936.219999999998,23376.740000000005,21671.210000000003,True,-0.0729584193518857,-0.0923886624223823,2.5532298438724243e-05,1,1,0,1,1,0.0,2237.8788333333337,0.1968278696266452,1.0,0.0387412102617636,0,0,0,0.3508306091407984,0.5711620698531358,0.4167165874928119,Stable,ATC4,A03E D Antispasmodics in combination with other drugs,-0.0413807081076663,0.031594434552357,0.004162824133737,0.0055905989554432,-0.0010761976075778,21671.210000000003,21687.170270128507,13163.158731365604,27617.662403489398,0.0007364734192738,Damped ETS,0.202742009192308,0.0,0.210627440865982,-0.1334577828634,-0.031577711244219396,3.0,-0.010690576913856302,-0.7497518902696431,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
ATROPA BELLADONNA*&+XEROFORMIUM*+ZINCI SULFAS*,432763.26,335275.72,331497.85,True,-0.0112679498533326,-0.0644702922180792,0.0003905597351507,1,1,0,1,1,0.0,32563.65783333333,0.1497038528394598,1.0,0.0224112435549786,0,0,0,0.3585006221537298,0.6426368389099992,0.5592224268547105,Stable,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,0.0016661965815838,0.1519415754406663,-0.0010651851925486,-0.0077543625749699,-0.0019876311140212,331497.85,298259.6657369962,167870.47664810394,388976.5842501317,-0.1002666661729593,Damped ETS,0.4413012538292907,0.0,0.1636316640730198,-0.1583922447101139,-0.0129341464349164,3.0,0.30188648606170976,-0.7664020153028578,Emerging / Mixed,Defend,已知INN规模位于前25%，但同类份额下降,False
ATROPINI OXYDUM,82242.25,57520.1,40599.29000000001,True,-0.2941721241791998,-0.1617841594518614,4.783273239843612e-05,4,1,0,2,1,0.0,4917.957666666667,0.3336051838415435,1.0,0.11129241868595,0,0,0,0.2621508385461776,0.498818065067522,0.0938850659985309,Stable,,,,,,,,40599.29000000001,38406.39566082987,22437.33733757144,49516.70145201722,-0.0540131204060498,Damped ETS,,,0.0924638927783083,0.0150799620486807,,3.0,0.4369709195319827,-0.4812746393195176,Emerging / Mixed,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
AVANAFILUM,34.06,16483.08,29959.4,True,0.8175850629858008,4.445930779720688,3.52971680789912e-05,3,1,2,1,2,0.1833333333333333,1330.4315,0.8163286222115228,1.2244897959183674,0.3608871425441066,11,0,0,0.0148089576882823,0.5966796092859878,0.081537485616225,Stable,ATC4,G04B E Drugs used in erectile dysfunction,0.2310460251276638,0.0109945220311606,-0.0003427711033041,-0.0023070119563063,0.0035479585000954,29959.4,28529.751958029683,0.0,66300.73200692325,-0.0477195151428371,Damped ETS,0.0743224874606821,0.0,0.3542062691637985,0.3542062691637985,0.586539037858137,3.0,0.33432288009630606,1.788558033357285,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
AVIBACTAMUM+CEFTAZIDIMUM,0.0,132.0,436.82,True,2.309242424242424,,5.146467873276814e-07,1,1,0,1,1,0.2166666666666666,15.445333333333332,1.178832462463166,1.2765957446808511,0.8718893467362944,13,0,0,0.1394614022844161,0.6490664108710964,0.0107054200516513,Lumpy / volatile,ATC4,J01D D Third-generation cephalosporins,-0.25368547466625,6.03023950723382e-05,-1.5828748834959778e-05,5.854782213164122e-05,4.670274065439295e-05,436.82,586.8058051493351,0.0,1137.5217575702009,0.3433583745005613,Damped ETS,0.0371664864992523,0.0,0.6596422968468723,-0.6252549132105887,2.562927898908674,3.0,-1.3735906343794881,0.03255965125394931,Emerging / Mixed,Market-led Growth,销量增长且同类份额变化不超过0.2个百分点,True
