INN,sales_2019,sales_2022,sales_2023,known_inn,YoY,CAGR,portfolio_share_2023,sku_count,brand_count,strength_breadth,form_breadth,pack_breadth,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment,market_level,market,market_growth,peer_share_2023,share_change_3m,share_change_6m,share_change_12m,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,selected_model,opportunity_probability,predicted_share_change_6m,holdout_WAPE,holdout_bias,relative_growth,cluster,PC1,PC2,archetype,action,reason,supply_watch
DIMETICONUM+GUAIAZULENUM,4139.12,1981.51,58.7,True,-0.9703761272968596,-0.6549098836511822,6.915838655770089e-08,2,1,0,2,1,0.15,164.28133333333332,1.112258621926186,1.1764705882352942,0.9015513557417684,0,6,3,0.1552695766005559,0.2949778037559675,0.0514301407200092,Potential discontinued,,,,,,,,58.7,0.0,0.0,74.00537156518665,-1.0,Damped ETS,,,1.0237381711424145,0.1000584437148164,,3.0,-0.8358411222533428,-0.8898731281793292,Emerging / Mixed,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
DIMETINDENUM,813803.38,581981.3400000001,753390.52,True,0.2945269344889991,-0.0190990267124326,0.0008876196390301,7,4,0,2,1,0.0,65331.56283333332,0.5785666019126181,1.0,0.334739312848714,0,0,0,0.7916515297567925,0.1249435555680517,0.6304024268935667,Seasonal,,,,,,,,753390.52,698595.033613703,487784.1588462169,827174.150224318,-0.0727318501250812,Damped ETS,,,0.1704989350411019,-0.1200168735301111,,3.0,1.775559403241115,-0.1406805697492515,Emerging / Mixed,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
DIMETINDENUM+PHENYLEPHRINUM,1315493.7499999998,740843.1400000001,847443.87,True,0.143891094139037,-0.1041082478272121,0.0009984301660547,9,5,0,1,1,0.0,85625.74616666666,0.371595092922975,1.0,0.1380829130844344,0,0,0,0.4836869326449934,0.2679093261969996,0.2924660490058964,Stable,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",0.1845881435947511,0.2858178581267596,-0.107807671564181,0.0167207789652362,-0.0101687508252399,847443.87,752488.1471481333,515359.6210936194,897119.093900265,-0.1120495719107234,Damped ETS,0.6965357816886258,0.0,0.2385489658059701,-0.2197923136225678,-0.04069704945571409,3.0,1.2091088718066503,-0.28671071110495727,Emerging / Mixed,Defend,已知INN规模位于前25%，但同类份额下降,False
DINOPROSTONUM,4243.99,2121.76,2562.63,True,0.2077850463765931,-0.1184886905071027,3.019205385764242e-06,2,2,0,1,1,0.0,265.65333333333336,0.3318993125916526,1.0,0.1101571536988115,0,0,0,0.332328052249583,0.4767475490756764,0.3213564227113481,Stable,ATC3,G02A UTEROTONICS,0.1508368604927947,0.1784688048872552,0.0046947969678995,0.0260700748557565,0.0084149697876038,2562.63,2029.1855543766887,0.0,5259.992800272674,-0.2081628817360722,Damped ETS,0.5939639527681557,0.0,0.4708768893008101,-0.4708768893008101,0.05694818588379838,3.0,-0.23054733638083497,-0.3471612774158073,Emerging / Mixed,Emerging Opportunity,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动,False
DIOSMECTITUM*,859032.41,702946.48,723418.6699999999,True,0.0291233978438869,-0.0420451493035446,0.0008523078027754,13,6,1,2,5,0.0,63248.80533333333,0.2265578148999216,1.0,0.0513284434922271,0,0,0,0.4929754368675201,0.0742215045818397,0.0739946372978881,Stable,ATC4,A07B C Others intestinal adsorbents,0.1536030188744188,0.1784357971864148,-0.0108936837175401,0.0098755105801667,-0.0215830486981262,723418.6699999999,674398.4038265363,471974.13832631294,797862.3060909635,-0.0677619588853901,Damped ETS,0.7376916677065594,0.0,0.1034445109582891,-0.0660442371503894,-0.1244796210305319,4.0,2.058449357620164,0.15548782871620817,Mature Leaders,Defend,已知INN规模位于前25%，但同类份额下降,False
DIOSMINUM,218724.28000000003,262529.54,294760.36,True,0.1227702604438343,0.0774398163197249,0.0003472768469977,4,3,3,1,2,0.0,23046.813166666667,0.2217536431978334,1.0,0.049174678271512,0,0,0,0.2827178828355385,0.2028253560138029,0.0435727493841714,Stable,ATC4,C05C A Bioflavonoids,0.1348441554655208,0.0500766477065331,0.0052038569973302,-0.0009211169784442,-0.0005385074834522,294760.36,290063.0512946885,174123.94545750142,370726.47508166777,-0.0159360258119901,Damped ETS,0.2920455331484811,0.0,0.168485155217356,-0.1656318119874455,-0.012073895021686515,3.0,0.9886747221853293,0.15542405566906745,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
DIOSMINUM+HESPERIDINUM,2131556.02,2063982.17,2556145.01,True,0.2384530482644624,0.0464589198283404,0.0030115649863563,14,6,2,1,4,0.0,188314.65266666663,0.1830194094861821,1.0,0.0334961042486708,0,0,0,0.5514230751452143,0.1519918336174419,0.1948820003387674,Seasonal,ATC4,C05C A Bioflavonoids,0.1348441554655208,0.4342618293470084,-0.0342847239420093,0.0456949982846591,0.0363303133587011,2556145.01,2344526.7790058632,1629275.987702245,2780777.114773868,-0.0827880383023094,Damped ETS,0.6619592152239786,0.0,0.2039163512606145,-0.2039163512606145,0.10360889279894159,3.0,1.9638268858470813,0.8675530447204718,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DIOXYDINUM*,123642.53,59531.25,65037.37,True,0.0924912545931757,-0.1483742744933672,7.662486499414341e-05,1,1,0,1,1,0.0,7385.238166666668,0.3613319077165529,1.0,0.1305607475340834,0,0,0,0.4241402784778928,0.5455499218272297,0.3413080412262299,Stable,ATC4,J01X X Other antibacterials,0.0466010301043673,0.0411039979204479,0.001927427518081,-0.0005753565176981,0.001726578298935,65037.37,54732.095388458605,29150.72303634757,72530.06842085879,-0.1584515888563973,Damped ETS,0.2206093636206282,0.0,0.4054307692090238,-0.4054307692090238,0.0458902244888084,3.0,0.12176795503970624,-0.7069947648886076,Emerging / Mixed,Market-led Growth,销量增长且同类份额变化不超过0.2个百分点,False
DIOXYDINUM*+LIDOCAINUM,266054.53,159345.49000000002,198939.33,True,0.2484779456261987,-0.0700973223284359,0.0002343836982226,6,1,0,1,1,0.0,19171.130666666668,0.2529757523533837,1.0,0.0639967312787605,0,0,0,0.1715980451068957,0.3799407208757995,0.1610418874469153,Stable,ATC4,D03A X Other cicatrizants,-0.028140482141757,0.0276595773552849,1.309270903068066e-05,0.0006072037853763,0.0061283812241532,198939.33,212487.4670736282,134237.97641603407,266928.7341547504,0.0681018533320092,Damped ETS,0.1866621217859312,0.0,0.0743871305478997,-0.026370029887667,0.2766184277679557,3.0,0.0957315972333259,-0.4401913096364147,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DIPHENHYDRAMINUM,3283841.5700000003,2942602.95,4007354.36,True,0.3618399859213081,0.0510391368085207,0.0047213315485957,8,3,1,3,2,0.0,283692.3271666666,0.2011053697207633,1.0,0.0404433697305249,0,0,0,0.3935179685251615,0.1081929834701974,-0.0568479591949626,Stable,,,,,,,,4007354.36,4171509.226144844,3050186.5446026083,4855433.525530104,0.0409634016355979,Damped ETS,,,0.1638541985539267,-0.1638541985539267,,3.0,2.0860753176260225,0.33302564250109984,Emerging / Mixed,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
DIPHENHYDRAMINUM+METAMIZOLUM NATRICUM,464099.02,365411.35,417606.32,True,0.1428389402792222,-0.0260445260543212,0.0004920098689522,2,1,0,1,1,0.0,34446.47466666666,0.3154032290093723,1.0,0.0994791968695385,0,0,0,0.4357039022053068,0.0272718422369316,0.147517186407572,Stable,ATC4,N02B B Pyrazolones,-0.0394341720107966,0.0228566178259333,0.0026841628262386,0.0009483120541665,0.0036454365709121,417606.32,433120.6536910496,268862.1240408679,547401.8126850231,0.0371506199691842,Damped ETS,0.1894756088240004,0.0,0.2191886587019255,0.2191886587019255,0.1822731122900188,3.0,0.38774933990722144,-0.5915081990449398,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DIPHENHYDRAMINUM+PARACETAMOLUM,52.6,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1,0.8666666666666667,2.0335,2.6669903514279474,7.5,0.0817116712813025,0,38,14,0.0770954449291402,0.1661932119800474,-0.1372378424842013,Potential discontinued,ATC4,N02B E Anilides,-0.0388857598461015,0.0,0.0,0.0,0.0,0.0,18.866743030248188,12.601728483578938,20.127481898479648,,Damped ETS,0.0153176791078631,0.0,,,,1.0,-3.4420444823154175,-0.8319186235863568,Niche / Volatile,Monitor,常规跟踪销量与生命周期信号,False
DIPYRIDAMOLUM,88139.43999999999,55743.44,49520.47,True,-0.1116359162620749,-0.1342278372999958,5.83433697918063e-05,9,2,2,2,4,0.0,6216.346999999999,0.3150205842703497,1.0,0.0992379685140324,0,0,0,0.268552652912276,0.5899046539637838,0.3739038648212629,Stable,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,-0.0556634427334616,0.003569363338394,0.0002305436186395,-7.339320501433856e-07,-0.0002248921344631,49520.47,37074.42280489133,17596.36607963408,50626.077639823656,-0.2513313624670499,Damped ETS,0.0571578819813956,0.0,0.2666475534979909,-0.2417503612374481,-0.05597247352861331,3.0,1.1459631586518906,-0.03787370994053385,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
DISODIUM FOSFAS*+SODIUM DIHYDROPHOSPHAS,53848.62,123645.13,183061.47,True,0.4805392658813165,0.3578618661731412,0.0002156769319604,4,3,0,1,1,0.0,10940.402166666669,0.3822012865631529,1.0,0.1460778234505293,0,0,0,0.0977679557817186,0.5639281517247317,0.1363305011308669,Stable,ATC4,A06A G Enemas,0.1374524692467584,0.3033627053332743,0.0237791374815915,0.0312923143470699,0.0702985332369629,183061.47,191905.9627598973,119901.76536700148,242002.1321826697,0.0483143326659474,Damped ETS,0.4438397496000753,0.0,0.2963473416999214,-0.2963473416999214,0.3430867966345581,3.0,0.019006745084512902,0.7725376202451347,Emerging / Mixed,Emerging Opportunity,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动,False
DISULFIRAMUM,190047.29,153106.92,179260.56,True,0.1708194508778571,-0.0145019553513637,0.0002111988262867,3,2,2,1,3,0.0,15440.365333333331,0.175113806046289,1.0,0.0306648450680173,0,0,0,0.3280561550117129,0.0907896537327359,0.0759376999052096,Stable,ATC4,N07B B Drugs used in alcohol dependence,0.1775526836293335,0.2601932484025511,0.000158569584087,0.02690498933432,-0.0014963380566863,179260.56,160960.03862425862,90450.86622986537,210016.05999555573,-0.1020889445829097,Damped ETS,0.5119193146784051,0.0,0.1708559772726264,-0.1708559772726264,-0.006733232751476387,3.0,0.6371616180979838,0.008135028888634089,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
DOBUTAMINUM,8180.99,5282.22,489.61,True,-0.9073098053469942,-0.505392036599297,5.768422085607483e-07,3,2,0,1,2,0.1166666666666666,592.8841666666666,0.694254374082234,1.1320754716981132,0.3090904034068779,0,0,7,0.1043216449020133,0.4808932405202828,0.405450659412305,Stable,ATC4,C01C A Adrenergic and dopaminergic agents,-0.2598477074845263,0.0073199356528603,0.0151456270902959,0.0010990879038773,-0.0511314159147203,489.61,977.91847258433,0.0,1595.1888298591348,0.997341705815506,Damped ETS,0.375994278489723,0.0,2.526144937568532,2.478107601080619,-0.6474620978624679,3.0,-0.8812093459335052,-1.4938976109433468,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DOCETAXELUM,7388.16,3908.000000000001,2624.78,True,-0.3283572159672466,-0.2279611519837778,3.09242844751145e-06,27,6,3,1,1,0.0,399.0728333333333,0.5431707032709291,1.0,0.2950344128918357,0,0,0,0.1277130712524969,0.4795892903162235,0.0565805021808232,Stable,ATC4,L01C D Taxanes,-0.3362343985798751,0.2267324893858705,0.0401698240334467,-0.0171401502499598,0.002659171311846,2624.78,971.4208942891064,0.0,4280.583060845675,-0.629903879834079,Damped ETS,0.4101585438226586,0.0,0.7776828233751466,-0.7442301656929907,0.007877182612628486,4.0,1.4119310899556163,0.21050941619604824,Mature Leaders,Monitor,常规跟踪销量与生命周期信号,False
DOCOSANOLUM*,14768.5,0.0,0.0,True,,-1.0,0.0,1,1,0,1,0,0.5666666666666667,401.2610000000001,1.3495640776689404,2.3076923076923075,0.2225733865515811,0,34,0,0.078475870894321,0.7945373917540544,0.6844160602987038,Potential discontinued,ATC4,D06B B Antivirals,0.004900010900757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.260738868231459,,Damped ETS,0.0099238924258235,0.0,,,,1.0,-2.681862527738304,-1.0011771434037922,Niche / Volatile,Monitor,常规跟踪销量与生命周期信号,False
DOCUSATUM NATRICUM,95370.75,21079.53,45224.02,True,1.1453998262769618,-0.1701712223935459,5.328143538080402e-05,4,4,1,2,2,0.0,4462.732833333333,0.5556287880908446,1.0,0.3087233501553006,0,0,0,0.032478591730129,0.4169157116951446,0.3399981259246658,Stable,ATC3,A06A DRUG FOR CONSTIPATION,0.0749077828240527,0.0047540135016425,0.0011659511039416,0.0022559680106724,0.002372114309717,45224.02,70736.01732735874,52947.89805255848,83111.91580506052,0.5641249346554935,Damped ETS,0.1057000921662167,0.0,0.4969562821032016,-0.4969562821032016,1.070492043452909,3.0,0.39690164175197745,0.41021416012129885,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DOLUTEGRAVIR50 MG TABLETS+LAMIVUDINUM+TENOFOVIRUM,0.0,0.0,0.0,True,,,0.0,1,1,0,1,1,0.9833333333333332,0.0508333333333333,7.681145747868607,60.0,0.0,26,33,0,0.1864406779661005,0.0,-0.0212765957446808,Potential discontinued,ATC4,"J05A R Antivirals for treatment of HIVinfections, combinations",-1.0,,,,,0.0,0.5926751826389342,0.0,1.853414050870393,,Damped ETS,,,,,,1.0,-4.410298421910057,-0.2068139663414563,Niche / Volatile,Monitor,常规跟踪销量与生命周期信号,False
DOMPERIDONUM,1324259.02,890320.2200000001,975489.38,True,0.0956612666844742,-0.0735704450227668,0.0011492891247865,25,12,2,2,4,0.0,91318.88983333332,0.2018037907519995,1.0,0.0407247699618768,0,0,0,0.4908677635317713,0.452180684604291,0.3550052953390982,Stable,ATC4,A03F A Propulsives,0.1226764633710826,0.5511361463421328,-0.0204292604925895,-0.0020404755105835,-0.0135891007989971,975489.38,809493.1938366025,536535.4593482623,975977.320479763,-0.1701670869685915,Damped ETS,0.4475746481050444,0.0,0.1848577824037134,-0.1795692082791947,-0.0270151966866084,4.0,3.3101262426636926,0.8950912064412896,Mature Leaders,Defend,已知INN规模位于前25%，但同类份额下降,False
DOMPERIDONUM+OMEPRAZOLUM,171399.87,151183.80000000002,146534.06999999998,True,-0.0307554777694437,-0.0384275075574789,0.000172641564854,4,2,0,1,2,0.0,13107.0645,0.1815251988710647,1.0,0.0329513978251795,0,0,0,0.5817234233686296,0.1229072475048813,0.3536133998509793,Seasonal,ATC4,A02B C Proton pump inhibitors,0.1060106364248369,0.0115510128267592,-0.000224868714454,-0.0009681672368313,-0.0016299159841404,146534.06999999998,142622.30834392473,84985.55878070742,182722.47577363232,-0.0266952365144519,Damped ETS,0.0828017279442556,0.0,0.0972727580709475,-0.0716123251315243,-0.13676611419428059,3.0,0.6789637583530928,-0.6034081323847521,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
DONEPEZILUM,35233.84,39562.73,57792.48000000001,True,0.4607808915107734,0.1316909382378157,6.808917669451784e-05,9,5,2,1,2,0.0,3537.4773333333333,0.2330668098197174,1.0,0.0543201378395403,0,0,0,0.2201562175578345,0.5773195616817648,0.1325044415177072,Stable,ATC4,N06D A Cholinesterase inhibitors,0.4341994300801157,0.3296039327664207,0.0049018323363003,0.0642491578142562,0.005997719628686,57792.48000000001,68776.03391167588,46044.31905248139,84591.3874617276,0.1900516107229846,Damped ETS,0.4238828153248531,0.0,0.2679552772792393,-0.2641635619297284,0.026581461430657705,3.0,0.7470453379539395,0.8906607987698107,Emerging / Mixed,Emerging Opportunity,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动,False
DOPAMINUM,16546.84,7269.92,3286.01,True,-0.5479991526729318,-0.3324428477689471,3.8714676288325495e-06,3,2,0,1,2,0.0,821.4821666666666,0.4899915301092807,1.0,0.2400916995788341,0,0,0,0.1679348480774271,0.8488585816508418,0.6545792164381748,Stable,ATC4,C01C A Adrenergic and dopaminergic agents,-0.2598477074845263,0.0491276357808369,0.0031136672809397,-0.0076153944325776,-0.0313189661759513,3286.01,722.834775124232,0.0,4865.635303521488,-0.78002660517642,Damped ETS,0.3630958555866505,0.0,0.3406239288432676,0.1635745703545956,-0.28815144518840546,3.0,-0.1957029207104312,-1.3567656466759788,Emerging / Mixed,At Risk,同类份额与预测销量同时下降，核查原因,False
DORNASUM ALFA,1061.5,134.82999999999998,362.64,True,1.6896091374323223,-0.2354798666386022,4.272503799196704e-07,1,1,0,1,1,0.0166666666666666,52.02183333333333,1.6580883809070537,1.0169491525423728,2.686769460917325,0,0,1,0.3815610970034226,0.182318569257083,0.4417062021682688,Lumpy / volatile,ATC4,R05C B Mucolytics,-0.0488262999090003,3.7523298016450215e-05,-2.029887542446423e-05,2.409303134752425e-05,2.4253275351373548e-05,362.64,91.5635162875068,0.0,548.7578594629631,-0.7475085035089708,Damped ETS,0.0379836643083716,0.0,1.0047236280749807,-0.7312128378416307,1.7384354373413227,3.0,-0.8610783907483472,-0.3068853685221833,Emerging / Mixed,Market-led Growth,销量增长且同类份额变化不超过0.2个百分点,False
DORZOLAMIDUM,160717.6,202521.23,241175.49,True,0.1908652243520345,0.1067956224649426,0.0002841449363826,6,5,0,1,1,0.0,16130.133666666668,0.1807137002183359,1.0,0.0326574414466025,0,0,0,0.3238310542539581,0.7011950980312524,0.4894330940089904,Stable,ATC4,S01E C Carbonic anhydrase inhibitors,0.0912031959574608,0.4304619513548909,-0.0068696544742542,-0.0062288798958681,0.0360248249268153,241175.49,234681.36494448676,139818.98025868484,300680.87979411706,-0.0269269694673919,Damped ETS,0.4321965464879125,0.0,0.0829127077384791,-0.080199398941067,0.0996620283945737,3.0,0.7650869261479241,0.10408296361594105,Emerging / Mixed,Emerging Opportunity,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动,False
DORZOLAMIDUM+TIMOLOLUM,202520.71,363343.46,493365.5,True,0.3578488518824585,0.2493232833968339,0.0005812668136837,11,7,0,1,2,0.0,26710.91216666667,0.3416288921260261,1.0,0.1167102999352559,0,0,0,0.3583255163071761,0.9118000140035945,0.8455674038339742,Stable,ATC4,S01E D Beta blocking agents,0.1090228092271792,0.3112039313040496,-0.0006456341997242,0.0004978922132853,0.0570281755423653,493365.5,519870.0307107499,325812.8823176732,654883.2679329291,0.0537218972764612,Damped ETS,0.5838782822200717,0.0,0.2051614876678385,-0.2051614876678385,0.2488260426552793,3.0,1.184303464295579,0.6955244537293716,Emerging / Mixed,Invest,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持,False
DOXAZOSINUM,171773.44,171609.62999999998,178227.99,True,0.0385663671671572,0.0092644452910781,0.0002099822866749,10,4,3,1,2,0.0,14572.38883333333,0.1249766161966873,1.0,0.015619154595974,0,0,0,0.5899518472727678,0.0124576883722322,0.3026636177215542,Seasonal,,,,,,,,178227.99,186171.5790857025,116068.55099956803,234945.0297901036,0.0445698180499176,Damped ETS,,,0.1084573167412351,-0.1003937541227155,,3.0,1.6846613324812136,0.15372120812493564,Emerging / Mixed,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
DOXEPINUM,36240.05,39540.64,46877.41,True,0.1855501074337695,0.0664578740074575,5.522940445662407e-05,4,1,2,1,2,0.0,3370.094833333332,0.134549178365788,1.0,0.0181034813989086,0,0,0,0.5151173873114352,0.522111550646645,0.3576699239755286,Seasonal,ATC4,N06A A Non-selective monoamine reuptake inhibitors,0.1252536734723388,0.0829813981821113,-0.0056532536152316,-0.0238819410575368,0.0042203888002214,46877.41,45457.39728658013,27018.944438431856,58285.758565776494,-0.0302920471378403,Damped ETS,0.4796934424859359,0.0,0.1260907558927738,-0.1260907558927738,0.06029643396143072,3.0,0.7943628664288097,-0.29369276629665103,Emerging / Mixed,Emerging Opportunity,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动,False
DOXOFYLLINUM,80462.37999999999,101703.22,97101.04,True,-0.0452510746464074,0.0481121410175371,0.0001144012139603,1,1,1,1,1,0.0,10136.910333333331,0.556075068123801,1.0,0.3092194813888899,0,0,0,0.453796297112191,5.446864502767212e-07,0.2988701788063482,Stable,ATC4,R03D A Xanthines,-0.2260370024377607,0.1827538145215454,0.0492674264152968,-0.0484427808604746,0.0346052423190215,97101.04,67568.3177675856,29375.2318537913,94140.75898619596,-0.3041442422492529,Damped ETS,0.3052908931108271,0.0,0.3332921974592976,-0.144679223073028,0.1807859277913533,3.0,0.43386260866935156,-0.5301496682796786,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DOXORUBICINUM,6002.32,7829.009999999999,6496.789999999999,True,-0.1701645546499494,0.0199876678722679,7.654301775199412e-06,22,3,4,1,1,0.0,625.4823333333333,0.4673688647941576,1.0,0.2184336557789796,0,0,0,0.2579698391039233,0.0120180861158523,-0.154353890206361,Stable,ATC4,L01D B Anthracyclines and related substances,-0.0817858404549315,0.8359784751424438,-0.0059950712173827,-0.0586661436046301,-0.0890329560418269,6496.789999999999,4299.093645667486,0.0,12489.849317404947,-0.3382741868418886,Damped ETS,0.3671574777907885,0.0,0.6923058305019867,0.6923058305019867,-0.0883787141950179,4.0,1.5854580720833347,-0.6647934818889737,Mature Leaders,At Risk,同类份额与预测销量同时下降，核查原因,False
DOXYCYCLINUM,1069655.57,837568.6400000001,901403.36,True,0.0762143148052916,-0.0418824310044565,0.001062003441487,9,5,1,1,1,0.0,82660.10866666668,0.1766783522059775,1.0,0.0312152401382194,0,0,0,0.2477602121830583,0.2652347309507809,0.0828436285855108,Stable,ATC4,J01A A Tetracyclines,0.0038095000491218,0.7139339217096359,0.0032962407590189,0.0175208389474106,0.0480315608502979,901403.36,876854.0731512323,624626.8074830219,1030694.1397061448,-0.0272345189047972,Damped ETS,0.5136998250228214,0.0,0.2545254114092688,-0.2456282525331355,0.0724048147561698,3.0,1.0006259568584173,0.4387990850680971,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DOXYLAMINUM,2032557.51,2074760.67,2046541.59,True,-0.0136011253770295,0.0017155904451064,0.0024111671957007,19,7,1,2,4,0.0,177770.4768333333,0.1477788552464644,1.0,0.0218385900579554,0,0,0,0.691392916249969,0.0057351502537301,0.6484578025776836,Seasonal,,,,,,,,2046541.59,1934645.010566172,1361989.513340189,2283922.712851413,-0.054675937191107,Damped ETS,,,0.07050550625384,-0.053645764803214,,4.0,2.7592647194825646,0.3993776016580862,Mature Leaders,Monitor,跨多个ATC3或不足3个同类INN，竞争份额不适用,False
DOXYLAMINUM+PASSIFLORA INCARNATA*,146055.12,112801.01,100404.2,True,-0.1098998138403194,-0.0894395695657814,0.0001182928871484,3,1,0,1,3,0.0,10894.8775,0.2723944782794728,1.0,0.0741987517971461,0,0,0,0.6337310936272066,0.5867976727525747,0.7071052130554343,Seasonal,ATC4,N05C M Other hypnotics and sedatives,-0.2292536681012504,0.0084721432062202,-0.0006747596146442,0.0001956359104869,0.0011360327311868,100404.2,75818.6164419122,36326.28724846809,103294.99262286349,-0.2448660868577986,Damped ETS,0.0655367468375365,0.0,0.166918176921258,-0.1091913646298329,0.119353854260931,3.0,0.6379903921197465,-0.874438372071619,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DRONEDARONE,961.75,594.56,477.18,True,-0.197423304628633,-0.1607236032730215,5.621975962113067e-07,1,1,1,1,1,0.0,59.57183333333334,0.3919402624807062,1.0,0.1536171693534448,0,0,0,0.1836254084070643,0.4282957961947671,0.1126524185045428,Stable,ATC3,"C01B ANTIARRHYTHMICS, CLASS I AND III",-0.0117122395407524,0.000255910295413,1.2618721601129104e-05,2.8341411989219628e-05,-5.921598995112606e-05,477.18,489.9863346964215,0.0,1091.585707839109,0.0268375344658653,Damped ETS,0.0314662250333646,0.0,0.6327431726455544,0.6072684920726875,-0.1857110650878806,3.0,-0.47501397276338225,-0.6619983715333042,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DROSPIRENON+ESTRADIOLUM,38464.97,29281.91,35672.630000000005,True,0.2182480582721553,-0.0186646739925144,4.202830553781665e-05,1,1,0,1,1,0.0,2689.82,0.3341935387834882,1.0,0.1116853213646308,0,0,0,0.1654416624178238,0.0017421198091815,0.2086159014729686,Stable,ATC4,"G03F A Progestogens and estrogens, combinations",0.1650684943025502,0.1560358205936439,-0.0006275909409355,-0.0033909837795925,0.006811352455245,35672.630000000005,33022.33933084637,18991.101124118657,42784.426984987214,-0.0742947932113117,Damped ETS,0.3805036402116555,0.0,0.2773878465924392,-0.2773878465924392,0.053179563969605104,3.0,-0.27499662699083577,-0.4694800815702748,Emerging / Mixed,Monitor,常规跟踪销量与生命周期信号,False
DROSPIRENON+ETHINYLESTRADIOLUM,533671.58,424402.33,452036.57000000007,True,0.0651133088736815,-0.0406548731692328,0.0005325744437185,19,13,0,1,4,0.0,40602.01849999999,0.1379588199269681,1.0,0.0190326359956416,0,0,0,0.3665423743495662,0.3593594838830756,0.216011779904256,Stable,ATC4,"G03A A Progestogens and estrogens, fixed combinations",0.1719251122211333,0.2083044927528919,-0.0096365157185353,-0.0117945124602238,-0.0208892127541251,452036.57000000007,399725.2435925006,221924.145332514,523428.5034647661,-0.1157236601620516,Damped ETS,0.4343293881596472,0.0,0.1049880773247364,-0.0779583350677646,-0.1068118033474518,4.0,2.1752958201754975,0.23996566807165834,Mature Leaders,Defend,已知INN规模位于前25%，但同类份额下降,False
DROSPIRENONUM+ETHINYLESTRADIOLUM+ACIDUM LEVOMEFOLICUM,412718.79,590308.2000000001,862920.3700000001,True,0.4618132866865139,0.2024834833326696,0.0010166640633215,2,2,0,1,1,0.0,48803.29099999999,0.2915325427767336,1.0,0.084991223497868,0,0,0,0.3036023221231674,0.8247018610152667,0.5608448450031128,Stable,ATC4,"G03A A Progestogens and estrogens, fixed combinations",0.1719251122211333,0.3976452390986592,-0.0018653584861266,0.020680898034125,0.0788559342680816,862920.3700000001,915619.1099492687,576203.6739439165,1151763.8598733323,0.0610702236050688,Damped ETS,0.4407466925798818,0.0,0.22029232478701,-0.22029232478701,0.2898881744653806,3.0,0.2812833633319512,0.5533987628259119,Emerging / Mixed,Invest,机会概率位于前20%，份额及预测销量增长，维持或评估增加商业支持,False
DROTAVERINUM,9599630.87,7214206.800000001,7204326.92,True,-0.0013695032972995,-0.0692464108226704,0.0084878982286441,31,5,2,3,8,0.0,679471.5441666668,0.1796721624098727,1.0,0.0322820859450397,0,0,0,0.571829317159834,0.5610923961213115,0.4925365744720636,Seasonal,ATC3,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,0.0337476891149219,0.6447002229306033,-0.0053995144982139,-0.0051548937013744,-0.0226711099366677,7204326.92,6797308.491678435,4781421.086941581,8026851.42665945,-0.0564963851364985,Damped ETS,0.2478750763618526,0.0,0.0921649497168817,-0.0508935438407785,-0.0351171924122214,4.0,3.5681003053775417,0.6620863567697292,Mature Leaders,Defend,已知INN规模位于前25%，但同类份额下降,False
