ATC2,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023,contribution_2023,YoY
D10 ANTI-ACNE PREPARATIONS,1010855.76,1040380.43,1194169.41,1080450.72,1280927.91,0.0015091466363258582,0.18554959174815489
D11 OTHER DERMATOLOGICAL PREPARATIONS,2484664.4899999998,2029405.7699999998,2102613.76,2006681.97,2153915.1199999996,0.00253767111552703,0.0733714421124736
G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,4167775.39,3699708.51,3885490.89,2934753.36,3306855.81,0.0038960274684592686,0.12679172807898254
G02 OTHER GYNECOLOGICALS,1597648.9,1434795.99,1476176.03,1071332.85,1276433.5,0.0015038514720306488,0.19144437697397199
G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,5355763.33,5208728.4399999995,5692727.91,4690699.92,5510645.96,0.006492459684570914,0.17480249301473116
G04 UROLOGICALS,10786733.75,10420424.790000001,10933181.790000001,9081137.28,10034626.74,0.011822463288708038,0.1049967014704134
"H01 PITUITARY, HYPOTALAMIC HORMONES AND ANALOGUES",353969.50000000006,280358.97000000003,245613.68,180857.44,191579.59,0.000225712697475057,0.05928509216983269
H02 CORTICOSTEROIDS FOR SYSTEMIC USE,3512758.83,3547603.91,4935456.7700000005,3073065.4,3174543.87,0.0037401419438814264,0.03302190379677583
H03 THYROID THERAPY,3020651.59,3121698.0100000002,3333772.48,3115880.92,2716989.79,0.00320106695349483,-0.1280187337839599
H04 PANCREATIC HORMONES,383.04999999999995,235.89000000000001,392.2300000000001,330.98,538.7600000000001,6.34749102927205e-07,0.6277720708199894
H05 CALCIUM HOMEOSTATICS,181.27999999999997,334.53999999999996,597.19,536.31,577.27,6.801203033758771e-07,0.07637373906882217
J01 ANTIBACTERIALS FOR SYSTEMIC USE,62242741.86,66921833.43,63916055.24,37377134.28,32538967.43,0.03833632858113081,-0.12944188855561456
J02 ANTIMYCOTICS FOR SYSTEMIC USE,6628029.77,6382568.0200000005,6584589.26,4783175.83,5140112.74,0.006055909775521006,0.07462341395883842
J04 ANTIMYCOBACTERIALS,189087.23,175146.11000000002,166136.22,118677.21999999999,118955.89000000001,0.00014014987093586618,0.002348133871016067
J05 ANTIVIRALS FOR SYSTEMIC USE,10621446.870000001,15669800.129999999,14502976.33,10857472.01,9403079.84,0.011078395748000751,-0.13395311253489472
J06 IMMUNE SERA AND IMMUNOGLOBULINS,51033.590000000004,59817.939999999995,59325.229999999996,12451.219999999998,15025.960000000001,1.7703086032036648e-05,0.20678616231983726
J07 VACCINES,601121.66,611691.2899999999,587780.54,351385.05,366023.35,0.000431236530297183,0.041658858280965605
L01 ANTINEOPLASTIC AGENTS,188486.14,184365.29,178923.6,151773.0,135052.6,0.00015911447898505203,-0.11016715753131312
L02 ENDOCRINE THERAPY,454904.3,479124.11000000004,540352.98,525365.51,518067.25,0.0006103695934988937,-0.013891776032271319
L03 IMMUNOSTIMULANTS,3318130.32,3299329.04,2625604.86,1592163.9,1436388.62,0.0016923052713635864,-0.0978387212522529
L04 IMMUNOSUPPRESSANTS,147421.45,180747.68,234835.00999999998,202401.71,243173.91,0.00028649940832244574,0.20144197398332264
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,48312596.94,45581105.88,48699377.24,43866843.14,47276723.870000005,0.055699862769729894,0.07773253067510355
M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,22872793.75,22329157.13,22184635.37,16952941.98,17148193.98,0.020203431482713443,0.011517293000256057
M03 MUSCLE RELAXANTS,1464113.95,1396789.77,1684716.53,1487507.62,1989522.75,0.00234398949590869,0.33748743418201776
M04 ANTIGOUT PREPARATIONS,446379.39999999997,462491.31,560452.4,581118.9,724437.09,0.0008535076713280399,0.2466245548028121
M05 DRUGS FOR TREATMENT OF BONE DISEASES,242178.69,211304.87,252039.86000000002,180130.19,188127.86000000002,0.00022164598405712154,0.044399386910101146
M09 OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,2514885.61,2652113.8899999997,3341386.98,1978491.3900000001,2130300.43,0.0025098490736282183,0.07672969453761436
N01 ANESTHETICS,3748268.95,3758032.62,3743755.77,2045819.3199999998,1753593.63,0.002066025658069197,-0.1428404195537658
N02 ANALGESICS,128030484.31,130551679.81,122564178.5,104391497.59,101230995.69,0.11926699031601315,-0.03027547236090955
N03 ANTIEPILEPTICS,2331981.29,2225446.27,2301608.14,2234278.87,2227171.08,0.0026239788497576175,-0.003181245678611333
N04 ANTI-PARKINSON DRUGS,722606.0,728500.36,774778.55,685842.04,728991.41,0.0008588734195915402,0.06291444309829708
N05 PSYCHOLEPTICS,38502081.68,37143105.51,36399333.08,33266973.779999997,28214422.990000002,0.03324129423585865,-0.15187888214339396
N06 PSYCHOANALEPTICS,12797155.9,12267184.22,13630418.98,11811667.25,12852756.87,0.015142690425001798,0.08814078469743536
N07 OTHER NERVOUS SYSTEM DRUGS,11287475.51,9674381.4,11055897.69,8446538.33,8668759.66,0.010213244148928172,0.026309160192966363
P01 ANTIPROTOZOALS,484571.74,418003.81,423984.55000000005,271910.52,323648.68,0.00038131210426455936,0.19027641887485625
P02 ANTHELMINTICS,4914393.63,4063095.79,3841177.5900000003,2914516.03,3461864.43,0.00407865346610383,0.1878007855733086
"P03 ECTOPARASITICIDES, INCL. SCABICIDES INSECTICIDES AND REPELLENTS",946151.08,761457.16,698917.62,546655.5,602893.6000000001,0.0007103091761833713,0.10287667461499983
R01 NASAL PREPARATIONS,49543858.07,44827722.39,51017180.97,40787544.42,46721953.25,0.05504625048712656,0.14549561427115698
R02 THROAT PREPARATIONS,29671087.39,25645185.26,27213135.69,20920768.5,20897269.0,0.024620466908045303,-0.0011232617960472702
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,6727264.800000001,5825554.88,6547197.87,5203260.11,5872698.2299999995,0.0069190176205633,0.12865743896089765
R05 COUGH AND COLD PREPARATIONS,47972274.47,39499058.94,44717645.28,30262615.79,28873728.41,0.0340180659410707,-0.04589449205705953
R06 ANTIHISTAMINES FOR SYSTEMIC USE,19907247.330000002,18226668.01,19668747.52,15327274.98,18054643.83,0.02127138053077937,0.17794218825974228
R07 OTHER RESPIRATORY SYSTEM PRODUCTS,3372614.3099999996,3365828.5599999996,2839294.13,2592241.46,3087975.0100000002,0.0036381493939029006,0.19123741273700645
S01 OPHTALMOLOGICALS,17774055.66,16053625.879999999,15943740.93,12518112.86,14287515.99,0.016833075873692545,0.1413474338974765
S02 OTOLOGICALS,2153496.9299999997,1645688.34,2110113.9699999997,1592964.6600000001,2084022.69,0.0024553261804095335,0.3082667445993432
S03 OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,2315630.3200000003,1908143.89,1998037.8,1635379.02,2182052.94,0.002570822158669296,0.3342796460725048
V01 ALLERGENS,0.0,0.18,14.540000000000001,39.120000000000005,1691.6299999999999,1.9930221712538933e-06,42.242075664621666
V03 ALL OTHER THERAPEUTIC PRODUCTS,657501.52,623264.49,708534.83,618066.32,722687.56,0.0008514464333036056,0.16927186713555287
V04 DIAGNOSTIC AGENTS,50581.92,41265.76,40531.16,31433.919999999995,44970.04000000001,5.2982204596853005e-05,0.43062144333255326
V06 GENERAL NUTRIENTS,9072.93,12988.89,15193.670000000002,17012.24,22378.36,2.636543903590104e-05,0.315427010199715
V07 ALL OTHER NON-THERAPEUTIC PRODUCTS,1878594.77,2126541.9699999997,2171377.04,1039218.0299999999,831271.04,0.0009793758759547196,-0.20009948249261988
V08 CONTRAST MEDIA,151879.24,105688.24,153490.87999999998,111050.84000000001,110224.84,0.00012986323838127308,-0.00743803468753601
