ATC4,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
A03A D Papaverine and derivatives,704968.9511586832,651513.508362948,703997.1251732617,504679.6484684146,474796.10855143884,486312.1328647602,530380.6081623192,552239.9022472682,595949.1585621294,621697.2578609204,614232.3015468548,691695.7175425044
A03A X Other drugs for functional gastrointestinal disorders,200531.38423573974,188182.70730620105,177595.18265687153,146466.22703348688,146888.83144028965,141752.6391526222,159406.2244006759,175428.62333030105,174689.11823987096,180254.1969408079,177989.75051878183,187596.9791791556
"A03B A Belladonna alkaloids, tertiary amines",1428.2566575765547,1381.9579707352023,1915.2037783122323,1115.4700730977886,1026.3885879167547,1580.5690645379127,1579.4305276951643,2003.7113991600963,1373.407533610109,1305.236634076769,1190.2419824085532,1356.7900688193142
"A03B B Belladonna alkaloids semisynthetic, quaternary ammonium compounds",1321.656077940367,961.2868528529277,649.9420246584964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A03D A Synthetic anticholinergic agents in combination with analgesics,666874.8600764235,718959.2789176587,685783.4349478702,594774.1968874953,571361.4389008553,575049.2983308709,624008.3913915141,648146.7711634065,646753.2186741065,699557.966638654,653354.3161696175,690172.9755418409
A03D B Belladonna and derivatives in combinations with analgesics,19258.052669178636,17360.787225951517,17677.24348548485,14066.678307226552,14306.617578734948,13495.171210056691,15892.93992922912,17568.891118682095,17772.467084359505,18685.561271016468,18179.36203445707,19219.46565932458
A03D C Other antispasmodics in combination with analgesics,1.4110628189371657,0.0,0.0,1.5835905841272258,0.0,4.7482849471161,1.2971863592265713,0.0,0.0,2.23816095539947,0.0,0.0
A03E D Antispasmodics in combination with other drugs,59092.40244953797,52696.81445506926,53448.873491781036,40893.58335343721,41681.39267504889,41229.77796462498,49260.43402857259,58126.387512017434,58609.18093106006,56267.6678985809,54612.74330488431,57824.9030622138
A03F A Propulsives,157283.24867748993,144838.91289617078,133870.66257670036,108467.5310267089,105581.89529230064,103453.55501035888,119251.42149039038,134143.65578000044,137128.54791727342,141930.97993267662,136117.03505058415,146355.747450495
A04A A Serotonin (5HT3) antagonists,42769.895759284875,41901.14134898668,40545.36440262233,37037.30801885314,37698.94060703578,38108.32960856181,40381.19297475537,42193.60964497614,44386.09922009718,45095.20938773306,42338.04154454567,43540.860572106256
A04A D Other antiemetics,73088.01078201822,71685.25912540208,76587.97992108722,53044.43747861337,50318.30764561233,43216.269900189574,42146.0730248294,45346.860045519315,54768.21898304929,67744.27225405134,71214.05539183102,68831.0612230328
A05A A Bile acids and derivatives,79683.81794664405,81993.54147950448,76825.67025922432,63062.79483643173,62227.84885162915,59281.698017218594,61936.08170312166,64879.11660527563,67923.7672804303,73727.83137398554,78411.69220226127,82939.49801831333
A05A X Other drugs for bile therapy,347887.5463685593,320234.18314300186,292645.09203282546,230965.66204959375,220239.922419177,186471.4342136907,193769.88409372812,205239.60730556352,219319.0578886872,252707.62553270103,274795.4305997525,291433.5293571741
A05B A Liver therapy,506163.5224878666,480897.62589963863,452108.0884939219,328119.6705530209,326172.8783049759,279768.18294845166,306121.11309632275,324192.43091668375,354755.89572060405,411992.603197524,446569.81594317924,467288.3247705463
A05C DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,12.504348574341446,10.907221247693437,14.730697342115253,9.375246686553401,5.875315618507068,9.847328158600487,16.319687126426658,0.6947752005989455,0.0,0.0,1.051959530710496,2.1174222036182986
"A06A A Softeners, emollients",32501.637488212047,31216.36104179802,34601.32946734929,28088.782711575008,27495.534079413057,26165.566399016607,26202.380860603145,26757.934241733965,27196.214804256066,29367.850644832513,30792.772285564082,33364.523096861405
A06A B Contact laxatives,597845.6477306042,559478.9232280141,574594.1294626012,479641.97699357773,499026.3287596206,480818.0911137162,464753.7838146495,459151.05464878114,441004.3858888567,477776.0822536872,500096.85231832194,562043.7705428
A06A C Bulk-forming laxatives,7305.317186808413,6844.243429441675,6749.869491594105,4249.821746669288,3721.977749381623,3108.9182031869977,2648.3214469811937,3129.238011869643,4817.0226295890325,6109.747731749612,5739.553776220786,6160.372125598101
A06A D Osmotically acting laxatives,176348.1162662046,171317.79885867098,162592.8786082573,131861.25809628042,135001.9517438105,124232.30677559592,123541.89660499232,119490.67524489749,118144.53661536981,134378.82957557967,147151.5516681527,161986.1320463273
A06A G Enemas,55332.65132503162,52456.36335173929,47485.98907400985,41752.77053606553,43994.836012218955,44506.556646774974,46411.783065184456,47386.336042177594,46496.3426170021,48565.424537150415,50947.29195584611,52985.703402206665
A06A X Other drugs for constipation,27784.27509097734,25465.482434921832,53373.368268198756,29956.06258273156,26681.70067751964,22830.411986166448,22837.115407402547,23689.186745221774,23520.476165708278,27595.967432102374,28979.57994576747,33607.56695704503
A07A A Antibiotics,36978.51227003573,35844.868185393956,34099.996040740865,27032.88465030629,28188.7020159482,30054.580449769048,32300.58177723918,33322.62690310116,33246.322670935595,36673.003546360356,36480.99000046874,37136.3249253939
A07A B Sulfonamides,48782.37191694347,52337.348791546494,54392.057900731554,41245.27839758225,45561.06920456546,54470.04105965464,67933.28855322863,72334.45695759049,65614.8060905826,58969.94460647892,50997.0870286986,50660.09057597701
A07A X Other intestinal antiinfectives,113135.38730955929,111271.55959894601,120595.88040441117,88942.22191769135,97691.51359722349,132769.89780975724,171251.2368486923,195466.53974874836,178714.20813770124,145904.10931777157,114237.48113073585,110898.67745001533
A07B A Charcoal preparations,444796.00464986893,360391.70620099566,426284.9376161611,268228.48510216305,252383.5937554597,314501.98211768654,392093.78310339677,348434.84118141636,296132.88769713,294664.5742286528,205559.64187519424,283773.3703810037
A07B C Others intestinal adsorbents,332877.33358989016,279365.9919652539,256852.9273068341,196487.51342138756,217495.87415431958,265767.1377819544,327270.6837253515,370295.27232135844,322646.6462394532,290620.17201521836,262628.08567711967,317414.25884793
A07C A Oral rehydration salt formulations,8745.341552468522,8533.53274561675,8513.068930088093,6347.659507617937,6331.753599594574,7696.035703128649,9240.776215908674,10435.833856085459,10115.719198179651,9506.82070180777,7875.740734663028,7944.805190900001
A07D A Antipropulsives,460456.4270852243,460396.0839566382,480826.55077041284,409540.7851380759,439062.45674884995,489431.2633541127,559607.5127549664,617582.6443922928,559815.5742187977,511251.9965966449,461574.9350155663,469014.21946734685
A07E A Corticosteroids acting locally,515.0789033336274,516.0314430856154,517.9648488864685,423.61218689536753,414.50270344539257,377.12170145454735,344.02398690606896,362.4373598113018,474.47023964956236,563.9865199947777,564.2640604421075,625.1688194476985
A07E C Aminosalicylic acid and similar agents,15593.027999519101,15927.3032434591,16718.177006713344,13578.769585418993,13993.509616485762,13658.43400944143,14557.179091908214,15123.433525983892,14877.565841346683,15863.903661739167,15587.287886155405,16566.66323379065
A07E F Microbial anti-inflammatory drugs,1703.1973261359728,1720.1721966275086,1401.9714548434654,1184.2694232389601,1306.6603597780836,1293.0728708321117,1453.3762414980622,1517.4286998535515,1492.1036283606709,1637.6977329890956,1745.0111785145634,2109.0236967576666
A07F A Antidiarrheal microorganisms,338368.52217029076,315640.3076494245,293912.83982574876,218730.45258887415,192747.1872995898,194669.28098195282,218745.30035694063,251189.85667188274,289226.3454080893,363630.2531163186,347629.2216715043,350862.756269204
A07X A Other antidiarrheals,1551.681515504714,1294.614406874696,1122.2944031048862,1031.2816832232415,1094.6271904521302,1232.712079369445,1482.5028736375007,1675.7019921861488,1682.448170159272,1573.5639956719742,1321.12633921634,1273.4838971860363
A08A B Peripherally acting antiobesity products,173.15074936248755,189.51882909140696,249.68917945414796,176.93494632394612,241.30264639939023,240.67589303935088,185.54717693092488,0.0,0.0,0.0,0.0,0.0
A08A X Other antiobesity drugs,1018.9748455210748,1124.6324173764747,1067.6979741377918,1162.5209750344811,1317.989131239468,1194.8830985962334,1265.2180269292737,1207.5014878031143,1028.9109411701518,913.6594830802306,885.3484958247425,898.632462843682
A09A A Enzyme preparations,1262465.79786626,984872.9708072463,944336.8172467081,836179.0881119762,792214.2645178885,693922.4865563168,784551.2543007578,862480.2406100087,868930.1185711076,930523.141453685,928459.703473445,1168103.2760029514
"A10A B Insulins and analogues for injection, fast-acting",37182.3181872772,45889.87491735924,49582.417941901775,40457.92059003122,43420.04218666772,43916.013090170556,43103.548910806596,39542.56484171852,45978.62858636146,47440.54661863949,50385.32769907279,53754.0126173333
"A10A C Insulins and analogues for injection, intermediate-acting",23707.430120858182,32352.432008805106,35631.2804527448,27179.128191753363,30747.50061608603,30430.492879127043,30174.85924044435,26884.56362889047,32730.49037002816,33925.34425608229,37491.43642502748,40412.38722635596
"A10A D Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",17224.145843275895,22573.568698745883,24821.606749731454,19328.92029782684,21456.001264744566,21360.567512249203,21157.5270101105,19063.980571775246,22777.542637149225,23605.49930978425,25733.430551744645,27560.77450022784
"A10A E Insulin and analogues for injection, long-acting",39785.442174419004,43603.212963894286,45122.083751207756,39559.91889921905,41240.68200009452,42434.410224351974,42468.873990351094,40984.35608062785,44089.90470666678,44463.907323838524,45375.56823831344,47088.63923980796
A10B A Biguanides,594396.8875882889,637000.2784042131,661833.7905059662,522352.86643638223,558459.3066297288,560902.9122334195,567218.2825653856,566351.8838799723,591947.1239806553,615988.4915102151,635167.3741828768,680888.0453700195
A10B B Sulfonylureas,259418.19405848128,274757.4243993511,296623.11355589924,230682.2738343344,244019.00045615653,235778.57456627165,241155.55187992527,247748.74864866878,255803.10548913022,268711.1191092299,272544.08635919064,291447.0045488832
A10B D Combinations of oral blood glucose lowering drugs,94775.28287418345,96834.93324034032,105877.50614344883,87814.28697627634,91177.605553686,90860.93355752795,93442.78387174406,96325.61488502628,97043.05754578994,100882.10179835583,100948.55010448972,105177.10101459795
A10B F Alpha glucosidase inhibitors,1940.680626416623,1930.4013218110676,2160.616055509229,1521.0328198503635,1372.0704087058784,1063.355857172896,1333.8975933291172,1490.1415596367,1392.7877100653723,1569.0464077909169,1634.8463433539582,1845.5416691869978
A10B G Thiazolidinediones,3843.27546401776,3944.717407074577,4070.803204420835,3565.115285198649,3551.6087927217045,3649.750241640955,3557.0944436771624,3685.1940482069326,3703.2219747315557,3926.104958852059,3911.5343890492677,4150.946576107841
A10B H Dipeptidyl peptidase 4 (DPP-4) inhibitors,10799.625162458482,11056.164801849209,11658.572567321224,10257.606833658268,10020.205500687338,9470.859288270027,9764.38557229561,10048.12465347551,10181.581972378865,10822.28948146098,10836.421142686104,11252.88532562564
A10B J Glucagon-like peptide-1 (GLP-1) analogues,2781.814203752392,2706.39756758354,2847.0501521188685,2166.2293132175378,1830.0349355668825,1330.2313269167666,1306.0403334670825,2095.5298321777436,1868.4329246166808,1949.3800920382391,1522.8773194458947,1288.235794842427
A10B K Sodium-glucose cotransporter 2 inhibitors,75737.41225262216,78403.06120017622,82930.07634029421,80719.47126334798,84321.85288019068,86511.7818561329,89125.75422321967,91286.63021189376,93190.58234107579,97037.89280374037,99414.47018321333,103400.09953365434
"A10B X Other blood glucose lowering drugs, excl. insulins",735.5911053067036,742.5049081572936,848.8971683871964,623.3829945205487,673.815673376661,647.2146344109814,705.371421187868,733.5616685588079,751.80108440499,763.2114350313659,764.7065334818973,812.7442301917528
A11A A Multivitamins with minerals,11476.014558312003,13897.470475221106,19409.911443003373,5865.8483276494635,2262.9283531790597,1501.9167257335077,1637.5136450377224,1857.4475391354529,4052.7263060627392,9147.954821695885,15999.982662740978,9126.619383060637
"A11A B Multivitamins, other combinations",17304.052134135,19601.05567552509,26758.69876406687,11119.110771258122,8616.232327278585,6806.6438909437875,6888.249073507769,8057.134658956391,9878.299409122086,15659.789378427879,21349.537666421642,16962.68688316946
"A11B A Multivitamins, plain",56736.91773995757,55320.89200348223,84773.06778243494,32173.59199322725,9213.189449478836,601.9287489286146,491.75133566675845,1981.4222452441688,25440.54510448703,63070.83144131547,99436.74880000552,64658.02187278696
"A11C A Vitamin A , plain",35953.75735609207,37122.606929867994,36199.223112200765,29204.213381379013,26510.552120033637,20826.210434269382,21851.359608969997,23910.694672042515,27053.61364581257,28660.692948140648,30422.342113315135,31432.083568766757
A11C C Vitamin D ans analogues,56305.6725722684,46438.57686084546,39504.80908473915,21986.16236262074,14981.191738451793,6999.044207385602,5862.696055469425,9056.099433803376,27916.532068473756,50829.93401303314,60602.54529062379,57527.24417321311
"A11D A Vitamin B1, plain",24242.26762627378,23757.80579056977,23840.96626337916,17850.65849681597,18049.24969493012,15772.889608631216,16824.468894801877,17842.404878948186,19041.37622147502,22767.983450706255,23683.933389301033,22374.77229538663
A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,207736.3785880069,210911.84716314945,206061.14302907352,168962.5190909491,180840.2538293543,167982.5082413621,172442.35719225212,178773.650790018,190106.3960558873,209453.43535377303,215323.712277272,204776.95631568474
"A11E A Vitamin B-complex, plain",2277.274418331894,1570.8791271173343,0.6066506208704325,0.0,0.3281132123403158,0.0,0.0,0.0,0.0,0.8193232311300417,0.0,0.0
A11E B Vitamin B-complex with vitamin C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11E C Vitamin B-complex with minerals,166724.94977698132,170262.80961116106,169267.38111494418,135738.4756575804,137173.72583063203,134847.78113189634,146291.72373573077,157319.09218162135,157213.6403705986,168843.77261645297,164753.70088377944,162416.76120263882
"A11G A Ascorbic acid (Vit. C), plain",1161839.2669584474,1193858.331050729,1474285.7229355013,864726.0734542673,654187.2539044489,493629.2207919535,459156.1101373001,599390.0146489209,1035802.9051227364,1500760.49926974,1397031.2899982904,1200674.1755920781
"A11G B Ascorbic acid (vitamin C), combinations",14520.233007083565,15104.83186757323,16937.84931736438,6805.089423980193,6377.815479842268,6254.133050071125,6176.360433341747,6284.303439002048,10429.662664391748,19789.875856047445,17933.72705464476,11911.946028204622
A11H A Other plain vitamin preparations,117095.17676431853,119972.28432182997,115095.51271457216,92617.5739715833,89101.53712000973,73087.68498156828,78249.36141363259,85103.65510210149,96658.20139569405,118241.97617338554,120001.57773835621,112322.10833315016
A11J A Combinations of vitamins,67184.87239961168,66127.17042869372,66739.88850875289,50465.25982959379,39423.852143060096,24008.252050626674,26557.959633473474,30859.14775654448,44248.74871179483,57547.65233278868,59463.754486377315,60792.57906604175
A11J B Vitamins with minerals,112.83374351778095,110.52474452268584,104.69708587768196,77.73798118573593,80.45695663989422,71.79188121855353,74.11109700572632,76.90332707237498,85.0857924565985,100.89564407927398,106.37766909318061,103.22834423176862
"A11J C Vitamins, other combinations",52222.79888492585,58749.18709637159,48999.49798533923,30937.145816324413,28284.918800923613,25000.700780000927,25835.518226987726,29443.487502671196,39719.04822924528,50132.414301628356,60223.90937098292,53636.565883327836
A12A A Calcium,95488.98232071516,84978.43964894488,87095.15816721076,69451.14243750562,75036.35250942361,72029.32962264016,75360.01316889556,79398.82026158196,78083.40059141324,85329.66551096039,81826.35970228024,90330.44451101829
"A12A X Calcium, combinations with vitamin D and/or other drugs",73480.60004930694,72490.55566128058,69227.80288527369,52767.16351720938,53841.26403851551,49015.14658631033,50132.9516233872,51678.52907057706,56248.96587714391,65307.98797951468,66623.48035073942,67543.19596294213
A12B A Potassium,2094.891520146781,1948.497270599617,1451.330324719663,1168.3028886535003,1333.7722983210804,1443.347201921799,1726.9070546398168,1890.0233319622653,1913.9013564122708,1957.1362823025963,1938.9487934502808,2184.411172398389
A12C B Zinc,2312.649135308871,1491.6942619030528,2435.0895066627,1872.7504459547183,898.0515408726342,572.4119602912681,706.1078393104772,1418.4276860101445,2811.47790685418,3450.42562701371,1220.950146625635,2051.0845057994766
A12C C Magnesium,247547.6798742318,242240.06134942055,256412.55227899857,206169.61252075268,228118.15451867934,241301.72598797467,238238.52565712054,232556.10302161702,223171.39849559564,231564.05534861615,238763.6124060628,243557.3068474893
A12C D Fluoride,0.0,14.5789234596215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A12C E Selenium,5199.397669690806,5396.616101442876,5516.006059070149,3770.1092373975844,3269.838192285155,3331.537368420826,3996.263121554982,4422.480136287926,4727.1841602998975,5608.511391735096,5959.9511891088705,5867.2990392335105
A12C X Other mineral products,36657.58727548027,35791.207823773446,37747.12153174201,30226.978223040227,33202.110914739744,35175.79180019244,34650.410528704924,33889.56227771438,32885.61088441538,34284.48804708921,35293.91464984015,35665.08245080142
A13A TONICS,72199.50365550764,74865.2108499986,88102.45766629002,63860.62697714547,62492.77083691617,62840.62976336893,66360.59624701491,69663.36936507063,67768.2955034628,71373.28555614564,72926.23556996389,74375.90082965803
A14A B Estren derivatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A14B OTHER ANABOLIC AGENTS,42066.769899786006,41655.451908885734,42047.81631744365,34679.06584556811,37092.976669345815,37002.62012964612,37537.11129916448,37972.563836057314,37286.61546684971,38137.505172761754,40542.83773876952,42796.84379285388
A15 APPETITE STIMULANTS,41155.836734991164,41114.02732446616,41332.843499040806,32220.650490626354,27049.116829527422,26109.195731542473,27607.87911744558,32216.13765999908,34515.80119530311,34541.065784687715,36350.63623264609,37474.373756670924
A16A A Amino acids and derivates,75184.91623751335,77697.73576816075,72620.43726806463,62232.0882523626,63208.6201398125,62230.403215651844,63719.22004220271,64790.878669322825,67280.54553689834,74463.15653412159,78051.35900503448,76919.95887228995
A16A X Various alimentary tract and metabolism products,349840.2375267121,361331.4067039092,348735.08636145666,227668.08958731472,214810.2862323701,166498.0252720886,174051.50163326558,196750.83484769877,245109.3243179516,301750.8972992307,324380.8576225974,326395.26312352286
B01A A Vitamin K antagonists,27905.58286800723,30060.558787300917,35957.265458829235,24341.611132145248,24412.645606891416,24119.844322781708,24342.99657843654,25830.286334216806,26284.640492605948,27502.186573082196,27667.631791228137,28357.359036596237
B01A B Heparin group,14472.942435847517,17961.23800794713,18653.225317856883,15466.264274663656,7572.132141391772,5917.10949774278,5705.9785936589915,5538.8834019380565,8865.280489170582,43258.93036663029,42328.889785073356,20584.440765995252
B01A C Platelet aggregation inhibitors excl. heparin,907690.0727936844,960881.3135320229,1066097.7261626613,738099.7664798867,763776.247791009,857500.6632701802,1215453.5673687176,1783005.1943856769,1248099.7132507288,1039899.5246885519,1027511.8360495187,971139.9104007105
B01A D Enzymes,9371.026614376224,10072.205515241727,8660.910811638605,7386.4649973640535,7468.807250587347,7631.54076972698,8277.221842688636,8126.344294929291,8978.538843957334,9922.698069810425,9861.079493254865,9622.639930584406
B01A E Direct thrombin inhibitors,9468.61283747652,9836.377915412559,10882.43304678056,8224.078220894135,8561.182229204165,8151.738104871364,8588.163474424293,8805.310039085809,8726.482759834194,9673.435605452072,9638.258950965548,10256.165896395498
B01A F Direct factor Xa inhibitors,125409.7040727075,126672.49805493283,130264.85142275109,122023.76543759671,117766.23685168958,112177.66224272427,111497.39238997942,112808.92183814438,115752.34216817406,137297.40699277556,146817.93029266052,143145.95138841696
B01A X Other antithrombotic agents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.86575413190417
B02A A Amino acids,36881.78192282825,41084.493226590734,41194.46095673602,23793.263027987567,23018.598572124116,22428.80409456868,25412.606799659647,27755.86605086772,36614.14933896951,39118.19025658625,37224.32087781496,39599.387661933244
B02A B Proteinase inhibitors,3503.6918008319813,3016.6534700708658,2550.484032859759,2066.4475799106567,2149.745910322055,2159.391323575207,2291.1456564474465,2609.2407156933587,2617.0054271826866,2922.4671580540044,3170.700777138811,3357.707105866905
B02B A Vitamin K,4895.136149431751,4952.147293353408,5099.941912075061,4054.5509106367153,4349.257413070367,4118.006718601616,4553.287066610944,4684.003048602736,4627.213537780499,5102.114032707039,4778.409332232598,4986.600475437375
B02B B Fibrinogen,0.019587198744222045,0.005224177367300766,0.018890915030976306,0.0045814599271292965,0.014291050609264248,0.004015877920184769,0.0037528945341337447,0.003499662590505484,0.0032542318008154346,0.003015041934275954,0.0027808448062569286,0.002550641869054268
B02B C Local hemostatics,0.572136123989071,0.2657136237438452,1.2325025652655348,0.0,1.0638705138606948,0.2199488800079993,1.1625323228109778,2.0518820804197064,2.7807518407317593,2.0884037586227917,6.692586044582205,0.0
B02B D Blood coagulation factors,9.934661246178198,4.700460112764126,1.271591136888442,0.19618920751671892,1.5376361742635543,1.4385756605492286,1.9016131095908626,1.226735572609412,0.6015192456585974,11.033068346090984,3.775902035989505,12.311347222943288
B02B X Other systemic hemostatics,47887.47659940706,48575.34694759181,47491.57148882369,34512.56858449327,33153.43252371301,31070.621537772888,33690.52461170487,35275.26293353453,34988.72345368233,38523.77293248466,40166.1931782106,44336.644037475424
"B03A A Iron bivalent, oral preparations",21259.334974356178,21954.957915865503,21954.665505138542,20000.51521262254,20258.13181467532,21106.456332383113,22221.49958261492,23105.071818865945,22685.013243932335,24303.17562005102,24987.164757011546,23896.031302645537
"B03A B Iron trivalent, oral preparations",28269.41139809092,27738.84685733069,25809.071758352613,22630.85697491965,23844.875226627206,24842.092543726627,25318.07964405357,26646.21052714884,26476.548728049995,26783.06275643075,27869.142813277656,28567.179190611405
"B03A C Iron, parenteral preparations",12031.183543365067,12211.128611487076,11344.00944555269,10011.720130253785,10737.847512758854,11076.216816227638,12158.009125553379,12120.252283378359,10974.70022841151,11332.643629976314,11686.447230283971,11609.85029187198
B03A D Iron in combination with folic acid,13030.385433674506,12674.254435268658,12401.410811259177,12020.54948676679,12471.35400188808,13226.66878870031,13999.713392865291,14676.242250912477,14799.232512065424,13915.881095702978,14050.93273732822,14089.649225343615
B03A E Iron in other combinations,49000.77753258091,50293.20301313524,51036.03399119278,44549.200261037535,44710.736181609085,45215.05262276207,48179.05508038022,49478.74992464412,46954.731864829366,47803.34945025655,48163.216961158796,48982.843099757556
B03B A Vitamin B12 (cyanocobalamin and analogues),50592.28922038524,51001.39134139174,52944.11939590739,44688.13299723039,43904.959035999265,41021.01022472485,42466.00793341578,43331.064058079006,45125.30211552006,51047.10291918337,49910.05511982451,50544.40963804789
B03B B Folic acid and derivates,50526.206750717436,49954.152989208895,49838.322481530275,40597.334976915576,41899.71107475202,40773.81005454937,43186.94093991546,45704.19454973653,44546.682339121595,48022.27347215784,49071.96088011504,47429.754108008994
B03X A Other antianemic preparations,1247.148376395154,1347.3143136722363,1429.777738903738,1288.5935544987758,1349.594882384642,1446.2562201031706,1477.8795656878299,1381.3673175653935,1425.1037944772802,1489.6772514166257,1485.4302923779383,1558.0066005568244
B05A A Plasma substitutes and plasma protein fractions,10447.080502206836,9234.641662042837,8758.364382759737,7640.831261531468,8312.398778077975,8512.913147346006,9311.904689517809,9136.246785344954,10454.499705538406,13566.332916138814,13291.119150395954,12898.087080422916
B05B A Solutions for parenteral nutritions,84842.51307799046,80771.4198547505,76913.75925344927,47342.76191509747,52037.783840115895,49951.54128881804,59944.13195066438,64390.457269482096,63394.76498893503,73867.96512756894,71065.91511979999,79529.59971468276
B05B B Solutions affecting the electrolyte balance,236952.20802764918,217024.99753263438,198981.89958040416,141454.26019207967,144254.83243579115,151118.43446564625,178526.8897598655,199222.7716942342,196763.14688017065,271359.0476753214,255501.1996240743,237095.59515091317
B05B C Solutions producing osmotic diuresis,12420.247373693092,12996.498340924798,12426.743646191118,10335.506421885151,11898.395973921342,11847.435347031262,12250.913377000163,12714.452732456251,12445.541148302094,12785.694812459733,13185.340675266809,13253.594296993435
B05D A Isotonic solutions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21452683371702397,0.0
B05X A Electrolyte solutions,1301201.2082173184,1401078.4472465417,1284100.2663779613,776289.5158913569,822358.6789614072,745642.7940125769,777091.6312899189,842680.7829262008,1089126.8489802983,1348871.4144882183,1379112.7680064847,1361019.308538786
B05X B Amino acids,318196.6490461895,329729.27171456866,299106.40804417006,233346.44404035434,249250.00393698222,232189.15839555103,233152.13595250272,235191.85836669162,260520.80988443596,324763.53678367415,349199.8374428823,337597.5008613402
B05X C Vitamins,6.766271257093049,6.548144005741813,6.574179742865881,6.492345870770191,9.254216311298698,6.951050201926559,9.255854852633906,6.097436111404838,7.992438656626643,6.459378231009143,6.056667428720201,7.240636325094103
