ATC4,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
B05Z B Hemofiltrates,56.288097422365674,58.156421166737275,59.90744545075887,61.55453524744796,63.69678728117116,73.22704344007678,66.42579388731009,67.8452819148201,68.65580258894404,74.7533181358833,78.44756674732594,86.00478429413526
B06A A Enzymes,12409.269926889609,13212.474707606167,10833.162522080069,9392.25572291176,9578.78472958327,9851.33062120057,10879.682416935835,11052.918357513232,11851.443020600142,13020.285888115759,13315.24475626885,12707.943775354803
C01A A Digitalis glycosides,34421.02936281022,36823.2635379643,39815.84010578171,29867.36926648679,32828.497646321135,30089.773629037085,29467.832970257616,29915.174650671124,30117.67893220885,34339.11758792735,34626.846281607715,35679.95307734402
C01A C Strophantus glycosides,436.5137958543726,438.5352523604301,467.40580211509405,228.8242904559343,379.2584204536419,213.92871002537362,169.78045119242825,222.4216713750394,277.0850966224297,372.46211668135936,443.0607518112523,439.8716212585599
C01A X Other cardiac glycosides,3882.436464173429,3639.636332833087,3373.240176036978,1893.0605950578902,1893.7168611049742,1328.1324818269181,1122.5907894899815,1173.6405497471073,1707.7515899685923,2910.9384461562213,2930.856027511682,2858.4792977765874
"C01B A Antiarrhythmics, class Ia",2.039294367437833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"C01B B Antiarrhythmics, class Ib",17165.23876463781,15136.534440963338,15575.801827740475,8367.776229646439,4907.497462865403,4205.685398980207,5160.023552121385,6998.294040182027,10952.357215272046,24468.68584463459,22242.504563271872,17916.424282912576
"C01B C Antiarrhythmics, class 1c",29248.995428236827,30445.355929864596,34207.63492516399,25287.73620461441,26988.351346138712,25173.618270337487,25367.45493904047,26126.375965793217,27133.17795330983,29118.193410045405,29993.91912773363,30910.452925482565
"C01B D Antiarrhythmics, class III",99053.08943056356,106443.6192558825,112651.75961538748,87302.23640224121,92663.27313097403,86754.61381321003,86401.72205824865,88403.34875352934,93958.92860900369,102687.70899263295,105063.87099878611,113052.89470295847
C01C A Adrenergic and dopaminergic agents,5429.917328293773,5811.736977055679,5679.235103626196,3424.3750074438635,3524.415329999993,3010.153506843329,3243.8294775537533,4170.695555202193,4869.444879839721,5018.123352505532,4975.235604904459,5822.989812226137
C01C X Other cardiac stimulants,2.8513798552696694,2.9860534761722466,3.2713018767132174,3.647296317910663,3.66819949773176,5.254165979245326,3.689342597366735,4.8038688452655975,3.8378772414530413,3.0514936785146345,3.1428377544066723,4.212023087187631
C01D A Organic nitrates,98730.12780609055,102364.23842872772,107013.87050347192,77078.41183325675,81781.79465576132,69732.01759669461,68453.02949041106,72175.1395214923,76625.22164884667,93484.7904802818,94092.89473069065,99925.17316920219
C01D X Other vasodilators used in cardiac diseased,73150.57049414075,74245.64970853945,79481.17309817461,66400.03942799887,65385.52250997444,60016.304993671,60389.25019874443,62168.053580919295,65128.08430477533,73306.32650197632,74187.35307785323,76595.47835667092
C01E A Prostaglandins,609.6514825206178,614.897439563234,625.6043065032452,549.4083013611726,655.5883985534326,619.3681776131591,609.2237021668586,610.3694231157365,622.4081011807571,688.990744938692,680.4305612509579,620.9329156066892
C01E B Other cardiac preparations,864800.3636630371,854178.1063351956,918402.5399213051,618544.8886490397,708469.0837803216,658582.6279422499,631607.828013287,686467.8103375556,681315.4514039848,838695.0396692045,879360.0816832455,906328.401957347
C01E X Other cardiac combination products,1141477.6179102787,1167041.2472812661,1274731.5515345493,917127.3060408868,900228.6668895552,883635.2068990113,912905.1911539411,933334.3720601548,961706.4481917459,1060517.5383888187,1047979.8731745,1137410.404051755
C02A A Rauwolfia alkaloids,31661.925809631968,34220.81709830783,38016.679047334575,25836.964623694643,24258.498646021377,19997.671692016425,18995.44211049639,19314.39413283702,20591.95407884528,24476.744652337788,25362.63732194033,28881.49678284741
C02A B Methyldopa,5893.602826690925,5723.692558062848,5642.479038909203,4915.837319335109,5030.926639424651,4407.816391245104,4083.7660884502857,4032.6213419632504,4471.99184052244,5264.521335118613,5265.751626544369,5634.092555433793
C02A C Imidazoline receptor agonists,76192.31548261536,79563.6928448785,84068.22545363972,67880.87103702109,68638.39212839099,62981.94485163875,61784.85216490453,61717.868238661125,65254.72239486297,74362.08953737096,76991.97278325632,80271.0182604594
C02B C Bisquaternary ammonium compounds,315.404397069137,223.15733412940236,199.81128116577796,145.4144361830419,158.98895758501638,137.61097209475935,125.46298109071711,108.89658567564666,177.19746673175376,260.75456896480273,250.3154481394053,220.06374886725075
C02C A Alpha-adrenoceptor blocking agents,20822.563895537296,20957.857558956697,21993.22481845021,17918.34095480301,18410.956592643237,16924.223431673403,16914.05363165553,17719.86212039922,18567.866840152157,20524.829744712493,20664.011197118754,21483.268287801748
C02L A Rauwolfia alkaloids and diuretics in combination,8105.708013745937,8837.078105267408,9876.297175428183,6666.899028500398,6671.6295079017655,5778.13560610777,6070.884772369793,6321.389378177408,6629.873935621502,7203.397254374775,7889.440382175393,8439.104906053864
C02N COMBINATIONS OF ANTIHYPERTENZIVES IN ATC-GR. C02,1451.9462701819011,1762.715075468242,1933.8690737956751,1333.9440265559824,1247.1561428625885,1066.5619900062343,1014.7920218195118,1122.499401368494,1227.1178591060407,1579.6543793944386,1558.8325497235178,1695.0904400851416
"C03A A Thiazides, plain",47897.022332674,59887.70778017271,57305.521306218354,42586.38929510157,52164.86845425481,51540.02374962408,48956.556753966186,44565.902325486546,46384.6167507495,49460.78425900656,52562.719433658865,58446.26674142742
"C03B A Sulfonamides, plain",106367.98714043538,107072.61406591187,120667.04549026079,90324.87691370773,91128.88233643306,88695.5313585811,90250.93006026726,92044.50730558397,93077.52578580512,101788.8904539498,103492.75207243332,108383.00445118791
C03B X Other low-ceiling diuretics,30839.23673323984,30470.873054828746,27351.29981875138,17366.974277963443,16630.01203601389,13217.874394277253,12301.320653717374,12579.863670431176,13606.174176148423,18031.65485049098,22362.42116139397,24177.92285392616
"C03C A Sulfonamides, plain",214714.0969247455,210958.32656704175,231162.22842514105,190269.37325588273,213879.09246473847,229712.62597608526,221934.919729425,214598.72487635913,189116.50353816873,200159.2578118787,199438.62177510894,213601.25068995543
C03C C Aryloxyacetic acid derivatives,1.58063706171848,0.044333778484787534,0.0,0.4821498319564167,1.3024719746695796,0.994505682171591,0.0,0.0,0.0,0.0,0.0,0.031190660534571868
C03D A Aldosterone antagonists,282936.6808820361,300345.5957272421,306444.2900977261,259037.63797014867,290229.5438517528,293946.48631983326,294560.47193260415,285618.0147942652,279682.3091679862,296438.46799865534,301637.0851398182,318255.55073706456
C03E A Low-ceiling diuretics and potassium-sparing agents,0.3585042935214293,6.951891851366964,13.116106835988198,27.15880787604632,23.955370668769483,42.28090212652448,37.47625381605968,27.908034725786102,23.27262339469414,42.06417943482474,20.644654477616776,21.37380257293718
C04A A 2-amino-1-phenylethanol derivatives,4787.283753560357,4891.098104253383,4826.913167414083,4072.3612005489213,4303.318409663072,4363.288959560672,4501.727782085032,4469.066022710799,4285.242997817693,4589.936560509487,4841.535793269201,4947.265962083254
C04A C Nicotinic acid and derivatives,52282.239755001974,52031.0954240478,49799.06999718388,43229.27289359216,45360.2292486182,39994.57157053846,42060.625465974066,44563.38342022199,45468.17902151972,54679.42234045734,55692.81543350684,53207.13514584587
C04A D Purine derivatives,67272.49011846805,70369.23461615064,65607.68210309916,51316.55838146043,60754.961692951896,61303.36663094748,64119.446070146434,62906.58031030802,61524.16959123975,66938.44850478758,69670.47072442828,69163.32198894327
C04A E Ergot alkaloids,29456.55503281508,30459.576878850654,29731.855315001158,23662.721423243584,24306.60126915956,23386.655305214386,24023.28149338027,25389.178603235014,26818.592850440848,28490.575607527542,30206.85837251893,30217.667543834075
C04A X Other peripheral vasodilators,63030.681360603674,66418.86886196543,75135.65242748939,46910.74764434313,41518.46378226068,31601.5060698347,33112.01265058274,35476.47030445599,41469.34041682938,50937.414096002874,53558.611028616484,59114.303763982156
C05A A Corticosteroids,14896.600501622368,13805.711595267487,15399.847669627874,13786.638128560473,13406.737295150842,12906.915827867424,12846.239453484983,13095.852353423319,12476.494272818278,13516.802207778535,14317.979355191033,15498.95387256532
C05A D Local anesthetics,51935.241428253445,46803.74855148519,47430.91122312863,38677.06895247417,40799.61462914126,37910.447427967345,38407.914238154866,40536.935032347916,39567.84938897539,42252.9980309743,43662.73594026716,46019.40271093591
C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,199764.08720256403,180974.8794882679,187489.55261741465,163435.28921206782,170374.82760000593,160936.82052163535,167922.4056352467,172381.86145103208,175440.21767358706,177173.3442686565,180219.1472985037,193127.13951887397
C05B A Heparins or heparinoids for topical use,91249.73677038915,85663.35518390876,88249.20222444189,76738.7857570475,95553.96889090736,116061.79454955226,114847.70841304038,107069.47133460766,86139.46633392083,85801.09834406342,83273.95864850475,89240.54627389669
C05B B Sclerosing agents for local injections,379.9983918374786,485.2201235715412,372.3649553605695,335.4074671935705,331.4741230617494,339.60569415807106,327.46519743690646,321.99144646175307,330.8402920834087,410.88761498251154,444.8341197035719,444.4499698821985
C05C A Bioflavonoids,423104.7964797345,419107.95107452397,437267.462432209,381255.28435430257,444750.0371264869,512125.12527800526,516611.7139766221,490226.75847238686,430151.01640587015,412170.78668952803,408026.84645332576,407600.20292448724
C05C X Other capillary stabilizing agents,95334.8443092766,97847.68888881594,85899.2841030303,70462.55290104348,62640.69870065127,64019.94856556488,64627.24843923085,63342.57571243645,62604.430140791614,89253.66116268857,115972.66972746704,87454.8304285313
"C07A A Beta blocking agents, non-selective",94053.7767152545,93883.13357070001,104340.37100954377,77796.06971510613,79092.00383404338,73178.74748368055,74182.65395787763,77809.37069172267,79926.24123328604,88074.12082102409,86495.15484570191,96403.58161993152
"C07A B Beta blocking agents, selective",1120005.3887224174,1180833.8520181938,1266788.3693348097,980852.400870378,998702.3266863391,967352.5438014097,974690.6251746523,991648.6663412198,1020344.877521525,1104753.4439183916,1117575.798635288,1186345.5115092974
C07A G Alpha and beta blocking agents,212868.44168264535,229814.62313986535,239941.88760733622,191968.34208300788,204475.56856524013,195309.78745272083,197359.6554644003,196650.24197543875,203423.09728596447,219254.48723607993,223004.52089786727,237205.52192899198
"C07B B Beta blocking agents, selective, and thiazides",10997.730560571024,11543.289631605923,12646.140784265435,10417.544795739055,10335.601546582651,10009.41529040644,10056.614477561405,10418.948135880986,10257.36214180696,10842.403477959,10917.062477825802,11471.2100934422
"C07C B Beta blocking agents, selective, and other diuretics",45824.545139552036,44892.987257455694,50841.2328914841,39934.57973841229,38256.55435566031,36997.709989164214,37894.69723567279,37519.00977258514,39317.0341418205,44147.06317691426,42943.00514469473,46567.36105862459
C07F B Beta blocking agents and calcium channel blockers,13718.761473326793,14243.176176951198,16078.324472943255,12123.799642829421,12006.466711830883,11681.762500124578,11550.888063852059,11698.583447926569,12098.940688278704,12984.247013652937,13236.766207044846,14148.710094850903
"C07F X Beta blocking agents, other combinations",84946.20748080322,89734.10197830672,92686.68926044396,74828.88216772475,71367.1593718816,65280.145745098715,66986.89945356405,67044.52143022795,72483.92722145072,81003.46326432057,80497.85830850808,90032.01135374974
C08C A Dihydropyridine derivatives,619870.6880014974,667431.6193774887,708852.0563479267,545124.9479560165,550389.6902682171,490555.8496879967,483107.37799091486,484444.6407375658,528645.4307895637,599275.9031086819,619660.3461831968,664686.5395566445
C08D A Phenylalkylamine derivatives,13562.872472205545,14366.653533569552,15716.589150207295,11574.919211064022,12014.920027295952,11613.964247828037,11956.991191800245,12239.433114524552,12228.39542025054,13960.841232377868,13910.745049626268,14745.298470971533
C08D B Benzothiazepine derivatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08G A Calcium channel blockers and diuretics,26260.956589417106,27098.295298852958,29775.022846234708,23389.519238516325,23277.633906717838,21802.780795655253,21758.651061181412,22410.125227978555,22980.628515792472,24707.37710041983,25831.451122497932,26948.33629453663
"C09A A ACE inhibitors, plain",1216420.2569953713,1331300.7271582175,1434720.7740942,1051394.5416189064,1074823.4539329507,986903.366504878,981512.3315114697,980206.3826627336,1036249.2894368287,1171386.982360927,1201887.1699941803,1309090.176534451
"C09B A ACE inhibitors, and diuretics",1021994.2957520806,1059068.3940444207,1193843.9044477714,916552.2308108845,854636.4279121505,776812.4206467944,795205.9215275076,791747.5258896458,843897.7032732646,964442.9359585919,945756.3235855834,1023141.4138711892
C09B B ACE inhibitors and calcium channel blockers,137033.50546863276,142532.52599470172,160325.8633465377,119154.56095898732,116538.88677992784,109621.4859676611,112012.05264882851,114484.70172474328,116649.35631645592,129591.91292080686,131509.35062921135,138229.6099178185
"C09B X ACE inhibitors, other combinations",514575.5393629094,542850.9014378415,578761.8543280878,490733.1508928826,486827.63944849855,471744.6394953945,475321.7224590066,479260.3314934989,488100.6623953274,528177.2536711253,533064.0338021942,557426.6197457705
"C09C A Angiotensin II receptor blockers (ARBs), plain",360499.6899306674,389804.55187486677,402130.82506734773,310077.91405845387,322373.8732884602,302783.51510958665,306007.8702036092,309853.7179159488,330651.2577229418,361810.5140056577,374147.39866895176,399828.8380367084
C09D A Angiotensin II receptor blockers (ARBs) and diuretics,235933.4795135156,247610.18127965738,274621.07761232095,208628.13764118633,208831.41994784845,198032.1135315414,200428.95181891276,203099.10590717802,211669.50479221178,229152.99358291127,230793.59770298167,246993.2478811452
C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,132449.49936378098,137855.86678071975,148362.41032718815,118459.94743886282,118566.46877120584,112145.81062016186,112716.14762548252,113944.00808181554,118501.51691858299,130588.42199834136,132851.89785420362,138810.12136357464
"C09D X Angiotensin II receptor blockers (ARBs), other combinations",130613.08093332475,136246.60861782273,143552.8226835862,124409.84931155191,125196.65337360976,121808.33039805517,120882.59823676868,121801.75644903694,123713.8434161822,132476.24920046062,134478.11816101553,140679.8253390331
C10A A HMG CoA reductase inhibitors,611188.2074938623,650601.6887600459,649161.2712199504,534006.6738348313,566576.8137736937,556834.276371741,560686.1802971363,565290.6188844102,576119.8280011867,611640.7987415654,634466.8419808258,663345.3356191916
C10A B Fibrates,4457.479038374916,4455.924314417928,4466.30590741127,3888.924953964877,4080.129963366695,4092.957343047083,4281.990218950327,4382.039491831853,4499.236682296008,4610.175806826266,4787.557278609405,4897.406628194849
C10A C Bile acid sequestrants,208.34487814251483,212.42100389743084,187.29382592398105,183.4944049678386,183.31878962554202,184.34941877432217,186.8146435159637,191.3543447318943,194.9756271272562,185.3485744661631,204.010053759906,216.5855586175177
C10A X Other ilipid modifying agents,22979.15585892805,23630.498851497072,22564.085736293022,17036.78409571345,14791.462854781641,12376.464055823097,12056.356511466443,13054.15336230575,15966.421169649539,20919.738230507446,26127.81445449565,23207.8543524683
C10B A HMG CoCombinations of various lipid modifying agents,8379.896278319233,8554.558331563661,8255.880458849395,7265.804645368174,6850.416879273389,6462.785151087754,7345.462653229436,7624.395939632974,7825.459053445996,8237.334029186606,8565.459694469282,9063.38231138562
C10B X Lipid modifying agents in combination with other drugs,26031.508762799574,26875.70185028078,27691.50902026746,24256.952984180298,25041.053904819015,25042.90625370975,25431.502636668763,25836.590200577673,25870.08204277245,27612.975691696018,28250.072592732897,28976.70565041962
D01A A Antibiotics,9700.054871223345,8556.254361452859,8038.171800886382,6400.240637440516,6490.159116014277,6861.444151934872,7637.543363884233,7873.357007530229,7613.933608550605,9051.786564974687,9000.213519244127,8890.633715953201
D01A C Imidazole and triazole derivatives,201640.20027495603,190729.6194164247,188412.39859996352,162530.55474252006,178755.8669745456,191570.25323966387,199990.5451514573,204392.22073361345,185600.39937313538,190192.2432367787,189215.64719634262,190587.1373453536
D01A E Other antifungals for topical use,253599.27492168243,248260.16067163463,327446.4803513852,255327.49821618863,303736.85338223196,354788.8527623222,355575.93058069743,356958.07529450284,292537.45317335596,267331.84532701224,251714.2328900863,252498.08884886163
D01B A Antifungals for systemic use,22442.02618686523,21919.53580093411,23165.908254876816,20906.033673295,26249.67389453069,31446.683242172912,32275.532422285498,32239.848531662705,26535.954071788867,24620.660746321257,23529.176385946736,23092.21402598013
D02A B Zinc products,80010.79348987449,75692.13848810703,80361.10064714443,70820.90820192138,82600.15930759175,97694.10947996352,93292.06028875824,90760.89637339576,79527.62089960792,80560.22701029229,78355.37124853297,80402.01591387892
D02A C Soft paraffin and fat products,72719.10326803026,71836.13872510348,69350.08875816966,61878.45765203023,61573.594034526264,57198.616007930745,59246.75525406192,61530.50911837448,63531.453477232164,66919.28943172589,68215.9334627285,77015.2035549382
D02A E Carbamide products,14302.269520459755,14382.955998055379,14644.655178353609,13767.029720813918,13872.001753003897,13753.931776977603,15290.1081943783,14413.717726520586,13682.172950456143,12908.115127826313,12598.912467944183,14421.911938260206
D02A F Salicylic acid preparations,40027.26277961958,38991.25173193143,49340.88440142906,37837.06223767075,42564.800598215465,43966.3963581159,46708.804745705806,48533.677846311606,42812.04620505841,41161.49295064394,39151.402253260014,38676.47860393689
D02A X Other emollientsand protectives,88353.85903707726,84526.18923845804,141209.92606777805,92946.54165142006,93177.82037537894,98284.36661163412,97320.54883038093,93397.09135551522,92012.60442445848,92296.42815420438,91880.48415162523,101856.27761312235
D03A X Other cicatrizants,607112.973309972,584679.948005946,662873.048620106,506919.6083820297,535843.0946862984,613259.8309225383,647716.1328233886,646773.3719948607,616313.8496396786,618585.4846714261,600838.3030582034,620674.7582763347
D03B A Proteolytic enzymes,519.9468512162689,544.8501602674194,506.15563357113456,364.55938866615946,391.4385481043116,474.4560220290342,491.8908272316076,546.1550974564614,567.9205396991399,537.0393195560778,539.0591695044232,569.110675525895
D04A A Antihistamines for topical use,58860.02938100742,55137.23019951472,55165.72030727118,52073.25514209155,80122.79313702922,126200.31231312072,106609.47572586784,84368.51341935467,60353.91944505452,56980.43687791246,55572.32061280294,59055.17183014892
D04A B Anesthetics for topical use,3673.4983399583043,3233.5095939611983,3321.9555011879884,1763.67588543484,1006.7196502099875,855.1407854000736,1062.6516320966598,1461.922216369859,2324.4468063400136,5255.638567651275,4764.795965302606,3830.967407726513
D04A X Other antipruritics,22888.62968989463,21904.07408106055,20886.582472105616,17578.28645105382,18641.09563328722,15599.84180738091,14001.711706027261,16759.30611602957,19286.516914382413,20903.31712111507,20541.942721639374,19944.72252080682
D05A X Other antipsoriatics for topical use,5029.547326371919,5391.699283655096,5821.915496369264,5993.21249009468,6249.436576462224,6242.073861384952,6428.936473371224,6637.174156816764,6756.9277467477295,6908.054538719145,7223.449165332424,7649.009269018223
D05B X Other antipsoriatics for systemic use,370.5783050780647,337.01572724894834,333.9029417291953,283.5767900569326,275.67714546266234,292.954706530786,294.2768321288248,311.36340935079573,294.87274787191234,316.5054954323455,340.44257022423193,312.325106801281
D06A A Tetracycline and derivatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D06A X Other antibiotics for topical use,94974.12544564487,90538.54397616831,95947.50989728421,83770.33082870276,93358.62368828565,108986.29620450865,122600.96669676031,124213.29942917766,109806.94603893577,102890.9665218661,95348.38033593897,99667.43915424228
D06B A Sulfonamides,55298.72546840154,53491.599796375485,59015.89657346119,41499.57479117058,40620.464196736575,43141.28845502089,46949.82771821948,51045.464175229616,56292.42581840859,57894.337401378965,52578.57039478138,55246.4212187725
D06B B Antivirals,155944.29050895,134096.6086674055,135417.82911695243,116842.8593892095,105829.81321271003,91296.75464603468,110614.90022884408,124350.6369978538,135770.85669643077,135488.7321085034,135459.0748181354,151257.18521560956
D06B X Other chemotherapeutics,52684.461727376765,49931.35869158028,48130.6862826244,40866.65094358481,44954.84551351613,51778.759292716684,61200.91458822415,58858.30485935065,54644.547132906424,54094.43889928562,50930.342859120545,53112.83384834747
"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",42731.07775806648,41375.74295237585,43491.30706625624,37162.26751579345,40584.567033856125,44974.174206739146,49437.42750347847,51274.24689930284,46690.557574395214,45819.186072902026,42283.756830140366,42737.71819436393
"D07A A Corticosteroids, weak (group I)",18968.204589281282,18736.21530395709,18919.866322319343,15636.612082388345,16600.0335841716,17506.6039913359,17887.641786919958,18499.02380772982,18159.05893582233,18710.65684989292,18944.94204139151,19864.360271142592
"D07A B Corticosteroids, moderately potent (group II)",29020.672745807708,28764.424600217055,29018.944769980386,24244.492803757883,25700.755138742858,26954.00842424389,26670.31805639236,27484.297061006542,27309.48444165242,27344.650291881622,28597.5801478508,30158.152180754514
"D07A C Corticosteroids, potent (group III)",163711.53810895837,155687.19425637936,161956.707698043,138911.1948627292,139714.1962251164,143349.60428813222,141233.48917346724,149262.46122753609,144019.6432763417,144077.42158594143,144186.9827374142,160072.75001029827
"D07A D Corticosteroids, very potent (group IV)",44932.45390212775,43777.46192342683,46189.99001626495,40380.75816633426,42457.92716218856,41516.31563467082,40019.12888845546,39864.22916728201,38567.15266614208,38540.611941028976,39726.387436737314,41814.73670910283
"D07B B Corticosteroids, moderately potent, combinations with antiseptics",33880.0780307897,32413.753262487706,34287.96899894363,29222.6663392059,30298.10536251324,33201.12013225665,34728.82389914889,33730.13846376022,30328.272866546806,29731.4295398736,29922.972829632574,33350.53341253727
"D07B C Corticosteroids, potent, combinations with antiseptics",26433.50273158445,25569.721919154217,26331.275148231995,23870.020010516164,25489.35897936544,26393.514033466825,25581.925955769875,24554.802572634268,22611.03694514773,22824.185122180454,22059.777542828586,24265.472558369038
"D07C A Corticosteroids, weak, combinations with antibiotics",22060.301509191515,20969.659533979393,20314.190340861653,16998.250173419416,18205.318026517587,19183.436296048083,20243.704098724436,20753.312327917487,19852.658498323875,20214.10222170095,19975.72678745457,21482.462827109423
"D07C B Corticosteroids, moderately potent, combinations with antibiotics",0.3171668032716471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D07C C Corticosteroids, potent, combinations with antibiotics",155440.87263503723,149508.65039568406,159428.45536113402,138860.8184904265,147650.18455079294,162917.61663110528,164606.92582951701,163422.43411972732,146822.66728337656,142032.32714577692,145019.62516717816,153444.35011578014
"D07X A Corticosteroids,weak, other combinations",614.338812373842,414.55594606992815,627.1594690013455,36.05690435892304,4.53923497592199,0.0,0.6080681258837362,1.678428436509511,0.2867918169912351,0.0,0.0,0.3475108272725578
"D07X C Corticosteroids, potent, other combinations",51843.899145887546,50655.73914886688,52490.79590968324,45650.23127676923,47080.57552887092,44952.69168898517,43675.65777550946,44174.798603161806,43736.05922371656,44156.566478593275,45959.14944092755,48244.607769227856
D08A C Biguanides and amidines,268076.88499243866,284851.97592806467,456763.118299916,251191.04713150955,270079.3751789419,323666.0746020604,353154.8856864864,362394.2406147627,320985.4287314393,307853.52565226186,294309.532490776,293855.69039117085
D08A D Boric acid products,116834.36096516342,116587.2809864374,167780.53818443313,130041.75840031463,190125.70348318748,251979.99878970222,239124.43270867673,189562.714209488,146372.5184130442,121479.80018420808,117316.26574459928,113144.18630475641
D08A F Nitrofuran derivatives,125310.08940974325,125607.66694017223,139856.55005253985,83411.6892304584,77979.41966081773,75272.9146931296,76519.47380700357,78513.41218612717,111565.89837745053,120455.96761853369,117168.48729942463,127533.74173216186
D08A G Iodine products,345612.14366191794,404980.4679889636,540120.4725672439,395255.22612955945,461531.48254783615,575145.5818044357,505258.22993545793,490609.8064708889,387246.4108559859,370176.6530313614,337766.98399244755,330094.7962477429
D08A J Quaternary ammonium compounds,142899.4537163074,137488.896744371,145410.3404597745,94934.25679877725,90673.88778525258,88507.51295005958,92346.85091244367,107345.54795494987,143053.56863173534,145774.55928189668,132180.2336662868,145310.30909402095
D08A X Other antiseptics and disinfectants,1392367.5562084652,1564244.86038926,2386868.8586581647,1580946.462285131,1535417.5670429885,1671099.2128128824,1783470.2380365746,1734966.9659947988,1570513.2888133537,1588900.6041250424,1534101.0353466768,1532079.5257785327
D10A B Preparations containing sulphur,16053.911364912294,15690.211903917118,14360.707157182658,12175.40578185678,12572.453103657757,12636.660983160225,13100.576508823882,14591.325751416492,13799.511567552265,14898.867042522566,15697.05864456049,15122.081548252512
D10A D Retinoids for topical use in acne,28712.276496290557,26469.9033287772,25586.63263906875,24504.220508347156,26076.01417272084,25679.996893681226,26855.10755939596,29117.10686542489,28566.489953990356,26899.283415356,28385.91857439414,29426.649001031063
D10A E Peroxides,1230.3219223620345,520.1497575318999,333.7429119139724,0.0,121.9249757134587,84.02814519775688,297.41716703137627,802.4896707444509,391.48895996109013,102.91327758057946,0.0,0.0
D10A F Antiinfectives for treatment of acne,15047.843242669262,15158.476230027325,14518.89840016861,13188.21778028821,14087.752417407435,14373.142600615576,16963.677111635916,16998.140877204605,16868.30331949704,17518.646721052144,16549.048872794512,16301.682445901468
D10A X Other anti-acne preparations for topical use,18643.835034913955,17855.178647372613,17490.56376053017,17660.085500858928,18669.2398382061,18054.978223685404,19232.779679661944,20972.375652428214,19603.506275998618,19579.24816571607,18475.0874365797,18181.1153021774
D10B A Retinoids for treatment of acne,36506.098663392746,37427.0440515997,35634.68881754832,31966.809992351482,32153.047555566474,31308.490087772705,31253.252340520612,32432.504727783096,33644.844742834466,35311.30830428524,36117.22103481546,38495.825475971156
D11A A Antihidrotics,78154.46244761709,79199.26254539427,107955.2679701405,115848.18532982522,136708.7764788596,128311.13617183625,107040.00545703497,97552.46068373603,98154.03648638193,96990.31042417685,80461.4019077623,71505.60883357846
D11A C Medicated shampoos,17759.674369521417,17637.658807211872,16350.508363365905,13737.9988142908,12071.865181032384,11340.783080427318,12006.111005944931,12711.624552360689,12724.654195494964,14550.19071600405,14994.280738412988,16670.657162341802
D11A F Wart and anti-corn preparations,5587.948890839725,5501.204006523362,5810.074659570864,5634.493432111398,6290.2518273334645,6483.4166149914545,6714.635522608214,6612.220936208412,5987.579497663851,5593.290111564546,5352.810879642503,5305.321498620906
"D11A H Agents for dermatitis, excluding corticosteroids",13538.896069836812,13351.638856855965,12614.045369563439,11528.69095976401,11428.187558392347,10977.852982529155,10995.729295598601,10827.860882984922,10489.073582662555,10902.165219891509,11871.735994246317,13799.433135397981
D11A X Other dermatologicals,40288.40956328177,38186.94356682351,36056.01610597383,29808.02556464866,31743.579329824144,32445.14048062472,32388.170911032732,34645.49733844706,34318.47830186932,36641.22968331569,37795.563797042734,37367.56235894195
G01A A Antibiotics,43005.58203363376,37624.59694594896,33121.97740078213,28419.736052543005,28986.215593783993,30467.99591908847,35499.68819977297,37509.936627205694,35615.03736589174,40491.23504942581,40506.1896174906,39430.782243992624
G01A C Quinoline derivatives,14577.815556852765,14865.483494140677,12108.14369548531,9563.339308075327,10774.01484966165,12340.705534445018,14154.895933786021,14947.825704773137,15198.068573077138,15778.241119234644,16789.54220767496,15994.594129941524
G01A D Organic acids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G01A F Imidazole derivatives,96025.85421880032,92981.34649009162,88301.65854043697,73855.0066978329,79869.92455480268,86778.43518862271,95260.64256986315,98996.07560726801,92391.96594707963,94900.56585644979,94193.17616892328,92706.1516694512
G01A X Other antiinfectives and antiseptics,56795.462989692576,58380.79552770405,65052.917876387124,46537.297219865046,49438.65183695906,55633.18447537159,60940.58922491608,63003.93532587413,59116.35005381417,57801.61766892489,57080.92976706926,58338.229527464835
G01B F Imidazole derivatives and corticosteroids,53527.09849128528,50998.3405220996,46331.478840386844,37320.92323655596,38943.06289503057,40918.22636334957,47579.12247954409,48367.70431403902,47129.283123174275,47929.647912021814,50040.53348463915,50397.65408427233
G02A B Ergot alcaloids,5.7662168559745375,11.462610851428881,1.1909516660196608,23.807649935919564,32.40543417006678,24.55928717561183,43.51239519827514,34.216107234633085,32.41590248194673,34.405364298024935,27.45615936911478,30.780021044213935
