sku_count,inn_raw_labels,inn_known_count,unknown_inn_skus,brand_count,atc4_count,atc5_count,months,sku_month_observations,total_sales_2019_2023,missing_sales,negative_sales,zero_sales,fractional_sales_observations,unknown_inn_sales_share
13762,1777,1776,931,4895,587,1563,60,825720,4932123984.73,0,0,261130,562352,0.025670895008315806
