Top10_known_INN_share_of_portfolio,Top20_known_INN_share_of_portfolio,HHI_known_INN_normalized,known_INN_volume_coverage,portfolio_CAGR
0.19719678539567295,0.3022089668793032,0.0077199703044037,0.9766300987712399,-0.06430996846330894
