INN,market_level,market,market_sales_2022,market_sales_2023,market_growth,peer_share_2022,peer_share_2023,share_change_12m,share_change_3m,share_change_6m
AZELASTINUM+FLUTICASONUM,ATC4,R01A D Corticosteroids,1797646.62,2524783.5,0.4044937819870291,7.623300290242805e-05,4.0003429997067074e-07,-7.583296860245738e-05,0.0,-8.469920018293686e-07
AZELASTINUM+MOMETASONUM,ATC4,R01A D Corticosteroids,1797646.62,2524783.5,0.4044937819870291,0.018667295132788666,0.0017167650216345282,-0.016950530111154136,-0.0002771951147095474,-0.003339762947066342
AZILSARTANUM MEDOXOMILUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",4128596.3999999994,4264175.34,0.03283899099461518,0.016964784932719513,0.015178055506507387,-0.0017867294262121254,-0.00029380738020066965,-0.0008073223970288933
AZILSARTANUM MEDOXOMILUM+CHLORTALIDONUM,ATC4,C09D A Angiotensin II receptor blockers (ARBs) and diuretics,2653138.19,2767314.3200000003,0.043034369800391215,0.037750702310760526,0.038181531904912046,0.0004308295941515203,0.001729445033945086,0.0024348510946050547
AZITHROMYCINUM+FLUCONAZOLUM+SECNIDAZOLUM,ATC4,G01A X Other antiinfectives and antiseptics,657961.5399999999,727061.9299999999,0.10502192878933325,0.011161701031947855,0.000884945248061606,-0.01027675578388625,0.0,-0.0018614677534799996
AZOXIMERI BROMIDUM,ATC4,L03A X Other immunostimulants,848606.88,779247.1599999999,-0.0817336291216495,1.2962421421801342e-06,0.0,-1.2962421421801342e-06,0.0,0.0
AZTREONAMUM,ATC3,J01D OTHER BETA-LACTAM ANTIBACTERIALS,11216254.550000003,8359791.809999999,-0.25467171124428545,0.0004208579592195506,0.0011065849736753195,0.000685727014455769,-0.0003300861974656767,0.0007095196054016555
BACITRACINUM+NEOMYCINUM,ATC4,D06A X Other antibiotics for topical use,1147926.15,1178351.25,0.026504405357435257,0.19723294917534553,0.2315576191734001,0.03432466999805456,-0.016262519336846637,0.11052196165816996
BACLOFENUM,ATC4,M03B X Other centrally acting agents,1455383.5,1924666.61,0.3224463586401798,0.0362374453193952,0.036074226902081494,-0.00016321841731370412,-0.0032047649359735753,-0.000737214546804546
BALOXAVIRUM MARBOXILUM,ATC4,J05A X Other antivirals,8059363.58,6554152.339999999,-0.18676552125471935,1.0298579928317367e-07,4.928173518774207e-07,3.8983155259424704e-07,0.0,-9.980010409923304e-07
BASILIXIMABUM,ATC4,L04A C Interleukin inhibitors,925.06,2753.34,1.9763907206019073,8.648087691609193e-05,1.815976232503069e-05,-6.832111459106123e-05,0.0,-4.734041545948608e-05
BECLOMETASONUM+CHLORAMPHENICOLUM+CLOTRIMAZOLUM+LIDOCAINUM,ATC4,S02C A Corticosteroids and antiinfectives in combination,375734.71,489431.53,0.3025986606347868,0.5637485820780305,0.5137432196082667,-0.050005362469763726,-0.029549075590813878,0.06630812734772457
BECLOMETASONUM+CLOTRIMAZOLUM,ATC4,D01A C Imidazole and triazole derivatives,2220558.8,2405397.58,0.08323975928941874,0.00015708208222182636,0.0016922732582112267,0.0015351911759894003,0.0007888321217736994,0.0016108100702493344
BECLOMETASONUM+CLOTRIMAZOLUM+GENTAMICINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",1638612.3800000004,1879188.55,0.14681700988979451,0.03281665063460584,0.017297881045518288,-0.015518769589087555,-0.0014539475634163116,-0.03199499032414921
BECLOMETASONUM+FORMOTEROLUM,ATC4,"R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",658755.6900000001,1033327.5599999999,0.5686051379685235,0.0,8.051657888617623e-06,8.051657888617623e-06,2.7690239014355292e-05,1.4846393537993012e-05
BEMIPARINUM NATRICUM,ATC4,B01A B Heparin group,389016.95,285856.26,-0.2651830209454884,0.00011968630158660181,3.750136519662015e-05,-8.218493638998165e-05,8.313289086304902e-05,2.8991916441609348e-05
BENDAMUSTINE,ATC4,L01A A Nitrogen mustard analogues,9437.350000000002,10068.52,0.06688000339078215,0.006148971904189204,0.04770512448701498,0.04155615258282577,-0.04553532625566525,-0.05126818871050628
BENDAZOLUM,ATC4,C04A X Other peripheral vasodilators,809157.4799999999,651202.72,-0.19520892274270263,0.27195201853661416,0.2524789822745212,-0.019473036262092958,0.0541965698564526,-0.002316408454874519
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,ATC4,N02B B Pyrazolones,19020764.27,18270696.180000003,-0.039434172010796686,0.059130349024613615,0.06348478123508482,0.004354432210471201,0.004412284352325921,-0.00015711903151249818
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,ATC4,N02B B Pyrazolones,19020764.27,18270696.180000003,-0.039434172010796686,0.00010755719228520779,4.0830409123468875e-05,-6.672678316173891e-05,-1.0283192309414507e-05,-1.938202965872567e-05
BENDAZOLUM+PAPAVERINUM*,ATC4,C04A X Other peripheral vasodilators,809157.4799999999,651202.72,-0.19520892274270263,0.5936335903364571,0.5674005170002976,-0.02623307333615954,-0.029120343659699177,-0.018675539209092262
BENFOTIAMINUM,ATC4,"A11D A Vitamin B1, plain",307229.30000000005,308176.0,0.0030814118314885786,0.0053767007248332116,0.003991842323866882,-0.0013848584009663297,-0.0010692492459814832,-0.006452208337417697
BENFOTIAMINUM+PYRIDOXINUM,ATC4,A11D B Vitamin B1 in combinations with vitamin B6 and/or vitamin B12,2398462.4100000006,2612086.0999999996,0.0890669326770892,0.05358926179710274,0.05746636376189899,0.0038771019647962507,-0.0049204393814615485,-0.004039303007737881
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,ATC4,D03A X Other cicatrizants,7400679.880000001,7192421.180000001,-0.028140482141757017,0.0002470637873340901,0.0,-0.0002470637873340901,0.0,0.0
BENZATHINI BENZYLPENICILLINUM,ATC4,J01C E Beta-lactamase sensitive penicillins,768623.7699999999,739512.47,-0.037874576790670855,0.0,0.0,0.0,0.0,0.0
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,ATC4,J01C E Beta-lactamase sensitive penicillins,768623.7699999999,739512.47,-0.037874576790670855,0.5706101178734039,0.5525571732414466,-0.01805294463195728,0.022493070449030372,-0.029868360486449252
BENZOBARBITALUM,ATC3,N03A ANTIEPILEPTICS,2234278.87,2227171.08,-0.003181245678611333,0.030245181524721665,0.02925060431370185,-0.0009945772110198162,-0.0018816362649479272,-0.0018506816673508585
BENZOCAINUM+ATROPA BELLADONNA*&,ATC3,A03D ANTISPASMODICS IN COMBINATION WITH ANALGESICS,7025924.840000001,8044740.510000001,0.14500805135285222,0.021928216357065385,0.020978032764415414,-0.000950183592649971,0.00039510767686479556,6.985801568485869e-05
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,ATC3,A03D ANTISPASMODICS IN COMBINATION WITH ANALGESICS,7025924.840000001,8044740.510000001,0.14500805135285222,0.0072619877328491305,0.004980897761735262,-0.002281089971113868,-0.00046969479480151767,0.0003287984015907623
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,ATC4,C05A D Local anesthetics,566063.56,591022.4000000001,0.04409193907482778,0.41630771993166277,0.3390022442465801,-0.07730547568508267,-0.010487833092289789,-0.021248062439326143
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.0,0.0,0.0,0.0,0.0
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",507913.87000000005,578767.38,0.1394990650678627,0.012990883670886954,0.005977099124003844,-0.0070137845468831094,0.0006894330665148801,0.00677992182076383
BENZOCAINUM+CHLORHEXIDINUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.010994618376357389,0.007831872032780046,-0.003162746343577343,0.0016010670316298822,-0.0037992988691556567
BENZOCAINUM+CHLORHEXIDINUM+ENOXOLONUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.01793577220891643,0.015343404452544618,-0.0025923677563718106,-0.0022168700603942253,0.0014770609996634237
BENZOCAINUM+DEXTROMETHORPHANUM+NATRII BENZOAS+SULFOGAIACOLUM,ATC4,R05F B Other cough suppressants and expectorants,1518375.1899999997,1639695.17,0.07990118700503812,0.386371948029525,0.3642555524512523,-0.02211639557827272,0.0016467143406946883,-0.009386888513470804
BENZOCAINUM+HEPARINUM NATRICUM,ATC4,C05B A Heparins or heparinoids for topical use,1301336.63,1195494.1800000002,-0.08133364385508746,0.5273389714696651,0.48185063519087973,-0.0454883362787854,0.054090875406751115,-0.008718992636107092
BENZOCAINUM+MENTHOLUM*+PROCAINUM,ATC4,M02A X Other topical products for joint and muscular pain,10598498.84,10621141.750000002,0.002136426143157566,0.35285924511173505,0.2957770090960324,-0.05708223601570267,0.030611514532387363,0.08803169659440752
BENZOCAINUM+PHENAZONUM+PHENYLEPHRINUM,ATC4,S02D A Analgesics and anesthetics,1009935.86,1359638.49,0.34626221708772675,0.0,0.0,0.0,0.0,0.0
BENZOYLI PEROXIDUM*,ATC3,D10A ANTI-ACNE PREPARATIONS FOR TOPICAL USE,818125.7400000001,924034.96,0.129453474963396,0.056523132984423644,0.04705917187375682,-0.009463961110666823,-0.032453234816930784,-0.01825953538246748
BENZOYLI PEROXIDUM*+CLINDAMYCINUM,ATC4,D10A F Antiinfectives for treatment of acne,217656.28000000003,201021.62,-0.07642628092329806,0.23704121930228703,0.13153386188013014,-0.10550735742215689,-0.0029340483523782194,-0.23991439296415273
BENZYDAMINUM+CETYLPYRIDINIUM CHLORIDE,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.03464614694738334,0.035418855072374425,0.0007727081249910839,-0.0019098877932803848,-0.013050038221945792
BENZYDAMINUM+CHLORHEXIDINUM,ATC4,A01A D Other agents for local oral treatment,3605050.57,4093407.57,0.13546467393937278,0.0160501354631483,0.03343509720435681,0.017384961741208512,0.016278400699707474,0.0032460523173911196
BENZYL ALCOHOL+BENZYL CINNAMATUM*+BENZYLII BENZOAS*+ZINCI OXYDUM*,ATC3,D02A EMOLLIENTS AND PROTECTIVES,3573357.16,3613204.9400000004,0.011151356613902097,0.13756750808530988,0.14852436795350998,0.010956859868200108,0.004472417529454237,0.004677507630935607
BENZYLII BENZOAS*,ATC4,"P03A X Other ectoparasiticides, incl. scabicides",480740.5300000001,502318.64,0.044885148335631175,0.8034404754681282,0.8122727836657624,0.008832308197634142,0.0737514108388011,-0.0056087707110362706
BENZYLNICOTINATUM*+CAMPHORA*+DIMETHYLIS SULFOXIDUM+NONIVAMIDUM+PINUS SILVESTRIS,ATC4,M02A X Other topical products for joint and muscular pain,10598498.84,10621141.750000002,0.002136426143157566,0.0052918003621728,0.004178803093367997,-0.0011129972688048023,0.0009980515453275399,-0.0009961291103730311
BENZYLPENICILLINUM,ATC4,J01C E Beta-lactamase sensitive penicillins,768623.7699999999,739512.47,-0.037874576790670855,0.4293898821265963,0.4474428267585535,0.018052944631957224,-0.022493070449030095,0.029868360486449197
BETACAROTENUM+MENADIONUM+RETINOLUM+TOCOPHEROLI ACETAS*,ATC4,D03A X Other cicatrizants,7400679.880000001,7192421.180000001,-0.028140482141757017,0.00149333712296714,0.00170146042531953,0.00020812330235239003,0.00040816865819291357,-0.0004484043058314577
BETAHISTINE,ATC4,N07C A Antivertigo preparations,3361940.3000000003,3744114.45,0.11367666165874502,0.3675233435882249,0.36201425146071586,-0.005509092127509052,0.033660241532948165,-0.025650190585890464
BETAMETHASONUM+CALCIPOTRIOLUM,ATC4,D05A X Other antipsoriatics for topical use,7628.959999999999,37570.09,3.924667320316269,0.455594209433527,0.5743771175421725,0.11878290810864545,-0.042721247714355814,0.36158651168584455
BETAMETHASONUM+CETYLPYRIDINII CHLORIDUM,ATC3,"D07B CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",622375.0700000001,736222.52,0.18292418107299824,0.35874806167927,0.4191726436186711,0.060424581939401145,0.019141229214133193,-0.0177845938422172
BETAMETHASONUM+CLOTRIMAZOLUM+GENTAMICINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",1638612.3800000004,1879188.55,0.14681700988979451,0.5456637890164114,0.5732812122551513,0.027617423238739836,0.040066385780372804,0.04024034755894412
BETAMETHASONUM+GENTAMICINUM,ATC4,"D07C C Corticosteroids, potent, combinations with antibiotics",1638612.3800000004,1879188.55,0.14681700988979451,0.1086668099016803,0.11066510063612298,0.001998290734442673,-0.004455572093101143,-0.0038808703316998983
BETULA PUBESCENS EHRH.*&,ATC4,C03B X Other low-ceiling diuretics,307973.91000000003,330710.57,0.07382657836178397,0.15378143557679932,0.19989524374742537,0.04611380817062605,-0.01951316643022466,-0.028411724962963292
BEVACIZUMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,16490.409999999996,8159.8,-0.5051790707447539,0.6254247165473753,0.3137258266133973,-0.311698889933978,-0.1340711339498579,-0.3424063276605242
BIBROCATHOL,ATC4,S01A X Other antiinfectives,356293.7700000001,381964.72,0.07204995473257902,0.017463678918663097,0.02154714707682951,0.004083468158166414,0.0029171580354472766,-0.001262132900735194
BICALUTAMIDUM,ATC4,L02B B Anti-androgens,121647.2,144681.35,0.1893520771542625,0.23918914697584492,0.1735188398504714,-0.06567030712537353,-0.000881065999872338,-0.06192189695436384
BICLOTYMOLUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.017903254541518036,0.022776225755213077,0.004872971213695041,-0.0031633709015609877,0.0026225963702433373
BICLOTYMOLUM+ENOXOLONUM+MURAMIDASE,ATC4,R02A X Other throat preparations,1958930.01,2355110.9,0.20224351456027767,0.04460931710367742,0.04502304753461929,0.00041373043094186657,-0.0027473218627664664,-6.53244927687549e-05
BICYCLOLUM*,ATC4,A05B A Liver therapy,5083958.21,5400991.069999999,0.06235945436695456,0.005708782173486827,0.00631941241110032,0.0006106302376134931,-0.0030159232649707244,3.9907716904034884e-05
BIDENS TRIPARTITES*&,ATC4,D11A X Other dermatologicals,440579.11000000004,447535.11,0.01578831098006428,0.4319239738806499,0.35042077480803685,-0.08150319907261305,-0.014669979570774982,-0.09218192230807554
BIDENS TRIPARTITES*&+HYPERICUM PERFORATUM*&+ROSA L.*&+VACCINIUM VITIS-IDAEA*&,ATC4,G04B X Other urologicals,3789755.96,4045568.3800000004,0.06750102716376505,0.0026250212691795597,0.0022527193076390417,-0.000372301961540518,0.00026008482651040596,-0.0004661595718488693
BIFONAZOLUM,ATC4,D01A C Imidazole and triazole derivatives,2220558.8,2405397.58,0.08323975928941874,0.01228376388862119,0.012935603768255225,0.0006518398796340353,-0.0005954034789567159,-0.000504870638826399
BIFONAZOLUM+UREA PURA*,ATC4,D01A C Imidazole and triazole derivatives,2220558.8,2405397.58,0.08323975928941874,0.004055317067037361,0.008355034596817046,0.004299717529779685,0.000212498696960408,7.095305554743331e-06
BILASTINUM,ATC4,R06A X Other antihistamines for systemic use,7217109.7700000005,8524545.809999999,0.18115784319018302,0.07414575045323164,0.09727449866329008,0.023128748210058434,-0.022699882484905204,0.019683584991479472
BIMATOPROST,ATC4,S01E E Prostaglandin analogues,737977.1900000001,827098.14,0.12076382740230751,0.062308836401840546,0.0802952476715762,0.01798641126973565,0.0060606222041061225,0.00735112845899398
BIMATOPROST+TIMOLOLUM,ATC4,S01E D Beta blocking agents,1429496.92,1585344.6900000002,0.10902280922717922,0.003910144836128784,0.00661064440188083,0.002700499565752046,0.001312642487894874,0.0020200396372083308
BIOTINUM,ATC4,A11H A Other plain vitamin preparations,1193869.3399999999,1338612.42,0.12123862733588586,0.2171550782935761,0.24266699990726223,0.025511921613686123,0.07234531175683975,0.07494275317750163
BISACODYLUM,ATC4,A06A B Contact laxatives,5755226.85,6197728.3,0.07688688239977903,0.15799037183043446,0.14696071462183974,-0.011029657208594723,-0.0012462861357127875,0.010796292966859744
BISMUTHI SUBCITRAS*,ATC4,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,1233921.49,1375765.2799999998,0.11495365884258968,0.2579958875665583,0.2536316514689192,-0.004364236097639085,0.006299329096446399,-0.0032422758606606705
BISMUTHI SUBGALLAS*+BUFEXAMACUM+LIDOCAINUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,2178116.34,2181745.51,0.0016661965815838453,0.0046426858906903025,0.004667382127441619,2.4696236751316734e-05,-0.0005511499898420815,0.000267152745858569
BISOPROLOLUM,ATC4,"C07A B Beta blocking agents, selective",12970949.87,13224200.829999996,0.01952447295982007,0.7597205223028126,0.7639775181786924,0.004256995875879799,-0.004985980202375506,-0.0017800090550690317
BISOPROLOLUM+PERINDOPRILUM,ATC3,"C09B ACE INHIBITORS, COMBINATIONS",17690370.889999997,18325233.16,0.03588744825914736,0.01581724327544611,0.019381703735986733,0.003564460460540625,-0.0009026607036499677,0.001291307967353536
BLEOMYCINUM,ATC3,L01D CYTOTOXIC ANTIBIOTICS AND RELATRD SUBSTANCES,8466.07,7771.48,-0.08204397081526615,0.00028112217357049963,0.0,-0.00028112217357049963,0.0,0.0
BORTEZOMIBUM,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,35011.520000000004,44583.33000000001,0.27339030124941743,0.0011113484932959205,0.0077486360933559685,0.006637287600060048,0.01274992677288576,0.009781634015048949
BOTULINUM TOXIN,ATC3,"M03A MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",10614.04,47959.61,3.5185066195341266,0.5383492053921032,0.9032932085978179,0.36494400320571474,-0.023687558870038816,0.0031076875569082674
BOVHYALURONIDASUM AZOXIMERUM,ATC4,B06A A Enzymes,136635.14,149795.67,0.09631878007370576,6.5868853356464516e-06,0.0,-6.5868853356464516e-06,0.0,0.0
BRENTUXIMAB VEDOTIN,ATC4,L01F X Other monoclonal antibodies and antibody drug conjugates,0.17,15.34,89.23529411764706,0.1764705882352941,0.31747066492829207,0.14100007669299797,-0.329502497788184,-0.7529229144583527
BREXPIPRAZOLUM,ATC4,N05A X Other antipsychotics,279300.42,331787.77,0.1879243504180912,4.550655527120224e-05,0.011011044801319831,0.010965538246048628,-0.0012483466586500815,0.007780035114440256
BRIMONIDINUM,ATC3,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,2914157.6099999994,3214914.5700000003,0.10320545428563865,0.046188960246388334,0.047292914536139596,0.001103954289751262,0.003958856490464666,0.0032044135121466408
BRIMONIDINUM+BRINZOLAMIDUM,ATC4,S01E C Carbonic anhydrase inhibitors,513443.62999999995,560271.33,0.09120319595746085,0.18612487216951157,0.16841056278928285,-0.01771430938022872,0.0023628346287692115,0.006436085839276073
BRIMONIDINUM+TIMOLOLUM,ATC4,S01E D Beta blocking agents,1429496.92,1585344.6900000002,0.10902280922717922,0.010883780008424222,0.011960307508898899,0.0010765275004746763,0.00023267095010285135,-0.00012865634206572253
BRINZOLAMIDUM,ATC4,S01E C Carbonic anhydrase inhibitors,513443.62999999995,560271.33,0.09120319595746085,0.26298207263765255,0.25109678555210024,-0.01188528708555231,0.00032670535968770675,0.015464337146462837
BRINZOLAMIDUM+TIMOLOLUM,ATC4,S01E D Beta blocking agents,1429496.92,1585344.6900000002,0.10902280922717922,0.18339591105939565,0.19005175461243065,0.006655843553035001,0.006977767227746123,0.023739787884067914
BROMELAINA+RUTOSIDUM+TRYPSINUM*,ATC3,M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,1978491.3899999997,2130300.4299999997,0.07672969453761436,0.0,0.0,0.0,0.0,0.0
BROMFENACUM,ATC4,"S01B C Antiinflammatory agents, non-steroids",253046.72999999998,303946.63,0.2011482227017911,0.26330737409647614,0.3000325418972403,0.03672516780076418,0.02524152654310491,-0.02389977200273441
BROMHEXINE,ATC4,R05C B Mucolytics,10160495.080000002,9664395.7,-0.04882629990900034,0.11472015003426383,0.10539646364024603,-0.009323686394017802,-0.007884460259260692,-0.0032688592075835604
BROMHEXINE+GUAIFENESINUM+MENTHOLUM*+SALBUTAMOLUM,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.039521160774842023,0.04864896663949725,0.009127805864655225,-0.0076791055230659225,-0.008003495711215253
BROMHEXINUM+GUAIFENESINUM+SALBUTAMOLUM,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.029661415104409842,0.031346838142620743,0.0016854230382109016,0.006864546218332802,-0.00043612617215969124
BROMOCRIPTINUM,ATC4,G02C B Prolactine inhibitors,169436.61,199506.80999999997,0.1774716810021162,0.1158082659939903,0.09607105642158281,-0.019737209572407488,-0.0017192923694648587,-0.011979889715095296
BUDESONIDUM+FORMOTEROLUM,ATC4,"R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",658755.6900000001,1033327.5599999999,0.5686051379685235,0.5168538430385321,0.7095060350466217,0.19265219200808958,0.0024008997203622817,0.031315758502996394
BUPIVACAINUM,ATC4,N01B B Amides,1306765.09,1071387.1900000002,-0.18012258040961282,0.04634535347129605,0.05468276132739649,0.008337407856100439,-0.00686328450002191,0.005120033568182816
BUPIVACAINUM+EPINEPHRINUM,ATC4,N01B B Amides,1306765.09,1071387.1900000002,-0.18012258040961282,0.0,0.0,0.0,0.0,0.0
BUPROPIONUM,ATC4,N06A X Other antidepressants,655335.08,916297.5800000001,0.39821231605669594,0.0,0.0002751726136829915,0.0002751726136829915,0.0009422978419084779,0.0005068963251061825
BUSPIRONUM,ATC3,N05B ANXIOLYTICS,3537692.1,3682623.47,0.04096777387721229,0.020336555009973875,0.027078682035337157,0.0067421270253632815,0.0044525250591846526,0.002766978981238486
BUTAMIRATUM,ATC4,R05D B Other cough suppressants,1584559.28,1519072.45,-0.041328103546873995,0.1253323447766498,0.14963539757435534,0.024303052797705532,0.01415901103258388,0.03871185724510673
BUTAMIRATUM+GUAIFENESINUM,ATC4,R05F B Other cough suppressants and expectorants,1518375.1899999997,1639695.17,0.07990118700503812,0.27367851025015766,0.302784071749141,0.029105561498983357,0.015574466153819577,0.0033913184035332944
BUTOCONAZOLUM,ATC4,G01A F Imidazole derivatives,995006.72,1163008.43,0.16884479935974706,0.0,0.0,0.0,0.0,0.0
BUTORPHANOLUM,ATC3,N02A OPIOIDS,1442651.5,2420842.38,0.6780507142577399,0.0,0.0,0.0,0.0,0.0
CABAZITAXEL,ATC4,L01C D Taxanes,17440.72,11576.550000000001,-0.33623439857987514,5.16033741726259e-06,0.0001900393467829362,0.0001848790093656736,-0.00025662394682548557,-4.791496113066505e-05
CABERGOLINUM,ATC4,G02C B Prolactine inhibitors,169436.61,199506.80999999997,0.1774716810021162,0.8841917340060097,0.9039289435784174,0.019737209572407655,0.0017192923694647755,0.011979889715095227
CABOZANTINIBUM,ATC4,L01E X Other protein kinase inhibitors,642.11,471.7,-0.2653906651508309,0.011913846537197677,0.018041127835488658,0.0061272812982909805,-0.022035941826873847,0.02451801246694823
CALCII CARBONAS*+MAGNESII CARBONAS,ATC3,A02A ANTACIDS,1973970.8899999997,2096081.9700000002,0.06186062855263308,0.3644386164174894,0.3678635239632351,0.003424907545745648,-0.010963394820293626,-0.006856619873664094
CALCII CHLORIDUM*,ATC4,B05X A Electrolyte solutions,15420904.389999999,15962360.61,0.035111833022654526,0.0058755600649956444,0.005345525144103356,-0.0005300349208922882,-0.0027347922637278622,-0.00014592114001113227
CALCII CHLORIDUM*+CITICOLINUM+KALII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,ATC4,B05B B Solutions affecting the electrolyte balance,3355340.6600000006,3075571.35,-0.08338029975173977,0.034319501853501806,0.04123045950470308,0.006910957651201276,0.00412006131685843,-0.0034313918529261245
CALCII CHLORIDUM*+DEXTROSUM*+KALII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*+XYLITOLUM*,ATC4,B05B B Solutions affecting the electrolyte balance,3355340.6600000006,3075571.35,-0.08338029975173977,0.00010390301174367194,0.00018412838967302771,8.022537792935578e-05,5.202865486267599e-05,4.604546843551733e-05
CALCII CHLORIDUM*+FRUCTOSUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,3355340.6600000006,3075571.35,-0.08338029975173977,0.06044346924821636,0.05326588830397318,-0.0071775809442431796,0.01667905824280322,-0.013751525828138794
CALCII CHLORIDUM*+GELATINUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.01742190718501512,0.011421008576327205,-0.006000898608687917,-0.0010937925550592881,-0.006662413817106713
CALCII CHLORIDUM*+HYDROXYETHYLAMYLUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*+XYLITOLUM*,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.03951383612774741,0.020622116749863476,-0.018891719377883937,0.013456851294870677,0.003984310799516336
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,3355340.6600000006,3075571.35,-0.08338029975173977,0.034703206559062165,0.03621126851763656,0.0015080619585743985,-0.003449744354052188,-0.0025269607659051674
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*+XYLITOLUM*,ATC4,B05X A Electrolyte solutions,15420904.389999999,15962360.61,0.035111833022654526,0.013405311048686168,0.010753470880269757,-0.00265184016841641,-0.0012487206917471457,-0.00028510077777870076
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII HYDROCARBONAS*+POVIDONUM,ATC4,B05A A Plasma substitutes and plasma protein fractions,120761.74999999999,128893.16999999998,0.06733440017224002,0.12148813676515952,0.14289934835181725,0.021411211586657736,-0.02388850422172553,-0.0022989351255609802
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,ATC4,B05B B Solutions affecting the electrolyte balance,3355340.6600000006,3075571.35,-0.08338029975173977,0.004503146336265003,0.00690977954388865,0.0024066332076236466,0.0012750691615185617,0.0022894381136189116
CALCII CITRAS*+MAGNESII HYDROXIDE*+ZINCI SULFAS*,ATC3,A12A CALCIUM,1968474.0200000003,2080005.86,0.05665903581496079,0.0,0.0,0.0,0.0,0.0
CALCII FOLINAS,ATC4,V03A F Detoxifying agents for antineoplastic treatment,6254.09,7471.4,0.19464222612722226,0.9284740066100744,0.9787884466097384,0.05031443999966401,0.013302379954290178,-0.007674269859145433
CALCII GLUCONAS*,ATC3,A12A CALCIUM,1968474.0200000003,2080005.86,0.05665903581496079,0.5723436217867889,0.5707843630786693,-0.0015592587081195708,-0.03390351077119669,-0.0041176657352643975
CALCII PANTOTHENAS+CYANOCOBALAMINUM+NICOTINAMIDUM+PYRIDOXINUM+RIBOFLAVINUM+SILIMARINUM*+THIAMINUM,ATC4,A05B A Liver therapy,5083958.21,5400991.069999999,0.06235945436695456,0.0,0.0,0.0,0.0,0.0
CALCITONINUM,ATC3,H05B ANTI-PARATHYROID AGENTS,536.31,577.2700000000001,0.07637373906882239,0.0,0.0,0.0,0.0,0.0
