INN,market_level,market,market_sales_2022,market_sales_2023,market_growth,peer_share_2022,peer_share_2023,share_change_12m,share_change_3m,share_change_6m
PHENYLACETYLPROLILGLYCINI AETHYLICUM AETHER*,ATC4,N06B X Other psychostimulants and nootropics,8412020.469999999,8489784.22,0.009244360528761542,0.0,0.0,0.0,0.0,0.0
PHENYLBUTAZONUM,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",6109995.69,6317536.580000001,0.03396743639928834,0.0010516423130242831,0.001068229667456868,1.6587354432584826e-05,7.435229960161909e-05,0.00011936790815510558
PHENYLEPHRINUM+TROPICAMIDUM,ATC4,S01F A Anticholinergics,81286.25,100291.98999999999,0.23381248366113572,0.10951520091036307,0.1346564167287936,0.02514121581843054,0.026232060685880312,-0.0061539612198294735
PHENYTOINUM,ATC3,N03A ANTIEPILEPTICS,2234278.87,2227171.08,-0.003181245678611333,0.008622553907068906,0.007401609219889835,-0.0012209446871790713,-6.609630198583117e-05,-0.0005828401591563967
PHLOROGLUCINOLUM,ATC4,A03A X Other drugs for functional gastrointestinal disorders,2066793.24,2262930.23,0.09489918304551836,0.0024921844625348205,0.0036553093375751135,0.001163124875040293,0.00024864263641084447,0.00018913708429802367
PHLOROGLUCINOLUM+SIMETICONUM,ATC4,A03A X Other drugs for functional gastrointestinal disorders,2066793.24,2262930.23,0.09489918304551836,0.0,0.0,0.0,0.0,0.0
PHOSPHOLIPIDES*,ATC4,A05B A Liver therapy,5083958.21,5400991.069999999,0.06235945436695456,0.12682862119749802,0.13176261926313462,0.004933998065636602,0.009809880789932252,-0.006379003397500249
PHTHALYLSULFATHIAZOLUM,ATC3,A07A INTESTINAL ANTIINFECTIVES,2805537.099999999,2849903.5,0.01581387036371784,0.28765885861926416,0.25236410285471067,-0.03529475576455349,0.0010889788553444246,-0.03407264707270902
PHYTOMENADIONUM,ATC3,B02B VITAMIN K AND OTHER HEMOSTATICS,611413.61,577864.37,-0.05487159502386607,0.021901246195680856,0.022234629208926656,0.0003333830132457999,0.0036185018527471156,0.003576180658871133
PIDOTIMODUM,ATC4,L03A X Other immunostimulants,848606.88,779247.1599999999,-0.0817336291216495,0.0,0.0,0.0,0.0,0.0
PILOCARPINUM*,ATC3,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,2914157.6099999994,3214914.5700000003,0.10320545428563865,0.02087084438785726,0.016726167625661044,-0.004144676762196216,-0.000865056239608579,-0.0009047850530711568
PILOCARPINUM*+TIMOLOLUM,ATC3,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,2914157.6099999994,3214914.5700000003,0.10320545428563865,0.012977002297415207,0.011317417370751473,-0.001659584926663734,-0.000328431071635266,-0.00037110690272815043
PIMECROLIMUSUM,ATC4,"D11A H Agents for dermatitis, excluding corticosteroids",60753.27,141796.9,1.3339797182933526,0.43307331440760316,0.6508787568698611,0.21780544246225791,0.07597078797332402,0.08525859036651473
PINAVERII BROMIDUM,ATC4,A03A X Other drugs for functional gastrointestinal disorders,2066793.24,2262930.23,0.09489918304551836,1.523132521954639e-05,9.828849208488413e-05,8.305716686533774e-05,4.448291920113055e-05,8.438075165286164e-05
PIOGLITAZONUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",12744459.740000002,13043977.42,0.023501794984680746,0.0029140427101384523,0.003282222026416234,0.00036817931627778147,0.00020258489311576625,4.0071467094334595e-05
PIPECURONII BROMIDUM,ATC4,M03A C Other quaternary ammonium compounds,2584.1,2407.18,-0.06846484269184627,0.00043341975929724085,0.0009097782467451541,0.0004763584874479133,-0.0012179918410172418,0.0011378732130430283
PIPERACILLINUM+TASOBACTAMUM,ATC4,"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",2235560.75,2576689.67,0.15259210468782824,0.009672861719369513,0.001967415812242535,-0.007705445907126978,0.0004550065771999753,0.00028199745417682525
PIPERAZINUM*,ATC3,P02C ANTINEMATODAL AGENTS,2914516.03,3461864.4299999997,0.18780078557330837,2.8886442597469607e-05,0.0,-2.8886442597469607e-05,0.0,0.0
PIRACETAMUM,ATC4,N06B X Other psychostimulants and nootropics,8412020.469999999,8489784.22,0.009244360528761542,0.09357618336846486,0.09300926142973277,-0.0005669219387320901,-0.0027171349496540598,0.00022603309714037956
PIRENZEPINUM,ATC4,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,1233921.49,1375765.2799999998,0.11495365884258968,0.0,0.0,0.0,0.0,0.0
PIRIBEDILUM,ATC4,N04B C Dopamine agonists,215646.76,221439.08000000002,0.026860222708655623,0.0684013059134299,0.06472628950589933,-0.003675016407530568,0.002045152877640885,-0.0001233239739698161
PITAVASTATINUM,ATC4,C10A A HMG CoA reductase inhibitors,6184558.860000001,7188479.549999999,0.16232696829729854,0.0010746942749607848,0.0014452499903126247,0.0003705557153518399,0.0001088709476253938,0.00034393739892629943
PIX BETULA+XEROFORMIUM*,ATC4,D08A X Other antiseptics and disinfectants,21917350.26,19720366.459999997,-0.1002394803175447,0.0296944508473626,0.034661833053988796,0.004967382206626195,-0.0005950413980565505,0.003583423712188581
PLANTAGO (SEMENI PSYLLIUM)+SAMBUCUS NIGRA*&+TILIA CORDATA/PLATYPHYLLUS SCOP.*&+VIOLA TRICOLOR/ARVENSIS MURR.*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0,0.0,0.0,0.0,0.0
PLANTAGO MAJOR/PSYLLUM/LANCEOLATA*&+THYMUS SERPYLLUM*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.005347710732082829,0.008151589432260393,0.0028038787001775645,0.0002475820997784872,-0.00017883869206117113
PLATYPHYLLINI HYDROTARTRAS*,ATC4,A03A X Other drugs for functional gastrointestinal disorders,2066793.24,2262930.23,0.09489918304551836,0.07208876394428308,0.059432941509646106,-0.012655822434636976,0.0035714745954453023,-0.004914841963090617
POLATUZUMABUM VEDOTINUM,ATC4,L01F X Other monoclonal antibodies and antibody drug conjugates,0.17,15.34,89.23529411764706,0.47058823529411764,0.0,-0.47058823529411764,0.0,0.0
POLIDOCANOLUM,ATC3,C05B ANTIVARICOSE THERAPY,1303907.99,1199496.1600000001,-0.08007607193203858,0.0019720409873399116,0.0033363841698334407,0.001364343182493529,0.0025972461847584096,-0.0001572350690485949
POLYGONUM AVICULARE*&,ATC4,G04B C Urinary concrement solvents,415413.95,356796.13,-0.14110700904483353,0.08486717887061809,0.12304954092411262,0.038182362053494526,0.02340054904181793,0.01228386684557295
POLYGONUM HYDROPIPER*&,ATC4,B02B X Other systemic hemostatics,540483.02,520959.12999999995,-0.036123040461104705,0.32359107229677636,0.33670528050828086,0.013114208211504497,-0.03740891950646008,0.022031707665455924
POLYMYXINUM B,ATC4,J01X B Polymyxins,5344.28,7072.16,0.32331389822389545,0.3068738913380287,0.2902111943168707,-0.016662697021158024,0.0073495692829795845,0.1357101983624895
PORACTANT ALFA*,ATC3,R07A OTHER RESPIRATORY SYSTEM PRODUCTS,2592241.46,3087975.0099999993,0.19123741273700623,1.3116062112516322e-07,4.7280175366445087e-07,3.416411325392876e-07,0.0,-6.815163254645068e-07
POSACONAZOLUM,ATC4,J02A C Triazole and tetrazole derivatives,4782760.54,5140021.92,0.07469773512850808,0.0,9.727584974968356e-09,9.727584974968356e-09,0.0,-2.001864151913175e-08
POTENTILLA ALBA/ERECTA*,ATC4,A16A X Various alimentary tract and metabolism products,4174316.6599999997,4368090.35,0.04642045771391001,0.012782219066245923,0.013736561103870025,0.0009543420376241021,0.00032992825605563866,0.0025830001640586332
PRAMIPEXOLUM,ATC4,N04B C Dopamine agonists,215646.76,221439.08000000002,0.026860222708655623,0.9311675723762324,0.9352724008788332,0.004104828502600855,-0.0020451528776409544,0.0001259884788958887
PRAMIRACETAMUM,ATC4,N06B X Other psychostimulants and nootropics,8412020.469999999,8489784.22,0.009244360528761542,0.005558159322928989,0.006260124948146208,0.0007019656252172188,-0.00023359945432242096,0.0003339132196584207
PRASUGREL,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,14691535.769999998,13873754.309999999,-0.05566344273346169,0.0005558636025428948,0.0009268111365307869,0.00037094753398789215,-0.0006644495016916648,-1.9290595260043446e-05
PREDNICARBATUM,ATC4,"D07A C Corticosteroids, potent (group III)",1808899.01,1828476.4,0.010822820893688245,0.006850741766949168,0.009707508393326817,0.0028567666263776496,0.0002744583055158331,0.0008484817709446014
PREDNISOLONUM+UREA PURA*,ATC3,"D07X CORTICOSTEROIDS, OTHER COMBINATIONS",551264.89,606842.1,0.1008176123823159,0.0629464357869771,0.038238662083596386,-0.024707773703380717,-0.020171365305028013,-0.03302045190896326
PREDNISONUM,ATC4,H02A B Glucocorticoids,3061098.7700000005,3162302.55,0.03306125924188952,0.025965486896066405,0.03830063951344567,0.012335152617379268,0.015459454956683633,-0.004583123671515053
PREGABALINUM,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,101585270.42,97298427.33,-0.042199455415890874,0.017024305323496133,0.027206495650971385,0.010182190327475252,0.0036172762045126247,0.0022959504286863656
PRENOXDIAZINUM,ATC4,R05D B Other cough suppressants,1584559.28,1519072.45,-0.041328103546873995,0.13339675748830299,0.027127777875242225,-0.10626897961306075,-0.0004309238964740616,-0.048321138062289874
PRIDINOLUM,ATC4,M03B X Other centrally acting agents,1455383.5,1924666.61,0.3224463586401798,0.0,0.001041603771574756,0.001041603771574756,0.0038055918577688235,0.00197026197199701
PRIFINII BROMIDUM,ATC3,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,10809884.16,11174692.77,0.033747689114921986,1.9084385821947606e-06,7.606473103958097e-08,-1.8323738511551795e-06,0.0,-1.5359893767649738e-07
PRIMULA*&+THYMUS SERPYLLUM*&,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.008794583335905113,0.008922856545985177,0.00012827321008006438,0.0012461896639706623,-0.001251208079574512
PROCAINAMIDUM,ATC3,"C01B ANTIARRHYTHMICS, CLASS I AND III",1886735.6599999997,1864637.76,-0.0117122395407524,0.0,0.0,0.0,0.0,0.0
PROCHLORPERAZINUM,ATC4,N05A B Phenothiazines with piperazine structure,118134.83000000002,116916.1,-0.010316432503437056,0.3052878647220298,0.38453224149625237,0.07924437677422258,-0.014151700700979375,0.0175553943875687
PROGESTERONUM,ATC3,G03D PROGESTOGENS,1086248.5499999998,1323735.0200000003,0.21862995352214787,0.4784028388346296,0.4681350199528602,-0.010267818881769364,0.004594647214030967,0.010397706532606132
PROMESTRIENUM,ATC4,"G03C A Natural and semisynthetic estrogens, plain",151001.83000000002,183473.96000000002,0.2150446123732408,2.7880456813006832e-05,0.0318404311979749,0.0318125507411619,0.017561182876712697,0.012256198561598947
PROMESTRIENUM+CHLORQUINALDOLUM,ATC4,G01A X Other antiinfectives and antiseptics,657961.5399999999,727061.9299999999,0.10502192878933325,0.0005909919902005214,1.3753986541421584e-06,-0.0005896165915463793,5.4306780196076804e-06,2.621813863643079e-06
PROPAFENONUM,ATC4,"C01B C Antiarrhythmics, class 1c",330558.22,328150.78,-0.007282953060431918,0.39702331407762304,0.379687624085489,-0.01733568999213403,-0.005902536365697875,-0.00024752267724315047
PROPOFOLUM,ATC4,N01A X Other general anesthetics,5636.219999999999,8302.26,0.4730191511332065,0.9492993531125472,0.9477985512378557,-0.001500801874691482,-0.03874687133292931,0.011256787335540697
PROPRANOLOLUM,ATC3,C07A BETA-BLOCKING AGENTS,16846828.029999997,17067668.969999995,0.013108754930407862,0.06786057992425534,0.05971853753383408,-0.00814204239042126,-0.0054229640452635106,-0.006958963557534198
PROSTATILENUM*+TOCOPHEROLI ACETAS*+ZINCI SULFAS*,ATC4,G04C X Other preparations used in benign prostatic hypertrophy,366955.86,357140.54000000004,-0.026747958187668508,0.11430407460995447,0.09299025532077652,-0.021313819289177943,0.0020301578123802233,-0.006210469783229519
PROTAMINE SULPHATE,ATC4,V03A B Antidotes,262765.92,250976.90000000002,-0.044865102750006436,0.002173645653896061,0.005522460433609626,0.0033488147797135653,0.00981659022893136,0.0067089625968092485
PYRANTELUM,ATC3,P02C ANTINEMATODAL AGENTS,2914516.03,3461864.4299999997,0.18780078557330837,0.08458394033948753,0.07846600740514845,-0.006117932934339085,-0.004158927253048755,0.0007234245670805772
PYRAZINAMIDUM,ATC3,J04A DRUGS FOR TREATMENT OF TUBERCULOSIS,118677.21999999999,118955.89000000001,0.002348133871016067,0.012600649054637446,0.0071639159691882425,-0.005436733085449203,-0.00893360749773788,-0.0035349905166691493
PYRIDOSTIGMINI BROMIDUM,ATC4,N07A A Anticholinesterases,333649.22,366548.23000000004,0.09860358732443641,0.0964581304880617,0.07567481638091662,-0.02078331410714508,-0.0073229520440344364,0.006760926984174728
PYRIDOXINUM,ATC4,A11H A Other plain vitamin preparations,1193869.3399999999,1338612.42,0.12123862733588586,0.2098592464063111,0.1979428817790291,-0.011916364627281989,-0.01569224399045116,-0.009142459337948328
PYRITHIONUM ZINCUM,ATC4,D11A X Other dermatologicals,440579.11000000004,447535.11,0.01578831098006428,0.062034398317251126,0.07673420304386845,0.014699804726617326,0.004779964461881878,-0.014291930840179684
PYRITINOLUM,ATC4,N06B X Other psychostimulants and nootropics,8412020.469999999,8489784.22,0.009244360528761542,0.0,0.0,0.0,0.0,0.0
QUERCETIN*,ATC4,C05C X Other capillary stabilizing agents,1525038.7900000003,1268976.8500000003,-0.16790519800483228,0.39441013169245337,0.2454173139565154,-0.14899281773593798,0.049791052901306254,-0.02383942166779382
QUERCUS ROBUR/PETRAE*&,ATC4,A01A D Other agents for local oral treatment,3605050.57,4093407.57,0.13546467393937278,0.07416370306283943,0.05327001679434526,-0.020893686268494166,-0.014238800711986334,-0.010465071256612134
QUETIAPINUM,ATC4,"N05A H Diazepines, oxazepines, thiazepines and oxepines",756917.3599999999,935659.6799999999,0.23614509251049554,0.5915899061953078,0.6551233884525195,0.06353348225721167,-0.0004989667870907155,0.014523657447417238
QUIFENADINUM,ATC4,R06A X Other antihistamines for systemic use,7217109.7700000005,8524545.809999999,0.18115784319018302,0.009405712558532972,0.00767946486054487,-0.0017262476979881015,0.00041493380578545673,-0.0010762935258025082
QUINAGOLIDUM,ATC4,G02C B Prolactine inhibitors,169436.61,199506.80999999997,0.1774716810021162,0.0,0.0,0.0,0.0,0.0
QUINAPRILUM,ATC4,"C09A A ACE inhibitors, plain",16261439.17,15386393.61,-0.05381107728855472,0.0001319790934592906,1.3368954754043888e-06,-0.00013064219798388622,-1.1328468843452687e-07,-1.9422554473208212e-06
RABEPRAZOLUM,ATC4,A02B C Proton pump inhibitors,11469889.73,12685820.040000001,0.10601063642483699,0.03006859683209875,0.036899323695592956,0.0068307268634942055,0.00028735398916010513,-0.0029577071926265297
RAMIPRILUM,ATC4,"C09A A ACE inhibitors, plain",16261439.17,15386393.61,-0.05381107728855472,0.0801517483399964,0.09259465057972086,0.012442902239724454,0.004437140789639013,0.01012053400692381
RANITIDINUM,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,19943594.57,21210444.729999997,0.0635216563169434,0.3154023572792675,0.2958975259544216,-0.019504831324845928,-0.030914008750137945,-0.019566462447340227
RANOLAZINE,ATC4,C01E B Other cardiac preparations,15166467.809999999,11316263.01,-0.25386298564926035,0.0013977981073498222,0.0024063191157661155,0.0010085210084162933,7.311833318259138e-05,0.0003741787474899677
RASAGILINUM,ATC3,N04B DOPAMINERGIC AGENTS,546079.73,586880.1000000001,0.07471504206904012,0.02924212184180504,0.02907699545443779,-0.00016512638736725094,-0.0006516155226976746,-0.003501158907588866
RAUVOLFIA*,ATC3,"C02A ANTIADRENERGIC AGENTS, CENTRALLY ACTING",1223785.1,1269733.0899999999,0.03754579950352377,0.3792792950330904,0.306337066477491,-0.0729422285555994,-0.03406527047502844,-0.05077432121328529
REBAMIPIDUM,ATC4,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,1233921.49,1375765.2799999998,0.11495365884258968,0.17123330107493306,0.2209748090168405,0.04974150794190743,0.011395890606633763,0.019434375193371933
REGORAFENIBUM,ATC4,L01E X Other protein kinase inhibitors,642.11,471.7,-0.2653906651508309,0.0004049150457086792,0.018995124019503925,0.018590208973795246,0.045759776656961404,0.03329081968389946
REMDESIVIRUM,ATC4,J05A B Nucleosides and nucleotides excl. reverse transcriptase inhibitors,1421876.53,1778343.9100000001,0.25070206342037316,0.00195189240517248,4.965293805291013e-06,-0.001946927111367189,9.44170441106765e-06,2.679034438705038e-06
REMIFENTANILUM,ATC3,"N01A ANESTHETICS, GENERAL",14600.979999999996,19085.82,0.3071602043150532,0.0,0.0019469952037690808,0.0019469952037690808,0.0056307682059297355,0.0040134013124155194
REPAGLINIDUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",12744459.740000002,13043977.42,0.023501794984680746,0.000715209603698744,0.0006659471816227662,-4.9262422075977796e-05,-1.684217441122991e-05,3.614475908388613e-05
RETINOLUM,ATC3,"A11C VITAMIN A END D, INCL. COMBINATIONS OF THE TWO",860582.9800000001,963580.23,0.11968311295210587,0.35786934805519854,0.40401352983342137,0.046144181778222826,-0.09015644738786116,-0.03901912619434161
RETINOLUM+TOCOPHEROLI ACETAS*,ATC3,"A11J OTHER VITAMIN PRODUCTS, COMBINATIONS",1338871.6,1452235.7500000002,0.08467141285243485,0.5157272437476454,0.516725490334472,0.0009982465868265677,0.022849974156140707,-0.028668789849577325
RHODIOLA ROSEA*&,ATC4,A13A TONICS,925150.4599999998,844640.5300000001,-0.08702360694929523,0.026426360961869923,0.036704395418960055,0.010278034457090131,-0.005266202232300066,-0.004441960169469232
RIBAVIRINUM,ATC4,J05A P Antivirals for treatment of HCV infections,2899.96,2910.66,0.003689706064911258,0.9212540862632588,0.7586045776559268,-0.16264950860733196,-0.041478621791753434,-0.04461232317651764
RIBOCIKLIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,6155.750000000001,4289.37,-0.3031929496811925,0.0005328351541241927,0.0007320422346405183,0.00019920708051632556,-0.002941254757912108,0.0008174141398637653
RIBOFLAVINUM,ATC4,A11H A Other plain vitamin preparations,1193869.3399999999,1338612.42,0.12123862733588586,0.0,0.0,0.0,0.0,0.0
RICINUS COMMUNIS*&,ATC4,A06A B Contact laxatives,5755226.85,6197728.3,0.07688688239977903,0.10079959054958886,0.11255877254251367,0.01175918199292482,0.016185321867081937,-0.004543828145113657
RIFAMPICINUM,ATC3,J04A DRUGS FOR TREATMENT OF TUBERCULOSIS,118677.21999999999,118955.89000000001,0.002348133871016067,0.7681815431807385,0.6912227717349683,-0.07695877144577024,0.04327672719663156,0.029128780238474095
RIFAMYCINUM,ATC4,S02A A Antiinfectives,207294.09,234952.67000000004,0.13342676580890478,0.1429725758221086,0.1746590494162079,0.03168647359409932,0.024783224863339254,0.034048057372540796
RIFAXIMINUM,ATC4,A07A A Antibiotics,434752.69,456067.98,0.04902854080097807,0.27017353245128856,0.2796302866954176,0.009456754244129062,-0.0073264875193070345,-0.007041579729796521
RILUZOLUM,ATC4,N07X X Other nervous system drugs,2761264.92,2642752.95,-0.04291944939495329,0.0006501114713759519,0.000743168217823766,9.305674644781404e-05,3.949406063564337e-06,-2.869348583886674e-05
RIMANTADINUM,ATC3,J05A DIRECT ACTING ANTIVIRALS,10857472.01,9403079.840000002,-0.13395311253489461,0.08814171467525618,0.07904254378850409,-0.009099170886752092,0.01618440828528485,-0.003757834528408735
RISDIPLAMUM,ATC4,M09A X Other drugs for disorders of the musculo-skeletal system,1068514.05,1146762.2600000002,0.07323086673497659,1.871758260923195e-08,8.720203261659482e-09,-9.997379347572468e-09,0.0,-1.68548505107913e-08
RISPERIDONUM,ATC4,N05A X Other antipsychotics,279300.42,331787.77,0.1879243504180912,0.7446404842498984,0.7115786697020205,-0.03306181454787782,0.01241083821295541,-0.019348396352401043
RITUXIMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,16490.409999999996,8159.8,-0.5051790707447539,0.08982736026575448,0.07862815265080027,-0.011199207614954215,-0.04270035014333064,0.03562936540823486
RIVAROXABANUM,ATC4,B01A F Direct factor Xa inhibitors,1065294.8800000001,1352323.24,0.2694355951471388,0.8840822927826328,0.7261641602787215,-0.1579181325039113,-0.014104448763975985,-0.04631207594209208
RIVASTIGMINUM,ATC4,N06D A Cholinesterase inhibitors,122255.78,175339.17,0.43419943008011574,0.0975256139218939,0.09564440164739002,-0.001881212274503885,0.006930205105480647,0.007688053034909756
RIZATRIPTANUM,ATC4,N02C C Selective 5HT1-receptor agonists,1292592.2800000003,1435611.93,0.11064560125641454,0.06340444799809572,0.07211189029336083,0.008707442295265114,0.001508220046056566,-0.0018143197043673648
ROCURONII BROMIDUM,ATC4,M03A C Other quaternary ammonium compounds,2584.1,2407.18,-0.06846484269184627,0.029592508029875005,0.05755697538198225,0.027964467352107242,-0.031065960030954343,-0.03923872452182756
ROFECOXIBUM,ATC4,M01A H Coxibs,436166.29,731635.53,0.6774233744657343,2.3156305820883134e-06,0.0,-2.3156305820883134e-06,0.0,0.0
ROPINIROLUM,ATC4,N04B C Dopamine agonists,215646.76,221439.08000000002,0.026860222708655623,0.0004260207758280254,0.0,-0.0004260207758280254,0.0,0.0
ROPIVACAINUM,ATC4,N01B B Amides,1306765.09,1071387.1900000002,-0.18012258040961282,0.0006887465902536468,0.003905880188841906,0.0032171335985882593,0.00032510604727231576,0.0016971879438423716
ROSUVASTATINUM,ATC4,C10A A HMG CoA reductase inhibitors,6184558.860000001,7188479.549999999,0.16232696829729854,0.45357119133311957,0.4861304363034601,0.03255924497034052,0.013918423184572981,-0.001255444979589182
ROSUVASTATINUM+VALSARTANUM,ATC4,C10B X Lipid modifying agents in combination with other drugs,189243.58999999997,257965.52999999997,0.3631401200960096,0.3493096912820139,0.30170926324924113,-0.04760042803277276,-0.02391629818418356,-0.030974815000420153
RUPATADINUM,ATC4,R06A X Other antihistamines for systemic use,7217109.7700000005,8524545.809999999,0.18115784319018302,0.0040276787975195225,0.00599012676312898,0.001962447965609458,0.0028792513265098957,0.0019971045987205267
RUTOSIDUM,ATC4,C05C A Bioflavonoids,5186777.34,5886183.95,0.13484415546552087,0.0,0.0,0.0,0.0,0.0
RUXOLITINIB,ATC3,L01E PROTEIN KINASE INHIBITORS,6155.750000000001,4289.37,-0.3031929496811925,1.9493969053324128e-05,0.0,-1.9493969053324128e-05,0.0,0.0
SABALIS SERRULATAE*&,ATC4,G04C X Other preparations used in benign prostatic hypertrophy,366955.86,357140.54000000004,-0.026747958187668508,0.42659207022882806,0.42311567317448756,-0.0034763970543404965,-0.01347526704247759,0.024451686676596474
SACUBITRILUM+VALSARTANUM,ATC3,"C09D ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",5102560.29,5598307.46,0.0971565531467733,0.03477522261672287,0.039671618893185975,0.004896396276463107,-0.0006027746225268221,0.004771283778626734
SALBUTAMOLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,2079350.16,2000281.5399999998,-0.03802563970274253,0.9498589838279089,0.9586718277668053,0.008812843938896364,0.0018118268765091594,0.0016381308033086572
SALMETEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,2079350.16,2000281.5399999998,-0.03802563970274253,0.0,0.0,0.0,0.0,0.0
SAMBUCUS NIGRA*&,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.0050273285571777885,0.00414942826237743,-0.0008779002948003586,0.000338710604152919,-0.0005281342059817195
SAMBUCUS+HYPERICUM+TILIA+ARCTOSTAPHYLOS+EQUISETUM*&,ATC4,G04B X Other urologicals,3789755.96,4045568.3800000004,0.06750102716376505,0.0,0.0,0.0,0.0,0.0
SANGUIRITRINUM*,ATC4,D08A X Other antiseptics and disinfectants,21917350.26,19720366.459999997,-0.1002394803175447,0.0008865629179391504,1.3475915903441078e-05,-0.0008730870020357093,-8.032104469113751e-06,-3.257474802322614e-06
SAXAGLIPTINUM,ATC4,A10B H Dipeptidyl peptidase 4 (DPP-4) inhibitors,82197.92000000001,112789.81,0.37217352945184,0.12060366004395244,0.07985366763185435,-0.04074999241209809,-0.0018651764311941876,-0.012987446798186766
SCUTELLARIA BAICALENSIS*&,ATC4,N05C M Other hypnotics and sedatives,15376132.950000001,11851098.07,-0.22925366810125047,0.0,0.0,0.0,0.0,0.0
SECNIDAZOLUM,ATC4,P01A B Nitroimidazole derivatives,249965.68000000002,298709.99000000005,0.1950040101505135,0.39833372325352817,0.45626060246595695,0.05792687921242878,-0.00963965280769813,0.019977240885909797
SECUKINUMAB,ATC4,L04A C Interleukin inhibitors,925.06,2753.34,1.9763907206019073,0.6069984649644348,0.8924760472734931,0.2854775823090583,-0.04848129886967012,-0.04381465709792998
SELEGILINUM,ATC3,N04B DOPAMINERGIC AGENTS,546079.73,586880.1000000001,0.07471504206904012,0.0053031083940801105,0.0007643128468659951,-0.004538795547214115,0.0008611103002708709,-0.0006486334785033185
SELENIUM*,ATC3,A12C OTHER MINERAL SUPPLEMENTS,3546349.83,3617627.8000000007,0.020098967506541943,0.019172527601429554,0.02119588974852526,0.002023362147095708,0.0006829055366336864,0.00044667585089917805
SEQUIFENADINUM,ATC4,R06A X Other antihistamines for systemic use,7217109.7700000005,8524545.809999999,0.18115784319018302,0.0011063431559805693,0.0009707508393341606,-0.00013559231664640866,0.00017302667240719574,-0.00012834281366893446
SERENOA REPENS*&,ATC4,G04C X Other preparations used in benign prostatic hypertrophy,366955.86,357140.54000000004,-0.026747958187668508,0.015417630883452847,0.01583345872748022,0.00041582784402737286,0.001041828761176665,0.0037747117523684176
SERENOA REPENS*&+URTICA DIOICA*&,ATC4,G04C X Other preparations used in benign prostatic hypertrophy,366955.86,357140.54000000004,-0.026747958187668508,0.0,0.0,0.0,0.0,0.0
SERRAPEPTASUM,ATC3,M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,1978491.3899999997,2130300.4299999997,0.07672969453761436,0.457957711910993,0.4616894341048413,0.003731722193848319,0.028049056403961048,0.0034403638268394876
SERTINDOLE,ATC3,N05A ANTIPSYCHOTICS,2166123.0999999996,2413663.61,0.11427813590095615,0.0010889639651596905,0.0008067901392439685,-0.00028217382591572203,1.4990185585038321e-05,0.0001800936390688744
SERTRALINUM,ATC4,N06A B Selective serotonin reuptake inhibitors,1174136.31,1643935.7600000002,0.40012343200594835,0.18542424601450236,0.19133591935490224,0.005911673340399881,0.0013264376671381362,0.015584887228648009
SEVELAMERUM,ATC3,V03A ALL OTHER THERAPEUTIC PRODUCTS,618066.3200000001,722687.56,0.16927186713555264,0.0005838370225382933,0.0004772325124843716,-0.00010660451005392173,0.0001690052147497493,-2.7464960850771445e-05
SEVOFLURAN,ATC3,"N01A ANESTHETICS, GENERAL",14600.979999999996,19085.82,0.3071602043150532,0.008684348584821023,0.01516151781794023,0.006477169233119208,0.002235827799060411,0.016385615424188982
SILDENAFILUM,ATC4,G04B E Drugs used in erectile dysfunction,2213514.9899999998,2724938.83,0.2310460251276638,0.9532897990449118,0.9490092333558916,-0.004280565689020244,-0.004156389646495007,-0.0006582227903243476
SILIBININUM,ATC4,A05B A Liver therapy,5083958.21,5400991.069999999,0.06235945436695456,0.0,0.0,0.0,0.0,0.0
SILICII DIOXIDUM*,ATC4,A07B C Others intestinal adsorbents,3514401.2399999998,4054223.8800000004,0.15360301887441885,0.28050037621771384,0.31480318743522373,0.03430281121750989,-0.022093645415951435,0.025362450966620154
