INN,market_level,market,market_sales_2022,market_sales_2023,market_growth,peer_share_2022,peer_share_2023,share_change_12m,share_change_3m,share_change_6m,sales_2022,sales_2023,delta_sales,market_effect,share_effect,interaction,reconciliation_error,growth_type
ALUMINII HYDROXYDUM*+MAGNESII HYDROXIDE*+SIMETICONUM,ATC3,A02A ANTACIDS,1973970.8899999997,2096081.9700000002,0.06186062855263308,0.06293465148313308,0.05727484502908061,-0.005659806454052473,0.003504670463988578,-0.005067860153424607,124231.17000000001,120052.77,-4178.400000000009,7685.018262029017,-11172.2931833337,-691.1250786953209,-4.547473508864641e-12,Defend
ALUMINII PHOSPHAS*,ATC3,A02A ANTACIDS,1973970.8899999997,2096081.9700000002,0.06186062855263308,1.1955596771743684e-05,0.054320971999010134,0.05430901640223839,0.0026397101852068255,0.06859707115980357,23.6,113861.21,113837.61,1.4599108338421412,107204.4174425511,6631.7326466150735,-1.4551915228366852e-11,Share-led Growth
ALVERINUM+SIMETICONUM,ATC4,A03A X Other drugs for functional gastrointestinal disorders,2066793.24,2262930.23,0.09489918304551836,0.047502845519274105,0.056016897171416544,0.008514051652142439,-0.0029152858414163915,-0.0010244472821805614,98178.56000000001,126762.32999999999,28583.769999999975,9317.06513658541,17596.784399658824,1669.920463755745,-3.637978807091713e-12,Share-led Growth
AMANTADINUM,ATC3,N04B DOPAMINERGIC AGENTS,546079.73,586880.1000000001,0.07471504206904012,0.17214726135320937,0.15027764614952865,-0.02186961520368072,0.0008744376532049125,-0.0038440627367069824,94006.13,88194.96,-5811.169999999998,7023.671957697662,-11942.553565629862,-892.2883920678012,2.7284841053187847e-12,Defend
AMBAZONUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.03006918680136228,0.029932057283868732,-0.00013712951749354774,-0.0018701368017756716,-0.0038650111112238338,555820.52,534677.6,-21142.920000000042,-18693.36965311751,-2534.8008319652895,85.25048508276907,-1.0913936421275139e-11,Structural Decline
AMBROXOLUM,ATC4,R05C B Mucolytics,10160495.080000002,9664395.7,-0.04882629990900034,0.36164389048648593,0.38092288170692346,0.019278991220437525,-0.008176904199377277,0.02777918039897781,3674480.9699999997,3681389.4599999995,6908.489999999758,-179411.30985113455,195884.0954426187,-9564.295591484552,1.4551915228366852e-10,Share-led Growth
AMBROXOLUM+CARBOCISTEINUM,ATC3,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",19253064.299999997,18121548.82,-0.05877066956037735,0.00790057767583522,0.007555489950665266,-0.0003450877251699536,0.0002703143284306878,2.7168357484420695e-05,152110.33000000002,136917.18000000002,-15193.149999999994,-8939.625941149947,-6643.996161837844,390.47210298778697,9.094947017729282e-12,Structural Decline
AMBROXOLUM+GLYCYRRHIZA GLABRA/URALENSIS*&+KETOTIFENUM+THEOBROMINUM,ATC4,R05F B Other cough suppressants and expectorants,1518375.1899999997,1639695.17,0.07990118700503812,0.025051146943463953,0.03137133105051471,0.00632018410705076,0.008637125340196238,0.008158385804623108,38037.03999999999,51439.42,13402.380000000005,3039.204646158113,9596.410744378176,766.7646094637174,0.0,Share-led Growth
AMBROXOLUM+LORATADINUM,ATC4,R05C B Mucolytics,10160495.080000002,9664395.7,-0.04882629990900034,0.06703145807733611,0.06591857367760717,-0.001112884399728939,-0.001463128500311231,-0.003305182640388482,681072.7999999999,637063.1799999999,-44009.619999999995,-33254.264792662616,-11307.45646805464,552.1012607172017,5.820766091346741e-11,Structural Decline
AMBROXOLUM+SALBUTAMOLUM,ATC4,R05C B Mucolytics,10160495.080000002,9664395.7,-0.04882629990900034,0.005778584560861771,0.005914857149319745,0.00013627258845797397,-0.003615869004705033,-0.0005797890957306914,58713.28,57163.52,-1549.760000000002,-2866.7522179211123,1384.5969645661096,-67.60474664499641,-2.9558577807620168e-12,Share-led Growth
AMIKACINUM,ATC4,J01G B Other aminoglycosides,277438.55,250758.02000000002,-0.09616734949054473,0.6598532179468211,0.7293363538282844,0.06948313588146338,0.02331807274397213,0.016447145877610314,183068.72,182886.94000000003,-181.77999999996973,-17605.233577026676,19277.30046840617,-1853.846891379458,-6.139089236967266e-12,Share-led Growth
AMIKACINUM+BENZALKONII CHLORIDUM+LIDOCAINUM+NIMESULIDUM,ATC4,"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",507913.87000000005,578767.38,0.1394990650678627,0.4280584816476857,0.42555665455782943,-0.0025018270898562456,0.003578961647533352,0.022165321733312537,217416.84000000003,246298.31,28881.469999999972,30329.445910009093,-1270.7126792797235,-177.26323072940028,3.637978807091713e-12,Defend
AMINOCAPRONIC ACID,ATC3,B02A ANTIFIBRINOLYTICS,522343.02,486314.50000000006,-0.06897482807370525,0.39629904502217717,0.3556726151492501,-0.04062642987292708,0.06190549906329934,-0.012979188009822007,207004.04,172968.75,-34035.29000000001,-14278.068069562394,-21220.93207164295,1463.7101412053494,-1.4551915228366852e-11,Structural Decline
AMINOPHYLLINUM,ATC4,R03D A Xanthines,686494.7699999999,531321.5499999999,-0.2260370024377607,0.7885583891629648,0.7684826824735418,-0.020075706689423045,-0.06305990731489963,0.04171090202995087,541341.21,408311.41000000003,-133029.79999999993,-122363.14440443034,-13781.867646342933,3115.2120507733134,2.9103830456733704e-11,Structural Decline
AMINOPHYLLINUM+ATROPA BELLADONNA*&+COFFEINUM*+CYTISINUM*+EPHEDRINUM*+PARACETAMOLUM+PHENOBARBITALUM,ATC4,R03D A Xanthines,686494.7699999999,531321.5499999999,-0.2260370024377607,0.03309497900471988,0.040945977064171406,0.007850998059451525,-0.00029033329546165887,0.005128165077034091,22719.53,21755.48,-964.0499999999993,-5135.454457994778,5389.66910709362,-1218.2646490988443,2.5011104298755527e-12,Share-led Growth
AMINOPHYLLINUM+KALII CHLORIDUM*+MAGNESII CHLORIDUM*,ATC4,R03D A Xanthines,686494.7699999999,531321.5499999999,-0.2260370024377607,0.030198059629791506,0.007817525940741536,-0.02238053368904997,0.014082814195064356,0.0016037137534896271,20730.81,4153.62,-16577.190000000002,-4685.930150506755,-15364.119327341608,3472.859477848362,0.0,Structural Decline
AMINOPHYLLINUM+SALBUTAMOLUM,ATC3,R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,1194485.0699999998,1154563.03,-0.03342196650478002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,Market-led Growth
AMIODARONUM,ATC3,"C01B ANTIARRHYTHMICS, CLASS I AND III",1886735.6599999997,1864637.76,-0.0117122395407524,0.7279866592440406,0.7049575891887977,-0.023029070055242906,-0.009988916883645116,-0.035840482286736086,1373518.39,1314490.54,-59027.84999999986,-16086.976397308648,-43449.76768986495,508.8940871737447,0.0,Structural Decline
AMISULPRIDUM,ATC4,N05A L Benzamides,515034.4699999999,552561.63,0.07286339494908001,0.10719670860088258,0.12324107629405971,0.01604436769317713,-0.00316940773245325,0.013462387223645914,55209.99999999999,68098.29,12888.29,4022.7880351387066,8263.402411340605,602.0995535206905,-1.8189894035458565e-12,Share-led Growth
AMITRIPTYLINE,ATC4,N06A A Non-selective monoamine reuptake inhibitors,502033.18000000005,564914.6799999999,0.12525367347233884,0.8348953947625533,0.7607640325438171,-0.07413136221873617,-0.021102494167206443,-0.1462293580601043,419145.19,429766.76999999996,10621.579999999958,52499.4747657614,-37216.40351240398,-4661.49125335745,-1.0913936421275139e-11,Defend
AMLODIPINUM,ATC4,C08C A Dihydropyridine derivatives,7438871.050000002,7170046.41,-0.036137827661362865,0.6718911131010934,0.6513797335378754,-0.020511379563218024,-0.025882282885853147,-0.003535205755733073,4998111.350000001,4670422.92,-327688.43000000063,-180620.88659860173,-152581.50762838425,5513.964226985474,-1.1641532182693481e-10,Structural Decline
AMLODIPINUM+ATENOLOLUM,ATC4,"C07F X Beta blocking agents, other combinations",1005653.4400000002,980105.8400000001,-0.025403980122615688,0.009813291147296229,0.007669692081418472,-0.0021435990658777567,0.00040287995488144743,0.00017933025059716726,9868.77,7517.110000000001,-2351.66,-250.70603691466604,-2155.717774580753,54.76381149541878,4.547473508864641e-13,Structural Decline
AMLODIPINUM+ATORVASTATINUM,ATC4,C10B X Lipid modifying agents in combination with other drugs,189243.58999999997,257965.52999999997,0.3631401200960096,0.005361291233166736,0.003627034976339669,-0.0017342562568270666,3.8612640770794866e-05,-0.0003862964802490241,1014.5899999999999,935.6500000000001,-78.93999999999983,368.4383344482104,-328.196880021916,-119.18145442629427,2.842170943040401e-14,Defend
AMLODIPINUM+BISOPROLOLUM,ATC3,"C07F BETA BLOCKING AGENTS, OTHER COMBINATIONS",1160732.23,1134651.87,-0.0224688858687071,0.13360427667283778,0.13620568042601472,0.0026014037531769396,-0.006647698946679131,0.005292229505730772,155078.78999999998,154546.03,-532.7599999999802,-3484.447633167194,3019.5331795554384,-67.84554638820539,-1.921307557495311e-11,Share-led Growth
AMLODIPINUM+HYDROCHLOROTHIAZIDUM+OLMESARTANUM MEDOXOMILUM,ATC4,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,1388820.68,1486692.5300000003,0.07047119286847048,0.002299418525363548,0.0011438074556007888,-0.0011556110697627591,0.00047491261671786826,0.0004719899063214321,3193.48,1700.4899999999998,-1492.9900000000002,225.0483450016031,-1604.9365517234426,-113.10179327816067,-2.2737367544323206e-13,Defend
AMLODIPINUM+HYDROCHLOROTHIAZIDUM+VALSARTANUM,ATC3,"C09D ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",5102560.29,5598307.46,0.0971565531467733,0.17308149238938242,0.200454637052035,0.027373144662652588,0.006267311100787848,0.01998669506805187,883158.75,1122206.69,239047.93999999994,85804.66003141286,139673.12096807655,13570.159000510623,-8.731149137020111e-11,Share-led Growth
AMLODIPINUM+INDAPAMIDUM+PERINDOPRILUM,ATC3,"C09B ACE INHIBITORS, COMBINATIONS",17690370.889999997,18325233.16,0.03588744825914736,0.24135368368186882,0.27713163459689366,0.035777950915024836,-0.0014618491122510013,0.02069780469727145,4269636.18,5078501.819999999,808865.6399999997,153226.347495134,632925.2213710041,22714.071133861362,2.3283064365386963e-10,Share-led Growth
AMLODIPINUM+LISINOPRILUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,1550299.1600000001,1529683.78,-0.0132976786235246,0.31833786841502254,0.2827537531972784,-0.03558411521774413,-0.007097273425117512,-0.012855675421304502,493518.93000000005,432523.8299999999,-60995.10000000015,-6562.656125765726,-55166.023931411946,733.5800571775823,-6.548361852765083e-11,Structural Decline
AMLODIPINUM+OLMESARTANUM MEDOXOMILUM,ATC4,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,1388820.68,1486692.5300000003,0.07047119286847048,0.029076669566873093,0.03544784744428627,0.006371177877413179,-7.889527472138697e-05,0.0043938585438509925,40382.27999999999,52700.05,12317.770000000011,2845.7874423485778,8848.423592109928,623.5589655415031,3.637978807091713e-12,Share-led Growth
AMLODIPINUM+PERINDOPRILUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,1550299.1600000001,1529683.78,-0.0132976786235246,0.5320291084980011,0.5522438304209514,0.020214721922950263,0.0066787201127159745,0.005638380031866563,824804.28,844758.4299999999,19954.149999999907,-10967.982242747586,31338.86641678338,-416.73417403595283,6.184563972055912e-11,Share-led Growth
AMLODIPINUM+RAMIPRILUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,1550299.1600000001,1529683.78,-0.0132976786235246,0.10341009279783134,0.11365586945035135,0.010245776652520008,-0.0019361791088646635,0.0019256929127348388,160316.58,173857.53999999998,13540.959999999992,-2131.838358862569,15884.018937949382,-211.22057908682916,7.275957614183426e-12,Share-led Growth
AMLODIPINUM+TELMISARTANUM,ATC4,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,1388820.68,1486692.5300000003,0.07047119286847048,0.017866050208872174,0.04264000707664819,0.024773956867776014,0.010091764244238376,0.01966425884976159,24812.739999999994,63392.58000000001,38579.84000000001,1748.5833861352119,34406.58362339535,2424.672990469452,-7.275957614183426e-12,Share-led Growth
AMLODIPINUM+VALSARTANUM,ATC4,C09D B Angiotensin II receptor blockers (ARBs) and calcium channel blockers,1388820.68,1486692.5300000003,0.07047119286847048,0.9507578616988913,0.9207683380234647,-0.02998952367542662,-0.010487781586234868,-0.02453010729993399,1320432.1800000002,1368899.4100000001,48467.22999999998,93052.43082651494,-41650.0706637821,-2935.1301627328126,-5.093170329928398e-11,Defend
AMMONIUM FERRIC CITRATE+CYANOCOBALAMINUM+FOLIC ACID,ATC4,B03A E Iron in other combinations,424029.04,611026.14,0.44100069183940804,0.04455539177222391,0.050090312011855986,0.005534920239632077,-0.00017909491664323818,0.011313752053068081,18892.780000000002,30606.489999999998,11713.709999999995,8331.729050769733,2346.9669156877594,1035.0140335425035,0.0,Market-led Growth
AMMONIUM*,ATC3,R07A OTHER RESPIRATORY SYSTEM PRODUCTS,2592241.46,3087975.0099999993,0.19123741273700623,0.9141220895371376,0.9168772612573703,0.002755171720232763,-0.13762603553310637,-0.09235415495444199,2369625.18,2831294.0700000003,461668.89000000013,453160.98857966246,7142.070362606889,1365.8310577305926,1.7462298274040222e-10,Market-led Growth
AMMONIUM*+ANISUM VULGARE GAERTN.*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0028832994685741857,0.005530222680891937,0.0026469232123177513,-0.002708061889560707,-0.0028301929199151315,26216.6,46769.94,20553.340000000004,-1832.094903453486,24067.33252802391,-1681.8976245704214,0.0,Share-led Growth
AMMONIUM*+ANISUM VULGARE GAERTN.*&+GLYCYRRHIZA GLABRA/URALENSIS*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0011332429537445961,0.0014112514968866972,0.0002780085431421011,0.00020441111558351828,0.00025936199136204026,10304.09,11935.17,1631.08,-720.0808180208734,2527.811922270911,-176.65110425003604,-1.8189894035458565e-12,Share-led Growth
AMMONIUM*+GLYCEROLUM+SPIRITUS AETHYLICUS*,ATC4,D02A X Other emollientsand protectives,1295943.73,1166307.07,-0.10003263027477272,0.14073506108170297,0.10683313443345585,-0.03390192664824712,0.0341187871287246,0.12011774152289945,182384.71999999997,124600.24,-57784.47999999997,-18244.423263527948,-43934.98927471577,4394.932538243749,0.0,Structural Decline
AMOROLFINUM,ATC4,D01A E Other antifungals for topical use,3596177.9400000004,3618248.29,0.006137168507295732,0.042899948938566704,0.045901957712249745,0.0030020087736830417,-0.001772541947656324,-0.005413121193330109,154275.85,166084.67999999996,11808.829999999958,946.8168880562797,10795.757727605409,66.2553843382544,1.6370904631912708e-11,Share-led Growth
AMOXICILLINUM,ATC3,"J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS",4447826.4,4747062.100000001,0.06727683886223623,0.21926882982663168,0.22546489754157628,0.006196067714944603,0.020134011224078235,0.00013758708367900274,975269.69,1070295.87,95026.18000000017,65613.06178135306,27559.03355871828,1854.08465992885,-1.4551915228366852e-11,Market-led Growth
AMOXICILLINUM+ACIDUM CLAVULANICUM,ATC4,"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",2235560.75,2576689.67,0.15259210468782824,0.979407269518397,0.9906065909753113,0.01119932145691438,-0.0014813925847692033,-0.0011388053316300217,2189524.4499999997,2552485.77,362961.3200000003,334104.1440909596,25036.763475710603,3820.412433330028,5.820766091346741e-11,Market-led Growth
AMOXICILLINUM+CLARITHROMYCINUM+OMEPRAZOLUM,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,19943594.57,21210444.729999997,0.0635216563169434,0.0017980454764128313,0.0015239642738033247,-0.00027408120260950667,0.0002510980179178273,0.00061776443818665,35859.490000000005,32323.96,-3535.530000000006,2277.854199480865,-5466.164384102027,-347.21981537884494,4.547473508864641e-13,Defend
AMPICILLINUM,ATC3,"J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS",4447826.4,4747062.100000001,0.06727683886223623,0.10530361301870954,0.07595520816970142,-0.029348404849008122,-0.004426174775646871,-0.005207682691739213,468372.19,360564.09,-107808.09999999998,31510.600354182683,-130536.60988530634,-8782.090468876346,2.9103830456733704e-11,Defend
AMPICILLINUM+SULBACTAMUM,ATC4,"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",2235560.75,2576689.67,0.15259210468782824,0.010919868762233368,0.007425993212446109,-0.0034938755497872587,0.0010263860075692697,0.0008568078774531009,24412.03,19134.480000000003,-5277.549999999996,3725.083037402405,-7810.771044489066,-1191.8619929133336,-9.094947017729282e-13,Defend
AMTOLMETINE GUACIL,ATC4,M01A B Acetic acid derivatives and related substances,14939351.220000003,14395162.809999997,-0.036426508888249165,0.0008924972579900291,0.0009964256875257948,0.00010392842953576566,5.628830263361894e-06,0.00011650319355696885,13333.329999999998,14343.71,1010.380000000001,-485.68666375495883,1552.6233105778251,-56.55664682286595,5.684341886080801e-13,Share-led Growth
AMYLMETACRESOLUM+ASCORBIC ACID+DICHLOROBENZYL ALCOHOL*+SODIUM ASCORBATUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.020604301572917844,0.024071855572605005,0.003467553999687161,0.010089389769564583,0.014219030817283852,380864.76000000007,429996.56999999995,49131.80999999988,-12809.253149786344,64096.76723106061,-2155.7040812743744,-7.275957614183426e-12,Share-led Growth
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.056871578775398224,0.05192309147396222,-0.004948487301436003,-0.013651694163566493,-0.006363496508041487,1051255.25,927504.3700000001,-123750.87999999989,-35355.84290416349,-91471.4057040261,3076.3686081896385,4.3655745685100555e-11,Structural Decline
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*+LEVOMENTHOLUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.03173054162959003,0.02969764368444539,-0.0020328979451446384,0.0011936698249081536,0.00016748206719221018,586530.2,530490.26,-56039.939999999944,-19726.198380219827,-37577.55074793154,1263.809128151416,7.275957614183426e-12,Structural Decline
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*+LIDOCAINUM,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.015397860452715491,0.017765417439434442,0.002367556986718951,0.005389400781678414,-0.00887834197565283,284625.15,317344.4,32719.25,-9572.520175260926,43763.629664509,-1471.859489248086,1.8189894035458565e-11,Share-led Growth
ANAGRELIDUM,ATC4,L01X X Other antineoplastic agents,14943.83,12699.560000000001,-0.15018037544591978,0.029372657478036086,0.027911990651644625,-0.0014606668263914616,-0.0021811806217254676,0.010905084117952924,438.94,354.47,-84.46999999999997,-65.920173998232,-21.827956740233514,3.2781307384655634,-1.4210854715202004e-14,Structural Decline
ANASTROZOLUM,ATC4,L02B G Aromatase inhibitors,192804.58000000002,194001.26,0.006206699031734653,0.10282924814337914,0.1145244623668939,0.011695214223514758,0.009554815187255289,0.007481627931631943,19825.949999999997,22217.89,2391.9400000000023,123.05370466821823,2254.8908663747893,13.995428956995559,-9.094947017729282e-13,Share-led Growth
ANETHOLUM*+DICHLOROBENZYL ALCOHOL*+MENTHA PIPERITA+MENTHOLUM*,ATC4,R02A A Antiseptics,18484720.71,17863042.12,-0.03363202505211127,0.0006107812055765705,0.0008694784402154228,0.0002586972346388523,0.0002247179742592626,0.0002859642786237223,11290.12,15531.53,4241.41,-379.7095986813424,4781.946130748523,-160.8265320671808,9.094947017729282e-13,Share-led Growth
ANETHUM GRAVEOLENS*&,ATC4,A03A X Other drugs for functional gastrointestinal disorders,2066793.24,2262930.23,0.09489918304551836,0.0709291510939914,0.09740686083812668,0.026477709744135283,0.008440737604759732,-0.010353043071860607,146595.89,220424.93,73829.03999999998,13911.830198830678,54723.95150986093,5193.258291308364,0.0,Share-led Growth
ANETHUM GRAVEOLENS+ARCTOSTAPHYLOS UVA-URSI+CALENDULA+ELEUTHEROCOCCUS SENTICOSUS+MENTHA PIPERITA,ATC4,G04B X Other urologicals,3789755.96,4045568.3800000004,0.06750102716376505,0.002968362638316162,0.001992565504479249,-0.0009757971338369129,8.146978954922703e-05,-0.0006747761028432339,11249.369999999999,8061.0599999999995,-3188.3099999999995,759.3440299452433,-3698.0330037093586,-249.62102623588495,9.094947017729282e-13,Defend
ANISUM VULG.*&+CAPSICUM ANNUUM*&+MENTHOLUM*,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.007886945052534039,0.01071305306605043,0.00282610801351639,0.003998108622044794,0.0018419449748686718,49578.689999999995,67658.25,18079.560000000005,231.28450592664848,17765.399933099154,82.87556097420386,0.0,Share-led Growth
ANISUM VULGARE GAERTN.*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,2.067622422785361e-07,0.0,-2.067622422785361e-07,0.0,0.0,1.8800000000000001,0.0,-1.8800000000000001,-0.13138005761588284,-1.8800000000000001,0.13138005761588284,2.220446049250313e-16,Structural Decline
ANISUM VULGARE GAERTN.*&+CAPSICUM ANNUUM*&+LEVOMENTHOLUM,ATC4,R05X OTHER COLD PREPARATIONS,6286171.6000000015,6315496.58,0.004664998327439607,0.004159706680613044,0.0046736625736562435,0.0005139558930431993,0.001096090598507335,0.00043159855219994294,26148.629999999997,29516.500000000004,3367.8700000000063,121.98331521483802,3230.8149385007973,15.07174628437323,-2.2737367544323206e-12,Share-led Growth
ANISUM VULGARE GAERTN.*&+THYMUS SERPYLLUM*&,ATC4,R05C A Expectorants,9092569.22,8457153.12,-0.06988300937015046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,Market-led Growth
ANTAZOLINUM+NAPHAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",2502961.68,2964978.73,0.18458814359475118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Market-led Growth
ANTILYMPHOCYTE SERUM*,ATC4,L04A A Selective immunosuppressants,41083.75,45688.8,0.11208932972282226,0.0005576414032312046,8.142039186846666e-05,-0.00047622101136273793,0.00028371780146160423,0.00014992407071257459,22.91,3.7199999999999998,-19.19,2.5679665439498605,-19.564944975573884,-2.1930215683759777,0.0,Defend
ANTITHROMBINUM III,ATC4,B01A B Heparin group,389016.95,285856.26,-0.2651830209454884,4.369989533875066e-06,3.6311956225831825e-05,3.194196669195676e-05,-3.821207938345475e-05,6.432789492881771e-06,1.7,10.38,8.680000000000001,-0.4508111356073302,12.425966459506608,-3.295155323899277,0.0,Share-led Growth
ANTRAL*,ATC4,A05B A Liver therapy,5083958.21,5400991.069999999,0.06235945436695456,0.2141707474814196,0.23464771438698195,0.02047696690556236,-0.0008731129688674399,-0.01392525617067425,1088835.13,1267330.21,178495.08000000007,67899.16460237213,104104.04401543205,6491.871382195773,1.4551915228366852e-10,Share-led Growth
ANTRAL*+LECITHIN*,ATC4,A05B A Liver therapy,5083958.21,5400991.069999999,0.06235945436695456,0.0008320288690964673,0.00037610319544557224,-0.00045592567365089503,0.0006055761801185288,0.00016475138045824166,4230.0,2031.3300000000002,-2198.67,263.78049197221816,-2317.9070717072486,-144.54342026496963,0.0,Defend
APIXABANUM,ATC4,B01A F Direct factor Xa inhibitors,1065294.8800000001,1352323.24,0.2694355951471388,0.03137028125020182,0.0611972918545717,0.02982701060436988,0.0032045637295519264,0.008161434589810806,33418.6,82758.52,49339.920000000006,9004.160379984174,31774.561682540945,8561.197937474892,-7.275957614183426e-12,Share-led Growth
APOMORPHINUM*,ATC4,N04B C Dopamine agonists,215646.76,221439.08000000002,0.026860222708655623,5.100934509751039e-06,1.30961526754898e-06,-3.791319242202059e-06,0.0,-2.6645049262561507e-06,1.1,0.29,-0.81,0.029546244979521175,-0.8175857107065293,-0.02196053427299186,-1.1102230246251565e-16,Defend
APREPITANTUM,ATC3,A04A ANTIEMETICS AND ANTINAUSEANTS,1092755.0,1225181.67,0.12118605725894627,0.0005895099999542442,0.0007790681360748729,0.0001895581361206287,2.952576896348043e-06,0.00018125829864575006,644.19,954.5,310.30999999999995,78.06684622564066,207.14060103649763,25.102552737861565,5.684341886080802e-14,Share-led Growth
APROTININUM,ATC3,B02A ANTIFIBRINOLYTICS,522343.02,486314.50000000006,-0.06897482807370525,0.07224486315524999,0.0748839485559242,0.0026390854006742154,-0.003601593655198826,0.0016438535881991428,37736.600000000006,36417.15,-1319.4500000000044,-2602.875497086184,1378.5078382260797,-95.08234113989887,-9.094947017729282e-13,Share-led Growth
ARALIA MANDSHURICA RUPP. ET MAXIM*&,ATC4,A13A TONICS,925150.4599999998,844640.5300000001,-0.08702360694929523,0.003286481638889311,0.0036908837419866642,0.000404402103097353,-0.0008168532228203201,0.0001481944129327773,3040.49,3117.47,76.98000000000002,-264.5944066932627,374.1327917054835,-32.558385012220555,-1.9895196601282805e-13,Share-led Growth
ARGININUM ASPARTATUM*,ATC4,C01E B Other cardiac preparations,15166467.809999999,11316263.01,-0.25386298564926035,0.02807657493719364,0.03107959400459357,0.003003019067399932,0.002252402825535977,-0.00175158979621131,425822.47000000003,351704.86,-74117.61000000004,-108100.56359074262,45545.19201853729,-11562.238427794739,2.9103830456733704e-11,Share-led Growth
ARGININUM+INOSINUM,ATC4,C01E X Other cardiac combination products,15404551.419999996,12940044.719999999,-0.15998561936703237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,Market-led Growth
ARGININUM+LEVOCARNITINUM,ATC3,B05X I.V. SOLUTION ADDITIVES,18853739.31,19949996.330000002,0.05814533668759014,0.012730699520847464,0.007934771885745004,-0.00479592763510246,0.0006816664977526794,-0.001047072186482683,240021.28999999998,158298.67,-81722.61999999997,13956.11871923971,-90421.16938184659,-5257.569337393086,0.0,Defend
ARGYREIA*&+MUCUNA PRURIENS*&+PRUNUS AVIUM*&+TRIBULUS TERRESTRIS*&,ATC4,A16A X Various alimentary tract and metabolism products,4174316.6599999997,4368090.35,0.04642045771391001,0.0008278744238823511,0.000624451369235071,-0.00020342305464728018,-0.0005274391201159584,-0.0005316980378816107,3455.81,2727.66,-728.1500000000001,160.42028197230727,-849.152246042232,-39.41803593007512,-2.2737367544323206e-13,Defend
ARIPIPRAZOLUM,ATC4,N05A X Other antipsychotics,279300.42,331787.77,0.1879243504180912,0.24946267535150862,0.2704187679973858,0.020956092645877167,-0.012844845220171264,0.010726021964519827,69675.03,89721.64,20046.61,13093.634753111015,5853.045477552404,1099.9297693365816,0.0,Market-led Growth
ARMODAFINILUM,ATC4,N06B A Centrally acting sympathomimetics,45507.10999999999,48988.06,0.07649244260951771,0.9991735357398001,0.9851890440241969,-0.01398449171560312,0.005354236938054702,-0.011356748965868135,45469.50000000001,48262.5,2792.9999999999927,3478.0731192334615,-636.3938027960398,-48.67931643742874,0.0,Defend
ARONIA MELANOCARPA*&,ATC4,A16A X Various alimentary tract and metabolism products,4174316.6599999997,4368090.35,0.04642045771391001,0.0004678945463615116,0.0005011846881784394,3.329014181692778e-05,0.00011241703078754403,4.941431041034387e-05,1953.14,2189.22,236.0799999999997,90.66565277934615,138.96359360016427,6.450753620489398,-1.1368683772161603e-13,Share-led Growth
ARTEMISIA ABSINTHIUM*&,ATC4,A15 APPETITE STIMULANTS,378859.33999999997,426904.79000000004,0.12681606318587813,0.6019530361848807,0.6926205021030567,0.09066746591817598,-0.021398562553325173,0.09887202348099844,228055.53,295683.01,67627.48000000001,28921.10450236892,34350.21629723264,4356.159200398434,1.4551915228366852e-11,Share-led Growth
