INN,sales_2019,sales_2022,sales_2023,known_inn,YoY,CAGR,portfolio_share_2023,sku_count,brand_count,strength_breadth,form_breadth,pack_breadth
LATANOPROSTUM,448931.35,467949.4600000001,550200.6699999999,True,0.1757694303141195,0.05216849871910867,0.0006482281195939695,12,11,0,1,2
LATANOPROSTUM+TIMOLOLUM,79057.14,44995.0,51674.16,True,0.14844227136348498,-0.10084806832712301,6.0880775678440966e-05,10,10,0,1,1
LAVANDULA ANGUSTIFOLIA*&,21259.14,12980.64,22522.350000000002,True,0.7350723847206304,0.014534926751185395,2.653508326214369e-05,2,2,2,1,2
LECITHIN*,8469.42,11953.05,13011.689999999999,True,0.08856651649578984,0.11331999610887045,1.532994014972693e-05,2,1,1,1,1
LECITHIN*+QUERCETIN*,27.61,5501.14,225.73999999999998,True,-0.9589648690998593,0.6909685430083741,2.659593557331413e-07,3,1,0,2,1
LEDUM PALUSTRE*&,18530.940000000002,10138.259999999998,10318.010000000002,True,0.01772986686078326,-0.1361772778167637,1.2156336015097503e-05,1,1,0,1,0
LEDUM+MENTHA+CALENDULA+MATRICARIA+GLYCYRRHIZA+VIOLA*&,107382.81,32235.29,23175.969999999998,True,-0.28103733516900276,-0.31840595264355287,2.7305156594713437e-05,2,1,0,1,1
LEFLUNOMIDUM,34859.369999999995,35082.55,37812.64,True,0.07781902968854881,0.02053843723208315,4.4549594103699873e-05,3,3,1,1,1
LENALIDOMIDUM,0.38,32.87,71.78999999999999,True,1.184058411925768,2.7074054939989165,8.4580588943396e-08,6,1,3,1,1
LENOGRASTIMUM,36.21,0.6,0.24,True,-0.6,-0.7146711544527429,2.827600131831041e-10,1,1,0,1,1
LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&,4155030.4,2881961.35,2129411.0100000002,True,-0.2611243693465909,-0.1539007259967502,0.002508801188582696,21,3,1,2,4
LERCANIDIPINUM,465789.62000000005,558972.94,773292.55,True,0.38341678937087753,0.1351114513598033,0.0009110675484683175,20,7,2,1,5
LESPEDEZA BICOLOR,56303.0,21319.26,49505.770000000004,True,1.3221148388827757,-0.03165286728554706,5.8326050740998836e-05,2,2,0,1,1
LETROZOLUM,96825.17000000001,147298.78,149033.59,True,0.011777490621442954,0.11384298430448059,0.00017558641613802222,16,8,1,1,3
LEUPRORELINUM,612.98,901.5299999999999,794.9499999999998,True,-0.11822124610384577,0.0671448607749543,9.365836353329523e-07,4,2,1,1,1
LEVAMISOLUM,225446.73,127727.12,135587.91000000003,True,0.06154362519095424,-0.11936841793782282,0.00015974516341278977,3,2,2,1,2
LEVAMLODIPINUM,961539.31,523155.9699999999,485638.51000000007,True,-0.07171371856847941,-0.15698263902708876,0.0005721631312075961,4,2,2,1,2
LEVANA*,261660.47999999998,254708.55,293153.41000000003,True,0.15093666859632338,0.028819540205871075,0.0003453835919844664,3,1,3,1,2
LEVETIRACETAMUM,113255.74999999999,162919.65,169853.87,True,0.04256220781225584,0.10663345787303813,0.00020011617716833853,27,7,4,2,4
LEVOCARNITINUM,212173.19,169726.90000000002,217640.74,True,0.28229962368958583,0.006380983934820561,0.00025641707713158556,15,9,0,2,3
LEVOCETIRIZINUM,2203486.9,1516369.42,2018266.67,True,0.33098613265361165,-0.021711341177865995,0.002377854625900915,47,22,1,2,8
LEVOCETIRIZINUM+MONTELUKASTUM,59784.64000000001,50975.03,122140.41999999998,True,1.3960833372731707,0.19554918478582173,0.0001439017782057911,3,2,0,1,3
LEVOCETIRIZINUM+PARACETAMOLUM,0.0,184030.55000000002,153669.25999999998,True,-0.16497961887306234,,0.00018104800826432437,2,1,0,1,2
LEVOCETIRIZINUM+PARACETAMOLUM+PHENYLEPHRINUM,1023184.01,1024563.5800000001,842001.7000000001,True,-0.1781850180542236,-0.04755521995145506,0.0009920183824674838,5,1,0,1,1
LEVODOPUM+BENSERAZIDUM,7707.97,8317.56,7283.999999999999,True,-0.12426240387806042,-0.01404412229115315,8.581766400107209e-06,2,1,0,1,1
LEVODOPUM+CARBIDOPUM+ENTACAPONUM,3310.7199999999993,7440.740000000001,6598.62,True,-0.11317691519929474,0.18818117315276095,7.77427449245956e-06,7,2,0,1,2
LEVODROPROPIZINUM,342554.62,363572.57000000007,390920.65,True,0.07522041610564822,0.03356952542216085,0.0004605697006147818,1,1,0,1,1
LEVOFLOXACINUM,3697866.37,2083551.1600000001,1622837.5300000003,True,-0.22111942286072772,-0.18608142968074337,0.001911973172403484,101,42,3,3,6
LEVOFLOXACINUM+ORNIDAZOLUM,53119.340000000004,14083.769999999999,10008.84,True,-0.28933517090949357,-0.3411557362414407,1.1792082209781583e-05,1,1,0,1,0
LEVOMENTHOLUM+METHYL SALICYLAT*,119275.29999999999,89811.73,81237.91,True,-0.0954643675163589,-0.09154785213145755,9.571180209403261e-05,3,1,0,1,0
LEVOMENTHOLUM+OENOTHERA BIENNIS*&+THYMUS SERPYLLUM*&,212951.85,87155.03000000001,62035.740000000005,True,-0.2882138873682908,-0.2653336682923021,7.308844441759841e-05,1,1,0,1,1
LEVOMEPROMAZINUM,25783.96,22172.390000000003,19625.57,True,-0.11486447784835119,-0.06595421473870688,2.3122193466358053e-05,2,1,1,2,2
LEVONORGESTRELUM,301011.65,320596.14,400271.14999999997,True,0.24852142636527041,0.07384783566368514,0.00047158614854506765,10,9,4,2,2
LEVOSIMENDANUM,5.509999999999999,7.179999999999999,34.81999999999999,True,3.8495821727019495,0.5855111188294866,4.102376524598201e-08,2,2,0,1,1
LEVOTHYROXINUM NATRICUM,2258699.81,2337419.62,1988813.5399999998,True,-0.14914141945980597,-0.031312070495190025,0.0023431539282880664,22,3,6,1,3
LIDOCAINUM,2650082.52,1424122.8399999999,1232467.49,True,-0.1345778219524938,-0.17419212755130464,0.00145205218216728,15,2,0,2,4
LIDOCAINUM+MATRICARIA CHAMOMILLA,7551.669999999999,4457.74,7124.469999999999,True,0.5982246609268373,-0.014452888000913822,8.393813463010957e-06,1,1,0,1,1
LIDOCAINUM+MATRICARIA CHAMOMILLA*&+POLIDOCANOLUM,17932.34,10890.839999999998,7833.5,True,-0.2807258209651412,-0.18702026378104775,9.229169013624359e-06,1,1,0,1,0
LIDOCAINUM+MATRICARIA CHAMOMILLA*&+THYMOL,74491.07,54253.68,62169.439999999995,True,0.14590272954756234,-0.044197448105252835,7.324596530827583e-05,1,1,0,1,1
LIDOCAINUM+METRONIDAZOLUM+MICONAZOLUM,0.0,4666.419999999999,9364.36,True,1.0067546427454026,,1.1032777321047221e-05,1,1,0,1,1
LIDOCAINUM+NEOMYCINUM+POLYMYXINUM B,0.0,0.0,538.1,True,,,6.339715128909514e-07,1,1,0,1,1
LIDOCAINUM+NIFEDIPINUM,0.0,0.0,8056.789999999999,True,,,9.492241860889587e-06,1,1,0,1,1
LIDOCAINUM+NITROFURALUM+PHENAZONUM,928.5799999999999,45.94,0.0,True,-1.0,-1.0,0.0,1,1,0,1,1
LIDOCAINUM+OFLOXACINUM,550852.2999999999,476014.56000000006,500172.26,True,0.050749918237795066,-0.023839772979205698,0.0005892863117975957,3,1,0,1,0
LIDOCAINUM+PHENAZONUM,1338273.1099999999,977773.07,1330911.9799999997,True,0.3611665332529559,-0.0013779628526370269,0.0015680362042097963,10,8,0,1,1
LIDOCAINUM+PRILOCAINUM,2233.7400000000002,6344.359999999999,10753.199999999999,True,0.6949227345232618,0.4812428790507046,1.2669062390668978e-05,2,1,0,1,2
LIDOCAINUM+TOLPERISONUM,37935.350000000006,7995.650000000001,65230.72000000001,True,7.158276062609044,0.14512268775005244,7.685266352976407e-05,1,1,0,1,1
LIDOCAINUM+TRIBENOSIDUM,341885.68000000005,332133.45,342307.12,True,0.030631271857742615,0.00030803083446229174,0.00040329485734946,2,1,0,1,2
LINCOMYCINUM,661745.75,442178.57999999996,449101.69000000006,True,0.015656819016425683,-0.09236051201706141,0.0005291166657706431,8,2,2,2,4
LINEZOLIDUM,37903.39,48130.98000000001,40594.170000000006,True,-0.15658958118035415,0.01729381253795359,4.7826700184821546e-05,20,13,1,2,3
LINUM USITATISSIMUM*&,858067.99,435925.2900000001,468307.3999999999,True,0.07428362323277882,-0.1404872372401702,0.0005517441941572716,10,1,0,1,0
LINUM USITATISSIMUM*&+MENTHOLUM*+METHYL SALICYLAT*+PHENOXYETHANOL+ROFECOXIBUM,301.22999999999996,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
LIRAGLUTIDUM,6506.429999999999,45904.28,66633.81,True,0.45158163901056714,0.7889078552671323,7.850573747516856e-05,2,2,0,1,2
LISINOPRILUM,3587949.92,2034046.9400000002,1760793.96,True,-0.13433956445469253,-0.1630191109037763,0.0020745088472597087,58,8,4,1,8
LITHIUM,8698.949999999999,12904.369999999999,13982.47,True,0.08354534161683214,0.12597634146294934,1.6473680839718157e-05,1,1,1,1,1
LOMEFLOXACINUM,6646.570000000001,10843.640000000001,5434.8099999999995,True,-0.4988020627759683,-0.049074057435164575,6.4031122801986074e-06,2,1,1,1,2
LOMUSTINUM,175.54,61.040000000000006,57.99,True,-0.0499672346002622,-0.24186900285506474,6.832188818536753e-08,1,1,1,1,1
LOPERAMIDUM,6477015.8500000015,5615610.570000001,5891246.01,True,0.049083788229994374,-0.023419496628277692,0.006940869997718789,18,4,1,1,5
LOPERAMIDUM+SIMETICONUM,9522.529999999999,10169.0,8963.880000000001,True,-0.11850919461107279,-0.015000701711394004,1.0560945112382348e-05,1,1,0,1,1
LOPINAVIRUM+RITONAVIRUM,0.0,0.0,0.0,True,,,0.0,2,2,0,2,2
LORATADINUM,4395198.47,2718164.19,2924307.6199999996,True,0.07583921190573828,-0.09684739013777455,0.003445321921594382,28,6,1,3,5
LORNOXICAMUM,538532.67,571627.77,695307.4999999999,True,0.2163641035144248,0.06596075260208756,0.0008191881577762964,9,3,2,2,5
LOSARTANUM,2061196.4,1825250.59,1861722.53,True,0.01998188095367226,-0.025125086526053497,0.002193419529692008,34,9,4,1,7
LUTEIN+VACCINIUM MYRTILLUS *&+ZEAXANTHINUM*,1135.56,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
LYNESTRENOLUM,10726.32,7620.710000000001,7154.68,True,-0.06115309465915908,-0.09627797607189992,8.42940587967038e-06,1,1,1,1,1
LYSINI ACETYLSALICYLAS*,37844.65,8515.13,44.26,True,-0.9948021932724457,-0.8150724018222676,5.214565909785078e-08,2,1,1,1,2
MACROGOLUM,143317.73,158830.81,200365.15000000002,True,0.26150052373339916,0.08737806066085829,0.00023606355189764432,8,3,0,1,4
MAGALDRATUM,23247.9,7684.899999999999,9755.69,True,0.2694621920909839,-0.1951432962803975,1.1493829304209487e-05,5,2,2,2,3
MAGNESII LACTAS*+MAGNESYUM PIDOLATE*+PYRIDOXINUM,213180.83,202341.19999999998,213283.2,True,0.05407697493145247,0.00012002905090313654,0.000251283168515561,2,2,0,1,1
MAGNESII LACTAS*+PYRIDOXINUM,1183451.2999999998,894877.56,912405.33,True,0.01958678011771786,-0.06295735612904174,0.0010749655964130602,4,3,0,1,2
MAGNESII OROTAS*,102006.31,102910.39000000001,39388.12,True,-0.6172580824929339,-0.21171265653906024,4.6405772210240366e-05,2,1,1,1,2
MAGNESII OXYDUM*,14931.08,10192.590000000002,8168.2300000000005,True,-0.19861095168156484,-0.1399787466515532,9.623536760344277e-06,3,1,1,1,2
MAGNESII SULFAS*,1798212.3399999999,1197376.3199999998,1258819.03,True,0.05131445225173681,-0.08529599315188796,0.001483098689658093,17,2,0,2,1
MAGNESII SULFAS*+NATRII SULFAS*+POTASSIUM SULFAS*,39882.130000000005,74706.05,100087.24,True,0.33974745017304486,0.2586358338991217,0.00011791945542441878,1,1,0,1,1
MAGNESIUM ASPARGINATE*+PYRIDOXINUM,26720.11,8061.160000000001,444.48,True,-0.9448615335758129,-0.6408685032004657,5.236715444151088e-07,1,1,0,1,1
MAGNESIUM CITRATUM*+PYRIDOXINUM,429263.64,722979.2499999999,851644.78,True,0.17796572999847537,0.18681655646337525,0.0010033795384171741,2,2,0,1,1
MAGNESIUM GLUCONATE*+POTASSIUM GLUCONATE*,99814.19,67668.62999999999,70923.76,True,0.04810397373199371,-0.08187911596301023,8.356001380248046e-05,3,1,0,2,3
MAHONIA AQUIFOLIUM NUTT.*&,9697.8,3457.4500000000003,7358.25,True,1.1282303431719907,-0.06669126830545213,8.669245279185732e-06,1,1,0,1,1
MALATHIONUM*+PERMETHRINUM+PIPERONYL*,774.3700000000001,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
MANNITOLI HEXANITRAS,249213.53999999998,146577.47,141704.84,True,-0.033242694119362315,-0.1316330968312005,0.00016695192677712356,5,1,0,1,0
MANNITOLI HEXANITRAS+SORBITOL*,9138.38,6298.74,8144.54,True,0.2930427355312333,-0.02837353212807614,9.595625990709661e-06,2,1,0,1,0
MATRICARIA CHAMOMILLA*&,3340131.78,1536035.2300000002,1373979.99,True,-0.10550229372017739,-0.1991444279573118,0.0016187775003571718,18,2,0,2,4
MATRICARIA CHAMOMILLA*&+SALVIA OFFICINALIS*&,267.81,0.0,0.0,True,,-1.0,0.0,1,1,0,1,0
MATRICARIA CHAMOMILLA*&+SPIRITUS AETHYLICUS*,0.0,0.0,0.0,True,,,0.0,1,1,0,1,0
MEBENDAZOLUM,311184.51,151224.41,189886.23,True,0.2556585937415792,-0.11616972215455623,0.00022371763707537475,2,1,1,1,1
MEBEVERINUM,854519.1199999999,778573.9900000001,931382.4299999999,True,0.19626707540024535,0.021766275197659724,0.0010973237841054647,9,5,2,1,4
MEBHYDROLINUM,2860560.1200000006,1868252.1500000001,1907965.45,True,0.021256927230084877,-0.09628840062375377,0.0022479013991454464,12,1,2,2,3
MEBICARUM*,742674.7199999999,847842.0800000001,783980.27,True,-0.07532276529610327,0.013623388580979334,0.0009236594645020564,6,3,2,1,1
MECOBALAMINUM,82850.97,81654.7,98680.78000000001,True,0.20851316580674495,0.04468111534085617,0.0001162624110571625,4,2,1,1,3
MEDROXYPROGESTERONUM,16022.31,11328.03,9941.24,True,-0.12242110940737272,-0.11247855199260326,1.1712438139401674e-05,3,1,1,1,1
MEFLOQUINUM,288.02,0.0,0.0,True,,-1.0,0.0,1,1,1,1,1
MEGESTROLUM,0.0,181.69,45.86,True,-0.7475920523969398,,5.403072585240481e-08,1,1,1,1,1
MELATONINUM*,235807.17,361876.88,353609.33,True,-0.02284630618015715,0.10660257712745613,0.00041661074505195257,2,2,1,1,2
MELDONIUM,1617301.68,942014.67,928055.2,True,-0.014818739500097267,-0.12964647476726632,0.0010934037524443678,39,19,4,2,7
MELISSA+MENTHA PIPERITA+VALERIANA,663273.02,198440.43000000002,229603.55000000005,True,0.15704017573435025,-0.23295372239442136,0.00027051126177036463,6,4,0,1,3
MELOXICAMUM,3596966.480000001,3095948.87,3483239.8699999996,True,0.12509605819168446,-0.007999826697678514,0.004103837298171307,82,24,2,4,6
MELPHALANUM,184.51,23.860000000000003,64.96000000000001,True,1.72254819782062,-0.2297059790853544,7.653371023489352e-08,2,1,2,2,2
MEMANTINE,156954.71999999997,190830.79000000004,239215.55,True,0.25354797304984134,0.11110155825937418,0.0002818358002983479,31,14,2,2,8
MENADIONI NATRII BISULFIS,89774.44,55854.58000000001,43986.520000000004,True,-0.21248141155121036,-0.16335402736545457,5.182345406282864e-05,1,1,0,1,1
MENOTROPINUM*,502.67,607.7800000000001,1457.31,True,1.3977590575537198,0.30486999429978123,1.716954145049456e-06,7,4,0,1,2
MENTHA PIPERITA,1099930.1900000002,774974.95,765325.82,True,-0.01245089276756628,-0.08668558809179205,0.0009016814123023747,15,3,1,2,2
MENTHA PIPERITA+VALERIANA OFFICINALIS*&,20560.75,7578.719999999999,4444.52,True,-0.4135526843583084,-0.31813801555835675,5.2363855574690415e-06,1,1,0,1,1
MENTHOL SOLITION IN ISOVALERAT,17604151.669999998,12527932.32,10196528.719999999,True,-0.1860964395759125,-0.12761274679399093,0.012013210813704581,15,3,2,1,5
MENTHOLUM*+METHYL SALICYLAT*,33920.8,17799.79,28425.12,True,0.596935694185156,-0.04322668266172447,3.348953044138048e-05,2,1,0,1,0
MEPIVACAINUM,51.53,27.54,25.1,True,-0.08859840232389249,-0.16458283413432528,2.9571984712066307e-08,3,3,0,1,1
MERCAPTOPURINUM,59.449999999999996,147.28,249.05000000000004,True,0.6909967409016842,0.43065089793881994,2.934224220135504e-07,2,1,1,1,1
MEROPENEMUM,213705.03,80372.14,31190.159999999996,True,-0.6119282129354775,-0.3819114270172286,3.6747208553263024e-05,32,15,2,1,3
MESALAZINUM,92706.73,102002.63,112544.37000000001,True,0.10334772740663656,0.04967082869911321,0.00013259603143701728,19,4,8,2,8
MESNUM,401.20000000000005,447.33000000000004,158.48,True,-0.6457201618491941,-0.20721872369960825,1.8671586203857639e-07,2,2,1,1,2
MESTEROLONUM,9363.360000000002,5096.74,9543.48,True,0.8724674988325871,0.004774863096833837,1.1243810544219542e-05,2,1,1,1,1
METADOXINE,75588.73,32498.25,35771.26,True,0.10071342303047093,-0.17058994255580384,4.214450812156769e-05,3,2,1,1,3
METAMIZOLUM NATRICUM,18719693.71,13512074.25,13005371.36,True,-0.037500007817082626,-0.08703105563645919,0.015322495738353184,21,1,1,3,5
METAMIZOLUM NATRICUM+PITOFENONUM+FENPIVERINII BROMIDUM,8162197.949999998,6531211.169999999,7522164.920000001,True,0.1517258781268287,-0.020207903374252156,0.008862364383102847,21,7,0,2,5
METAMIZOLUM NATRICUM+TEMPIDONUM,1865992.4599999997,1984394.12,1757419.5899999999,True,-0.11437976343126854,-0.014874877176624057,0.002070533276819356,2,1,0,1,2
METFORMINUM,7412666.130000001,7781225.97,7740349.95,True,-0.005253159355298798,0.010872865491194483,0.00911942272459933,89,12,3,1,7
METFORMINUM+SAXAGLIPTINUM,20168.219999999998,11070.1,8868.67,True,-0.19886270223394553,-0.18567506874714368,1.0448771858819166e-05,3,1,0,1,1
METFORMINUM+SITAGLIPTINUM,68150.66,94628.27999999998,73131.26000000001,True,-0.22717331436226018,0.017790159300717923,8.616081684040424e-05,3,1,3,1,1
METFORMINUM+VILDAGLIPTINUM,0.0,69493.41,124225.45000000003,True,0.7875860459286719,,0.00014635829116532104,2,1,0,1,1
METHADONUM,238357.38999999998,401536.19,171483.46,True,-0.5729314959132327,-0.07902380668608788,0.00020203610587618458,7,2,3,1,3
METHIONINUM,19730.409999999996,34103.94,45096.27,True,0.32231847698535687,0.22956396853356575,5.313092458212009e-05,2,1,1,1,2
METHIONINUM+NICOTINAMIDUM+THIAMINUM+TOCOPHEROLI ACETAS*+ZINCI SULFAS*,1680.5,11606.59,16271.029999999999,True,0.401878587940127,0.7639819311782285,1.9169986072094507e-05,1,1,0,1,1
METHIONINUM+PHOSPHOLIPIDES*,643.45,0.0,0.0,True,,-1.0,0.0,3,1,0,1,2
METHOCARBAMOLUM,0.0,21510.08,16896.53,True,-0.2144831632425357,,1.9906929356452972e-05,1,1,0,1,1
METHOTREXATUM,102464.04,156504.12,174776.28,True,0.11675194237698028,0.14281979427310576,0.0002059155968203912,32,4,9,2,6
METHYL SALICYLAT*,131594.71999999997,57260.689999999995,30247.04,True,-0.4717660580059373,-0.3075935511876323,3.563605595479116e-05,2,1,0,1,1
METHYLDOPUM,58653.92,56766.520000000004,60069.01999999999,True,0.0581768972274499,0.005977751973336165,7.077132036290059e-05,1,1,1,1,1
METHYLERGOMETRINUM,1298.9799999999998,285.21,412.56999999999994,True,0.44654815749798393,-0.24928724439754402,4.860762443289718e-07,1,1,0,1,1
METHYLPHENIDATUM,0.0,1.54,378.19999999999993,True,244.58441558441552,,4.455826541077081e-07,1,1,1,1,1
METHYLPREDNISOLONI ACEPONAS,67925.59,46681.0,44381.83,True,-0.04925280092543005,-0.10093115910012584,5.228919514954286e-05,6,3,0,1,1
METHYLPREDNISOLONUM,571488.8800000001,770124.4800000001,721641.2700000001,True,-0.06295503033483618,0.06005498932104403,0.0008502137292444667,17,5,7,2,5
METHYLURACILUM*,534621.0800000001,331802.33,400317.06999999995,True,0.20649264277318347,-0.06977178600203904,0.00047164024996092333,6,1,1,2,3
METHYLURACILUM*+MYRAMISTINUM*,363640.94,302164.22,83902.62,True,-0.722327746150752,-0.3069322546253491,9.885127473873738e-05,2,1,0,1,1
METOCLOPRAMIDUM,641521.83,480194.31999999995,500531.33999999997,True,0.0423516463085194,-0.06015776201032452,0.0005897093679039865,8,2,1,2,2
METOPROLOLUM,1094554.83,962013.5599999999,976186.29,True,0.014732359905613057,-0.028206934861491617,0.0011501102009565229,18,4,3,2,6
METOXYPOLYETHYLENGLYCOLUM-EPOETINUM BETA*,1151.5900000000001,1900.59,2322.9300000000003,True,0.2222152068568184,0.19174835041875915,2.7367988225976173e-06,2,1,2,1,1
METRONIDAZOLUM,3223340.1900000004,1672962.2800000003,1662092.82,True,-0.006497133934185384,-0.15260229678654058,0.0019582224487280945,32,10,3,4,6
METRONIDAZOLUM+MICONAZOLUM,336204.13,244659.86000000002,284514.74,True,0.16289913678524948,-0.04087451297988631,0.00033520579847161433,8,4,0,1,3
MEXILETINUM,2626.08,2335.2400000000002,3070.7100000000005,True,0.3149440742707388,0.039878772343025615,3.617808333672874e-06,1,1,1,1,1
MIANSERINUM,44855.68,183779.09999999998,221485.69,True,0.205173439199561,0.4906718723957155,0.0002609470692677871,5,2,3,1,1
MICAFUNGINUM,0.14,0.0,0.0,True,,-1.0,0.0,2,1,2,1,1
MICONAZOLUM,219219.78000000003,96871.71999999999,115158.08,True,0.18876881715324156,-0.14865876430895175,0.00013567541757892067,2,2,0,1,1
MICONAZOLUM+NEOMYCINUM+ORNIDAZOLUM+PREDNISOLONUM,385233.79000000004,225135.59000000003,267945.18,True,0.19015025567481336,-0.08676952876708777,0.0003156840942881217,1,1,0,1,1
MIDAZOLAMUM,0.0,0.0,22.69,True,,,2.6732602913019303e-08,1,1,0,1,1
MIDECAMYCINUM,44059.77999999999,19227.230000000003,13715.210000000001,True,-0.2866778001823457,-0.2530525751468664,1.6158804001704338e-05,2,1,1,2,2
MIFEPRISTONUM,72479.09000000001,19935.22,9633.83,True,-0.5167432313262659,-0.39619519938086023,1.1350257907515766e-05,5,5,3,1,3
MINOXIDILUM,39602.26,56679.58999999999,85662.27,True,0.5113424426676343,0.21273916171412788,0.00010092443581039427,6,3,0,1,1
MIRABEGRONUM,2205.4799999999996,8774.09,13909.15,True,0.5852527156662399,0.5847084246050507,1.638729765569072e-05,1,1,1,1,1
MIRTAZAPINUM,25697.459999999995,40484.31,57192.24,True,0.4127013650473481,0.22141071883577457,6.738199390154689e-05,4,3,2,1,2
MISOPROSTOL,3.01,30713.67,45334.11,True,0.47602386819940445,10.078083891385688,5.341113975518455e-05,3,3,1,1,3
MITOXANTRONUM,93.01000000000002,0.0,83.00000000000001,True,,-0.028065245344259915,9.778783789249018e-08,2,1,2,1,1
MOLSIDOMINUM,795512.31,743701.69,775035.3900000001,True,0.04213208121121825,-0.006498202114694207,0.0009131209045573844,6,4,2,1,1
MOMETASONUM,1800969.7,1754237.4800000002,2503210.96,True,0.426951019197241,0.0857948098167769,0.0029491998502070445,32,16,3,2,1
MOMETASONUM+OLOPATADINUM,0.0,51350.82,46825.759999999995,True,-0.08812050128897664,,5.516855214545362e-05,2,1,0,1,1
MONTELUKASTUM,389898.93,385165.36,437426.78,True,0.135685670175532,0.029172874350134936,0.0005153616753310116,34,15,3,1,3
MORPHINUM*,157684.04,120871.51999999999,90313.66000000002,True,-0.25281273868319,-0.1300557417631869,0.00010640454871755995,10,1,2,2,4
MOSAPRIDUM,25745.22,32459.659999999996,43000.340000000004,True,0.32473168234048067,0.13682553640307304,5.066156960532483e-05,1,1,1,1,1
MOXIFLOXACINUM,191247.46000000002,359616.04999999993,278988.39,True,-0.22420484291510334,0.0989998007495767,0.0003286948368097208,35,20,1,3,4
MOXONIDINUM,290998.7,547185.86,688795.4000000001,True,0.2587960514915355,0.24036584048262144,0.0008115158182685896,14,5,3,1,4
MUPIROCINUM,20554.25,123095.24,174560.75,True,0.4180950457548154,0.7071089575026952,0.00020566166654688558,7,4,1,2,1
MURAMIDASE+PYRIDOXINUM,876157.53,535645.76,599173.0599999999,True,0.11859946394423049,-0.09062602709334477,0.0007059257597690034,2,2,0,1,1
MYRAMISTINUM*,1645809.39,1327907.6600000001,1877930.72,True,0.41420279178147057,0.03353457002479043,0.0022125154797673174,17,8,0,3,2
MYRAMISTINUM*+TRIAMCINOLONUM,380161.7100000001,297078.87000000005,322384.32000000007,True,0.08518091508830627,-0.04037537360109911,0.00037982247738844197,1,1,0,1,1
MYRAMISTINUM*+XYLOMETAZOLINUM,219716.83,181631.74,261737.66999999998,True,0.44103486538200865,0.04472196772848669,0.00030837061258214563,2,1,0,1,1
MYRTUS COMMUNIS*,48948.89,156253.96,253461.21000000002,True,0.6221106332281117,0.5084890568467695,0.00029861956283752303,4,2,2,1,1
NABUMETONUM,83514.72,75736.61,92909.0,True,0.2267382973703207,0.02700767478950361,0.00010946229193678759,4,1,2,1,2
NADROPARINUM CALCICUM,41448.52,11115.38,8867.49,True,-0.202232402311032,-0.31989977286709104,1.0447381622087682e-05,6,2,0,1,1
NAFTIDROFURYLUM,12930.280000000002,4.07,0.0,True,-1.0,-1.0,0.0,1,1,1,1,1
NAFTIFINUM,1478787.95,897512.8,989277.08,True,0.10224286494855561,-0.09561570704256439,0.001165533334093928,28,8,0,1,1
NALBUPHINE HYDROCHLORIDE,1510547.6099999999,1270080.39,2283487.81,True,0.7979080914712811,0.10883281453614546,0.00269032934691274,46,5,1,1,3
NALOXONUM,3188.5299999999997,3211.27,2718.2600000000007,True,-0.15352492938930684,-0.03910679618618462,3.2025634726462697e-06,2,1,0,1,1
NALTREXONUM,0.4,0.0,0.0,True,,-1.0,0.0,1,1,1,1,1
NANDROLONUM,3882.74,443.6000000000001,8.42,True,-0.9810189359783589,-0.7842039726291936,9.920163795840568e-09,1,1,0,1,1
NAPHAZOLINUM,11139326.18,8030597.92,8770060.66,True,0.09208065792441023,-0.05803249970865043,0.010332593615992595,9,2,0,1,1
NAPROXENUM,1184853.41,1092801.74,1177620.58,True,0.07761594523083404,-0.0015296082627439533,0.0013874333780228947,11,4,4,2,3
NATAMYCINUM,374719.19,344082.62000000005,312120.31,True,-0.09289138172686562,-0.04466866314136142,0.0003677297623763106,8,4,1,3,4
NATRII ACETAS*+NATRII CHLORIDUM*,212.19,75.4,59.580000000000005,True,-0.20981432360742702,-0.27206282901926904,7.01951732727056e-08,1,1,0,1,0
NATRII AMIDOTRIZOAS,20322.53,9219.630000000001,9498.04,True,0.030197524195656467,-0.17317413245555946,1.119027464839021e-05,5,3,0,1,2
NATRII CHLORIDUM*,33185384.87,14810094.939999998,15445526.819999998,True,0.04290532117277568,-0.174030583567793,0.018197405696846615,77,4,0,2,4
NATRII FLUORIDUM*,3418.7399999999993,380.90000000000003,11.649999999999999,True,-0.9694145444998687,-0.7583899679208528,1.372564230659651e-08,1,1,1,1,1
NATRII HYDROCARBONAS*,467957.38999999996,186755.84999999998,190214.23,True,0.018518188319134543,-0.2015289523185252,0.00022410407576005834,7,3,0,1,0
NATRII HYDROCARBONAS*+THERMOPSIS LANCEOLATA*&,1101676.52,697022.25,545027.03,True,-0.2180636557871718,-0.1613302341436652,0.0006421327091164504,3,2,0,1,3
NATRII HYDROCARBONAS+GLYCYRRHIZA GLABRA/URALENSIS*&+THERMOPSIS LANCEOLATA*&+CODEINUM,23302.81,7503.4400000000005,16450.12,True,1.1923437783203434,-0.08337817423663729,1.9380983950265186e-05,1,1,0,1,1
NATRII OXYBUTYRAS*,335.79,163.93,266.52,True,0.6258158970292196,-0.056122765241328754,3.140049946398371e-07,1,1,0,1,1
