INN,sales_2019,sales_2022,sales_2023,known_inn,YoY,CAGR,portfolio_share_2023,sku_count,brand_count,strength_breadth,form_breadth,pack_breadth
BETAMETHASONUM,824823.53,672864.56,676283.8099999999,True,0.005081631881459048,-0.04842727079909026,0.0007967750792963327,26,12,0,2,2
BETAMETHASONUM+CALCIPOTRIOLUM,0.0,3475.71,21579.399999999998,True,5.208630754579639,,2.5424130952014483e-05,3,2,0,1,1
BETAMETHASONUM+CETYLPYRIDINII CHLORIDUM,127341.61,223275.85,308604.33999999997,True,0.3821662306962439,0.24769353062283628,0.00036358736352817974,1,1,0,1,1
BETAMETHASONUM+CLOTRIMAZOLUM+GENTAMICINUM,847584.4000000001,894131.44,1077303.49,True,0.20486031673374572,0.061790359825864005,0.0012692431209775168,8,3,0,1,1
BETAMETHASONUM+GENTAMICINUM,184749.74,178062.77999999997,207960.59000000003,True,0.16790600483717077,0.030028641893848462,0.0002450122465415255,10,4,0,1,1
BETAXOLOLUM,319907.54000000004,225143.36000000002,221067.13999999998,True,-0.018104997633507924,-0.08825176949654334,0.00026045394758646297,7,6,2,2,3
BETULA PUBESCENS EHRH.*&,116172.29999999999,47360.67,66107.46999999999,True,0.39583054884992097,-0.1314656739509822,7.788562120292356e-05,7,1,0,1,0
BEVACIZUMABUM,11600.27,10313.51,2559.9399999999996,True,-0.7517877037012618,-0.31460580442586095,3.0160361172831475e-06,2,1,0,1,1
BIBROCATHOL,8901.27,6222.2,8230.250000000002,True,0.3227234740124074,-0.01940367068016069,9.69660666041768e-06,1,1,0,1,1
BICALUTAMIDUM,27248.86,29096.690000000002,25104.940000000002,True,-0.13718914419475203,-0.020278333529340387,2.9577804855670994e-05,14,7,2,1,2
BICLOTYMOLUM,467621.67,330936.66,406852.68,True,0.22939743212492703,-0.03420347568250093,0.00047934028816825513,1,1,0,1,1
BICLOTYMOLUM+ENOXOLONUM+MURAMIDASE,107221.3,87386.52999999998,106034.27000000002,True,0.21339375759627988,-0.0027792754383770824,0.00012492604826275344,1,1,0,1,1
BICYCLOLUM*,25616.760000000002,29023.21,34131.09,True,0.17599293806577565,0.07437647343384723,4.021211440980713e-05,1,1,1,1,1
BIDENS TRIPARTITES*&,524007.75999999995,190296.68,156825.6,True,-0.17588893300713382,-0.2603609879553834,0.00018476670301436756,12,1,0,1,1
BIDENS TRIPARTITES*&+HYPERICUM PERFORATUM*&+ROSA L.*&+VACCINIUM VITIS-IDAEA*&,23290.760000000002,9948.19,9113.53,True,-0.08390068947215523,-0.209092412676107,1.0737257762269229e-05,1,1,0,1,1
BIDENS TRIPARTITES+CALENDULA+EUCALYPTUS VIMINALIS+GLYCYRRHIZA GLABRA/URALENSIS+MATRICARIA CHAMOMILLA+SALVIA,192602.77,103259.99999999999,117199.59999999999,True,0.134995157853961,-0.11678609024002151,0.00013808066850439386,6,2,0,1,1
BIFONAZOLUM,47104.670000000006,27276.82,31115.27,True,0.14072204897785,-0.09847577321986278,3.6658975647482685e-05,4,3,0,1,1
BIFONAZOLUM+UREA PURA*,31893.09,9005.070000000002,20097.18,True,1.2317627736375174,-0.10903707800334128,2.3677828673930067e-05,1,1,0,1,0
BILASTINUM,283028.89,535118.02,829220.9199999999,True,0.549603805156851,0.3083076189080607,0.0009769604927954403,5,2,2,1,2
BIMATOPROST,23398.760000000002,45982.5,66412.05,True,0.44428967541999675,0.29796658124187103,7.824446722298737e-05,6,5,0,1,1
BIMATOPROST+TIMOLOLUM,2057.8900000000003,5589.540000000001,10480.150000000001,True,0.8749575099203155,0.5022296704917681,1.234736396733712e-05,3,3,0,1,1
BIOTINUM,263403.44,259254.79,324837.06000000006,True,0.25296454503309285,0.05380688617945184,0.00038271221403317,11,6,3,1,3
BIPERIDENUM,0.0,2094.1299999999997,3114.6000000000004,True,0.48730021536389856,,3.669518071083734e-06,2,1,1,2,2
BISACODYLUM,1093109.46,909270.4299999999,910822.5799999998,True,0.0017070279080777517,-0.04458394727464754,0.0010731008530344536,9,1,2,2,3
BISMUTHI SUBCITRAS*,594945.36,318346.67000000004,348937.62,True,0.09609319927863536,-0.12487986123702188,0.000411106691797004,8,4,1,1,6
BISMUTHI SUBGALLAS*+BUFEXAMACUM+LIDOCAINUM,2549.1400000000003,10112.310000000001,10183.039999999999,True,0.006994445383893266,0.413744539443363,1.199731885268365e-05,1,1,0,1,1
BISOPROLOLUM,9245684.67,9854296.809999999,10102992.13,True,0.02523724673561989,0.022416228529962945,0.011903009116114988,59,10,3,1,7
BISOPROLOLUM+HYDROCHLOROTHIAZIDUM,20.49,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
BISOPROLOLUM+PERINDOPRILUM,118401.59999999999,279812.9,355174.24,True,0.26932761141462724,0.3160457049739005,0.00041845446993624575,3,1,0,1,1
BLEOMYCINUM,1.9500000000000002,2.38,0.0,True,-1.0,-1.0,0.0,3,2,1,1,1
BORTEZOMIBUM,29.88,38.90999999999999,345.46000000000004,True,7.87843741968646,0.8439718798888145,4.070094756426465e-07,7,5,3,1,1
BOTULINUM TOXIN,37.65,5714.0599999999995,43321.59,True,6.581577722320032,4.824180847062688,5.1040055664637626e-05,5,3,0,1,1
BOVHYALURONIDASUM AZOXIMERUM,12.59,0.9,0.0,True,-1.0,-1.0,0.0,2,1,0,1,1
BRENTUXIMAB VEDOTIN,0.02,0.03,4.87,True,161.33333333333334,2.9502514520378615,5.737671934173821e-09,2,1,1,1,1
BREXPIPRAZOLUM,0.0,12.709999999999999,3653.33,True,286.43745082612116,,4.304231829009291e-06,3,1,3,1,1
BRIMONIDINUM,107796.69,134601.91,152042.68,True,0.12957297559893455,0.08978298433465359,0.0001791316258383103,11,11,0,1,1
BRIMONIDINUM+BRINZOLAMIDUM,79956.93000000001,95564.62999999999,94355.61,True,-0.012651333448368773,0.042264399745551184,0.00011116663969791596,1,1,0,1,1
BRIMONIDINUM+TIMOLOLUM,5417.929999999999,15558.329999999998,18961.21,True,0.21871756158919387,0.3677545388263972,2.2339466623198354e-05,2,2,0,1,1
BRINZOLAMIDUM,151886.53,135026.47,140682.33,True,0.041887046295441044,-0.01897500413554354,0.00016574723952262417,4,4,0,1,1
BRINZOLAMIDUM+TIMOLOLUM,273776.93,262163.89,301297.54,True,0.1492717017587737,0.02423516921884805,0.0003549787349268201,3,3,0,1,1
BROLUCIZUMABUM,0.0,273.90000000000003,406.99,True,0.4859072654253376,,4.795020740224647e-07,1,1,0,1,1
BROMELAINA+RUTOSIDUM+TRYPSINUM*,194.34,0.0,0.0,True,,-1.0,0.0,3,1,0,1,3
BROMFENACUM,24891.21,66629.06999999999,91193.88,True,0.3686800671238548,0.3835024140321883,0.00010744159462924339,2,2,0,1,1
BROMHEXINE,1380020.8,1165613.5199999998,1018593.13,True,-0.12613133553907285,-0.07310876014232082,0.0012000725286125803,12,1,1,2,5
BROMHEXINE+GUAIFENESINUM+MENTHOLUM*+SALBUTAMOLUM,595213.95,359348.88999999996,411431.76,True,0.1449367771805279,-0.08818616376048116,0.0004847352078397822,4,2,0,1,1
BROMHEXINUM+GUAIFENESINUM+SALBUTAMOLUM,402236.91000000003,269698.47000000003,265105.01,True,-0.017031835590316957,-0.09898088649030923,0.0003123379005104456,2,1,0,1,2
BROMHEXINUM+PHENYLEPHRINUM+SALBUTAMOLUM,0.0,760.6700000000001,16547.86,True,20.75432184784466,,1.9496137965634005e-05,1,1,0,1,1
BROMHEXINUM+SALBUTAMOLUM,0.0,0.0,0.0,True,,,0.0,1,1,0,1,1
BROMOCRIPTINUM,32013.75,19622.159999999996,19166.829999999998,True,-0.0232048867199125,-0.12036310791536009,2.258172126449298e-05,2,2,1,1,1
BUDESONIDUM,510692.19000000006,557049.19,851545.5200000001,True,0.5286720370242353,0.1363501223632,0.0010032625935883887,24,8,6,3,4
BUDESONIDUM+FORMOTEROLUM,202973.41,340480.41,733152.14,True,1.1532872919179114,0.37860147758837925,0.0008637754532150874,7,2,0,1,1
BUPIVACAINUM,121303.82,60562.49,58586.41,True,-0.03262877731744507,-0.1663560508796439,6.902455859979477e-05,18,5,0,1,2
BUPIVACAINUM+EPINEPHRINUM,46.19,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
BUPRENORPHINUM,180458.75,99269.48,44260.33,True,-0.5541396006103789,-0.2962649600088352,5.214604789286891e-05,9,2,5,2,2
BUPROPIONUM,0.0,0.0,252.14,True,,,2.9706295718328276e-07,1,1,1,1,1
BUSPIRONUM,53060.729999999996,71944.47,99720.58999999998,True,0.3860772064899496,0.17085443329023042,0.00011748748059594548,4,2,2,1,2
BUTAMIRATUM,397920.10000000003,198596.53,227307.01,True,0.1445668763698944,-0.13063082380669422,0.0002678055547675499,9,4,0,1,2
BUTAMIRATUM+GUAIFENESINUM,456398.56999999995,415546.66000000003,496473.57999999996,True,0.19474809399262138,0.021263867659940594,0.000584928650107762,9,2,0,2,2
BUTOCONAZOLUM,827.82,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
BUTORPHANOLUM,8.77,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
CABAZITAXEL,0.0,0.09,2.2,True,23.444444444444446,,2.591966787511788e-09,3,3,1,1,1
CABERGOLINUM,159951.30000000002,149814.44999999998,180339.98,True,0.20375557898453733,0.03044795278801904,0.0002124705630093364,7,5,1,1,2
CABOZANTINIBUM,0.0,7.65,8.51,True,0.1124183006535946,,1.0026198800784232e-08,2,1,2,1,1
CALAMAGROSTIS EPIGEIOS*+DESCHAMPSIA CAESPITOSA*,412689.79,566011.75,628389.3200000001,True,0.11020543301442065,0.11083938076813316,0.0007403473850305077,9,2,0,2,3
CALCII CARBONAS*+COLECALCIFEROLUM,952552.12,631029.49,664307.03,True,0.05273531669653031,-0.08616029180159035,0.0007826644356684531,18,6,0,2,7
CALCII CARBONAS*+MAGNESII CARBONAS,976626.04,719391.2200000001,771072.1000000001,True,0.07183974249783032,-0.05736909944692725,0.0009084514881713492,10,2,0,1,3
CALCII CHLORIDUM*,208244.03999999998,90606.45000000001,85327.19999999998,True,-0.05826571949348003,-0.19992863235774527,0.00010052966748698898,5,1,0,1,1
CALCII CHLORIDUM*+CITICOLINUM+KALII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,184982.65,115153.62,126807.21999999999,True,0.10120046595148291,-0.09007992601367021,0.00014940004666213658,3,1,0,1,1
CALCII CHLORIDUM*+DEXTROSUM*+KALII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*+XYLITOLUM*,2970.54,348.63,566.3,True,0.6243582021053837,-0.33922623872871205,6.67195814439966e-07,1,1,0,1,0
CALCII CHLORIDUM*+DEXTROSUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,0.0,0.0,0.0,True,,,0.0,1,1,0,1,1
CALCII CHLORIDUM*+FRUCTOSUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*,454474.97,202808.43000000002,163823.04,True,-0.19222766035908867,-0.22515247035940544,0.00019301085395873415,7,1,0,1,0
CALCII CHLORIDUM*+GELATINUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,4143.54,2103.8999999999996,1472.0900000000001,True,-0.3003041969675363,-0.22795839181590083,1.734367449194649e-06,1,1,0,1,1
CALCII CHLORIDUM*+HYDROXYETHYLAMYLUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*+XYLITOLUM*,19016.850000000002,4771.76,2658.05,True,-0.4429623451305179,-0.38855676926773286,3.131626054338958e-06,3,1,0,1,0
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,431800.70999999996,116441.07999999999,111370.33999999998,True,-0.043547689526754696,-0.2873577798413517,0.00013121282836086158,3,1,0,1,0
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*+XYLITOLUM*,237728.99000000002,206722.02000000002,171650.78,True,-0.16965410844959827,-0.07819107430038885,0.0002022332367320421,2,1,0,1,0
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII HYDROCARBONAS*+POVIDONUM,39702.86,14671.12,18418.75,True,0.25544266559062967,-0.17470428502132485,2.1700358303401244e-05,3,1,0,1,0
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,97471.2,15109.59,21251.52,True,0.40649216821899214,-0.31667325148410574,2.5037833647337503e-05,2,1,0,1,0
CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*+SORBITOL*,3845667.3699999996,2116481.33,1987092.6900000002,True,-0.06113384425649526,-0.15216449025919032,0.002341126480085208,5,3,0,1,1
CALCII CITRAS*+MAGNESII HYDROXIDE*+ZINCI SULFAS*,89.25,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
CALCII FOLINAS,6647.549999999999,5806.76,7312.919999999999,True,0.25938044623852186,0.024135221626351067,8.615838981695772e-06,19,4,5,1,2
CALCII GLUCONAS*,2102027.62,1126643.55,1187234.8199999998,True,0.053780337179403226,-0.13308892382737714,0.0013987605556443341,20,1,1,2,3
CALCII PANTOTHENAS+CYANOCOBALAMINUM+NICOTINAMIDUM+PYRIDOXINUM+RIBOFLAVINUM+SILIMARINUM*+THIAMINUM,236.08,0.0,0.0,True,,-1.0,0.0,2,1,2,1,1
CALCITONINUM,65.39,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
CALCITRIOLUM,58.980000000000004,695.8,7759.379999999999,True,10.151739005461339,2.3867299096690617,9.141843296219641e-06,1,1,0,1,1
CALENDULA OFFICINALIS*&,3903356.59,2269161.6599999997,2148445.76,True,-0.05319845744264862,-0.13866609768993376,0.0025312272975866004,40,5,1,3,3
CALENDULA OFFICINALIS*&+CORIANDRUM SATIVUM*&+GLYCYRRHIZA GLABRA/URALENSIS*&+MELILOTUS OFFICINALIS*+SILYBUM MARIANUM*&,1017.2,155.64999999999998,150.83,True,-0.0309669129457113,-0.37945919479829915,1.77702886618365e-07,2,1,0,1,0
CALENDULA OFFICINALIS*&+MATRICARIA CHAMOMILLA*&+ACHILLEA MILLEFOLIUM*&,485715.18999999994,319867.16,358100.25999999995,True,0.11952805658448962,-0.07337132041870287,0.0004219018093269708,5,2,0,1,1
CAMILOPHINUM+COFFEINUM*+ERGOTAMINUM+MECLOXAMINUM+PROPYPHENAZONUM,40737.89000000001,70834.9,75754.02999999998,True,0.0694450052163551,0.16775518046797133,8.925087717280524e-05,1,1,0,1,1
CAMPHORA*,510140.52,596569.4899999999,572639.3299999998,True,-0.040112946439818886,0.02931390120648736,0.0006746646020831827,5,2,0,1,0
CAMPHORA*+CARYOPHYLLUS AROMATICUS*&+EUCALYPTUS VIMINALIS*&+MENTHOLUM*,215018.48,174061.03000000003,170369.78999999998,True,-0.02120658483981197,-0.0565275996326452,0.00020072401694334446,10,1,0,1,1
CAMPHORA*+CARYOPHYLLUS AROMATICUS*&+EUCALYPTUS VIMINALIS*&+MENTHOLUM*+OLEUM TEREBINTHINE*,42.269999999999996,0.0,0.0,True,,-1.0,0.0,1,1,0,1,0
CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+HEXETIDINUM+MENTHOLUM*,1954.1899999999998,751.2800000000001,129.67,True,-0.8274012352252157,-0.4924624474788917,1.5277287878938793e-07,1,1,0,1,1
CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+LEVOMENTHOLUM,804.7,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
CAMPHORA*+CHLOROBUTANOLUM+EUCALYPTUS VIMINALIS*&+MENTHOLUM*,224165.51999999996,155395.68,140118.62,True,-0.09831071236986766,-0.1108362275830479,0.00016508309515999314,3,1,0,1,1
CAMPHORA*+CINEOLUM+LEVOMENTHOLUM+OXYMETAZOLINUM,53527.079999999994,281156.80999999994,389174.67000000004,True,0.3841908008559356,0.6420741083287504,0.00045851264508220917,2,1,1,1,1
CAMPHORA*+EUCALYPTUS VIMINALIS*&+LEVOMENTHOLUM+PINUS SILVESTRIS*&,20555.46,12213.720000000001,6090.349999999999,True,-0.5013517585141956,-0.2622167981257937,7.175447692873825e-06,2,1,0,1,1
CAMPHORA*+EUCALYPTUS VIMINALIS*&+MENTHOLUM*+METHYL SALICYLAT*+PINUS SILVESTRIS*&+THYMOL,82395.75,83571.76,90063.93000000001,True,0.07768377739083165,0.022495771419517085,0.0001061103251421757,5,3,0,1,1
CAMPHORA*+EUCALYPTUS VIMINALIS*&+MENTHOLUM*+MYRISTICA FRAGRANS*+OLEUM TEREBINTHINE*+THYMOL,374463.83999999997,282872.72000000003,248200.64999999997,True,-0.12257127516573552,-0.09770561033479053,0.0002924217461085625,1,1,0,1,1
CAMPHORA*+LEVOMENTHOLUM+PINUS SILVESTRIS*&,5835.86,0.0,0.0,True,,-1.0,0.0,1,1,0,1,0
CAMPHORA*+MENTHA PIPERITA+VALERIANA,100004.74999999999,75214.18,45813.979999999996,True,-0.39088639934650615,-0.17729459914444767,5.397650661987694e-05,4,1,0,1,0
CAMPHORA*+PINUS SILVESTRIS*&+EUCALYPTUS VIMINALIS*&,79231.31999999999,34867.06,54167.87000000001,True,0.5535542715674913,-0.09069157119405369,6.381878181375281e-05,2,1,0,1,1
CAMPHORA*+SPIRITUS AETHYLICUS*,1003175.2999999999,355188.94,402750.0,True,0.13390355003734067,-0.20399704559182752,0.0004745066471228966,9,1,0,1,0
CAMPHORA*+SULFANILAMIDUM,0.0,446.15999999999997,741.4399999999999,True,0.6618253541330463,,8.735399340603362e-07,1,1,0,1,1
CANDESARTANUM,424576.44,381048.83999999997,345391.17,True,-0.09357768941115263,-0.050294758699528486,0.00040692838242719894,12,4,4,1,3
CANDESARTANUM+HYDROCHLOROTHIAZIDUM,132887.52999999997,156330.59,161239.28000000003,True,0.03139942093226944,0.049534345544463676,0.00018996675391014258,5,1,0,1,1
CAPECITABINUM,10678.730000000001,14444.329999999998,7856.600000000001,True,-0.4560772289195828,-0.07385548465997982,9.256384664893233e-06,16,5,2,1,3
CAPSAICINUM+ETHYLIS NICOTINAS*+GLYCOL SALICYLATUM*,52551.79999999999,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
CAPSELLA BURSA-PASTORIS MEDIC.*&,26164.159999999996,10070.02,11383.78,True,0.1304625015640486,-0.18783377569086246,1.3411990761973154e-05,3,1,0,1,0
CAPSICUM ANNUUM*&,229562.22999999998,155148.52,116406.46999999999,True,-0.24970943970332427,-0.15614239018657539,0.0001371462291324942,5,3,0,2,0
CAPSICUM ANNUUM*&+DIMETHYLIS SULFOXIDUM,191484.09,57176.71,50375.52999999999,True,-0.11895018093905729,-0.28382075110284777,5.9350773028774394e-05,2,1,0,1,1
CAPTOPRILUM,1390663.13,1184102.7999999998,1149293.6500000001,True,-0.029397067551904854,-0.046540464079661836,0.0013540595317719079,8,1,3,1,1
CAPTOPRILUM+HYDROCHLOROTHIAZIDUM,5458173.039999999,5370071.970000001,5078151.109999999,True,-0.054360697888375054,-0.01787994379400537,0.005982908645039144,4,3,0,1,1
CARBAMAZEPIN,1250473.6500000001,983096.7100000001,963986.5899999999,True,-0.01943869794864861,-0.06297945788260617,0.0011357369204030648,24,8,4,2,4
CARBAZOCHROMUM+TROXERUTINUM,0.0,80449.62,106827.19,True,0.32787687499331897,,0.00012586024021964153,1,1,0,1,1
CARBETOCINUM,336.28,352.32,356.8499999999999,True,0.012857629427792672,0.014953546841185883,4.204287946016278e-07,3,2,0,1,2
CARBIDOPA+LEVODOPA*,186094.74000000002,201804.09,245850.16999999998,True,0.21826158230985304,0.07209705680577039,0.00028965248879278494,8,4,0,1,2
CARBIMAZOLE,29554.259999999995,27193.079999999998,31844.899999999998,True,0.17106631540082984,0.018837566705584674,3.751860143256096e-05,3,1,2,1,2
CARBO ACTIVATUS MEDICINALIS*,13498148.490000002,8819587.81,5468696.71,True,-0.37993738167679747,-0.20218461078565553,0.006443036474224992,7,2,1,1,3
CARBOCISTEINUM,878155.97,334060.73000000004,358001.55000000005,True,0.07166607101648848,-0.20094198477380099,0.00042178551248988217,13,6,1,2,4
CARBOMERUM,152453.59,96697.38,95944.97,True,-0.007781079487365616,-0.10932115158958855,0.0001130391707585522,2,2,0,1,1
CARBOPLATINUM,6302.37,7504.16,14749.830000000002,True,0.9655537728406647,0.23686066923650317,1.7377758855202272e-05,29,3,4,1,1
CARDIOSPERMUM HALICACABUM*&,5140.259999999999,4048.71,3335.09,True,-0.17625861076738025,-0.10250793428144356,3.929292051528495e-06,2,1,0,1,1
CARICA PAPAYA*&+CHYMOTRYPSINUM+TRYPSINUM*,2.6,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
CARIPRAZINUM,0.0,1626.6,2311.35,True,0.4209701217263002,,2.7231556519615317e-06,4,1,4,1,1
CARNITINUM+COBAMAMIDUM*+COCARBOXYLASUM+LYSINUM+PYRIDOXALPHOSPHATUM*,590015.5499999999,348843.17999999993,320599.60000000003,True,-0.08096354356132152,-0.14143164037331368,0.00037771977967707463,3,1,0,1,3
CARNITINUM+LYSINUM,52295.990000000005,45095.26,24117.969999999994,True,-0.46517727140280396,-0.1759224359084831,2.8414989646457115e-05,1,1,0,1,1
CARUM CARVI*&,54031.23,24065.000000000004,28326.370000000003,True,0.17707749844172027,-0.14908433804359766,3.3373186477622854e-05,1,1,0,1,0
CARVEDILOLUM,2634001.0300000003,2578307.08,2660725.9400000004,True,0.03196626989830875,0.0025269375818526285,0.0031347787577959466,31,8,4,1,3
CASPOFUNGINUM,0.0,0.35,0.0,True,-1.0,,0.0,1,1,1,1,1
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&,3019138.9000000004,1235099.1700000002,1291190.4100000001,True,0.04541436134233656,-0.19131981926565156,0.00152123757230624,22,4,3,2,5
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&+NATRII PICOSULFAS,137180.11000000002,166527.59999999998,148755.4,True,-0.1067222490446027,0.02045861938025073,0.00017525866193774135,3,1,0,1,1
CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&+RHEUM*+SULFUR*+CARBO ACTIVATUS MEDICINALIS*,15.23,0.0,0.0,True,,-1.0,0.0,2,1,0,1,2
CEFALEXINUM,49288.149999999994,11124.510000000002,8692.779999999999,True,-0.21859209978686722,-0.3519566733473408,1.0241544114157597e-05,7,3,2,2,2
CEFAZOLINUM,363888.2700000001,171309.17,187067.26,True,0.0919862608639106,-0.15324565817268954,0.00022039642043219653,11,1,2,1,2
CEFDINIRUM,0.0,66955.70999999999,80325.8,True,0.1996855832011939,,9.463718444559744e-05,4,2,1,2,2
CEFDITORENUM,191.17999999999998,0.0,0.0,True,,-1.0,0.0,1,1,1,1,1
CEFEPIMUM,1101784.1400000001,866948.8,454791.01,True,-0.4754119159055299,-0.19845328477958135,0.0005358196332631551,52,23,3,1,2
CEFEPIMUM+SULBACTAMUM,0.0,1715.8600000000001,12959.69,True,6.552883102351007,,1.5268675480203927e-05,1,1,1,1,1
CEFIXIMUM,995014.1599999999,871804.3300000002,905503.3699999999,True,0.038654361810751325,-0.023290971119077186,0.0010668339368272715,21,8,2,2,6
CEFOPERAZONUM,511082.6400000001,112255.50000000001,21733.670000000002,True,-0.8063910454276182,-0.5458906073877625,2.5605886732155144e-05,6,5,1,1,2
CEFOPERAZONUM+SULBACTAMUM,792441.1600000001,529236.6200000001,302136.76999999996,True,-0.42910834477024684,-0.2142052204168967,0.00035596748778458535,23,9,0,1,4
CEFOTAXIMUM,901026.0900000001,256790.21999999997,198733.16,True,-0.22608750442287084,-0.31469603757666065,0.00023414079558966642,14,3,1,1,4
CEFPODOXIMUM,841501.29,515960.07000000007,536000.0499999999,True,0.03884017613998658,-0.10663792670417338,0.0006314974216839351,19,7,2,2,4
CEFTAZIDIMUM,1304120.85,488677.01,319062.2,True,-0.34708980886987095,-0.29670200506961353,0.00037590846615929253,36,16,3,1,3
CEFTRIAXONUM,15212701.019999998,6549086.6400000015,4690157.7,True,-0.2838455256716532,-0.2548473009470117,0.005525787721178488,76,24,3,1,7
CEFTRIAXONUM+SULBACTAMUM,639647.15,256670.83000000002,162191.77,True,-0.36809426299046144,-0.2903861455771918,0.00019108894593079578,3,3,1,1,1
CEFTRIAXONUM+TAZOBACTAMUM,4080.7700000000004,58560.05999999999,27543.739999999998,True,-0.5296497305501394,0.6118335752785562,3.245111785629997e-05,2,2,1,1,1
CEFUROXIMUM,923169.85,356781.07,409122.24999999994,True,0.14670391565337226,-0.1840888432558756,0.0004820142200145883,42,12,5,3,6
CELECOXIBUM,94423.75,91585.83,137896.68,True,0.5056551870524075,0.09930484357880842,0.00016246527939460954,9,6,2,1,3
CENTAURIUM VULG. RAF./PULCHELLUM (SWARTZ) DRUCE*&+LEVISTICUM OFFICINALE&+ROSMARINUS OFFICINALIS*&,1770003.05,1584072.2199999997,1752667.1199999996,True,0.10643132167294733,-0.0024576184624617303,0.002064934074819971,6,3,0,2,2
CENTAURIUM VULGARE RAF./PULCHELLUM (SWARTZ) DRUCE*&,23745.530000000002,12722.259999999998,14177.73,True,0.11440341574531576,-0.12096491695730971,1.6703729673777044e-05,2,1,0,1,1
CERULOPLASMINUM*,1530.07,0.0,0.0,True,,-1.0,0.0,2,1,1,1,1
CETIRIZINUM,1602672.2400000002,1443423.9100000001,1521235.2999999998,True,0.053907510788012036,-0.012952801946562897,0.0017922688061775137,18,6,1,2,5
CETIRIZINUM+CHLORPHENAMINUM+DEXTROMETHORPHANUM+PARACETAMOLUM,419271.3,367153.17999999993,385725.25,True,0.05058398241300832,-0.020632397307813077,0.0004544486532294005,2,1,0,2,2
CETIRIZINUM+PARACETAMOLUM,0.0,0.0,0.0,True,,,0.0,1,1,0,1,1
CETIRIZINUM+PARACETAMOLUM+PHENYLEPHRINUM,216319.71000000002,500526.19999999995,814140.35,True,0.6265688988908074,0.3928386093525178,0.0009591930670787374,6,2,0,1,2
CETRARIA ISLANDICA*&,2145836.14,1385319.26,1037944.1000000002,True,-0.2507545877908316,-0.16604166748799576,0.0012228711974971882,3,3,2,2,2
CETRORELIXUM,0.14,106.59,139.13,True,0.3052819213809925,4.61465644475467,1.6391833597568865e-07,1,1,1,1,1
CETUXIMABUM,0.41000000000000003,65.08,92.35000000000001,True,0.41902274124154903,2.8740325087975354,1.0880369673941528e-07,1,1,0,1,1
CETYLPYRIDINII CHLORIDUM,1240.0500000000004,0.0,0.0,True,,-1.0,0.0,3,1,0,1,1
CETYLPYRIDINII CHLORIDUM+MURAMIDASE,0.0,33568.08,15721.000000000002,True,-0.5316681800091039,,1.8521959030214917e-05,1,1,0,1,1
CHELIDONIUM MAJUS*&,125622.22000000002,59565.32,63129.990000000005,True,0.05984472172734079,-0.15803834302383435,7.437765335270513e-05,4,1,0,1,1
CHLORAMBUCILUM,1107.41,1212.4399999999998,1200.95,True,-0.009476757612747688,0.020479116104726858,1.414919324301037e-06,1,1,1,1,1
CHLORAMPHENICOLUM,4681133.88,3000626.26,2995353.19,True,-0.0017573231529339761,-0.10561554121678518,0.0035290254478852205,28,2,3,5,3
CHLORAMPHENICOLUM+HYDROCORTISONUM+METRONIDAZOLUM+NYSTATINUM,11720.749999999998,0.0,0.0,True,,-1.0,0.0,1,1,0,1,1
