ATC5,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
B01A C06 Acetylsalicylic acid,657043.3633720904,666675.4890956761,799688.7030052713,541709.3116001241,539965.4091733287,649160.2208883879,1006991.6419087882,1580255.1391479736,1021510.757469547,780770.7879356317,753995.8837373413,685767.5198865953
B01A C07 Dipyridamole,3532.7520445362006,3245.010677903775,3341.790179096309,2434.461974548806,2326.294805409276,2201.5792645961237,2263.799426444074,2478.4541504209064,2656.4649241008424,4176.111337543265,4409.423462795674,4008.280557496072
B01A C11 Iloprost,56.61884634187832,80.02168427640972,54.92736951706069,47.5077326026073,62.74583796407043,50.630137146266776,39.74659138504969,38.820769669101864,47.12792718936944,65.60906809860936,75.94299571902712,64.19635270838717
B01A C16 Eptifibatide,26.940941109991122,28.011674107302802,22.855048835243842,23.532536947688364,15.655715767735675,14.812247153865219,23.699860592860542,19.600339674148493,20.293511269270546,24.01323687545988,25.079405690503044,29.97992907262926
B01A C18 Triflusal,1017.5810015278395,1062.5095105379664,1100.2417687602388,870.1818263522273,804.0537234399884,881.5466921243681,897.9269180860424,884.2177498695523,790.7942663105309,899.1861304774847,885.2366728252181,1060.2781577175751
B01A C22 Prasugrel,880.2154130422587,878.2654202269425,815.3295700147005,735.864633884918,755.3684290211031,757.3028091700625,807.248857329241,830.3598398965948,785.5655699904892,635.7178981056156,748.3251046377279,748.3070139034289
B01A C23 Cilostazol,9977.871583450342,9893.416253564332,10328.949932528545,8671.779218572936,9235.043390281468,9374.419470521316,9384.655477586211,9439.429026111151,9431.88380780412,9703.643576031518,9726.114133486455,9930.394522323428
B01A C24 Ticagrelor,11022.487228127851,10936.236335990388,11658.965366264852,10250.14673446887,10444.332373016523,10372.995427839083,10588.348815681573,10632.411669940004,10612.19049733119,11168.225703228578,11256.45001193093,11828.707202877249
"B01A C54** Clopidogrel, combinations",382.1387990931063,359.6560292642608,391.2497623314427,222.25109771544675,239.29371495290826,199.090157673136,194.14366077957652,224.5068121949875,240.42048225757452,306.2585672379026,378.32218415242346,405.2830266142987
B01A D01 Streptokinase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B01A D02 Alteplase,2.7193732115020834,0.0,0.0,0.0,6.958052788574397,0.0,0.0,0.0,0.0,7.070273960786507,0.0,6.105938544228813
B01A D04 Urokinase,0.02916476351923192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B01A D20** Combinations,9368.278076401202,10072.205515241727,8660.910811638605,7386.4649973640535,7461.849197798772,7631.54076972698,8277.221842688636,8126.344294929291,8978.538843957334,9915.62779584964,9861.079493254865,9616.533992040177
B01A E07 Dabigatran etexilate,9468.61283747652,9836.377915412559,10882.43304678056,8224.078220894135,8561.182229204165,8151.738104871364,8588.163474424293,8805.310039085809,8726.482759834194,9673.435605452072,9638.258950965548,10256.165896395498
B01A F01 Rivaroxaban,85450.01301496474,85506.86070190454,87780.9265843266,79841.14702313449,74102.51150705107,67977.18042705453,66616.49369592758,67086.54564389626,69292.34013514142,88942.4382610078,97747.00129457116,92855.22785429207
B01A F02 Apixaban,8275.40106804486,8300.674110010474,8440.61808506671,8023.513606595445,8208.37076530218,8131.239633751311,8247.292269994363,8209.10392047255,8407.187982338844,9182.688373315625,9186.198227580797,9470.487252476676
B01A F03 Edoxaban,31684.289989697885,32864.96324301782,34043.306753357785,34159.10480786677,35455.354579336345,36069.24218191844,36633.60642405747,37513.27227377558,38052.81405069379,39172.28035845212,39884.73077050856,40820.2362816482
B01A X05 Fondaparinux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.86575413190417
B02A A01 Aminocaproic acid,13766.99971405161,16250.276979149812,17505.896537380082,5142.883930116002,4050.746790456451,2385.4428248805193,3574.443798571483,5561.4203236759595,14784.747289911249,16744.144609051196,14965.866610514855,15783.165957837497
B02A A02 Tranexamic acid,23114.78220877664,24834.21624744092,23688.564419355935,18650.379097871562,18967.85178166767,20043.36126968816,21838.163001088164,22194.44572719176,21829.40204905826,22374.045647535055,22258.4542673001,23816.221704095748
B02A B01 Apropinin,3371.2229104153225,2881.0939678090067,2408.1007892727175,1919.0686219924496,2006.9528637169985,2003.9278326454014,2141.7157833368865,2449.5593194388402,2440.8205238691644,2745.346262962187,3003.5972297853714,3168.856378792681
B02A B10** Gabexate,132.4688904166589,135.55950226185897,142.38324358704133,147.3789579182069,142.79304660505647,155.46349092980583,149.42987311056004,159.6813962545188,176.18490331352191,177.12089509181718,167.10354735343995,188.85072707422387
B02B A01 Phytomenadione,1193.7325571491556,1122.0480178018126,1064.8679840455275,977.9319547620887,1040.010729056927,931.9349462143869,1047.7331176619443,1177.1992525415792,1207.134158166877,1275.7184803887044,1263.5015358877556,1248.6999780085857
B02B A02 Menadione,3701.403592282595,3830.0992755515954,4035.073928029534,3076.618955874627,3309.24668401344,3186.071772387229,3505.5539489489997,3506.803796061157,3420.079379613622,3826.395552318335,3514.9077963448426,3737.9004974287895
B02B B01 Human fibrinogen,0.019587198744222045,0.005224177367300766,0.018890915030976306,0.0045814599271292965,0.014291050609264248,0.004015877920184769,0.0037528945341337447,0.003499662590505484,0.0032542318008154346,0.003015041934275954,0.0027808448062569286,0.002550641869054268
"B02B C30 Fibrinogen, human",0.572136123989071,0.2657136237438452,1.2325025652655348,0.0,1.0638705138606948,0.2199488800079993,1.1625323228109778,2.0518820804197064,2.7807518407317593,2.0884037586227917,6.692586044582205,0.0
B02B C50** Other preparations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"B02B D01 Coagulation factor IX, II, VII and X in combination",9.774302120571452,4.65278778903927,1.0849121948888243,0.07314759064376641,0.9362717783230186,1.2873069995417188,1.5434710475919777,0.896138157107484,0.38280771579518724,10.655079233820649,3.772632319316317,11.77321065878815
B02B D02 Coagulation factor VIII,0.07455059136289958,0.039027742356081745,0.09433803686763552,0.10073007034665712,0.0,0.0,0.1702727403625264,0.20428305545532036,0.2187115298634102,0.37798911227033516,0.0032697166731878724,0.4664911885458567
B02B D03 Factor VIII inhibitor bypassing activity,0.010230630615622184,0.008644581368773807,0.020895721521170082,0.02231154652629539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04970505419914876
B02B D04 Coagulation factor IX,0.07557790362822342,0.0,0.07144518361081219,0.0,0.09281609164657094,0.14937408225094329,0.18786932163635844,0.12631436004660768,0.0,0.0,0.0,0.0
B02B D06 Von Willebrand factor and coagulation factor VIII in combination,0.0,0.0,0.0,0.0,0.5085483042939647,0.0,0.0,0.0,0.0,0.0,0.0,0.021940321410132815
B02B D08 Coagulation factor VIIa,0.0,0.0,0.0,0.0,0.0,0.0018945787565664565,0.0,0.0,0.0,0.0,0.0,0.0
B02B X01 Etamsylate,11286.605652617227,12854.13782959073,12607.588838632722,8859.982113329494,8892.823200550096,8945.778137789765,10029.32375504468,10081.922316311797,9818.34123278868,10837.682833433364,10354.3053814123,11172.236687258632
B02B X05 Eltrombopag,308.86341418117854,348.7487746346677,390.83573979657007,336.71958872520275,337.29254466721966,481.5507862199442,454.1408562612346,516.9035890933777,477.5456521582032,677.6747794091744,353.23275800906237,363.1442176880834
B02B X10** Hemostatic plant preparations,36288.10122213752,35368.306487793416,34488.85974105165,25311.712184391778,23919.138779797424,21639.084696855472,23202.781271235457,24672.15677147297,24684.962612396517,27004.232325868903,29450.234737380342,32795.44450732302
B02B X19** Recombinant thrombopoietin,3.9063104711275227,4.15385557300169,4.287169342747759,4.154698046791349,4.177998698272956,4.207916907704977,4.27872916349733,4.280256656377946,7.873956338929174,4.182993773216893,8.420301408893803,5.818625205682065
B03A A02 Ferrous fumarate,6869.430806430142,6894.534856066082,6459.71611783652,5976.184349314554,6150.192556558664,6201.901544415637,6391.849156762897,6558.683668702391,6366.189300315669,6579.980227667977,6778.375791611505,6611.269864828013
B03A A07 Ferrous sulfate,14389.904167926035,15060.42305979942,15494.949387302022,14024.330863307987,14107.939258116654,14904.554787967478,15829.650425852024,16546.388150163555,16318.823943616664,17723.195392383044,18208.78896540004,17284.761437817524
B03A B02 Sacharated iron oxide,1466.4264119002385,1540.1626597511984,1450.1058606859535,1282.5082715522788,1374.1830627975914,1482.2418491959227,1732.547229596348,1677.182179809781,1459.4651470347715,1497.7661487622454,1514.13476032152,1401.7432048678836
B03A B05 Ferric oxide polymaltose complexes,26802.98498619068,26198.684197579492,24358.965897666658,21348.34870336737,22470.692163829615,23359.850694530705,23585.532414457222,24969.02834733906,25017.083581015224,25285.296607668504,26355.00805295614,27165.43598574352
"B03A C Iron, parenteral preparations",12031.183543365067,12211.128611487076,11344.00944555269,10011.720130253785,10737.847512758854,11076.216816227638,12158.009125553379,12120.252283378359,10974.70022841151,11332.643629976314,11686.447230283971,11609.85029187198
B03A D03 Ferrous sulfate and folic acid,7069.6518959592695,6865.3617826913805,7115.534851343536,5729.664465531718,6453.654916148729,7266.074835908801,8144.97993098332,8744.0547663094,9122.686193836726,8132.673695125048,8302.33045542217,8367.949422926333
B03A D04 Ferric oxide polymaltose complexes and folic acid,5960.733537715238,5808.892652577277,5285.875959915642,6290.885021235071,6017.69908573935,5960.593952791508,5854.733461881971,5932.187484603077,5676.5463182286985,5783.20740057793,5748.602281906051,5721.699802417284
"B03A E01 Iron, vitamin B12 and folic acid",2740.098473914605,2846.403995647059,2731.035167075812,2476.416858261604,2497.003365253027,2525.025724888955,2723.9563666404874,2863.045234084503,2692.5874820825047,2677.6948345236965,2781.994670519439,2837.560893358823
B03A E10 Various combinations,46260.67905866631,47446.79901748818,48304.99882411696,42072.78340277593,42213.73281635606,42690.02689787312,45455.098713739724,46615.70469055962,44262.14438274686,45125.654615732856,45381.22229063936,46145.28220639873
B03B A01 Cyanocobalamin,42609.659394898525,42761.77384399461,45068.708276958605,37954.86349701693,36824.77574675074,33912.68762022492,35125.39079269138,35916.26420435171,37535.386607367094,43120.531403466535,41539.426514033235,41758.59467617372
B03B A05 Mecobalamin,7982.629825486718,8239.617497397123,7875.411118948787,6733.269500213455,7080.183289248529,7108.322604499932,7340.617140724391,7414.7998537273,7589.915508152968,7926.571515716838,8370.628605791277,8785.814961874166
B03B B01 Folic acid,50526.206750717436,49954.152989208895,49838.322481530275,40597.334976915576,41899.71107475202,40773.81005454937,43186.94093991546,45704.19454973653,44546.682339121595,48022.27347215784,49071.96088011504,47429.754108008994
B03X A01 Erythropoietin,1081.3832585639384,1164.6073389676747,1232.899660695498,1100.3173754825916,1146.3990047171012,1205.6001655095433,1233.4805515483317,1144.5319177841975,1186.4008681777243,1237.5382858973805,1265.3072774779405,1290.683528147223
B03X A02 Darbepoetin alfa,55.3150650597976,56.39846754908735,59.825471563303246,56.29855679746008,49.666107007569636,68.5168291984414,72.22168897392291,68.00345881709224,63.20995671441181,65.59503705505156,65.28338335034746,83.52314240936832
B03X A03 Methoxy polyethylene glycol-epoetin beta,110.45005277141794,126.30850715547436,137.0526066449368,131.977622218724,153.52977065997112,172.139225395186,172.17732516557524,168.8319409641039,175.4929695851441,186.54392846419353,154.8396315496504,183.79993000023313
B05A A Plasma substitutes and plasma protein fractions,4.297289052858563,4.269898461301423,4.351977482615634,4.315798687997095,4.257746686666749,4.218295945158478,6.181109539751388,4.266910457606665,4.262297889343114,4.324778472073594,4.344512661296188,8.162601533790053
B05A A01 Albumin,5690.886927208994,5385.519404961001,5031.641390385721,4781.859781948617,4852.57969842205,4941.158834823915,5082.1745471685235,4910.724320267329,5283.872541969489,6020.3027225543365,6276.40647024533,6510.724671621244
B05A A02 Other plasma protein fractions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B05A A05 Dextran,704.969682298666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.4680626494676,2901.8404187368005,2627.7104354210605,1924.9505805828612
B05A A06 Gelatin agents,888.7937303765245,901.4909106765364,979.3684663641702,898.3907223619015,978.633938607711,1040.3027230519829,1123.5739620550248,1158.4015647050826,1189.9486582727532,1153.195344574514,1071.597705063547,1192.7734049023977
B05A A07 Hetastarch,1458.6663629128273,1417.8401222366747,1140.6011610369803,586.3593121137224,759.4617312964933,928.8346076405958,1414.539357112077,1459.0072445634012,1506.510764535896,1593.2587541810556,1503.368105963185,1605.2560725012463
B05A A11** Povidone preparations,1699.466510356966,1525.5213257073244,1602.401387490251,1369.905646419231,1717.4656630650554,1598.3986858843539,1685.4357136424328,1603.8467453515361,1472.437380221457,1893.4108976200346,1807.6919210415356,1656.219749281376
B05B A01 Amino acids,774.2214301530807,785.5354707254648,771.9693590161452,834.5385105728228,927.898373824223,719.9847229950636,949.1724683506809,960.8109311256892,979.1405607511649,896.155222684896,817.7330593213846,984.1997417220356
B05B A02 Fat emulsions,134.9195571010987,122.23632879144812,172.19081021347628,140.90372590429843,140.04063274821073,139.312515674682,133.28379464332372,122.82148392089887,136.89543634419462,198.6079661437742,136.286786869249,151.458611823843
B05B A03 Carbohydrates,83579.4823874426,79504.58018118213,75627.1724866009,46012.10386613622,50575.883006863376,48733.03078801376,58498.07771954677,62861.18140356218,61869.122061433685,72290.51095611649,69705.00845052848,77989.48449359079
B05B A10 Combinations,353.88970329367663,359.0678740514478,342.4265976187456,355.2158124841313,393.9618266800875,359.21326213453426,363.59796812360554,445.6434508733257,409.60693040597596,482.69098262379896,406.8868230808818,404.45686754609136
B05B B01 Electrolytes,67812.98883290592,64350.05136234762,57537.34428530874,37556.05742753972,44077.792491808665,48573.95969110606,61240.30137232376,63667.11952389081,63292.74998653969,70419.98574233294,66708.18811994832,66199.17231504522
B05B B02 Electrolytes with carbohydrates,14300.669391342952,14536.11782592889,10573.060770272608,5159.203368604363,5660.694253999267,7109.081804723778,9831.252321607095,9841.050143617842,11383.172915320882,13194.682177088594,15716.24821470336,15523.956717601264
B05B B04 Electrolytes in combination with other drugs,154838.54980340032,138138.82834435787,130871.4945248228,98738.99939593558,94516.34568998321,95435.39296981643,107455.33606593467,125714.60202672555,122087.22397831007,187744.37975589986,173076.76328942264,155372.4661182667
B05B C01 Mannitol,12420.247373693092,12996.498340924798,12426.743646191118,10335.506421885151,11898.395973921342,11847.435347031262,12250.913377000163,12714.452732456251,12445.541148302094,12785.694812459733,13185.340675266809,13253.594296993435
B05D A Isotonic solutions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21452683371702397,0.0
B05X A01 Potassium chloride,11123.746616349561,10346.402051061901,7706.475792920625,6203.617313616419,7082.249819499175,7664.085896185343,9169.771475543468,10035.90899172855,10162.699849931198,10392.274678009617,10295.700217883554,11599.090527599363
B05X A02 Sodium bicarbonate,15832.32690922899,13617.962732246348,13509.913008609656,5667.384447649747,3824.356816831248,2666.879130125873,2829.574598711006,4020.926991528538,9628.096923732,15391.856087444205,15821.108636363388,16376.041893448171
B05X A03 Sodium chloride,1193777.9204062633,1297705.3804512217,1187813.4086984918,705811.4296609374,751717.5443348596,681222.0132537095,707853.6508870535,771786.779801123,1013234.9493130634,1258305.2109465315,1285716.9678765228,1262132.921224965
B05X A05 Magnesium sulfate,50451.89664177864,51550.20694615084,50034.44046769123,39789.29741499878,41887.31612295743,36546.34772437981,36510.027875056585,34499.7347411728,34884.95144351339,39202.62602828105,41233.82492621196,46104.660589367595
B05X A07 Calcium chloride,5964.109316500997,5825.6239545857015,5918.960593644744,4207.783633483254,5106.317393945336,5212.5401309062745,6985.845649066304,7029.806192185604,5716.234755272317,5286.193334332961,5171.129926172753,5340.845328235862
B05X A31 Electrolytes in combination with other drugs,24051.208327196844,22032.871111275228,19117.06781660331,14610.003420671228,12740.894473314342,12330.927877270095,13742.760804488085,15307.626208462207,15499.916694785905,20293.253413618855,20874.036423330374,19465.74897516985
B05X B Amino acids,8376.720680783128,8960.188055558589,8053.095112922715,6315.761516357777,3010.4977966495944,0.0,0.0,0.0,676.7000019852403,12473.899972870375,15380.798307122244,10958.785332067493
B05X B01 Arginine hydrochloride,309819.92836540635,320769.08365901007,291053.31293124735,227030.68252399657,246239.5061403326,232189.15839555103,233152.13595250272,235191.85836669162,259844.10988245072,312289.6368108037,333819.0391357601,326638.7155292727
B05X C Vitamins,6.766271257093049,6.548144005741813,6.574179742865881,6.492345870770191,9.254216311298698,6.951050201926559,9.255854852633906,6.097436111404838,7.992438656626643,6.459378231009143,6.056667428720201,7.240636325094103
B05Z B Hemofiltrates,56.288097422365674,58.156421166737275,59.90744545075887,61.55453524744796,63.69678728117116,73.22704344007678,66.42579388731009,67.8452819148201,68.65580258894404,74.7533181358833,78.44756674732594,86.00478429413526
B06A A03 Hyaluronidase,2699.5981523227565,2773.2233530447606,1856.6355056966117,1736.6171825277338,1845.014878702273,1941.6853903515462,2300.8265543806065,2630.4382403134964,2545.7131437694493,2743.318173099287,3094.8131634442684,2740.9692779939915
"B06A A55 Streptokinase, combinations",9709.671774566852,10439.251354561406,8976.527016383458,7655.638540384026,7733.769850880998,7909.645230849025,8578.855862555229,8422.480117199735,9305.729876830692,10276.967715016472,10220.431592824581,9966.974497360812
C01A A05 Digoxin,34031.335079146185,36434.21237862052,39315.63753647486,29518.78565979019,32430.423300293456,29741.728782125265,29076.90861321919,29555.60797611214,29703.145294214133,33921.80086976476,34206.79758989155,35209.02369736571
C01A A06 Lanatoside C,389.6942836640395,389.05115934378057,500.20256930685645,348.5836066966004,398.07434602767864,348.0448469118244,390.9243570384241,359.5666745589869,414.53363799472044,417.31671816259035,420.0486917161694,470.92937997831586
C01A C01 G-strophanthin,436.5137958543726,438.5352523604301,467.40580211509405,228.8242904559343,379.2584204536419,213.92871002537362,169.78045119242825,222.4216713750394,277.0850966224297,372.46211668135936,443.0607518112523,439.8716212585599
C01A X04** Preparations of Convallaria,3882.436464173429,3639.636332833087,3373.240176036978,1893.0605950578902,1893.7168611049742,1328.1324818269181,1122.5907894899815,1173.6405497471073,1707.7515899685923,2910.9384461562213,2930.856027511682,2858.4792977765874
C01B A02 Procainamide,2.039294367437833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C01B B01 Lidocaine,16903.757423525814,14879.130666378345,15286.118235857495,8115.628913405478,4632.46289661847,3934.9663622089074,4889.836268411004,6727.096688400791,10696.039938514537,24184.042357376475,21925.409437093684,17628.35797507874
C01B B02 Mexiletine,261.48134111199295,257.40377458499245,289.6835918829808,252.1473162409603,275.0345662469326,270.71903677129933,270.1872837103814,271.19735178123585,256.31727675750824,284.6434872581149,317.09512617818893,288.06630783383696
C01B C03 Propafenone,11380.672774349645,11848.217516822258,13492.363793990122,10105.926098914188,10229.734826043215,9715.648290936213,9883.320346040384,10313.6224733135,10546.837058321766,11232.726409518153,11420.811973665035,11900.846108172316
C01B C04 Flecainide,7829.282011578067,8011.935554591617,8417.399692363351,7643.445395155362,7939.842384716639,7781.351496708712,7826.961025010049,7826.83504880518,8068.363743319418,8452.573675016807,8478.254082038191,8425.533140617372
C01B C09 Ethacizine,10039.040642309115,10585.20285845072,12297.871438810515,7538.364710544862,8818.774135378857,7676.618482692564,7657.173567990041,7985.918443674536,8517.977151668647,9432.893325510446,10094.853072030402,10584.073676692877
C01B D01 Amiodarone,99009.0088778137,106390.33846651131,112610.8572861774,87276.1910906182,92629.60688287887,86719.78586539533,86369.0286001165,88362.0727366014,93915.29559449731,102644.105029522,105018.0565262497,113002.73247233986
C01B D07 Dronedarone,44.080552749853396,53.28078937118963,40.90232921007579,26.045311623001886,33.666248095159936,34.827947814703556,32.69345813215561,41.27601692793443,43.63301450637466,43.60396311094401,45.81447253641667,50.16223061861197
C01C A03 Norepinephrine,275.6932714460411,267.726589442369,292.16965089694736,208.103307118126,204.05583915258484,124.75547183766808,135.92918504325053,181.04976266523244,221.57903182033402,261.13125420193126,298.98063916472495,294.4849541924759
C01C A04 Dopamine,118.7031491001083,48.15486591494651,39.61882969746435,0.0,60.476830470102904,0.0,0.0,19.85194954268171,0.0,117.31262014686844,112.44015572818117,206.27637452387873
C01C A06 Phenylephrine,2110.398079291083,1976.5827569780208,2000.585888961417,1567.3524946314208,1595.1892632345196,1454.4181677827337,1559.2709323020947,1965.3641736418015,2236.838268209413,2045.4499496417784,2024.5393021936316,2122.9933719105047
C01C A07 Dobutamine,205.28261231239094,206.11430998179208,89.04137153492903,0.0,0.0,0.0,0.0,106.9843978343174,64.90966232264549,45.19717733092365,13.358492755162416,247.03044851216913
C01C A24 Epinephrine,2719.8402161441495,3313.1584547385505,3257.8193625354384,1648.9192056943168,1664.6933971427857,1430.9798672229272,1548.6293602084081,1897.4452715181596,2346.1179174873287,2549.03235118403,2525.9170150627588,2952.204663087108
C01C X08 Levosimendan,2.8513798552696694,2.9860534761722466,3.2713018767132174,3.647296317910663,3.66819949773176,5.254165979245326,3.689342597366735,4.8038688452655975,3.8378772414530413,3.0514936785146345,3.1428377544066723,4.212023087187631
C01D A02 Glyceryl trinitrate,60880.70141921258,63416.19107336542,63755.70345481495,48068.774818101825,51252.839366858556,44272.09606399125,43507.14927982463,45576.66651061861,47924.34935338104,57396.48668571825,58556.99760971527,62301.676207040146
C01D A08 Isosorbide dinitrate,28444.037935829605,29743.013276586276,33324.76990637625,20820.318460747843,22148.481843472,17362.69161313108,16719.81455037832,17458.03139683434,18894.995757038694,25885.90115530396,25737.704239727092,28060.400126000197
C01D A14 Isosorbide mononitrate,9405.38845104837,9205.03407877602,9933.397142280726,8189.318554407086,8380.47344543076,8097.22991957229,8226.065660208104,9140.441614039344,9805.876538426925,10202.402639259579,9798.192881248291,9563.096836161854
C01D X12 Molsidomine,67916.05750121849,68884.78507607791,74028.60158375656,61061.956437690525,60075.23876862876,54870.64748117037,55335.344898994736,57415.44808104527,60044.142274476755,67692.891277013,68425.89172683304,70762.89853448013
C01D X16 Nicorandil,5234.51299292226,5360.8646324615365,5452.571514418048,5338.082990308349,5310.283741345677,5145.657512500631,5053.905299749686,4752.605499874019,5083.942030298576,5613.435224963312,5761.461351020191,5832.579822190784
C01E A01 Alprostadil,609.6514825206178,614.897439563234,625.6043065032452,549.4083013611726,655.5883985534326,619.3681776131591,609.2237021668586,610.3694231157365,622.4081011807571,688.990744938692,680.4305612509579,620.9329156066892
C01E B02 Camphora,4637.634771466775,4239.754740352939,6090.244541802523,4543.884209302839,3139.298569643741,1831.8774842571102,2062.1272422884595,3157.0192750541873,4172.16672760742,10387.55171599066,11180.506333037896,7708.03665301634
C01E B04 Crataegus glycosides,488356.78484991076,458683.7621292312,527410.6632152044,330715.1545465003,424118.5264740548,411583.0200786153,382424.3762247814,427369.52320423146,392692.8088503091,468544.28622968844,478607.7741957092,513612.0858310434
C01E B06 Fosfocreatine,706.1201424927941,721.7262119813864,585.886919475567,470.1909373742177,496.02160359644483,450.1671884775328,406.83990828570984,482.6235360355579,660.3614901387429,704.3613053245973,770.9114093765875,692.2141445214857
"C01E B07 Fructose 1,6-diphosphate",152.9411146658259,61.47343141960353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C01E B10 Adenosine,22677.733704190447,23883.957244354824,24432.923210788827,17600.81383371016,17630.82526151933,15705.833038951916,15171.431696510665,16093.63682857644,17184.94516213363,20914.173017675406,22385.2462835568,23204.957600824193
C01E B14** Inosine,51837.798858250244,52356.58744886518,54066.06650340773,39490.1015290923,39223.35813169058,35881.0799958197,36940.89926917364,37379.88566990732,38939.63537254486,48864.516916705434,50210.28913408447,52656.981490038284
C01E B15 Trimetazidine,112988.51305552831,117035.39002405068,121139.76795696805,91888.63386140141,88602.51734304758,77883.33768646396,78317.44471929656,79685.63990366213,84969.19640925403,102919.20637182701,111058.7982999849,116233.71980061065
C01E B17 Ivabradinum,15465.07870657456,15676.606024885106,16645.590436299306,12903.616522196447,12817.419147679919,12413.885004832468,12787.135047320275,13157.73083807629,13110.538427446867,14419.763855709098,15135.62275508465,15684.886831350857
C01E B18 Ranolazine,2483.072976391505,2596.01659048921,2665.9890810229017,2275.195604170781,2297.811658302139,2249.7051668678014,2293.6405571460537,2344.6128350512654,2400.219656202089,2571.797393436244,2645.3592009495637,2792.14507522809
C01E B22 Meldonium,69266.45487628857,74874.84166911352,67897.02974294001,46409.25444156776,49946.973240036474,42762.35091837801,42577.483700617784,43715.011765976175,52695.433657829395,68589.79101087854,75779.40593288439,71084.44051005563
C01E B23 Tiazotic acid,44429.006999157,47654.90860366991,48391.71356073374,35054.93349490882,35522.798639931774,30848.195189654078,31945.786954806084,33935.33493206287,37630.8135349067,46284.9555227121,49285.851886712655,46498.47499225327
C01E B25** Cytochrome C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64194810866946,197.99702836164818,454.01046922421443,319.04939857445095,68.61391871482354
C01E B29** Others,51799.223608120345,56393.082216782044,49076.66475266204,37193.1096688146,34673.533710818854,26973.17618993206,26680.662693060363,29132.149600813256,36661.33508725029,54040.625860032684,61981.26685328992,56091.845109690046
C01E X Other cardiac combination products,1141477.6179102787,1167041.2472812661,1274731.5515345493,917127.3060408868,900228.6668895552,883635.2068990113,912905.1911539411,933334.3720601548,961706.4481917459,1060517.5383888187,1047979.8731745,1137410.404051755
"C02A A04 Rauwolfia alkaloids, whole root",31661.925809631968,34220.81709830783,38016.679047334575,25836.964623694643,24258.498646021377,19997.671692016425,18995.44211049639,19314.39413283702,20591.95407884528,24476.744652337788,25362.63732194033,28881.49678284741
C02A B01 Methyldopa (levorotatory),5893.602826690925,5723.692558062848,5642.479038909203,4915.837319335109,5030.926639424651,4407.816391245104,4083.7660884502857,4032.6213419632504,4471.99184052244,5264.521335118613,5265.751626544369,5634.092555433793
C02A C01 Clonidine,9813.563946091142,10318.523251046752,10842.418082807932,7009.8823650344,7096.914525202894,5408.218569416314,4700.707203472404,4847.442997879046,6341.207594618698,9723.014953574722,10216.384636636285,11020.995127598122
C02A C02 Guanfacine,0.0,0.0,31.5085184282826,0.0,3.098662809108909,30.24511440384515,56.268398936094215,87.26274981835367,137.82995378062134,71.57024020689553,8.070592604375104,28.156597778818867
C02A C05 Moxonidine,66378.75153652421,69245.16959383174,73194.2988524035,60870.98867198669,61538.378940378985,57543.48116781859,57027.876562496036,56783.162490963725,58775.68484646365,64567.50434358934,66767.51755401565,69221.86653508246
C02B C02** Hexamethonii bromide,315.404397069137,223.15733412940236,199.81128116577796,145.4144361830419,158.98895758501638,137.61097209475935,125.46298109071711,108.89658567564666,177.19746673175376,260.75456896480273,250.3154481394053,220.06374886725075
C02C A04 Doxazosin,16497.38610768906,16666.065336907464,17998.687015197447,14367.547852744688,14592.685617697734,13602.670924575421,13670.25306499283,14385.565072242009,14798.11497295661,16347.815988443537,16221.506295748339,17023.28083650743
C02C A06 Urapidil,4325.177787848233,4291.792222049231,3994.5378032527624,3550.793102058322,3818.2709749455034,3321.552507097983,3243.8005666627005,3334.297048157209,3769.751867195549,4177.013756268956,4442.504901370415,4459.987451294317
"C02L A51 Reserpine and diuretics, combinations with other drugs",8105.708013745937,8837.078105267408,9876.297175428183,6666.899028500398,6671.6295079017655,5778.13560610777,6070.884772369793,6321.389378177408,6629.873935621502,7203.397254374775,7889.440382175393,8439.104906053864
C02N COMBINATIONS OF ANTIHYPERTENZIVES IN ATC-GR. C02,1451.9462701819011,1762.715075468242,1933.8690737956751,1333.9440265559824,1247.1561428625885,1066.5619900062343,1014.7920218195118,1122.499401368494,1227.1178591060407,1579.6543793944386,1558.8325497235178,1695.0904400851416
C03A A03 Hydrochlorothiazide,47897.022332674,59887.70778017271,57305.521306218354,42586.38929510157,52164.86845425481,51540.02374962408,48956.556753966186,44565.902325486546,46384.6167507495,49460.78425900656,52562.719433658865,58446.26674142742
