INN,month,point_forecast,P10_empirical,P90_empirical
BECLOMETASONUM+CLOTRIMAZOLUM+GENTAMICINUM,2024-11-01,0.0,0.0,686.0045175229693
BECLOMETASONUM+CLOTRIMAZOLUM+GENTAMICINUM,2024-12-01,0.0,0.0,590.0668476077277
BECLOMETASONUM+FORMOTEROLUM,2024-01-01,1.4791126854356174,0.35867400118631365,1.8828960402564525
BECLOMETASONUM+FORMOTEROLUM,2024-02-01,1.5106102016203535,0.5495905173447698,2.03074998980186
BECLOMETASONUM+FORMOTEROLUM,2024-03-01,1.5330803457156834,0.24127260745841173,2.1739830474102515
BECLOMETASONUM+FORMOTEROLUM,2024-04-01,1.5483285921394883,0.42543776193666627,2.362245128096338
BECLOMETASONUM+FORMOTEROLUM,2024-05-01,1.5577993204260732,0.38290259639020907,2.287950025798363
BECLOMETASONUM+FORMOTEROLUM,2024-06-01,1.5626480342028821,0.35074834860312265,2.4186029948725634
BECLOMETASONUM+FORMOTEROLUM,2024-07-01,1.5637991363718702,0.1757434116005805,2.422686159992816
BECLOMETASONUM+FORMOTEROLUM,2024-08-01,1.5619921492546016,0.34375802301717884,2.4350301106556826
BECLOMETASONUM+FORMOTEROLUM,2024-09-01,1.5578186907083278,0.015958229844544647,2.410704801932016
BECLOMETASONUM+FORMOTEROLUM,2024-10-01,1.5517520550188497,0.09320499968797447,2.448753475260181
BECLOMETASONUM+FORMOTEROLUM,2024-11-01,1.5441708776148082,0.2112320037919837,2.4311289838969774
BECLOMETASONUM+FORMOTEROLUM,2024-12-01,3.199378066839116,2.0077994880086996,4.190663901369536
BEMIPARINUM NATRICUM,2024-01-01,0.0,0.0,0.40378335482083505
BEMIPARINUM NATRICUM,2024-02-01,0.0,0.0,0.5201397881815064
BEMIPARINUM NATRICUM,2024-03-01,0.0,0.0,0.6409027016945681
BEMIPARINUM NATRICUM,2024-04-01,0.0,0.0,0.81391653595685
BEMIPARINUM NATRICUM,2024-05-01,0.0,0.0,0.7301507053722895
BEMIPARINUM NATRICUM,2024-06-01,0.0,0.0,0.8559549606696814
BEMIPARINUM NATRICUM,2024-07-01,0.0,0.0,0.8588870236209458
BEMIPARINUM NATRICUM,2024-08-01,0.0,0.0,0.873037961401081
BEMIPARINUM NATRICUM,2024-09-01,0.0,0.0,0.8528861112236882
BEMIPARINUM NATRICUM,2024-10-01,0.0,0.0,0.8970014202413311
BEMIPARINUM NATRICUM,2024-11-01,0.0,0.0,0.8869581062821691
BEMIPARINUM NATRICUM,2024-12-01,0.0,0.0,0.9912858345304205
BENDAMUSTINE,2024-01-01,27.560773894006687,0.0,43.722875642968646
BENDAMUSTINE,2024-02-01,28.941008901168033,0.0,49.760470822779794
BENDAMUSTINE,2024-03-01,22.46177745704993,0.0,48.11497626354451
BENDAMUSTINE,2024-04-01,29.336172851908266,0.0,61.91453873114112
BENDAMUSTINE,2024-05-01,22.98986971794776,0.0,52.215368618315935
BENDAMUSTINE,2024-06-01,77.35060776093218,28.84230301199247,111.6116316533373
BENDAMUSTINE,2024-07-01,45.29377874547252,0.0,79.67216334427359
BENDAMUSTINE,2024-08-01,25.62209608325762,0.0,60.5668955516049
BENDAMUSTINE,2024-09-01,23.60333050363852,0.0,57.74151858221869
BENDAMUSTINE,2024-10-01,19.670098590096064,0.0,55.57407543762241
BENDAMUSTINE,2024-11-01,20.477693609414914,0.0,55.979670076869205
BENDAMUSTINE,2024-12-01,16.711950175022817,0.0,56.38981784516045
BENDAZOLUM,2024-01-01,18824.542887229793,15587.67304556257,21306.358203229775
BENDAZOLUM,2024-02-01,19872.117662626293,16630.741807376897,24256.74633350609
BENDAZOLUM,2024-03-01,24965.232380303874,17295.596303017024,29926.684900509656
BENDAZOLUM,2024-04-01,13800.906651806308,7614.447416307004,20406.182204688226
BENDAZOLUM,2024-05-01,10557.861366368637,4477.177047858155,16126.692314857668
BENDAZOLUM,2024-06-01,6479.3776353788835,70.7312686561072,11905.04420565573
BENDAZOLUM,2024-07-01,6743.98034794745,957.654608655137,12111.224048623117
BENDAZOLUM,2024-08-01,7290.293815362689,1360.9450587455203,13043.89343838349
BENDAZOLUM,2024-09-01,10801.37308665526,0.0,16297.833404124058
BENDAZOLUM,2024-10-01,14779.004601049684,4485.344273876097,19663.20330745561
BENDAZOLUM,2024-11-01,15463.705909925611,6299.711429005678,18933.51155025822
BENDAZOLUM,2024-12-01,17385.738254386724,9089.88435019976,20370.291888807977
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-01-01,98777.76738007255,81447.22761502821,113142.56493612741
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-02-01,103708.5344082401,87709.1631417715,139486.43708666938
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-03-01,107543.46250540602,60087.888470662314,130538.20789970802
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-04-01,83603.54305777058,50377.226551711006,118656.9013511289
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-05-01,83589.74837429408,53030.63373288447,111436.49117304216
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-06-01,80272.39510214471,48222.83320479105,106732.1888147153
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-07-01,84601.24375905706,58762.8545509986,113845.99355414978
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-08-01,87559.69195921878,58075.04967660107,124087.83342192441
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-09-01,89609.87219398002,30682.268116381274,114781.81143116696
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-10-01,96437.74205642082,36044.64121571999,120464.10381941745
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-11-01,98346.41362100534,48444.93244755869,109303.46378708055
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*,2024-12-01,103291.12734730476,58470.85292894623,111399.7204130904
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-01-01,110.60064796890403,40.94670976473898,135.70251319359926
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-02-01,124.41320921916851,64.66981884670307,156.74856605111881
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-03-01,21.10311301237818,0.0,60.9458976343905
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-04-01,0.0,0.0,50.59847798531751
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-05-01,0.0,0.0,45.39103551731066
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-06-01,0.0,0.0,53.21186672163186
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-07-01,0.0,0.0,53.3941433017688
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-08-01,0.0,0.0,54.2738599337672
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-09-01,0.0,0.0,53.021086581072616
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-10-01,0.0,0.0,55.763588291669414
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-11-01,47.515817441174704,0.0,102.6550463817162
BENDAZOLUM+METAMIZOLUM NATRICUM+PAPAVERINUM*+PHENOBARBITALUM,2024-12-01,26.01949272696558,0.0,87.64442877360672
BENDAZOLUM+PAPAVERINUM*,2024-01-01,34989.295186111834,27715.019897613915,40566.72298113726
BENDAZOLUM+PAPAVERINUM*,2024-02-01,36426.307425918836,29141.905692783414,46279.96158872946
BENDAZOLUM+PAPAVERINUM*,2024-03-01,40917.24258842296,23681.132729880293,52067.20326901652
BENDAZOLUM+PAPAVERINUM*,2024-04-01,26821.137289084778,12918.197182937964,41665.29077018362
BENDAZOLUM+PAPAVERINUM*,2024-05-01,24776.556020272743,11111.325770385823,37291.4890685386
BENDAZOLUM+PAPAVERINUM*,2024-06-01,19493.865975881625,5091.600769517418,31687.063165258056
BENDAZOLUM+PAPAVERINUM*,2024-07-01,20388.157711027256,7384.4447428056355,32450.06014423144
BENDAZOLUM+PAPAVERINUM*,2024-08-01,21424.084469802274,8098.953325532915,34354.25145362319
BENDAZOLUM+PAPAVERINUM*,2024-09-01,23049.51404748081,0.0,35401.807286735275
BENDAZOLUM+PAPAVERINUM*,2024-10-01,27562.549880282142,4429.423554886816,38538.8966881668
BENDAZOLUM+PAPAVERINUM*,2024-11-01,29000.414717181735,8406.006583009828,36798.17077782136
BENDAZOLUM+PAPAVERINUM*,2024-12-01,32527.770757359915,13884.350414843611,39235.01133608047
BENFOTIAMINUM,2024-01-01,12.334406509208996,0.0,53.72859361479593
BENFOTIAMINUM,2024-02-01,5.514782910109577,0.0,58.83734674536021
BENFOTIAMINUM,2024-03-01,4.880070193653026,0.0,70.58274474345643
BENFOTIAMINUM,2024-04-01,0.0,0.0,83.43933194739647
BENFOTIAMINUM,2024-05-01,0.0,0.0,74.85200802016142
BENFOTIAMINUM,2024-06-01,0.0,0.0,87.74893608885297
BENFOTIAMINUM,2024-07-01,0.0,0.0,88.04951896568764
BENFOTIAMINUM,2024-08-01,0.0,0.0,89.50021414466634
BENFOTIAMINUM,2024-09-01,0.0,0.0,87.43433043052244
BENFOTIAMINUM,2024-10-01,0.0,0.0,91.95684809722361
BENFOTIAMINUM,2024-11-01,0.0,0.0,90.92724939727182
BENFOTIAMINUM,2024-12-01,0.0,0.0,101.62249339841486
BENFOTIAMINUM+PYRIDOXINUM,2024-01-01,11291.800915442524,8336.613659769819,13557.640863149167
BENFOTIAMINUM+PYRIDOXINUM,2024-02-01,11318.791470959322,8359.49032916722,15321.855975513861
BENFOTIAMINUM+PYRIDOXINUM,2024-03-01,11489.373559773985,4487.173316970441,16019.064889526479
BENFOTIAMINUM+PYRIDOXINUM,2024-04-01,9754.20607522694,4106.111964322062,15784.669791379642
BENFOTIAMINUM+PYRIDOXINUM,2024-05-01,9926.896131990525,4375.372072383785,15011.109910414809
BENFOTIAMINUM+PYRIDOXINUM,2024-06-01,9448.927421802613,3597.9816020913395,14402.435436123313
BENFOTIAMINUM+PYRIDOXINUM,2024-07-01,9741.85449805351,4459.073009033237,14642.023784488783
BENFOTIAMINUM+PYRIDOXINUM,2024-08-01,10050.316603455447,4636.958409550257,15303.219905689122
BENFOTIAMINUM+PYRIDOXINUM,2024-09-01,10353.48313217822,385.3732554845119,15371.624199329744
BENFOTIAMINUM+PYRIDOXINUM,2024-10-01,11113.503199557663,1715.6295435014908,15572.663585169426
BENFOTIAMINUM+PYRIDOXINUM,2024-11-01,11464.018097862438,3097.503215966308,14631.870346963278
BENFOTIAMINUM+PYRIDOXINUM,2024-12-01,11087.14366090748,3513.2210344886953,13811.972058632131
BENZALKONII CHLORIDUM,2024-01-01,19120.67742998945,14415.497554794101,22728.294680604628
BENZALKONII CHLORIDUM,2024-02-01,14924.766436806136,10213.036528566121,21298.351904117346
BENZALKONII CHLORIDUM,2024-03-01,13753.970549733782,2605.2314634766553,20966.03890333349
BENZALKONII CHLORIDUM,2024-04-01,11682.266347550198,2689.5033025601697,21283.82931479385
BENZALKONII CHLORIDUM,2024-05-01,13020.336693277623,4181.3302202416635,21115.302690952554
BENZALKONII CHLORIDUM,2024-06-01,14332.389077333863,5016.650296680151,22219.248421309716
BENZALKONII CHLORIDUM,2024-07-01,17220.02829205315,8808.907440242865,25021.962963816342
BENZALKONII CHLORIDUM,2024-08-01,18760.290171302884,10141.26815085617,27123.839674493633
BENZALKONII CHLORIDUM,2024-09-01,16348.161782176967,477.1709014726166,24337.928357790428
BENZALKONII CHLORIDUM,2024-10-01,17058.53957835053,2095.465441094786,24158.310216022946
BENZALKONII CHLORIDUM,2024-11-01,15785.494722763688,2464.525849385487,20829.274815361787
BENZALKONII CHLORIDUM,2024-12-01,18916.216145768507,6857.194082207192,23254.62404723881
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-01-01,21.094913019143092,19.974474334893788,21.498696373963927
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-02-01,28.895829943313487,27.934810259037903,29.415969731494993
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-03-01,56.15764622785693,54.86583848959966,56.7985489295515
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-04-01,18.34378200069853,17.220891170495705,19.157698536655378
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-05-01,6.1481733641789305,4.973276640143066,6.87832406955122
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-06-01,58.18476920017022,56.97286951457046,59.04072416083991
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-07-01,55.30232861417025,53.91427288939896,56.161215637791194
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-08-01,79.13265889057732,77.9144247643399,80.0056968519784
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-09-01,10.472405856909901,8.930545396046119,11.32529196813359
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-10-01,26.746486175183023,25.287939119852147,27.643487595424354
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-11-01,14.325233175008513,12.992294301185689,15.212191281290682
BENZALKONII CHLORIDUM+CHLORHEXIDINUM+DEXPANTHENOLUM,2024-12-01,12.675313520075953,11.483734941245537,13.666599354606374
BENZATHINI BENZYLPENICILLINUM,2024-01-01,0.0893121240365971,0.0,0.49309547885743216
BENZATHINI BENZYLPENICILLINUM,2024-02-01,0.025770931952868073,0.0,0.5459107201343745
BENZATHINI BENZYLPENICILLINUM,2024-03-01,0.0,0.0,0.6409027016945681
BENZATHINI BENZYLPENICILLINUM,2024-04-01,0.026642308043989572,0.0,0.8405588440008396
BENZATHINI BENZYLPENICILLINUM,2024-05-01,0.007056404481480261,0.0,0.7372071098537698
BENZATHINI BENZYLPENICILLINUM,2024-06-01,0.0,0.0,0.8559549606696814
BENZATHINI BENZYLPENICILLINUM,2024-07-01,0.02784495255816126,0.0,0.886731976179107
BENZATHINI BENZYLPENICILLINUM,2024-08-01,0.0,0.0,0.873037961401081
BENZATHINI BENZYLPENICILLINUM,2024-09-01,0.006584954235432006,0.0,0.8594710654591202
BENZATHINI BENZYLPENICILLINUM,2024-10-01,0.0,0.0,0.8970014202413311
BENZATHINI BENZYLPENICILLINUM,2024-11-01,0.0012811427872349759,0.0,0.8882392490694041
BENZATHINI BENZYLPENICILLINUM,2024-12-01,0.0036141588379384974,0.0,0.994899993368359
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-01-01,28132.258055588416,20087.619753961444,34300.34868797984
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-02-01,30348.66243654381,22292.825275764648,41245.84195550876
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-03-01,38294.45881104972,19233.004021411918,50625.22678384931
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-04-01,26898.222380396048,11522.927928729874,43314.40693669094
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-05-01,25502.047705614696,10389.637148013722,39342.341858568856
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-06-01,23919.634035531206,7992.13477075821,37404.119738739006
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-07-01,28152.52076920602,13771.68374301751,41491.80729003257
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-08-01,28228.051025887456,13491.756876160985,42527.55337342058
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-09-01,31655.714500974216,4520.432851750171,45316.14490323817
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-10-01,36179.07175078521,10596.092458276453,48317.83972981275
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-11-01,34410.442820375596,11635.037999298518,43033.99975000599
BENZATHINI BENZYLPENICILLINUM+BENZYLPENICILLINUM+BENZYLPENICILLINUM,2024-12-01,31861.857745789508,11244.054952721486,39279.411016438935
BENZOBARBITALUM,2024-01-01,4970.962977354471,3688.4191316455203,5954.331823005211
BENZOBARBITALUM,2024-02-01,5388.520754629096,4104.191492678162,7125.840694148012
BENZOBARBITALUM,2024-03-01,6397.0521094857495,3358.114793215719,8362.926768285603
BENZOBARBITALUM,2024-04-01,5178.626726408028,2727.3680699486945,7795.832831055419
BENZOBARBITALUM,2024-05-01,4920.184752982806,2510.837256208692,7126.72076157911
BENZOBARBITALUM,2024-06-01,4673.137907279582,2133.842118749589,6822.947942579965
BENZOBARBITALUM,2024-07-01,5184.707963753958,2891.9940675491653,7311.369125135749
BENZOBARBITALUM,2024-08-01,5198.368341970414,2848.9844838464114,7478.115180162036
BENZOBARBITALUM,2024-09-01,5427.554577580533,1101.4199303891455,7605.4151954551435
BENZOBARBITALUM,2024-10-01,5407.937499105583,1329.2839392717274,7343.201905317858
BENZOBARBITALUM,2024-11-01,5576.866969362578,1945.8205268028473,6951.706888017641
BENZOBARBITALUM,2024-12-01,5575.750078605127,2288.6866839783925,6758.318758612246
BENZOCAINUM,2024-01-01,45398.42577108423,35333.26289319911,53115.719517904545
BENZOCAINUM,2024-02-01,41884.83319471212,31805.658705964335,55518.99332168185
BENZOCAINUM,2024-03-01,41267.513015970646,17418.50452688219,56695.32759285927
BENZOCAINUM,2024-04-01,33778.45115533367,14541.434256741071,54317.79241560056
BENZOCAINUM,2024-05-01,35293.520749180316,16385.414749068237,52610.000335235934
BENZOCAINUM,2024-06-01,32524.745906613833,12596.83015371871,49396.050723369925
BENZOCAINUM,2024-07-01,33871.41551491686,15878.628075407665,50561.052323043215
BENZOCAINUM,2024-08-01,37052.73708391548,18615.214441856475,54943.76149100577
BENZOCAINUM,2024-09-01,36364.43822147059,2413.74717778623,53455.87873446333
BENZOCAINUM,2024-10-01,38751.9966138709,6743.490597063934,53939.58768568561
BENZOCAINUM,2024-11-01,39193.45641014735,10697.686862926214,49982.941509296004
BENZOCAINUM,2024-12-01,40501.94172952471,14705.686445508465,49782.518310497486
BENZOCAINUM+ATROPA BELLADONNA*&,2024-01-01,15441.58427445873,12119.117864329408,17989.02931454328
BENZOCAINUM+ATROPA BELLADONNA*&,2024-02-01,14084.369528455423,10757.277946631631,18584.946379696572
BENZOCAINUM+ATROPA BELLADONNA*&,2024-03-01,14172.41072731824,6299.956939810848,19265.06509717841
BENZOCAINUM+ATROPA BELLADONNA*&,2024-04-01,11289.002682073955,4938.947223250251,18068.94973820732
BENZOCAINUM+ATROPA BELLADONNA*&,2024-05-01,11352.043241543995,5110.559837180339,17068.13770165161
BENZOCAINUM+ATROPA BELLADONNA*&,2024-06-01,10941.635084785485,4363.516924536398,16510.77929325986
BENZOCAINUM+ATROPA BELLADONNA*&,2024-07-01,12737.098355044141,6797.75761931557,18246.274745432478
BENZOCAINUM+ATROPA BELLADONNA*&,2024-08-01,14102.545566916528,8016.39967862352,20008.294769044824
BENZOCAINUM+ATROPA BELLADONNA*&,2024-09-01,14234.1723320799,3027.1971482842455,19875.982374708205
BENZOCAINUM+ATROPA BELLADONNA*&,2024-10-01,14874.941539876061,4309.073170976992,19888.299177411587
BENZOCAINUM+ATROPA BELLADONNA*&,2024-11-01,14626.902701778454,5220.573335817751,18188.46472113492
BENZOCAINUM+ATROPA BELLADONNA*&,2024-12-01,15814.05822696583,7298.826756983521,18877.53611907857
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-01-01,3816.4683947199073,3027.601979479808,4421.31840333578
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-02-01,3276.4176974960933,2486.4531093434366,4345.007560835896
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-03-01,3504.832758166611,1635.6447418301057,4714.001941806919
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-04-01,2777.6756251525962,1269.9566995057014,4387.465422690808
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-05-01,2954.5743371909516,1472.6341062920396,4311.769381261651
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-06-01,2553.536125271206,991.6673652798872,3875.840186585504
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-07-01,3155.841574184979,1745.6402789064753,4463.907237922381
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-08-01,3466.3455517655666,2021.2877251797156,4868.571075607261
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-09-01,3538.2947522796053,877.3780573892236,4877.852151633583
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-10-01,3810.6197311404067,1301.9235773852415,5000.961176213221
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-11-01,3552.459332678617,1319.0771365876512,4398.095169447141
BENZOCAINUM+ATROPA BELLADONNA*&+METAMIZOLUM NATRICUM+NATRII HYDROCARBONAS*,2024-12-01,3405.407432358754,1383.6021541518453,4132.781173610274
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-01-01,17252.684853488892,13308.19980779857,20277.05218334261
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-02-01,14808.605018243532,10858.628895043152,20151.761545749177
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-03-01,15903.620798669863,6557.31826178361,21949.701187485898
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-04-01,12889.533013984292,5350.646023202239,20938.794156837874
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-05-01,13859.961142442422,6449.972624160159,20646.199537180673
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-06-01,13078.474388387061,5268.827725660833,19690.25110361501
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-07-01,12541.540795943893,5490.260866697349,19082.122762312407
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-08-01,12244.7644070323,5019.195062201217,19256.163932508884
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-09-01,11792.252461475708,0.0,18490.29921250565
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-10-01,12618.55863710636,74.59140577698054,18570.496682188514
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-11-01,13693.0243278649,2525.680271126781,17921.367489384895
BENZOCAINUM+BISMUTHI SUBGALLAS*+MENTHOLUM*+ZINCI OXYDUM*,2024-12-01,15068.62995799493,4959.211517665397,18705.63970966651
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-01-01,14.207263470604047,13.086824786354743,14.611046825424882
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-02-01,6.792006751570104,5.83098706729452,7.31214653975161
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-03-01,9.415718686706938,8.123910948449666,10.056621388401506
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-04-01,2.897405545180398,1.7745147149775762,3.711322081137248
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-05-01,0.0,0.0,0.7301507053722895
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-06-01,2.471443090401354,1.2595434048015943,3.327398051071035
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-07-01,0.0,0.0,0.8588870236209458
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-08-01,0.0,0.0,0.873037961401081
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-09-01,1.2924086969572994,0.0,2.1452948081809877
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-10-01,0.0,0.0,0.8970014202413311
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-11-01,0.0,0.0,0.8869581062821691
BENZOCAINUM+CETYLPYRIDINII CHLORIDUM,2024-12-01,2.1375937993783536,0.9460152205479373,3.128879633908774
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-01-01,382.9453265480572,59.94619635157153,499.34765558967854
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-02-01,296.653310331437,19.61135659820866,446.5987750185782
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-03-01,364.61776187606256,0.0,549.3766586349878
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-04-01,285.58458762968456,0.0,520.2197683515453
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-05-01,345.4621127505039,6.763864226048383,555.9493496363064
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-06-01,546.084197365081,196.718765916787,792.8381801311361
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-07-01,770.7455295746641,370.5979819507008,1018.344765004924
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-08-01,817.0034598602523,465.8119411436333,1068.6821158413213
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-09-01,676.2346686066446,231.74841983255067,922.1039660117834
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-10-01,599.2689001216802,178.80017046677494,857.8557220476675
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-11-01,476.8399498516303,92.58144208838132,732.5314935988988
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,2024-12-01,517.2500541535117,173.7427744304283,803.0171084604125
BENZOCAINUM+CHLORHEXIDINUM,2024-01-01,16531.550978887077,13777.291805871982,18643.332710679384
BENZOCAINUM+CHLORHEXIDINUM,2024-02-01,17352.173779819343,14594.080430624941,21083.063289672307
BENZOCAINUM+CHLORHEXIDINUM,2024-03-01,12131.043529539882,5604.934494313944,16352.753633340995
